##gff-version 3												
##source-version rtracklayer 1.62.0												
##date 2025-03-20												
seqnames	source	type	start	end	score	strand	phase	notes	is.canonic	gene	TSS eredeti	TES eredeti
LT934125.1	Liftoff	transcript	74413	75324	.	-	.	"transcript_id=UL16-AS;Name=UL16-AS;ID=UL16-AS;gene_id=UL16;ORF_id=UL16;"		UL16	75324	74413
LT934125.1	Liftoff	exon	74327	75645	.	+	.	"transcript_id=UL16-L;Name=UL16-L;ID=UL16-L;gene_id=UL16;ORF_id=UL16;"		UL16	74327	75645
LT934125.1	Liftoff	transcript	74327	75645	.	+	.	"transcript_id=UL16-L;Name=UL16-L;ID=UL16-L;gene_id=UL16;ORF_id=UL16;"		UL16	74327	75645
LT934125.1	Liftoff	exon	72759	75645	.	+	.	"transcript_id=UL17-16;Name=UL17-16;ID=UL17-16;gene_id=UL17;ORF_id=UL17;"	canonic	UL17	72759	75645
LT934125.1	Liftoff	transcript	72759	75645	.	+	.	"transcript_id=UL17-16;Name=UL17-16;ID=UL17-16;gene_id=UL17;ORF_id=UL17;"	canonic	UL17	72759	75645
LT934125.1	Liftoff	exon	72652	75645	.	+	.	"transcript_id=UL17L-16;Name=UL17L-16;ID=UL17L-16;gene_id=UL17;ORF_id=UL17;"		UL17	72652	75645
LT934125.1	Liftoff	transcript	72652	75645	.	+	.	"transcript_id=UL17L-16;Name=UL17L-16;ID=UL17L-16;gene_id=UL17;ORF_id=UL17;"		UL17	72652	75645
LT934125.1	Liftoff	exon	70529	71544	.	+	.	"transcript_id=UL18;Name=UL18;ID=UL18;gene_id=UL18;ORF_id=UL18;"	canonic	UL18	70529	71544
LT934125.1	Liftoff	transcript	70529	71544	.	+	.	"transcript_id=UL18;Name=UL18;ID=UL18;gene_id=UL18;ORF_id=UL18;"	canonic	UL18	70529	71544
LT934125.1	Liftoff	exon	71035	71544	.	+	.	"transcript_id=UL18.5;Name=UL18.5;ID=UL18.5;gene_id=UL18;ORF_id=UL18.5;"		UL18	71035	71544
LT934125.1	Liftoff	transcript	71035	71544	.	+	.	"transcript_id=UL18.5;Name=UL18.5;ID=UL18.5;gene_id=UL18;ORF_id=UL18.5;"		UL18	71035	71544
LT934125.1	Liftoff	exon	70529	75645	.	+	.	"transcript_id=UL18-17-16;Name=UL18-17-16;ID=UL18-17-16;gene_id=UL18;ORF_id=UL18;"	canonic	UL18	70529	75645
LT934125.1	Liftoff	transcript	70529	75645	.	+	.	"transcript_id=UL18-17-16;Name=UL18-17-16;ID=UL18-17-16;gene_id=UL18;ORF_id=UL18;"	canonic	UL18	70529	75645
LT934125.1	Liftoff	exon	70529	71518	.	+	.	"transcript_id=UL18-AT;Name=UL18-AT;ID=UL18-AT;gene_id=UL18;ORF_id=UL18;"		UL18	70529	71518
LT934125.1	Liftoff	transcript	70529	71518	.	+	.	"transcript_id=UL18-AT;Name=UL18-AT;ID=UL18-AT;gene_id=UL18;ORF_id=UL18;"		UL18	70529	71518
LT934125.1	Liftoff	exon	70311	71544	.	+	.	"transcript_id=UL18-L;Name=UL18-L;ID=UL18-L;gene_id=UL18;ORF_id=UL18;"		UL18	70311	71544
LT934125.1	Liftoff	transcript	70311	71544	.	+	.	"transcript_id=UL18-L;Name=UL18-L;ID=UL18-L;gene_id=UL18;ORF_id=UL18;"		UL18	70311	71544
LT934125.1	Liftoff	exon	69555	71544	.	+	.	"transcript_id=UL18-L10;Name=UL18-L10;ID=UL18-L10;gene_id=UL19;ORF_id=UL19.35;"		UL19	69555	71544
LT934125.1	Liftoff	transcript	69555	71544	.	+	.	"transcript_id=UL18-L10;Name=UL18-L10;ID=UL18-L10;gene_id=UL19;ORF_id=UL19.35;"		UL19	69555	71544
LT934125.1	Liftoff	exon	69530	71544	.	+	.	"transcript_id=UL18-L11;Name=UL18-L11;ID=UL18-L11;gene_id=UL19;ORF_id=UL19.35;"		UL19	69530	71544
LT934125.1	Liftoff	transcript	69530	71544	.	+	.	"transcript_id=UL18-L11;Name=UL18-L11;ID=UL18-L11;gene_id=UL19;ORF_id=UL19.35;"		UL19	69530	71544
LT934125.1	Liftoff	exon	69488	71544	.	+	.	"transcript_id=UL18-L12;Name=UL18-L12;ID=UL18-L12;gene_id=UL19;ORF_id=UL19.35;"		UL19	69488	71544
LT934125.1	Liftoff	transcript	69488	71544	.	+	.	"transcript_id=UL18-L12;Name=UL18-L12;ID=UL18-L12;gene_id=UL19;ORF_id=UL19.35;"		UL19	69488	71544
LT934125.1	Liftoff	exon	69244	71544	.	+	.	"transcript_id=UL18-L13;Name=UL18-L13;ID=UL18-L13;gene_id=UL19;ORF_id=UL19.31;"		UL19	69244	71544
LT934125.1	Liftoff	transcript	69244	71544	.	+	.	"transcript_id=UL18-L13;Name=UL18-L13;ID=UL18-L13;gene_id=UL19;ORF_id=UL19.31;"		UL19	69244	71544
LT934125.1	Liftoff	exon	68873	71544	.	+	.	"transcript_id=UL18-L14;Name=UL18-L14;ID=UL18-L14;gene_id=UL19;ORF_id=UL19.27;"		UL19	68873	71544
LT934125.1	Liftoff	transcript	68873	71544	.	+	.	"transcript_id=UL18-L14;Name=UL18-L14;ID=UL18-L14;gene_id=UL19;ORF_id=UL19.27;"		UL19	68873	71544
LT934125.1	Liftoff	exon	68667	71544	.	+	.	"transcript_id=UL18-L15;Name=UL18-L15;ID=UL18-L15;gene_id=UL19;ORF_id=UL19.25;"		UL19	68667	71544
LT934125.1	Liftoff	transcript	68667	71544	.	+	.	"transcript_id=UL18-L15;Name=UL18-L15;ID=UL18-L15;gene_id=UL19;ORF_id=UL19.25;"		UL19	68667	71544
LT934125.1	Liftoff	exon	68626	71544	.	+	.	"transcript_id=UL18-L16;Name=UL18-L16;ID=UL18-L16;gene_id=UL19;ORF_id=UL19.25;"		UL19	68626	71544
LT934125.1	Liftoff	transcript	68626	71544	.	+	.	"transcript_id=UL18-L16;Name=UL18-L16;ID=UL18-L16;gene_id=UL19;ORF_id=UL19.25;"		UL19	68626	71544
LT934125.1	Liftoff	exon	66753	71544	.	+	.	"transcript_id=UL18-L17;Name=UL18-L17;ID=UL18-L17;gene_id=UL19;ORF_id=UL19.9;"		UL19	66753	71544
LT934125.1	Liftoff	transcript	66753	71544	.	+	.	"transcript_id=UL18-L17;Name=UL18-L17;ID=UL18-L17;gene_id=UL19;ORF_id=UL19.9;"		UL19	66753	71544
LT934125.1	Liftoff	exon	70132	71544	.	+	.	"transcript_id=UL18-L2;Name=UL18-L2;ID=UL18-L2;gene_id=UL18;ORF_id=UL18;"		UL18	70132	71544
LT934125.1	Liftoff	transcript	70132	71544	.	+	.	"transcript_id=UL18-L2;Name=UL18-L2;ID=UL18-L2;gene_id=UL18;ORF_id=UL18;"		UL18	70132	71544
LT934125.1	Liftoff	exon	70090	71544	.	+	.	"transcript_id=UL18-L3;Name=UL18-L3;ID=UL18-L3;gene_id=UL18;ORF_id=UL18;"		UL18	70090	71544
LT934125.1	Liftoff	transcript	70090	71544	.	+	.	"transcript_id=UL18-L3;Name=UL18-L3;ID=UL18-L3;gene_id=UL18;ORF_id=UL18;"		UL18	70090	71544
LT934125.1	Liftoff	exon	70012	71544	.	+	.	"transcript_id=UL18-L4;Name=UL18-L4;ID=UL18-L4;gene_id=UL18;ORF_id=UL18;"		UL18	70012	71544
LT934125.1	Liftoff	transcript	70012	71544	.	+	.	"transcript_id=UL18-L4;Name=UL18-L4;ID=UL18-L4;gene_id=UL18;ORF_id=UL18;"		UL18	70012	71544
LT934125.1	Liftoff	exon	69947	71544	.	+	.	"transcript_id=UL18-L5;Name=UL18-L5;ID=UL18-L5;gene_id=UL19;ORF_id=UL19.38;"		UL19	69947	71544
LT934125.1	Liftoff	transcript	69947	71544	.	+	.	"transcript_id=UL18-L5;Name=UL18-L5;ID=UL18-L5;gene_id=UL19;ORF_id=UL19.38;"		UL19	69947	71544
LT934125.1	Liftoff	exon	69765	71544	.	+	.	"transcript_id=UL18-L6;Name=UL18-L6;ID=UL18-L6;gene_id=UL19;ORF_id=UL19.38;"		UL19	69765	71544
LT934125.1	Liftoff	transcript	69765	71544	.	+	.	"transcript_id=UL18-L6;Name=UL18-L6;ID=UL18-L6;gene_id=UL19;ORF_id=UL19.38;"		UL19	69765	71544
LT934125.1	Liftoff	exon	69713	71544	.	+	.	"transcript_id=UL18-L7;Name=UL18-L7;ID=UL18-L7;gene_id=UL19;ORF_id=UL19.37;"		UL19	69713	71544
LT934125.1	Liftoff	transcript	69713	71544	.	+	.	"transcript_id=UL18-L7;Name=UL18-L7;ID=UL18-L7;gene_id=UL19;ORF_id=UL19.37;"		UL19	69713	71544
LT934125.1	Liftoff	exon	69671	71544	.	+	.	"transcript_id=UL18-L8;Name=UL18-L8;ID=UL18-L8;gene_id=UL19;ORF_id=UL19.37;"		UL19	69671	71544
LT934125.1	Liftoff	transcript	69671	71544	.	+	.	"transcript_id=UL18-L8;Name=UL18-L8;ID=UL18-L8;gene_id=UL19;ORF_id=UL19.37;"		UL19	69671	71544
LT934125.1	Liftoff	exon	69611	71544	.	+	.	"transcript_id=UL18-L9;Name=UL18-L9;ID=UL18-L9;gene_id=UL19;ORF_id=UL19.35;"		UL19	69611	71544
LT934125.1	Liftoff	transcript	69611	71544	.	+	.	"transcript_id=UL18-L9;Name=UL18-L9;ID=UL18-L9;gene_id=UL19;ORF_id=UL19.35;"		UL19	69611	71544
LT934125.1	Liftoff	exon	66338	70521	.	+	.	"transcript_id=UL19;Name=UL19;ID=UL19;gene_id=UL19;ORF_id=UL19;"		UL19	66338	70521
LT934125.1	Liftoff	transcript	66338	70521	.	+	.	"transcript_id=UL19;Name=UL19;ID=UL19;gene_id=UL19;ORF_id=UL19;"	canonic	UL19	66338	70521
LT934125.1	Liftoff	exon	66959	70521	.	+	.	"transcript_id=UL19.11;Name=UL19.11;ID=UL19.11;gene_id=UL19;ORF_id=UL19.11;"	canonic	UL19	66959	70521
LT934125.1	Liftoff	transcript	66959	70521	.	+	.	"transcript_id=UL19.11;Name=UL19.11;ID=UL19.11;gene_id=UL19;ORF_id=UL19.11;"		UL19	66959	70521
LT934125.1	Liftoff	exon	67406	70521	.	+	.	"transcript_id=UL19.12;Name=UL19.12;ID=UL19.12;gene_id=UL19;ORF_id=UL19.12;"		UL19	67406	70521
LT934125.1	Liftoff	transcript	67406	70521	.	+	.	"transcript_id=UL19.12;Name=UL19.12;ID=UL19.12;gene_id=UL19;ORF_id=UL19.12;"		UL19	67406	70521
LT934125.1	Liftoff	exon	67505	70521	.	+	.	"transcript_id=UL19.12-S;Name=UL19.12-S;ID=UL19.12-S;gene_id=UL19;ORF_id=UL19.12;"		UL19	67505	70521
LT934125.1	Liftoff	transcript	67505	70521	.	+	.	"transcript_id=UL19.12-S;Name=UL19.12-S;ID=UL19.12-S;gene_id=UL19;ORF_id=UL19.12;"		UL19	67505	70521
LT934125.1	Liftoff	exon	67731	70521	.	+	.	"transcript_id=UL19.16;Name=UL19.16;ID=UL19.16;gene_id=UL19;ORF_id=UL19.16;"		UL19	67731	70521
LT934125.1	Liftoff	transcript	67731	70521	.	+	.	"transcript_id=UL19.16;Name=UL19.16;ID=UL19.16;gene_id=UL19;ORF_id=UL19.16;"		UL19	67731	70521
LT934125.1	Liftoff	exon	68001	70521	.	+	.	"transcript_id=UL19.18;Name=UL19.18;ID=UL19.18;gene_id=UL19;ORF_id=UL19.18;"		UL19	68001	70521
LT934125.1	Liftoff	transcript	68001	70521	.	+	.	"transcript_id=UL19.18;Name=UL19.18;ID=UL19.18;gene_id=UL19;ORF_id=UL19.18;"		UL19	68001	70521
LT934125.1	Liftoff	exon	68058	70521	.	+	.	"transcript_id=UL19.19;Name=UL19.19;ID=UL19.19;gene_id=UL19;ORF_id=UL19.19;"		UL19	68058	70521
LT934125.1	Liftoff	transcript	68058	70521	.	+	.	"transcript_id=UL19.19;Name=UL19.19;ID=UL19.19;gene_id=UL19;ORF_id=UL19.19;"		UL19	68058	70521
LT934125.1	Liftoff	exon	68121	70521	.	+	.	"transcript_id=UL19.19-S;Name=UL19.19-S;ID=UL19.19-S;gene_id=UL19;ORF_id=UL19.19;"		UL19	68121	70521
LT934125.1	Liftoff	transcript	68121	70521	.	+	.	"transcript_id=UL19.19-S;Name=UL19.19-S;ID=UL19.19-S;gene_id=UL19;ORF_id=UL19.19;"		UL19	68121	70521
LT934125.1	Liftoff	exon	68267	70521	.	+	.	"transcript_id=UL19.20;Name=UL19.20;ID=UL19.20;gene_id=UL19;ORF_id=UL19.20;"		UL19	68267	70521
LT934125.1	Liftoff	transcript	68267	70521	.	+	.	"transcript_id=UL19.20;Name=UL19.20;ID=UL19.20;gene_id=UL19;ORF_id=UL19.20;"		UL19	68267	70521
LT934125.1	Liftoff	exon	68357	70521	.	+	.	"transcript_id=UL19.22;Name=UL19.22;ID=UL19.22;gene_id=UL19;ORF_id=UL19.22;"		UL19	68357	70521
LT934125.1	Liftoff	transcript	68357	70521	.	+	.	"transcript_id=UL19.22;Name=UL19.22;ID=UL19.22;gene_id=UL19;ORF_id=UL19.22;"		UL19	68357	70521
LT934125.1	Liftoff	exon	68457	70521	.	+	.	"transcript_id=UL19.24-S;Name=UL19.24-S;ID=UL19.24-S;gene_id=UL19;ORF_id=UL19.24;"		UL19	68457	70521
LT934125.1	Liftoff	transcript	68457	70521	.	+	.	"transcript_id=UL19.24-S;Name=UL19.24-S;ID=UL19.24-S;gene_id=UL19;ORF_id=UL19.24;"		UL19	68457	70521
LT934125.1	Liftoff	exon	68536	70521	.	+	.	"transcript_id=UL19.24-S2;Name=UL19.24-S2;ID=UL19.24-S2;gene_id=UL19;ORF_id=UL19.24;"		UL19	68536	70521
LT934125.1	Liftoff	transcript	68536	70521	.	+	.	"transcript_id=UL19.24-S2;Name=UL19.24-S2;ID=UL19.24-S2;gene_id=UL19;ORF_id=UL19.24;"		UL19	68536	70521
LT934125.1	Liftoff	exon	68667	70521	.	+	.	"transcript_id=UL19.25;Name=UL19.25;ID=UL19.25;gene_id=UL19;ORF_id=UL19.25;"		UL19	68667	70521
LT934125.1	Liftoff	transcript	68667	70521	.	+	.	"transcript_id=UL19.25;Name=UL19.25;ID=UL19.25;gene_id=UL19;ORF_id=UL19.25;"		UL19	68667	70521
LT934125.1	Liftoff	exon	68783	70521	.	+	.	"transcript_id=UL19.25-S;Name=UL19.25-S;ID=UL19.25-S;gene_id=UL19;ORF_id=UL19.25;"		UL19	68783	70521
LT934125.1	Liftoff	transcript	68783	70521	.	+	.	"transcript_id=UL19.25-S;Name=UL19.25-S;ID=UL19.25-S;gene_id=UL19;ORF_id=UL19.25;"		UL19	68783	70521
LT934125.1	Liftoff	exon	68910	70521	.	+	.	"transcript_id=UL19.27;Name=UL19.27;ID=UL19.27;gene_id=UL19;ORF_id=UL19.27;"		UL19	68910	70521
LT934125.1	Liftoff	transcript	68910	70521	.	+	.	"transcript_id=UL19.27;Name=UL19.27;ID=UL19.27;gene_id=UL19;ORF_id=UL19.27;"		UL19	68910	70521
LT934125.1	Liftoff	exon	69032	70521	.	+	.	"transcript_id=UL19.29;Name=UL19.29;ID=UL19.29;gene_id=UL21;ORF_id=UL19.29;"		UL21	69032	70521
LT934125.1	Liftoff	transcript	69032	70521	.	+	.	"transcript_id=UL19.29;Name=UL19.29;ID=UL19.29;gene_id=UL21;ORF_id=UL19.29;"		UL21	69032	70521
LT934125.1	Liftoff	exon	69182	70521	.	+	.	"transcript_id=UL19.30;Name=UL19.30;ID=UL19.30;gene_id=UL19;ORF_id=UL19.30;"		UL19	69182	70521
LT934125.1	Liftoff	transcript	69182	70521	.	+	.	"transcript_id=UL19.30;Name=UL19.30;ID=UL19.30;gene_id=UL19;ORF_id=UL19.30;"		UL19	69182	70521
LT934125.1	Liftoff	exon	69259	70521	.	+	.	"transcript_id=UL19.31;Name=UL19.31;ID=UL19.31;gene_id=UL19;ORF_id=UL19.31;"		UL19	69259	70521
LT934125.1	Liftoff	transcript	69259	70521	.	+	.	"transcript_id=UL19.31;Name=UL19.31;ID=UL19.31;gene_id=UL19;ORF_id=UL19.31;"		UL19	69259	70521
LT934125.1	Liftoff	exon	69311	70521	.	+	.	"transcript_id=UL19.31-S;Name=UL19.31-S;ID=UL19.31-S;gene_id=UL19;ORF_id=UL19.31;"		UL19	69311	70521
LT934125.1	Liftoff	transcript	69311	70521	.	+	.	"transcript_id=UL19.31-S;Name=UL19.31-S;ID=UL19.31-S;gene_id=UL19;ORF_id=UL19.31;"		UL19	69311	70521
LT934125.1	Liftoff	exon	69393	70521	.	+	.	"transcript_id=UL19.32;Name=UL19.32;ID=UL19.32;gene_id=UL19;ORF_id=UL19.32;"		UL19	69393	70521
LT934125.1	Liftoff	transcript	69393	70521	.	+	.	"transcript_id=UL19.32;Name=UL19.32;ID=UL19.32;gene_id=UL19;ORF_id=UL19.32;"		UL19	69393	70521
LT934125.1	Liftoff	exon	69488	70521	.	+	.	"transcript_id=UL19.33;Name=UL19.33;ID=UL19.33;gene_id=UL19;ORF_id=UL19.33;"		UL19	69488	70521
LT934125.1	Liftoff	transcript	69488	70521	.	+	.	"transcript_id=UL19.33;Name=UL19.33;ID=UL19.33;gene_id=UL19;ORF_id=UL19.33;"		UL19	69488	70521
LT934125.1	Liftoff	exon	69555	70521	.	+	.	"transcript_id=UL19.35;Name=UL19.35;ID=UL19.35;gene_id=UL19;ORF_id=UL19.35;"		UL19	69555	70521
LT934125.1	Liftoff	transcript	69555	70521	.	+	.	"transcript_id=UL19.35;Name=UL19.35;ID=UL19.35;gene_id=UL19;ORF_id=UL19.35;"		UL19	69555	70521
LT934125.1	Liftoff	exon	69671	70521	.	+	.	"transcript_id=UL19.35-S;Name=UL19.35-S;ID=UL19.35-S;gene_id=UL19;ORF_id=UL19.35;"		UL19	69671	70521
LT934125.1	Liftoff	transcript	69671	70521	.	+	.	"transcript_id=UL19.35-S;Name=UL19.35-S;ID=UL19.35-S;gene_id=UL19;ORF_id=UL19.35;"		UL19	69671	70521
LT934125.1	Liftoff	exon	69765	70521	.	+	.	"transcript_id=UL19.37;Name=UL19.37;ID=UL19.37;gene_id=UL19;ORF_id=UL19.37;"		UL19	69765	70521
LT934125.1	Liftoff	transcript	69765	70521	.	+	.	"transcript_id=UL19.37;Name=UL19.37;ID=UL19.37;gene_id=UL19;ORF_id=UL19.37;"		UL19	69765	70521
LT934125.1	Liftoff	exon	69821	70521	.	+	.	"transcript_id=UL19.38;Name=UL19.38;ID=UL19.38;gene_id=UL19;ORF_id=UL19.38;"		UL19	69821	70521
LT934125.1	Liftoff	transcript	69821	70521	.	+	.	"transcript_id=UL19.38;Name=UL19.38;ID=UL19.38;gene_id=UL19;ORF_id=UL19.38;"		UL19	69821	70521
LT934125.1	Liftoff	exon	69947	70521	.	+	.	"transcript_id=UL19.38-S;Name=UL19.38-S;ID=UL19.38-S;gene_id=UL19;ORF_id=UL19.38;"		UL19	69947	70521
LT934125.1	Liftoff	transcript	69947	70521	.	+	.	"transcript_id=UL19.38-S;Name=UL19.38-S;ID=UL19.38-S;gene_id=UL19;ORF_id=UL19.38;"		UL19	69947	70521
LT934125.1	Liftoff	exon	66797	70521	.	+	.	"transcript_id=UL19.9;Name=UL19.9;ID=UL19.9;gene_id=UL19;ORF_id=UL19.9;"		UL19	66797	70521
LT934125.1	Liftoff	transcript	66797	70521	.	+	.	"transcript_id=UL19.9;Name=UL19.9;ID=UL19.9;gene_id=UL19;ORF_id=UL19.9;"		UL19	66797	70521
LT934125.1	Liftoff	exon	66338	71544	.	+	.	"transcript_id=UL19-18;Name=UL19-18;ID=UL19-18;gene_id=UL19;ORF_id=UL19;"	canonic	UL19	66338	71544
LT934125.1	Liftoff	transcript	66338	71544	.	+	.	"transcript_id=UL19-18;Name=UL19-18;ID=UL19-18;gene_id=UL19;ORF_id=UL19;"	canonic	UL19	66338	71544
LT934125.1	Liftoff	exon	92069	95471	.	-	.	"transcript_id=UL1L2-2-3-3.5;Name=UL1L2-2-3-3.5;ID=UL1L2-2-3-3.5;gene_id=UL1;ORF_id=UL1;"		UL1	95471	92069
LT934125.1	Liftoff	transcript	92069	95471	.	-	.	"transcript_id=UL1L2-2-3-3.5;Name=UL1L2-2-3-3.5;ID=UL1L2-2-3-3.5;gene_id=UL1;ORF_id=UL1;"		UL1	95471	92069
LT934125.1	Liftoff	exon	92069	95694	.	+	.	"transcript_id=UL1L-2-3-3.5;Name=UL1L-2-3-3.5;ID=UL1L-2-3-3.5;gene_id=UL1;ORF_id=UL1;"		UL1	92069	95694
LT934125.1	Liftoff	transcript	92069	95694	.	+	.	"transcript_id=UL1L-2-3-3.5;Name=UL1L-2-3-3.5;ID=UL1L-2-3-3.5;gene_id=UL1;ORF_id=UL1;"		UL1	92069	95694
LT934125.1	Liftoff	exon	93229	94526	.	-	.	"transcript_id=UL2;Name=UL2;ID=UL2;gene_id=UL2;ORF_id=UL2;"	canonic	UL2	94526	93229
LT934125.1	Liftoff	transcript	93229	94526	.	-	.	"transcript_id=UL2;Name=UL2;ID=UL2;gene_id=UL2;ORF_id=UL2;"	canonic	UL2	94526	93229
LT934125.1	Liftoff	exon	65806	66392	.	+	.	"transcript_id=UL20;Name=UL20;ID=UL20;gene_id=UL20;ORF_id=UL20;"	canonic	UL20	65806	66392
LT934125.1	Liftoff	transcript	65806	66392	.	+	.	"transcript_id=UL20;Name=UL20;ID=UL20;gene_id=UL20;ORF_id=UL20;"	canonic	UL20	65806	66392
LT934125.1	Liftoff	exon	65806	70521	.	+	.	"transcript_id=UL20-19;Name=UL20-19;ID=UL20-19;gene_id=UL20;ORF_id=UL20;"	canonic	UL20	65805	70521
LT934125.1	Liftoff	transcript	65806	70521	.	+	.	"transcript_id=UL20-19;Name=UL20-19;ID=UL20-19;gene_id=UL20;ORF_id=UL20;"	canonic	UL20	65805	70521
LT934125.1	Liftoff	exon	64173	66924	.	-	.	"transcript_id=UL20-21-C;Name=UL20-21-C;ID=UL20-21-C;gene_id=UL21;ORF_id=UL21;"		UL21	66924	64173
LT934125.1	Liftoff	transcript	64173	66924	.	-	.	"transcript_id=UL20-21-C;Name=UL20-21-C;ID=UL20-21-C;gene_id=UL21;ORF_id=UL21;"		UL21	66924	64173
LT934125.1	Liftoff	exon	64133	65752	.	-	.	"transcript_id=UL21;Name=UL21;ID=UL21;gene_id=UL21;ORF_id=UL21;"	canonic	UL21	65752	64133
LT934125.1	Liftoff	transcript	64133	65752	.	-	.	"transcript_id=UL21;Name=UL21;ID=UL21;gene_id=UL21;ORF_id=UL21;"	canonic	UL21	65752	64133
LT934125.1	Liftoff	exon	64133	65657	.	-	.	"transcript_id=UL21.2;Name=UL21.2;ID=UL21.2;gene_id=UL21;ORF_id=UL21.2;"		UL21	65657	64133
LT934125.1	Liftoff	transcript	64133	65657	.	-	.	"transcript_id=UL21.2;Name=UL21.2;ID=UL21.2;gene_id=UL21;ORF_id=UL21.2;"		UL21	65657	64133
LT934125.1	Liftoff	exon	64133	65582	.	-	.	"transcript_id=UL21.2-S;Name=UL21.2-S;ID=UL21.2-S;gene_id=UL21;ORF_id=UL21.2;"		UL21	65582	64133
LT934125.1	Liftoff	transcript	64133	65582	.	-	.	"transcript_id=UL21.2-S;Name=UL21.2-S;ID=UL21.2-S;gene_id=UL21;ORF_id=UL21.2;"		UL21	65582	64133
LT934125.1	Liftoff	exon	64133	64624	.	-	.	"transcript_id=UL21.5;Name=UL21.5;ID=UL21.5;gene_id=UL21;ORF_id=UL21.5;"		UL21	64624	64133
LT934125.1	Liftoff	transcript	64133	64624	.	-	.	"transcript_id=UL21.5;Name=UL21.5;ID=UL21.5;gene_id=UL21;ORF_id=UL21.5;"		UL21	64624	64133
LT934125.1	Liftoff	exon	63850	65656	.	+	.	"transcript_id=UL21-as;Name=UL21-as;ID=UL21-as;gene_id=UL21;ORF_id=UL21;"		UL21	63850	65656
LT934125.1	Liftoff	transcript	63850	65656	.	+	.	"transcript_id=UL21-as;Name=UL21-as;ID=UL21-as;gene_id=UL21;ORF_id=UL21;"		UL21	63850	65656
LT934125.1	Liftoff	exon	64532	65752	.	-	.	"transcript_id=UL21-AT2;Name=UL21-AT2;ID=UL21-AT2;gene_id=UL21;ORF_id=UL21;"		UL21	65752	64532
LT934125.1	Liftoff	transcript	64532	65752	.	-	.	"transcript_id=UL21-AT2;Name=UL21-AT2;ID=UL21-AT2;gene_id=UL21;ORF_id=UL21;"		UL21	65752	64532
LT934125.1	Liftoff	exon	64133	65880	.	-	.	"transcript_id=UL21-L;Name=UL21-L;ID=UL21-L;gene_id=UL21;ORF_id=UL21;"		UL21	65880	64133
LT934125.1	Liftoff	transcript	64133	65880	.	-	.	"transcript_id=UL21-L;Name=UL21-L;ID=UL21-L;gene_id=UL21;ORF_id=UL21;"		UL21	65880	64133
LT934125.1	Liftoff	exon	64133	66283	.	-	.	"transcript_id=UL21-L2;Name=UL21-L2;ID=UL21-L2;gene_id=UL21;ORF_id=UL21;"		UL21	66283	64138
LT934125.1	Liftoff	transcript	64133	66283	.	-	.	"transcript_id=UL21-L2;Name=UL21-L2;ID=UL21-L2;gene_id=UL21;ORF_id=UL21;"		UL21	66283	64138
LT934125.1	Liftoff	exon	60234	62340	.	+	.	"transcript_id=UL22;Name=UL22;ID=UL22;gene_id=UL22;ORF_id=UL22;"	canonic	UL22	60234	62340
LT934125.1	Liftoff	transcript	60234	62340	.	+	.	"transcript_id=UL22;Name=UL22;ID=UL22;gene_id=UL22;ORF_id=UL22;"	canonic	UL22	60234	62340
LT934125.1	Liftoff	exon	62000	62340	.	+	.	"transcript_id=UL22.11;Name=UL22.11;ID=UL22.11;gene_id=UL22;ORF_id=UL22.11;"		UL22	62000	62340
LT934125.1	Liftoff	transcript	62000	62340	.	+	.	"transcript_id=UL22.11;Name=UL22.11;ID=UL22.11;gene_id=UL22;ORF_id=UL22.11;"		UL22	62000	62340
LT934125.1	Liftoff	exon	62144	62340	.	+	.	"transcript_id=UL22.13;Name=UL22.13;ID=UL22.13;gene_id=UL22;ORF_id=UL22.13;"		UL22	62144	62340
LT934125.1	Liftoff	transcript	62144	62340	.	+	.	"transcript_id=UL22.13;Name=UL22.13;ID=UL22.13;gene_id=UL22;ORF_id=UL22.13;"		UL22	62144	62340
LT934125.1	Liftoff	exon	61078	62340	.	+	.	"transcript_id=UL22.5;Name=UL22.5;ID=UL22.5;gene_id=UL22;ORF_id=UL22.5;"		UL22	61078	62340
LT934125.1	Liftoff	transcript	61078	62340	.	+	.	"transcript_id=UL22.5;Name=UL22.5;ID=UL22.5;gene_id=UL22;ORF_id=UL22.5;"		UL22	61078	62340
LT934125.1	Liftoff	exon	61621	62340	.	+	.	"transcript_id=UL22.8;Name=UL22.8;ID=UL22.8;gene_id=UL22;ORF_id=UL22.8;"		UL22	61621	62340
LT934125.1	Liftoff	transcript	61621	62340	.	+	.	"transcript_id=UL22.8;Name=UL22.8;ID=UL22.8;gene_id=UL22;ORF_id=UL22.8;"		UL22	61621	62340
LT934125.1	Liftoff	exon	60234	63051	.	+	.	"transcript_id=UL22-AT;Name=UL22-AT;ID=UL22-AT;gene_id=UL22;ORF_id=UL22;"		UL22	60235	63051
LT934125.1	Liftoff	transcript	60234	63051	.	+	.	"transcript_id=UL22-AT;Name=UL22-AT;ID=UL22-AT;gene_id=UL22;ORF_id=UL22;"		UL22	60235	63051
LT934125.1	Liftoff	exon	59793	62340	.	+	.	"transcript_id=UL22-L;Name=UL22-L;ID=UL22-L;gene_id=UL22;ORF_id=UL22;"		UL22	59793	62340
LT934125.1	Liftoff	transcript	59793	62340	.	+	.	"transcript_id=UL22-L;Name=UL22-L;ID=UL22-L;gene_id=UL22;ORF_id=UL22;"		UL22	59793	62340
