chr	strand	gene	cluster	start	end	group	hpi	Time	cell_line	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	subset	cluster_width	CDS_start	CDS_end	CDS_prime5	CDS_prime3	3-UTR_start	3-UTR-end	3-UTR-width	TES_UTR_ov_width	CDS_UTR_ov_width	inCoding	TES_CDS_dist	closest_TC	dominant_TC	gene_mean_dominant_TES	gene_dominant_TES_shift	gene_mean_shift_TES	gene_sd_shift_TES	gene_varcoeff_shif_TES
LT934125.1	+	US7	131	122902	122915	C6_8h	8h	8	C6	122915	16606.269141	11164.391083	122912	122915	4	LT934125.1_+	14	121799	122896	121799	122896	122897	123897	1001	14			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122902	122915	PC_12_8h	8h	8	PC_12	122915	17635.091891	11874.828564	122912	122915	4	LT934125.1_+	14	121799	122896	121799	122896	122897	123897	1001	14			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122903	122915	C6_12h	12h	12	C6	122915	15839.004615	11049.562327	122912	122915	4	LT934125.1_+	13	121799	122896	121799	122896	122897	123897	1001	13			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122903	122915	PK_15_12h	12h	12	PK_15	122915	19551.114802	13082.450003	122912	122915	4	LT934125.1_+	13	121799	122896	121799	122896	122897	123897	1001	13			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122903	122915	PK_15_6h	6h	6	PK_15	122915	20611.866035	13643.978689	122911	122915	5	LT934125.1_+	13	121799	122896	121799	122896	122897	123897	1001	13			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122903	122916	C6_6h	6h	6	C6	122915	20889.010091	14998.636488	122912	122915	4	LT934125.1_+	14	121799	122896	121799	122896	122897	123897	1001	14			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122905	122915	PK_15_8h	8h	8	PK_15	122915	22417.564874	15178.689469	122912	122915	4	LT934125.1_+	11	121799	122896	121799	122896	122897	123897	1001	11			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122906	122915	PC_12_12h	12h	12	PC_12	122915	16559.758246	11446.550749	122912	122915	4	LT934125.1_+	10	121799	122896	121799	122896	122897	123897	1001	10			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122906	122915	PC_12_6h	6h	6	PC_12	122915	23419.983857	16130.065468	122912	122915	4	LT934125.1_+	10	121799	122896	121799	122896	122897	123897	1001	10			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122906	122915	PK_15_2h	2h	2	PK_15	122915	9445.89694	5735.008856	122911	122915	5	LT934125.1_+	10	121799	122896	121799	122896	122897	123897	1001	10			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122907	122915	PC_12_4h	4h	4	PC_12	122915	20229.577391	13743.758686	122912	122915	4	LT934125.1_+	9	121799	122896	121799	122896	122897	123897	1001	9			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122908	122916	PC_12_2h	2h	2	PC_12	122915	15424.836599	9673.202614	122911	122915	5	LT934125.1_+	9	121799	122896	121799	122896	122897	123897	1001	9			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122909	122915	C6_4h	4h	4	C6	122915	15598.411798	10493.477028	122912	122915	4	LT934125.1_+	7	121799	122896	121799	122896	122897	123897	1001	7			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122910	122915	C6_2h	2h	2	C6	122915	11184.544992	7625.826131	122911	122915	5	LT934125.1_+	6	121799	122896	121799	122896	122897	123897	1001	6			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122910	122915	PC_12_1h	1h	1	PC_12	122915	10670.731708	7621.95122	122911	122915	5	LT934125.1_+	6	121799	122896	121799	122896	122897	123897	1001	6			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122912	122915	C6_1h	1h	1	C6	122915	15003.261578	12393.998695	122912	122915	4	LT934125.1_+	4	121799	122896	121799	122896	122897	123897	1001	4			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122912	122915	NRK_1h	1h	1	NRK	122915	7894.736842	5263.157895	122912	122915	4	LT934125.1_+	4	121799	122896	121799	122896	122897	123897	1001	4			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122912	122915	PC_12_1.5h	1.5h	1.5	PC_12	122915	14120.667522	11553.273427	122912	122915	4	LT934125.1_+	4	121799	122896	121799	122896	122897	123897	1001	4			-19	131	131	122915	0	0	0	
LT934125.1	+	US7	131	122912	122915	PK_15_1h	1h	1	PK_15	122915	5239.520958	3742.51497	122912	122915	4	LT934125.1_+	4	121799	122896	121799	122896	122897	123897	1001	4			-19	131	131	122915	0	0	0	
LT934125.1	+	US8	136	125220	125233	PC_12_4h	4h	4	PC_12	125230	10346.42508	8338.909765	125227	125230	4	LT934125.1_+	14	123000	124730	123000	124730	124731	125731	1001	14			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125220	125235	PK_15_8h	8h	8	PK_15	125230	20920.898698	16745.200067	125228	125230	3	LT934125.1_+	16	123000	124730	123000	124730	124731	125731	1001	16			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125222	125235	PK_15_4h	4h	4	PK_15	125230	13410.678645	10291.916168	125228	125230	3	LT934125.1_+	14	123000	124730	123000	124730	124731	125731	1001	14			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125223	125232	PC_12_12h	12h	12	PC_12	125230	13237.526072	10691.743928	125228	125230	3	LT934125.1_+	10	123000	124730	123000	124730	124731	125731	1001	10			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125223	125235	PK_15_6h	6h	6	PK_15	125230	14836.317537	11380.044172	125227	125230	4	LT934125.1_+	13	123000	124730	123000	124730	124731	125731	1001	13			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125230	C6_2h	2h	2	C6	125230	10167.768174	8134.21454	125229	125230	2	LT934125.1_+	6	123000	124730	123000	124730	124731	125731	1001	6			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125230	PC_12_2.5h	2.5h	2.5	PC_12	125230	14642.549526	13350.559862	125230	125230	1	LT934125.1_+	6	123000	124730	123000	124730	124731	125731	1001	6			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125232	C6_8h	8h	8	C6	125230	11652.451896	9090.132631	125228	125230	3	LT934125.1_+	8	123000	124730	123000	124730	124731	125731	1001	8			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125232	PC_12_1.5h	1.5h	1.5	PC_12	125230	11553.273425	6418.485237	125225	125232	8	LT934125.1_+	8	123000	124730	123000	124730	124731	125731	1001	8			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125233	C6_12h	12h	12	C6	125230	10260.655718	8078.988057	125228	125230	3	LT934125.1_+	9	123000	124730	123000	124730	124731	125731	1001	9			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125233	PC_12_1h	1h	1	PC_12	125230	16768.292683	13719.512195	125229	125230	2	LT934125.1_+	9	123000	124730	123000	124730	124731	125731	1001	9			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125235	C6_1h	1h	1	C6	125230	15655.577301	11741.682975	125228	125230	3	LT934125.1_+	11	123000	124730	123000	124730	124731	125731	1001	11			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125235	C6_4h	4h	4	C6	125230	12478.729438	10209.869541	125228	125230	3	LT934125.1_+	11	123000	124730	123000	124730	124731	125731	1001	11			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125235	NRK_2h	2h	2	NRK	125230	24509.803921	21241.830065	125230	125230	1	LT934125.1_+	11	123000	124730	123000	124730	124731	125731	1001	11			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125235	PK_15_2h	2h	2	PK_15	125230	15012.229063	11132.664249	125228	125230	3	LT934125.1_+	11	123000	124730	123000	124730	124731	125731	1001	11			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125225	125242	PC_12_2h	2h	2	PC_12	125230	22483.66013	15163.398693	125227	125230	4	LT934125.1_+	18	123000	124730	123000	124730	124731	125731	1001	18			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125226	125230	NRK_1h	1h	1	NRK	125230	13157.894736	7894.736842	125226	125230	5	LT934125.1_+	5	123000	124730	123000	124730	124731	125731	1001	5			-500	136	136	125230	0	0	0	
LT934125.1	+	US8	136	125228	125230	PK_15_1h	1h	1	PK_15	125230	5988.023952	4491.017964	125228	125230	3	LT934125.1_+	3	123000	124730	123000	124730	124731	125731	1001	3			-500	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125220	125233	PC_12_4h	4h	4	PC_12	125230	10346.42508	8338.909765	125227	125230	4	LT934125.1_+	14	124788	125084	124788	125084	125085	126085	1001	14			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125220	125235	PK_15_8h	8h	8	PK_15	125230	20920.898698	16745.200067	125228	125230	3	LT934125.1_+	16	124788	125084	124788	125084	125085	126085	1001	16			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125222	125232	PC_12_6h	6h	6	PC_12	125230	11594.685663	9122.006842	125227	125230	4	LT934125.1_+	11	124788	125084	124788	125084	125085	126085	1001	11			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125222	125235	PK_15_4h	4h	4	PK_15	125230	13410.678645	10291.916168	125228	125230	3	LT934125.1_+	14	124788	125084	124788	125084	125085	126085	1001	14			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125223	125232	PC_12_12h	12h	12	PC_12	125230	13237.526072	10691.743928	125228	125230	3	LT934125.1_+	10	124788	125084	124788	125084	125085	126085	1001	10			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125223	125235	PK_15_6h	6h	6	PK_15	125230	14836.317537	11380.044172	125227	125230	4	LT934125.1_+	13	124788	125084	124788	125084	125085	126085	1001	13			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125230	C6_2h	2h	2	C6	125230	10167.768174	8134.21454	125229	125230	2	LT934125.1_+	6	124788	125084	124788	125084	125085	126085	1001	6			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125230	PC_12_2.5h	2.5h	2.5	PC_12	125230	14642.549526	13350.559862	125230	125230	1	LT934125.1_+	6	124788	125084	124788	125084	125085	126085	1001	6			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125232	C6_8h	8h	8	C6	125230	11652.451896	9090.132631	125228	125230	3	LT934125.1_+	8	124788	125084	124788	125084	125085	126085	1001	8			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125232	PC_12_1.5h	1.5h	1.5	PC_12	125230	11553.273425	6418.485237	125225	125232	8	LT934125.1_+	8	124788	125084	124788	125084	125085	126085	1001	8			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125233	C6_12h	12h	12	C6	125230	10260.655718	8078.988057	125228	125230	3	LT934125.1_+	9	124788	125084	124788	125084	125085	126085	1001	9			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125233	PC_12_1h	1h	1	PC_12	125230	16768.292683	13719.512195	125229	125230	2	LT934125.1_+	9	124788	125084	124788	125084	125085	126085	1001	9			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125235	C6_1h	1h	1	C6	125230	15655.577301	11741.682975	125228	125230	3	LT934125.1_+	11	124788	125084	124788	125084	125085	126085	1001	11			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125235	C6_4h	4h	4	C6	125230	12478.729438	10209.869541	125228	125230	3	LT934125.1_+	11	124788	125084	124788	125084	125085	126085	1001	11			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125235	NRK_2h	2h	2	NRK	125230	24509.803921	21241.830065	125230	125230	1	LT934125.1_+	11	124788	125084	124788	125084	125085	126085	1001	11			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125235	PK_15_2h	2h	2	PK_15	125230	15012.229063	11132.664249	125228	125230	3	LT934125.1_+	11	124788	125084	124788	125084	125085	126085	1001	11			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125225	125242	PC_12_2h	2h	2	PC_12	125230	22483.66013	15163.398693	125227	125230	4	LT934125.1_+	18	124788	125084	124788	125084	125085	126085	1001	18			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125226	125230	NRK_1h	1h	1	NRK	125230	13157.894736	7894.736842	125226	125230	5	LT934125.1_+	5	124788	125084	124788	125084	125085	126085	1001	5			-146	136	136	125230	0	0	0	
LT934125.1	+	US9	136	125228	125230	PK_15_1h	1h	1	PK_15	125230	5988.023952	4491.017964	125228	125230	3	LT934125.1_+	3	124788	125084	124788	125084	125085	126085	1001	3			-146	136	136	125230	0	0	0	
LT934125.1	-	AZURE	272	116586	116607	PK_15_8h	8h	8	PK_15	116601	374.166545	269.399912	116601	116607	7	LT934125.1_-	22	117251	118739	118739	117251	116250	117250	1001	22			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116586	116608	PK_15_6h	6h	6	PK_15	116601	664.08746	362.229523	116601	116607	7	LT934125.1_-	23	117251	118739	118739	117251	116250	117250	1001	23			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116601	C6_1h	1h	1	C6	116601	652.315721	652.315721	116601	116601	1	LT934125.1_-	1	117251	118739	118739	117251	116250	117250	1001	1			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116601	C6_2h	2h	2	C6	116601	508.388409	508.388409	116601	116601	1	LT934125.1_-	1	117251	118739	118739	117251	116250	117250	1001	1			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116601	PC_12_2.5h	2.5h	2.5	PC_12	116601	430.663221	430.663221	116601	116601	1	LT934125.1_-	1	117251	118739	118739	117251	116250	117250	1001	1			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116601	PK_15_2h	2h	2	PK_15	116601	421.691828	421.691828	116601	116601	1	LT934125.1_-	1	117251	118739	118739	117251	116250	117250	1001	1			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116607	PC_12_12h	12h	12	PC_12	116601	243.486071	175.851051	116601	116607	7	LT934125.1_-	7	117251	118739	118739	117251	116250	117250	1001	7			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116607	PK_15_12h	12h	12	PK_15	116601	111.156054	71.016368	116601	116607	7	LT934125.1_-	7	117251	118739	118739	117251	116250	117250	1001	7			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	272	116601	116607	PK_15_4h	4h	4	PK_15	116601	395.043247	228.709248	116601	116607	7	LT934125.1_-	7	117251	118739	118739	117251	116250	117250	1001	7			650	272	272	116666	65	117.2	165.070893860789	1.40845472577465
LT934125.1	-	AZURE	278	117248	117258	C6_6h	6h	6	C6	117253	763.566949	436.323971	117250	117258	9	LT934125.1_-	11	117251	118739	118739	117251	116250	117250	1001	3	8	AZURE	-2	278	278	116666	-587	117.2	165.070893860789	1.40845472577465
LT934125.1	-	CTO-L	227	63149	63180	C6_8h	8h	8	C6	63159	8821.699185	1952.24325	63159	63167	9	LT934125.1_-	32	63164	65752	65752	63164	62163	63163	1001	15	17	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63149	63181	C6_6h	6h	6	C6	63164	11398.96373	2836.105809	63158	63166	9	LT934125.1_-	33	63164	65752	65752	63164	62163	63163	1001	15	18	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63151	63176	C6_12h	12h	12	C6	63164	2705.170504	618.463824	63159	63167	9	LT934125.1_-	26	63164	65752	65752	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63151	63176	PC_12_12h	12h	12	PC_12	63164	16099.840108	3362.813184	63157	63166	10	LT934125.1_-	26	63164	65752	65752	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63151	63176	PC_12_8h	8h	8	PC_12	63164	10903.355583	2800.128006	63157	63166	10	LT934125.1_-	26	63164	65752	65752	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63151	63178	PK_15_12h	12h	12	PK_15	63159	23787.395523	5068.407288	63158	63167	10	LT934125.1_-	28	63164	65752	65752	63164	62163	63163	1001	13	15	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63151	63188	PK_15_8h	8h	8	PK_15	63164	11935.912754	2347.271453	63158	63167	10	LT934125.1_-	38	63164	65752	65752	63164	62163	63163	1001	13	25	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63152	63175	PC_12_6h	6h	6	PC_12	63164	12901.490013	2587.985087	63157	63166	10	LT934125.1_-	24	63164	65752	65752	63164	62163	63163	1001	12	12	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63152	63175	PK_15_2h	2h	2	PK_15	63164	13241.12339	5397.655393	63159	63166	8	LT934125.1_-	24	63164	65752	65752	63164	62163	63163	1001	12	12	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63152	63176	PK_15_6h	6h	6	PK_15	63159	18292.590898	3778.255161	63158	63167	10	LT934125.1_-	25	63164	65752	65752	63164	62163	63163	1001	12	13	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63161	PC_12_0.5h	0.5h	0.5	PC_12	63153	33333.333334	16666.666667	63153	63161	9	LT934125.1_-	9	63164	65752	65752	63164	62163	63163	1001	9			11	227	227	63161	8	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63161	PC_12_1.5h	1.5h	1.5	PC_12	63161	21822.849807	17971.758665	63153	63161	9	LT934125.1_-	9	63164	65752	65752	63164	62163	63163	1001	9			3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63167	NRK_2h	2h	2	NRK	63161	13071.895424	6535.947712	63153	63164	12	LT934125.1_-	15	63164	65752	65752	63164	62163	63163	1001	11	4	CTO-S	3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63167	PC_12_2.5h	2.5h	2.5	PC_12	63161	52540.913005	38759.689922	63153	63161	9	LT934125.1_-	15	63164	65752	65752	63164	62163	63163	1001	11	4	CTO-S	3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63176	PK_15_4h	4h	4	PK_15	63159	10458.250168	2391.051231	63158	63166	9	LT934125.1_-	24	63164	65752	65752	63164	62163	63163	1001	11	13	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63153	63188	PC_12_4h	4h	4	PC_12	63159	13074.586917	2882.586092	63157	63166	10	LT934125.1_-	36	63164	65752	65752	63164	62163	63163	1001	11	25	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63155	63167	C6_4h	4h	4	C6	63164	7941.009641	2268.859898	63159	63166	8	LT934125.1_-	13	63164	65752	65752	63164	62163	63163	1001	9	4	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63157	63164	PC_12_1h	1h	1	PC_12	63157	3048.780488	762.195122	63157	63164	8	LT934125.1_-	8	63164	65752	65752	63164	62163	63163	1001	7	1	CTO-S	7	227	227	63161	4	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63159	63167	C6_2h	2h	2	C6	63167	3050.330453	1525.165226	63159	63167	9	LT934125.1_-	9	63164	65752	65752	63164	62163	63163	1001	5	4	CTO-S	-3	227	227	63161	-6	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63161	63161	NRK_1h	1h	1	NRK	63161	7894.736842	7894.736842	63161	63161	1	LT934125.1_-	1	63164	65752	65752	63164	62163	63163	1001	1			3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63162	63164	C6_1h	1h	1	C6	63162	1956.947163	652.315721	63162	63164	3	LT934125.1_-	3	63164	65752	65752	63164	62163	63163	1001	2	1	CTO-S	2	227	227	63161	-1	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-L	227	63162	63170	PC_12_2h	2h	2	PC_12	63162	1568.62745	522.875817	63162	63170	9	LT934125.1_-	9	63164	65752	65752	63164	62163	63163	1001	2	7	CTO-S	2	227	227	63161	-1	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63149	63180	C6_8h	8h	8	C6	63159	8821.699185	1952.24325	63159	63167	9	LT934125.1_-	32	63164	64127	64127	63164	62163	63163	1001	15	17	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63149	63181	C6_6h	6h	6	C6	63164	11398.96373	2836.105809	63158	63166	9	LT934125.1_-	33	63164	64127	64127	63164	62163	63163	1001	15	18	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63151	63176	C6_12h	12h	12	C6	63164	2705.170504	618.463824	63159	63167	9	LT934125.1_-	26	63164	64127	64127	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63151	63176	PC_12_12h	12h	12	PC_12	63164	16099.840108	3362.813184	63157	63166	10	LT934125.1_-	26	63164	64127	64127	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63151	63176	PC_12_8h	8h	8	PC_12	63164	10903.355583	2800.128006	63157	63166	10	LT934125.1_-	26	63164	64127	64127	63164	62163	63163	1001	13	13	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63151	63178	PK_15_12h	12h	12	PK_15	63159	23787.395523	5068.407288	63158	63167	10	LT934125.1_-	28	63164	64127	64127	63164	62163	63163	1001	13	15	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63151	63188	PK_15_8h	8h	8	PK_15	63164	11935.912754	2347.271453	63158	63167	10	LT934125.1_-	38	63164	64127	64127	63164	62163	63163	1001	13	25	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63152	63175	PC_12_6h	6h	6	PC_12	63164	12901.490013	2587.985087	63157	63166	10	LT934125.1_-	24	63164	64127	64127	63164	62163	63163	1001	12	12	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63152	63175	PK_15_2h	2h	2	PK_15	63164	13241.12339	5397.655393	63159	63166	8	LT934125.1_-	24	63164	64127	64127	63164	62163	63163	1001	12	12	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63152	63176	PK_15_6h	6h	6	PK_15	63159	18292.590898	3778.255161	63158	63167	10	LT934125.1_-	25	63164	64127	64127	63164	62163	63163	1001	12	13	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63161	PC_12_0.5h	0.5h	0.5	PC_12	63153	33333.333334	16666.666667	63153	63161	9	LT934125.1_-	9	63164	64127	64127	63164	62163	63163	1001	9			11	227	227	63161	8	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63161	PC_12_1.5h	1.5h	1.5	PC_12	63161	21822.849807	17971.758665	63153	63161	9	LT934125.1_-	9	63164	64127	64127	63164	62163	63163	1001	9			3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63167	NRK_2h	2h	2	NRK	63161	13071.895424	6535.947712	63153	63164	12	LT934125.1_-	15	63164	64127	64127	63164	62163	63163	1001	11	4	CTO-S	3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63167	PC_12_2.5h	2.5h	2.5	PC_12	63161	52540.913005	38759.689922	63153	63161	9	LT934125.1_-	15	63164	64127	64127	63164	62163	63163	1001	11	4	CTO-S	3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63176	PK_15_4h	4h	4	PK_15	63159	10458.250168	2391.051231	63158	63166	9	LT934125.1_-	24	63164	64127	64127	63164	62163	63163	1001	11	13	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63153	63188	PC_12_4h	4h	4	PC_12	63159	13074.586917	2882.586092	63157	63166	10	LT934125.1_-	36	63164	64127	64127	63164	62163	63163	1001	11	25	CTO-S	5	227	227	63161	2	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63155	63167	C6_4h	4h	4	C6	63164	7941.009641	2268.859898	63159	63166	8	LT934125.1_-	13	63164	64127	64127	63164	62163	63163	1001	9	4	CTO-S	0	227	227	63161	-3	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63157	63164	PC_12_1h	1h	1	PC_12	63157	3048.780488	762.195122	63157	63164	8	LT934125.1_-	8	63164	64127	64127	63164	62163	63163	1001	7	1	CTO-S	7	227	227	63161	4	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63159	63167	C6_2h	2h	2	C6	63167	3050.330453	1525.165226	63159	63167	9	LT934125.1_-	9	63164	64127	64127	63164	62163	63163	1001	5	4	CTO-S	-3	227	227	63161	-6	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63161	63161	NRK_1h	1h	1	NRK	63161	7894.736842	7894.736842	63161	63161	1	LT934125.1_-	1	63164	64127	64127	63164	62163	63163	1001	1			3	227	227	63161	0	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63162	63164	C6_1h	1h	1	C6	63162	1956.947163	652.315721	63162	63164	3	LT934125.1_-	3	63164	64127	64127	63164	62163	63163	1001	2	1	CTO-S	2	227	227	63161	-1	2.45454545454545	1.92049777097285	0.782425017803754
LT934125.1	-	CTO-M	227	63162	63170	PC_12_2h	2h	2	PC_12	63162	1568.62745	522.875817	63162	63170	9	LT934125.1_-	9	63164	64127	64127	63164	62163	63163	1001	2	7	CTO-S	2	227	227	63161	-1	2.45454545454545	1.92049777097285	0.782425017803754
