chr	strand	gene	group	cluster	start	end	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	US3	NRK_8h	1032	117603	117607	117607	816.85999	653.487992	117606	117607	2		5	8h	NRK	8	0	117833	118837	117833	118837	226	0
LT934125.1	+	US3	NRK_8h	1034	117769	117769	117769	1306.975984	1306.975984	117769	117769	1		1	8h	NRK	8	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_1.5h	1034	117769	117769	117769	11061.946903	11061.946903	117769	117769	1		1	1.5h	PC_12	1.5	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_12h	1032	117605	117612	117607	395.88552	293.501334	117606	117608	3		8	12h	PC_12	12	1032	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PC_12_12h	1034	117769	117769	117769	327.629397	327.629397	117769	117769	1		1	12h	PC_12	12	0	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_1h	1034	117769	117769	117769	8908.685969	8908.685969	117769	117769	1		1	1h	PC_12	1	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_2.5h	1034	117769	117769	117769	740.19245	740.19245	117769	117769	1		1	2.5h	PC_12	2.5	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_2h	1034	117769	117769	117769	3335.557038	3335.557038	117769	117769	1		1	2h	PC_12	2	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_4h	1032	117603	117607	117607	702.670147	401.525798	117603	117607	5		5	4h	PC_12	4	1032	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PC_12_4h	1034	117769	117769	117769	602.288697	602.288697	117769	117769	1		1	4h	PC_12	4	0	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_6h	1032	117603	117608	117607	239.859282	106.604126	117603	117608	6		6	6h	PC_12	6	0	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PC_12_6h	1033	117684	117684	117684	26.651031	26.651031	117684	117684	1		1	6h	PC_12	6	0	117833	118837	117833	118837	149	0
LT934125.1	+	US3	PC_12_6h	1034	117769	117769	117769	346.463408	346.463408	117769	117769	1		1	6h	PC_12	6	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PC_12_8h	1032	117603	117607	117607	639.140995	511.312796	117603	117607	5		5	8h	PC_12	8	0	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PC_12_8h	1034	117768	117769	117769	1086.53969	1022.625591	117769	117769	1		2	8h	PC_12	8	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_12h	1032	117603	117607	117607	473.684211	393.592677	117606	117607	2		5	12h	PK_15	12	1032	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PK_15_12h	1034	117769	117769	117769	176.201373	176.201373	117769	117769	1		1	12h	PK_15	12	0	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_1h	1034	117769	117769	117769	2923.976608	2923.976608	117769	117769	1		1	1h	PK_15	1	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_2h	1032	117603	117607	117603	724.112962	362.056481	117603	117607	5		5	2h	PK_15	2	0	117833	118837	117833	118837	230	0
LT934125.1	+	US3	PK_15_2h	1034	117769	117780	117769	6154.960174	5068.790731	117769	117771	3		12	2h	PK_15	2	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_4h	1034	117769	117769	117769	852.480312	852.480312	117769	117769	1		1	4h	PK_15	4	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_6h	1032	117603	117607	117607	88.710392	56.452068	117603	117607	5		5	6h	PK_15	6	0	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PK_15_6h	1034	117769	117769	117769	548.391519	548.391519	117769	117769	1		1	6h	PK_15	6	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US3	PK_15_8h	1032	117606	117607	117607	232.457159	219.299207	117607	117607	1		2	8h	PK_15	8	0	117833	118837	117833	118837	226	0
LT934125.1	+	US3	PK_15_8h	1034	117768	117769	117769	912.284703	885.968798	117769	117769	1		2	8h	PK_15	8	1034	117833	118837	117833	118837	64	1034
LT934125.1	+	US4	C6_12h	1050	118857	118866	118864	72334.235502	43234.09493	118860	118866	7		10	12h	C6	12	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	C6_1h	1050	118860	118866	118864	77041.602465	30816.640986	118860	118866	7		7	1h	C6	1	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	C6_2h	1050	118860	118868	118864	50805.452293	33457.249071	118860	118866	7		9	2h	C6	2	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	C6_4h	1050	118857	118866	118864	70940.620074	35733.053074	118860	118866	7		10	4h	C6	4	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	C6_6h	1050	118859	118866	118864	47779.215178	28546.787408	118860	118866	7		8	6h	C6	6	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	C6_8h	1050	118857	118866	118864	58660.209846	33898.305085	118860	118866	7		10	8h	C6	8	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_12h	1050	118846	118866	118864	50709.375589	30517.042043	118860	118866	7		21	12h	NRK	12	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_1h	1050	118860	118866	118864	101010.10101	40404.040404	118860	118866	7		7	1h	NRK	1	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_2h	1050	118857	118866	118864	58252.427185	22653.721683	118859	118866	8		10	2h	NRK	2	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_4h	1050	118858	118866	118864	78051.643192	41666.666667	118860	118866	7		9	4h	NRK	4	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_6h	1050	118859	118866	118864	74532.490247	41302.300552	118860	118866	7		8	6h	NRK	6	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	NRK_8h	1050	118854	118866	118864	72700.539128	43456.951479	118860	118866	7		13	8h	NRK	8	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_0.5h	1050	118864	118864	118864	64516.129032	64516.129032	118864	118864	1		1	0.5h	PC_12	0.5	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_1.5h	1050	118860	118866	118864	61946.902655	37610.619469	118860	118864	5		7	1.5h	PC_12	1.5	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_12h	1050	118852	118866	118864	50134.123285	28845.038121	118860	118866	7		15	12h	PC_12	12	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_1h	1050	118860	118866	118864	62360.801781	42316.258352	118860	118864	5		7	1h	PC_12	1	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_2.5h	1050	118859	118866	118864	59215.396003	30347.890452	118860	118864	5		8	2.5h	PC_12	2.5	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_2h	1050	118859	118866	118864	81387.591728	42028.018679	118860	118866	7		8	2h	PC_12	2	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_4h	1050	118857	118866	118864	59425.818111	35233.888777	118860	118866	7		10	4h	PC_12	4	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_6h	1049	118799	118799	118799	26.651031	26.651031	118799	118799	1	US3	1	6h	PC_12	6	0	118897	120396	118897	120396	98	0
LT934125.1	+	US4	PC_12_6h	1050	118854	118866	118864	57539.576781	30888.545387	118860	118866	7		13	6h	PC_12	6	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PC_12_8h	1050	118857	118866	118864	61101.879076	34002.300908	118860	118866	7		10	8h	PC_12	8	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PK_15_12h	1050	118857	118866	118864	54279.176199	32745.995423	118860	118866	7		10	12h	PK_15	12	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PK_15_1h	1050	118860	118866	118866	23391.812865	14619.883041	118860	118866	7		7	1h	PK_15	1	1050	118897	120396	118897	120396	31	1050
LT934125.1	+	US4	PK_15_2h	1050	118860	118868	118864	27878.349024	13396.08979	118860	118866	7		9	2h	PK_15	2	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PK_15_4h	1050	118857	118866	118864	50458.715596	26386.295364	118860	118866	7		10	4h	PK_15	4	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PK_15_6h	1050	118857	118866	118864	49589.10959	29306.687957	118860	118866	7		10	6h	PK_15	6	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US4	PK_15_8h	1050	118852	118866	118864	80465.265198	47921.262813	118860	118866	7		15	8h	PK_15	8	1050	118897	120396	118897	120396	33	1050
LT934125.1	+	US6	C6_12h	1072	120555	120557	120555	2251.921476	1622.50243	120555	120557	3		3	12h	C6	12	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	C6_1h	1072	120555	120555	120555	3081.664099	3081.664099	120555	120555	1		1	1h	C6	1	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	C6_2h	1072	120555	120555	120555	1239.157373	1239.157373	120555	120555	1		1	2h	C6	2	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	C6_4h	1072	120555	120557	120555	2101.944298	1050.972149	120555	120557	3		3	4h	C6	4	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	C6_6h	1071	120481	120483	120481	172.488142	86.244071	120481	120483	3		3	6h	C6	6	0	120576	121778	120576	121778	95	0
LT934125.1	+	US6	C6_6h	1072	120555	120557	120555	3536.0069	2156.101768	120555	120557	3		3	6h	C6	6	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	C6_8h	1072	120554	120557	120555	1323.648103	903.954802	120555	120557	3		4	8h	C6	8	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	NRK_12h	1072	120555	120557	120555	815.580272	663.219122	120555	120557	3		3	12h	NRK	12	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	NRK_4h	1072	120555	120555	120555	586.85446	586.85446	120555	120555	1		1	4h	NRK	4	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	NRK_6h	1071	120483	120483	120483	134.535181	134.535181	120483	120483	1		1	6h	NRK	6	0	120576	121778	120576	121778	93	0
LT934125.1	+	US6	NRK_6h	1072	120555	120559	120555	1210.816629	672.675905	120555	120559	5		5	6h	NRK	6	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	NRK_8h	1072	120555	120557	120555	1306.975984	898.545989	120555	120557	3		3	8h	NRK	8	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_12h	1072	120555	120557	120555	1017.016252	784.945429	120555	120557	3		3	12h	PC_12	12	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_1h	1072	120555	120555	120555	6681.514477	6681.514477	120555	120555	1		1	1h	PC_12	1	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_2h	1072	120555	120555	120555	1334.222815	1334.222815	120555	120555	1		1	2h	PC_12	2	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_4h	1072	120555	120558	120555	1104.195946	903.433046	120555	120557	3		4	4h	PC_12	4	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_6h	1072	120555	120557	120555	1892.223229	1465.806727	120555	120557	3		3	6h	PC_12	6	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PC_12_8h	1072	120555	120557	120555	958.711491	766.969193	120555	120557	3		3	8h	PC_12	8	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PK_15_12h	1072	120554	120557	120555	1437.070939	983.981693	120555	120557	3		4	12h	PK_15	12	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PK_15_2h	1072	120555	120555	120555	1086.169442	1086.169442	120555	120555	1		1	2h	PK_15	2	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PK_15_4h	1071	120499	120499	120499	81.188601	81.188601	120499	120499	1		1	4h	PK_15	4	0	120576	121778	120576	121778	77	0
LT934125.1	+	US6	PK_15_4h	1072	120554	120557	120555	730.697411	487.131607	120555	120557	3		4	4h	PK_15	4	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PK_15_6h	1072	120555	120557	120555	782.264373	677.424818	120555	120557	3		3	6h	PK_15	6	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US6	PK_15_8h	1072	120554	120557	120555	1578.954294	1114.039974	120555	120557	3		4	8h	PK_15	8	1072	120576	121778	120576	121778	21	1072
LT934125.1	+	US7	C6_12h	1092	121715	121715	121715	20.980635	20.980635	121715	121715	1	US6	1	12h	C6	12	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	C6_12h	1093	121784	121787	121784	9133.569715	5930.526124	121784	121786	3		4	12h	C6	12	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	C6_1h	1093	121784	121786	121784	16949.152543	13867.488444	121784	121786	3		3	1h	C6	1	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	C6_2h	1093	121784	121786	121784	4956.629492	3717.472119	121784	121786	3		3	2h	C6	2	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	C6_4h	1092	121715	121715	121715	525.486075	525.486075	121715	121715	1	US6	1	4h	C6	4	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	C6_4h	1093	121784	121795	121784	10509.721493	7356.805045	121784	121792	9		12	4h	C6	4	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	C6_6h	1092	121715	121715	121715	86.244071	86.244071	121715	121715	1	US6	1	6h	C6	6	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	C6_6h	1093	121783	121787	121784	13885.295387	8451.918931	121784	121786	3		5	6h	C6	6	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	C6_8h	1092	121715	121715	121715	96.8523	96.8523	121715	121715	1	US6	1	8h	C6	8	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	C6_8h	1093	121777	121787	121784	9297.820823	6037.126715	121784	121786	3		11	8h	C6	8	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	NRK_12h	1092	121705	121705	121705	26.887262	26.887262	121705	121705	1	US6	1	12h	NRK	12	0	121799	122896	121799	122896	94	0
LT934125.1	+	US7	NRK_12h	1093	121783	121787	121784	10432.257543	6838.326895	121784	121786	3		5	12h	NRK	12	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	NRK_1h	1093	121784	121784	121784	10101.010101	10101.010101	121784	121784	1		1	1h	NRK	1	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	NRK_2h	1093	121786	121788	121786	12944.983819	9708.737864	121786	121788	3		3	2h	NRK	2	1093	121799	122896	121799	122896	13	1093
LT934125.1	+	US7	NRK_4h	1093	121784	121789	121784	11150.234741	8215.962441	121784	121787	4		6	4h	NRK	4	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	NRK_6h	1092	121715	121715	121715	134.535181	134.535181	121715	121715	1	US6	1	6h	NRK	6	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	NRK_6h	1093	121784	121787	121784	14126.194	7803.040495	121784	121786	3		4	6h	NRK	6	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	NRK_8h	1092	121715	121715	121715	81.685999	81.685999	121715	121715	1	US6	1	8h	NRK	8	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	NRK_8h	1093	121784	121787	121784	15030.22382	11027.609868	121784	121786	3		4	8h	NRK	8	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_1.5h	1093	121786	121786	121786	4424.778761	4424.778761	121786	121786	1		1	1.5h	PC_12	1.5	1093	121799	122896	121799	122896	13	1093
LT934125.1	+	US7	PC_12_12h	1093	121783	121787	121784	7931.361642	5426.36188	121784	121786	3		5	12h	PC_12	12	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_1h	1093	121784	121786	121784	8908.685968	4454.342984	121784	121786	3		3	1h	PC_12	1	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_2.5h	1093	121784	121786	121784	7401.9245	5921.5396	121784	121786	3		3	2.5h	PC_12	2.5	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_2h	1093	121784	121787	121784	10673.782522	6004.002668	121784	121786	3		4	2h	PC_12	2	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_4h	1092	121723	121723	121723	100.38145	100.38145	121723	121723	1	US6	1	4h	PC_12	4	0	121799	122896	121799	122896	76	0
LT934125.1	+	US7	PC_12_4h	1093	121784	121786	121784	13049.588436	11142.340895	121784	121786	3		3	4h	PC_12	4	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_6h	1092	121718	121718	121718	26.651031	26.651031	121718	121718	1	US6	1	6h	PC_12	6	0	121799	122896	121799	122896	81	0
LT934125.1	+	US7	PC_12_6h	1093	121777	121786	121784	15111.1348	12046.266191	121784	121786	3		10	6h	PC_12	6	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PC_12_8h	1092	121742	121745	121742	95.871149	63.914099	121742	121745	4	US6	4	8h	PC_12	8	0	121799	122896	121799	122896	57	0
LT934125.1	+	US7	PC_12_8h	1093	121782	121787	121784	9267.54442	6359.452895	121784	121786	3		6	8h	PC_12	8	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PK_15_12h	1092	121715	121715	121715	22.883295	22.883295	121715	121715	1	US6	1	12h	PK_15	12	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	PK_15_12h	1093	121783	121787	121784	9054.919908	5805.491991	121784	121786	3		5	12h	PK_15	12	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PK_15_1h	1093	121784	121786	121784	5847.953216	2923.976608	121784	121786	3		3	1h	PK_15	1	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PK_15_2h	1093	121784	121786	121786	3258.508327	2172.338885	121784	121786	3		3	2h	PK_15	2	1093	121799	122896	121799	122896	13	1093
LT934125.1	+	US7	PK_15_4h	1092	121714	121720	121714	121.782903	40.594301	121714	121720	7	US6	7	4h	PK_15	4	0	121799	122896	121799	122896	85	0
LT934125.1	+	US7	PK_15_4h	1093	121778	121787	121784	13923.845094	8971.340424	121784	121786	3		10	4h	PK_15	4	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PK_15_6h	1093	121783	121787	121784	11443.640674	7669.416689	121784	121786	3		5	6h	PK_15	6	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US7	PK_15_8h	1092	121715	121723	121715	61.403778	48.245826	121715	121723	9	US6	9	8h	PK_15	8	0	121799	122896	121799	122896	84	0
LT934125.1	+	US7	PK_15_8h	1093	121783	121787	121784	14807.082488	9609.691271	121784	121786	3		5	8h	PK_15	8	1093	121799	122896	121799	122896	15	1093
LT934125.1	+	US8	C6_12h	1105	122922	122922	122922	83.922539	83.922539	122922	122922	1		1	12h	C6	12	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	C6_12h	1106	122978	122983	122979	6776.745064	3958.346446	122979	122981	3		6	12h	C6	12	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	C6_1h	1106	122979	122981	122981	10785.824345	6163.328197	122979	122981	3		3	1h	C6	1	1106	123000	124730	123000	124730	19	1106
LT934125.1	+	US8	C6_2h	1106	122979	122979	122979	1239.157373	1239.157373	122979	122979	1		1	2h	C6	2	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	C6_4h	1106	122978	122983	122979	12086.179717	6831.31897	122979	122983	5		6	4h	C6	4	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	C6_6h	1105	122922	122922	122922	431.220354	431.220354	122922	122922	1		1	6h	C6	6	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	C6_6h	1106	122978	122988	122979	8710.651141	4570.935748	122979	122983	5		11	6h	C6	6	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	C6_8h	1105	122922	122942	122922	322.841	161.4205	122922	122940	19		21	8h	C6	8	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	C6_8h	1106	122978	122988	122979	5294.592412	2937.853107	122979	122981	3		11	8h	C6	8	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	NRK_12h	1105	122922	122922	122922	134.436309	134.436309	122922	122922	1		1	12h	NRK	12	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	NRK_12h	1106	122978	122988	122979	4579.796912	2760.425536	122979	122981	3		11	12h	NRK	12	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	NRK_1h	1105	122922	122922	122922	10101.010101	10101.010101	122922	122922	1		1	1h	NRK	1	1105	123000	124730	123000	124730	78	1105
LT934125.1	+	US8	NRK_2h	1106	122979	122983	122979	19417.475729	12944.983819	122979	122983	5		5	2h	NRK	2	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	NRK_4h	1105	122924	122924	122924	586.85446	586.85446	122924	122924	1		1	4h	NRK	4	0	123000	124730	123000	124730	76	0
LT934125.1	+	US8	NRK_4h	1106	122978	122988	122979	9389.671361	5281.690141	122978	122984	7		11	4h	NRK	4	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	NRK_6h	1105	122922	122922	122922	269.070362	269.070362	122922	122922	1		1	6h	NRK	6	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	NRK_6h	1106	122977	122988	122979	11973.631105	4574.196152	122978	122983	6		12	6h	NRK	6	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	NRK_8h	1105	122922	122922	122922	898.545989	898.545989	122922	122922	1		1	8h	NRK	8	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	NRK_8h	1106	122978	122983	122979	14376.735827	9148.83189	122979	122981	3		6	8h	NRK	8	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_1.5h	1106	122979	122981	122979	4424.778762	2212.389381	122979	122981	3		3	1.5h	PC_12	1.5	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_12h	1105	122922	122922	122922	34.128062	34.128062	122922	122922	1		1	12h	PC_12	12	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PC_12_12h	1106	122978	122983	122979	3228.514679	1849.740968	122979	122981	3		6	12h	PC_12	12	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_1h	1106	122979	122981	122979	11135.857461	6681.514477	122979	122981	3		3	1h	PC_12	1	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_2.5h	1106	122979	122980	122979	2220.57735	1480.3849	122979	122980	2		2	2.5h	PC_12	2.5	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_2h	1105	122922	122922	122922	1334.222815	1334.222815	122922	122922	1		1	2h	PC_12	2	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PC_12_2h	1106	122979	122988	122979	14009.33956	9339.559706	122979	122983	5		10	2h	PC_12	2	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_4h	1105	122924	122924	122924	100.38145	100.38145	122924	122924	1		1	4h	PC_12	4	0	123000	124730	123000	124730	76	0
LT934125.1	+	US8	PC_12_4h	1106	122978	122988	122979	4717.928128	2710.299137	122979	122981	3		11	4h	PC_12	4	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_6h	1105	122922	122922	122922	133.255157	133.255157	122922	122922	1		1	6h	PC_12	6	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PC_12_6h	1106	122978	122983	122979	4583.9774	3038.217579	122979	122981	3		6	6h	PC_12	6	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PC_12_8h	1105	122922	122923	122922	95.871149	63.914099	122922	122923	2		2	8h	PC_12	8	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PC_12_8h	1106	122978	122988	122979	4505.944011	2588.521028	122979	122981	3		11	8h	PC_12	8	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_12h	1105	122922	122922	122922	57.208238	57.208238	122922	122922	1		1	12h	PK_15	12	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PK_15_12h	1106	122978	122983	122979	2997.711671	1787.185355	122979	122981	3		6	12h	PK_15	12	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_1h	1106	122979	122981	122979	8771.929824	5847.953216	122979	122981	3		3	1h	PK_15	1	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_2h	1106	122979	122983	122979	6517.016655	4344.67777	122979	122981	3		5	2h	PK_15	2	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_4h	1105	122920	122922	122922	365.348705	324.754404	122920	122922	3		3	4h	PK_15	4	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PK_15_4h	1106	122978	122981	122979	5196.070471	3369.326946	122979	122981	3		4	4h	PK_15	4	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_6h	1105	122920	122922	122922	145.162461	129.033299	122920	122922	3		3	6h	PK_15	6	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PK_15_6h	1106	122978	122988	122979	4927.459093	2895.184639	122979	122981	3		11	6h	PK_15	6	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US8	PK_15_8h	1105	122922	122922	122922	171.053382	171.053382	122922	122922	1		1	8h	PK_15	8	0	123000	124730	123000	124730	78	0
LT934125.1	+	US8	PK_15_8h	1106	122978	122988	122979	7157.926131	3938.613766	122979	122982	4		11	8h	PK_15	8	1106	123000	124730	123000	124730	21	1106
LT934125.1	+	US9	C6_12h	1128	124754	124756	124756	7650.938184	7567.015645	124756	124756	1		3	12h	C6	12	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	C6_1h	1128	124756	124756	124756	1540.832049	1540.832049	124756	124756	1		1	1h	C6	1	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	C6_2h	1128	124756	124756	124756	1239.157373	1239.157373	124756	124756	1		1	2h	C6	2	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	C6_4h	1127	124716	124716	124716	525.486075	525.486075	124716	124716	1	US8	1	4h	C6	4	0	124788	125084	124788	125084	72	0
LT934125.1	+	US9	C6_4h	1128	124756	124758	124756	9984.235418	9458.749343	124756	124756	1		3	4h	C6	4	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	C6_6h	1127	124709	124709	124709	86.244071	86.244071	124709	124709	1	US8	1	6h	C6	6	0	124788	125084	124788	125084	79	0
LT934125.1	+	US9	C6_6h	1128	124756	124756	124756	6209.573092	6209.573092	124756	124756	1		1	6h	C6	6	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	C6_8h	1128	124756	124756	124756	5649.717514	5649.717514	124756	124756	1		1	8h	C6	8	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	NRK_12h	1128	124736	124756	124756	11274.725077	11050.664563	124756	124756	1		21	12h	NRK	12	1128	124788	125084	124788	125084	32	1128
LT934125.1	+	US9	NRK_1h	1128	124764	124764	124764	10101.010101	10101.010101	124764	124764	1		1	1h	NRK	1	1128	124788	125084	124788	125084	24	1128
LT934125.1	+	US9	NRK_2h	1128	124756	124756	124756	9708.737864	9708.737864	124756	124756	1		1	2h	NRK	2	1128	124788	125084	124788	125084	32	1128
