seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	CAGE_TC_significance
LT934125.1	+	TC_949	949	119764	119766	2	3	211.691957	0	0	2.37744375108173	119765	119764	119766			**
LT934125.1	+	TC_95	95	11920	11938	10	4	948.944042	0	0	9.66169129233631	11924	11920	11930			***
LT934125.1	+	TC_950	950	119795	119835	10	4	1933.580137	0	0	17.1587377157259	119820	119817	119827			***
LT934125.1	+	TC_951	951	119871	119905	16	6	3308.575636	0	0	5.31811116994037	119878	119871	119887			***
LT934125.1	+	TC_952	952	119940	119941	0	2	277.985793	0	0	0.76420450487312	119941	119941	119941			**
LT934125.1	+	TC_953	953	119971	119971	0	1	62.932662	0	0	0	119971	119971	119971			*
LT934125.1	+	TC_954	954	119999	120022	23	6	3919.442424	0	0	2.60974886076512	120017	119999	120022			***
LT934125.1	+	TC_955	955	120058	120062	1	2	1576.246976	1.18334555716465	1.18334555716465	1.58496250072116	120060	120060	120061			**
LT934125.1	+	TC_956	956	120108	120139	1	6	7802.822805	0	0	3.75488750216347	120133	120132	120133			***
LT934125.1	+	TC_957	957	120191	120193	0	5	1121.847581	0	0	1.53892028090441	120193	120193	120193			***
LT934125.1	+	TC_958	958	120238	120242	0	1	85.053645	2.28762888731282	2.28762888731282	2.28762888731282	120238	120238	120238			*
LT934125.1	+	TC_959	959	120314	120314	0	1	27.285874	0	0	0	120314	120314	120314			*
LT934125.1	+	TC_96	96	11962	11980	1	4	1883.013362	0	0	4.19360401028626	11977	11976	11977			***
LT934125.1	+	TC_960	960	120383	120391	2	2	103.17383	0	0	3.16992500144231	120384	120383	120385			**
LT934125.1	+	TC_961	961	120476	120476	0	1	62.932662	0	0	0	120476	120476	120476			*
LT934125.1	+	TC_962	962	120552	120565	3	6	31693.564651	1.27139400373199	1.27139400373199	2.57845791706304	120554	120552	120555			***
LT934125.1	+	TC_963	963	120716	120716	0	1	27.285874	0	0	0	120716	120716	120716			*
LT934125.1	+	TC_964	964	120777	120800	23	2	90.218536	0	0	0	120788	120777	120800			**
LT934125.1	+	TC_965	965	120826	120826	0	1	18.007181	0	0	0	120826	120826	120826			*
LT934125.1	+	TC_966	966	120930	120937	3	6	1366.669543	0	0	4.46612673752405	120932	120930	120933			***
LT934125.1	+	TC_967	967	121024	121024	0	1	27.285874	0	0	0	121024	121024	121024			*
LT934125.1	+	TC_968	968	121132	121133	0	1	54.571748	1	1	1	121132	121132	121132			*
LT934125.1	+	TC_969	969	121304	121304	0	2	90.218536	0	0	0	121304	121304	121304			**
LT934125.1	+	TC_97	97	12004	12036	3	2	1290.796995	0	0	10.1783610364725	12020	12019	12022			**
LT934125.1	+	TC_970	970	121424	121424	0	1	27.285874	0	0	0	121424	121424	121424			*
LT934125.1	+	TC_971	971	121560	121585	25	3	114.519577	0	0	0	121576	121560	121585			**
LT934125.1	+	TC_972	972	121612	121614	2	2	158.037988	0	0	1.14422895861353	121613	121612	121614			**
LT934125.1	+	TC_973	973	121672	121674	2	2	278.231059	0	0	0	121673	121672	121674			**
LT934125.1	+	TC_974	974	121707	121717	5	5	2684.782767	2.57798232963786	2.57798232963786	8.12689559150047	121712	121710	121715			***
LT934125.1	+	TC_975	975	121782	121786	0	6	53629.581895	0.901170195967464	0.901170195967464	1.58496250072116	121784	121784	121784			***
LT934125.1	+	TC_976	976	121838	121839	1	3	834.848722	0	0	0	121839	121838	121839			***
LT934125.1	+	TC_977	977	121890	121905	15	4	742.618987	0	0	0	121900	121890	121905			***
LT934125.1	+	TC_978	978	121979	121979	0	1	62.932662	0	0	0	121979	121979	121979			*
LT934125.1	+	TC_979	979	122027	122043	16	3	648.799014	0	0	0	122038	122027	122043			***
LT934125.1	+	TC_98	98	12010	12070	10	5	5269.319742	2.8073549220576	2.8073549220576	22.2970785425293	12064	12058	12068			***
LT934125.1	+	TC_980	980	122116	122119	0	3	124.165844	0	0	1.83659166810898	122119	122119	122119			**
LT934125.1	+	TC_981	981	122164	122185	21	3	111.827154	0	0	0	122175	122164	122185			**
LT934125.1	+	TC_982	982	122244	122252	0	1	81.857622	5.02421225738452	5.02421225738452	5.02421225738452	122244	122244	122244			*
LT934125.1	+	TC_983	983	122303	122305	1	4	988.477808	0	0	0.970950594669052	122304	122303	122304			***
LT934125.1	+	TC_984	984	122405	122405	0	1	36.451562	0	0	0	122405	122405	122405			*
LT934125.1	+	TC_985	985	122463	122474	11	5	639.736113	0	0	6.12022396344057	122468	122463	122474			***
LT934125.1	+	TC_986	986	122516	122531	1	4	534.272983	0	0	0.543564441591991	122522	122521	122522			***
LT934125.1	+	TC_987	987	122612	122621	0	1	81.857622	3.05051273056363	3.05051273056363	3.05051273056363	122621	122621	122621			*
LT934125.1	+	TC_988	988	122657	122662	5	2	75.887957	0	0	0	122660	122657	122662			*
LT934125.1	+	TC_989	989	122731	122731	0	1	27.285874	0	0	0	122731	122731	122731			*
LT934125.1	+	TC_99	99	12104	12130	6	3	1348.230328	5.61286174745836	5.61286174745836	11.4189000179336	12113	12109	12115			***
LT934125.1	+	TC_990	990	122919	122927	3	4	809.010551	0	0	2.5975898813908	122921	122919	122922			***
LT934125.1	+	TC_991	991	122973	122988	3	6	31795.941143	1.26254275763391	1.26254275763391	4.14770758897502	122978	122976	122979			***
LT934125.1	+	TC_992	992	123205	123205	0	1	567.859171	0	0	0	123205	123205	123205			*
LT934125.1	+	TC_993	993	123273	123282	0	1	125.865324	3.32192809488736	3.32192809488736	3.32192809488736	123273	123273	123273			*
LT934125.1	+	TC_994	994	123444	123445	1	3	449.502443	0	0	0	123445	123444	123445			***
LT934125.1	+	TC_995	995	123562	123562	0	1	27.285874	0	0	0	123562	123562	123562			*
LT934125.1	+	TC_996	996	123619	123637	18	3	159.196029	0	0	1.45546446154482	123625	123619	123637			**
LT934125.1	+	TC_997	997	123716	123717	1	2	51.586915	0	0	0	123716	123716	123717			*
LT934125.1	+	TC_998	998	123825	123827	2	2	117.50441	0	0	1.58496250072116	123826	123825	123827			**
LT934125.1	+	TC_999	999	123870	123870	0	1	27.285874	0	0	0	123870	123870	123870			*
LT934125.1	-	TC_1157	1157	97	97	0	1	50.420108	0	0	0	97	97	97			
LT934125.1	-	TC_1158	1158	480	480	0	1	27.285874	0	0	0	480	480	480			
LT934125.1	-	TC_1159	1159	1344	1344	0	1	27.285874	0	0	0	1344	1344	1344			*
LT934125.1	-	TC_1160	1160	1842	1842	0	1	241.779497	0	0	0	1842	1842	1842			
LT934125.1	-	TC_1161	1161	2210	2210	0	1	27.285874	0	0	0	2210	2210	2210			*
LT934125.1	-	TC_1162	1162	2245	2245	0	1	241.779497	0	0	0	2245	2245	2245			*
LT934125.1	-	TC_1163	1163	2466	2466	0	1	27.285874	0	0	0	2466	2466	2466			
LT934125.1	-	TC_1164	1164	2626	2626	0	1	27.285874	0	0	0	2626	2626	2626			*
LT934125.1	-	TC_1165	1165	2761	2762	1	2	278.961205	0	0	0	2762	2761	2762			**
LT934125.1	-	TC_1166	1166	2973	2973	0	1	27.285874	0	0	0	2973	2973	2973			*
LT934125.1	-	TC_1167	1167	3074	3074	0	1	27.285874	0	0	0	3074	3074	3074			*
LT934125.1	-	TC_1168	1168	3120	3120	0	1	27.285874	0	0	0	3120	3120	3120			*
LT934125.1	-	TC_1169	1169	3196	3218	20	3	252.535422	0	0	2.13221689650914	3209	3196	3216			**
LT934125.1	-	TC_1170	1170	3273	3274	0	1	125.865324	1	1	1	3273	3273	3273			*
LT934125.1	-	TC_1171	1171	3345	3370	19	5	630.014681	0	0	2.91092892308965	3355	3351	3370			***
LT934125.1	-	TC_1172	1172	3398	3398	0	1	24.301041	0	0	0	3398	3398	3398			*
LT934125.1	-	TC_1173	1173	3506	3511	3	2	162.316886	0	0	1.58496250072116	3508	3506	3509			**
LT934125.1	-	TC_1174	1174	3689	3701	12	3	2613.681199	0	0	3.16992500144231	3694	3689	3701			***
LT934125.1	-	TC_1175	1175	3756	3756	0	1	27.285874	0	0	0	3756	3756	3756			*
LT934125.1	-	TC_1176	1176	3910	3913	3	5	1664.266015	0	0	0	3911	3910	3913			***
LT934125.1	-	TC_1177	1177	4010	4011	1	2	90.218536	0	0	0	4010	4010	4011			**
LT934125.1	-	TC_1178	1178	4084	4084	0	1	27.285874	0	0	0	4084	4084	4084			*
LT934125.1	-	TC_1179	1179	4134	4134	0	1	27.285874	0	0	0	4134	4134	4134			*
LT934125.1	-	TC_1180	1180	4213	4213	0	1	241.779497	0	0	0	4213	4213	4213			*
LT934125.1	-	TC_1181	1181	4416	4416	0	1	27.285874	0	0	0	4416	4416	4416			*
LT934125.1	-	TC_1182	1182	4458	4458	0	1	24.301041	0	0	0	4458	4458	4458			*
LT934125.1	-	TC_1183	1183	4542	4542	0	1	27.285874	0	0	0	4542	4542	4542			*
LT934125.1	-	TC_1184	1184	4656	4658	0	1	54.571748	1.58496250072116	1.58496250072116	1.58496250072116	4656	4656	4656			*
LT934125.1	-	TC_1185	1185	4727	4734	7	2	622.430919	0	0	0	4730	4727	4734			**
LT934125.1	-	TC_1186	1186	4826	4848	22	4	222.745294	0	0	2.32192809488736	4832	4826	4848			**
LT934125.1	-	TC_1187	1187	4924	4928	3	6	7075.873875	0.637387500219976	0.637387500219976	2.76782452635272	4926	4925	4928			***
LT934125.1	-	TC_1188	1188	4991	4991	0	1	62.932662	0	0	0	4991	4991	4991			*
LT934125.1	-	TC_1189	1189	5119	5119	0	1	27.285874	0	0	0	5119	5119	5119			*
LT934125.1	-	TC_1190	1190	5267	5267	0	2	592.160212	0	0	0	5267	5267	5267			**
LT934125.1	-	TC_1191	1191	5318	5318	0	1	27.285874	0	0	0	5318	5318	5318			*
LT934125.1	-	TC_1192	1192	5461	5461	0	1	27.285874	0	0	0	5461	5461	5461			*
LT934125.1	-	TC_1193	1193	5496	5496	0	1	567.859171	0	0	0	5496	5496	5496			*
LT934125.1	-	TC_1194	1194	5699	5699	0	1	241.779497	0	0	0	5699	5699	5699			*
LT934125.1	-	TC_1195	1195	6201	6201	0	1	27.285874	0	0	0	6201	6201	6201			*
LT934125.1	-	TC_1196	1196	7129	7129	0	1	567.859171	0	0	0	7129	7129	7129			
LT934125.1	-	TC_1197	1197	7270	7270	0	1	62.932662	0	0	0	7270	7270	7270			
LT934125.1	-	TC_1198	1198	7566	7568	0	3	696.658021	0	0	1.45546446154482	7568	7568	7568			***
LT934125.1	-	TC_1199	1199	7716	7718	2	2	296.351245	0	0	0	7717	7716	7718			**
LT934125.1	-	TC_1200	1200	7758	7761	3	5	853.537127	0	0	0	7759	7758	7761			***
LT934125.1	-	TC_1201	1201	8189	8189	0	4	694.529269	0	0	0	8189	8189	8189			***
LT934125.1	-	TC_1202	1202	8781	8790	9	2	90.218536	0	0	0	8786	8781	8790			**
LT934125.1	-	TC_1203	1203	8851	8851	0	1	27.285874	0	0	0	8851	8851	8851			*
LT934125.1	-	TC_1204	1204	8885	8901	16	2	304.712159	0	0	0	8893	8885	8901			**
LT934125.1	-	TC_1205	1205	8965	8965	0	1	27.285874	0	0	0	8965	8965	8965			*
LT934125.1	-	TC_1206	1206	8997	8997	0	1	48.602083	0	0	0	8997	8997	8997			*
LT934125.1	-	TC_1207	1207	9054	9058	4	5	1115.300928	0	0	2.25447746401188	9057	9054	9058			***
LT934125.1	-	TC_1208	1208	9095	9095	0	1	62.932662	0	0	0	9095	9095	9095			*
LT934125.1	-	TC_1209	1209	9173	9173	0	1	188.797986	0	0	0	9173	9173	9173			*
LT934125.1	-	TC_1210	1210	9214	9217	0	5	826.087479	0	0	1.72624113269261	9214	9214	9214			***
LT934125.1	-	TC_1211	1211	9281	9281	0	1	27.285874	0	0	0	9281	9281	9281			*
LT934125.1	-	TC_1212	1212	9370	9370	0	1	24.301041	0	0	0	9370	9370	9370			*
LT934125.1	-	TC_1213	1213	9494	9501	0	6	20609.45912	0.775937330489967	0.775937330489967	3.29624849232805	9494	9494	9494			***
LT934125.1	-	TC_1214	1214	9590	9599	9	4	416.07304	0	0	0.918295829482212	9593	9590	9599			***
LT934125.1	-	TC_1215	1215	9665	9665	0	1	27.285874	0	0	0	9665	9665	9665			*
LT934125.1	-	TC_1216	1216	9800	9816	16	2	63.300237	0	0	0.970950591206173	9808	9800	9816			*
LT934125.1	-	TC_1217	1217	9878	9883	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	9878	9878	9878			*
LT934125.1	-	TC_1218	1218	9918	9920	2	2	88.142716	0	0	0	9919	9918	9920			**
LT934125.1	-	TC_1219	1219	9958	9958	0	1	27.285874	0	0	0	9958	9958	9958			*
LT934125.1	-	TC_1220	1220	10034	10034	0	1	27.285874	0	0	0	10034	10034	10034			*
LT934125.1	-	TC_1221	1221	10205	10205	0	1	27.285874	0	0	0	10205	10205	10205			*
LT934125.1	-	TC_1222	1222	10286	10286	0	1	27.285874	0	0	0	10286	10286	10286			*
LT934125.1	-	TC_1223	1223	10413	10413	0	1	27.285874	0	0	0	10413	10413	10413			*
LT934125.1	-	TC_1224	1224	10456	10456	0	1	27.285874	0	0	0	10456	10456	10456			*
LT934125.1	-	TC_1225	1225	10558	10558	0	1	27.285874	0	0	0	10558	10558	10558			
LT934125.1	-	TC_1226	1226	11336	11336	0	1	62.932662	0	0	0	11336	11336	11336			
LT934125.1	-	TC_1227	1227	11485	11485	0	1	27.285874	0	0	0	11485	11485	11485			*
LT934125.1	-	TC_1228	1228	11697	11697	0	1	27.285874	0	0	0	11697	11697	11697			*
LT934125.1	-	TC_1229	1229	11746	11746	0	1	62.932662	0	0	0	11746	11746	11746			*
LT934125.1	-	TC_1230	1230	11997	11997	0	1	54.571748	0	0	0	11997	11997	11997			
LT934125.1	-	TC_1231	1231	12042	12061	14	3	559.760228	0	0	5.85685750425961	12050	12042	12056			
LT934125.1	-	TC_1232	1232	12105	12123	11	3	187.422701	0	0	2.43383436114827	12111	12105	12116			
LT934125.1	-	TC_1233	1233	12145	12145	0	1	36.014363	0	0	0	12145	12145	12145			
LT934125.1	-	TC_1234	1234	12248	12275	27	3	65.99266	0	0	0	12259	12248	12275			
LT934125.1	-	TC_1235	1235	12366	12366	0	1	24.301041	0	0	0	12366	12366	12366			
LT934125.1	-	TC_1236	1236	12444	12444	0	1	24.301041	0	0	0	12444	12444	12444			
LT934125.1	-	TC_1237	1237	13997	13997	0	1	50.420108	0	0	0	13997	13997	13997			
LT934125.1	-	TC_1238	1238	14095	14095	0	1	27.285874	0	0	0	14095	14095	14095			
LT934125.1	-	TC_1239	1239	14706	14706	0	1	241.779497	0	0	0	14706	14706	14706			
LT934125.1	-	TC_1240	1240	14975	14975	0	1	27.285874	0	0	0	14975	14975	14975			
LT934125.1	-	TC_1241	1241	15024	15024	0	1	27.285874	0	0	0	15024	15024	15024			*
LT934125.1	-	TC_1242	1242	15436	15436	0	1	27.285874	0	0	0	15436	15436	15436			*
LT934125.1	-	TC_1243	1243	15627	15627	0	1	27.285874	0	0	0	15627	15627	15627			*
LT934125.1	-	TC_1244	1244	15678	15678	0	1	27.285874	0	0	0	15678	15678	15678			*
LT934125.1	-	TC_1245	1245	15830	15830	0	1	27.285874	0	0	0	15830	15830	15830			*
LT934125.1	-	TC_1246	1246	15988	15988	0	1	54.571748	0	0	0	15988	15988	15988			*
LT934125.1	-	TC_1247	1247	16123	16123	0	1	27.285874	0	0	0	16123	16123	16123			*
LT934125.1	-	TC_1248	1248	16171	16171	0	1	14.405745	0	0	0	16171	16171	16171			*
LT934125.1	-	TC_1249	1249	16779	16779	0	1	27.285874	0	0	0	16779	16779	16779			*
LT934125.1	-	TC_1250	1250	16811	16811	0	1	48.602083	0	0	0	16811	16811	16811			*
LT934125.1	-	TC_1251	1251	16853	16853	0	1	54.571748	0	0	0	16853	16853	16853			*
LT934125.1	-	TC_1252	1252	16893	16893	0	1	54.571748	0	0	0	16893	16893	16893			*
LT934125.1	-	TC_1253	1253	16936	16948	12	2	117.50441	0	0	0	16942	16936	16948			**
LT934125.1	-	TC_1254	1254	17013	17032	19	3	755.875456	0	0	7.00302813983834	17026	17013	17032			***
LT934125.1	-	TC_1255	1255	17061	17061	0	1	567.859171	0	0	0	17061	17061	17061			*
LT934125.1	-	TC_1256	1256	17089	17089	0	2	99.384224	0	0	0	17089	17089	17089			**
LT934125.1	-	TC_1257	1257	17108	17128	12	2	127.150677	0	0	4.75488750216347	17122	17116	17128			**
LT934125.1	-	TC_1258	1258	17159	17186	0	2	266.889075	0	0	12.018387305144	17159	17159	17159			**
LT934125.1	-	TC_1259	1259	17242	17261	7	3	429.795782	0	0	7.00302813983834	17257	17254	17261			***
LT934125.1	-	TC_1260	1260	17289	17289	0	1	62.932662	0	0	0	17289	17289	17289			*
LT934125.1	-	TC_1261	1261	17331	17376	10	6	3961.406201	0	0	10.9751942937071	17339	17331	17341			***
LT934125.1	-	TC_1262	1262	17376	17376	0	1	188.797986	0	0	0	17376	17376	17376			*
LT934125.1	-	TC_1263	1263	17448	17472	20	5	1553.31606	0	0	6.8774715154733	17458	17452	17472			***
LT934125.1	-	TC_1264	1264	17503	17512	4	3	305.511929	0	0	4.27259232819979	17508	17506	17510			***
LT934125.1	-	TC_1265	1265	17522	17557	9	3	913.621035	0	0	10.2189803598596	17551	17548	17557			***
LT934125.1	-	TC_1266	1266	17587	17616	29	3	386.569781	0	0	0	17602	17587	17616			***
LT934125.1	-	TC_1267	1267	17665	17665	0	2	269.065371	0	0	0	17665	17665	17665			**
LT934125.1	-	TC_1268	1268	17737	17738	1	2	269.065371	0	0	0	17738	17737	17738			**
LT934125.1	-	TC_1269	1269	17782	17784	2	3	730.176057	0	0	1	17783	17782	17784			***
LT934125.1	-	TC_1270	1270	17811	17818	0	1	191.001118	5.52711297953133	5.52711297953133	5.52711297953133	17811	17811	17811			*
LT934125.1	-	TC_1271	1271	17843	17846	2	3	848.401309	0	0	3	17844	17843	17845			***
LT934125.1	-	TC_1272	1272	17925	17925	0	1	62.932662	0	0	0	17925	17925	17925			*
LT934125.1	-	TC_1273	1273	17969	17978	9	4	357.208087	0	0	0	17976	17969	17978			***
LT934125.1	-	TC_1274	1274	18010	18010	0	1	81.857622	0	0	0	18010	18010	18010			*
LT934125.1	-	TC_1275	1275	18107	18107	0	1	62.932662	0	0	0	18107	18107	18107			*
LT934125.1	-	TC_1276	1276	18202	18217	15	2	90.218536	0	0	0	18210	18202	18217			**
LT934125.1	-	TC_1277	1277	18420	18420	0	1	241.779497	0	0	0	18420	18420	18420			*
LT934125.1	-	TC_1278	1278	18594	18601	7	2	117.50441	0	0	0	18598	18594	18601			**
LT934125.1	-	TC_1279	1279	18663	18663	0	2	150.166365	0	0	0	18663	18663	18663			**
LT934125.1	-	TC_1280	1280	18705	18724	19	4	191.316547	0	0	0	18714	18705	18724			**
LT934125.1	-	TC_1281	1281	18813	18815	2	2	98.947025	0	0	0	18814	18813	18815			**
LT934125.1	-	TC_1282	1282	18856	18859	3	2	41.691619	0	0	0	18858	18856	18859			*
LT934125.1	-	TC_1283	1283	18898	18906	3	6	5468.116328	0.782444129509112	0.782444129509112	0.970950594454669	18904	18903	18906			***
LT934125.1	-	TC_1284	1284	18960	18965	1	4	751.389405	0	0	2.27810392413759	18960	18960	18961			***
LT934125.1	-	TC_1285	1285	19008	19011	3	6	4347.502462	0	0	0	19009	19008	19011			***
LT934125.1	-	TC_1286	1286	19056	19061	1	2	286.036765	0	0	1.56438460405255	19060	19060	19061			**
LT934125.1	-	TC_1287	1287	19097	19118	20	4	633.017528	0	0	2.86722445862088	19112	19097	19117			***
LT934125.1	-	TC_1288	1288	19183	19186	3	4	342.151663	0	0	0	19184	19183	19186			***
LT934125.1	-	TC_1289	1289	19315	19327	11	3	320.652286	0	0	1	19319	19315	19326			***
LT934125.1	-	TC_1290	1290	19380	19381	1	3	303.441113	0	0	0	19381	19380	19381			***
LT934125.1	-	TC_1291	1291	19423	19428	5	2	160.136827	0	0	0	19426	19423	19428			**
LT934125.1	-	TC_1292	1292	19470	19485	3	6	140330.046548	0.936630554970408	0.936630554970408	2.31988574765892	19472	19471	19474			***
LT934125.1	-	TC_1293	1293	19524	19524	0	1	24.301041	0	0	0	19524	19524	19524			*
LT934125.1	-	TC_1294	1294	19562	19562	0	1	62.932662	0	0	0	19562	19562	19562			*
LT934125.1	-	TC_1295	1295	19624	19624	0	1	62.932662	0	0	0	19624	19624	19624			*
LT934125.1	-	TC_1296	1296	19918	19918	0	1	27.285874	0	0	0	19918	19918	19918			*
LT934125.1	-	TC_1297	1297	20132	20132	0	1	27.285874	0	0	0	20132	20132	20132			
LT934125.1	-	TC_1298	1298	20352	20352	0	1	241.779497	0	0	0	20352	20352	20352			*
LT934125.1	-	TC_1299	1299	20526	20526	0	1	62.932662	0	0	0	20526	20526	20526			*
LT934125.1	-	TC_1300	1300	20729	20729	0	1	241.779497	0	0	0	20729	20729	20729			*
LT934125.1	-	TC_1301	1301	20782	20782	0	1	27.285874	0	0	0	20782	20782	20782			*
LT934125.1	-	TC_1302	1302	21043	21043	0	1	567.859171	0	0	0	21043	21043	21043			*
LT934125.1	-	TC_1303	1303	21176	21176	0	1	27.285874	0	0	0	21176	21176	21176			*
LT934125.1	-	TC_1304	1304	21471	21477	2	5	781.231623	0	0	2.32192809488736	21473	21473	21475			***
LT934125.1	-	TC_1305	1305	21533	21533	0	1	62.932662	0	0	0	21533	21533	21533			*
LT934125.1	-	TC_1306	1306	21634	21635	0	2	649.716793	0	0	0.91829583405449	21635	21635	21635			**
LT934125.1	-	TC_1307	1307	21673	21679	0	2	150.166365	0	0	2.8073549220576	21673	21673	21673			**
LT934125.1	-	TC_1308	1308	21747	21750	3	2	117.50441	0	0	1	21748	21747	21750			**
LT934125.1	-	TC_1309	1309	21801	21813	12	2	266.080538	0	0	0	21807	21801	21813			**
LT934125.1	-	TC_1310	1310	21934	21947	8	5	1322.713019	0	0	4.96742786967723	21942	21939	21947			***
LT934125.1	-	TC_1311	1311	22009	22009	0	1	62.932662	0	0	0	22009	22009	22009			*
LT934125.1	-	TC_1312	1312	22119	22133	14	2	90.218536	0	0	0	22126	22119	22133			**
LT934125.1	-	TC_1313	1313	22182	22188	0	2	180.437072	0	0	2.8073549220576	22182	22182	22182			**
LT934125.1	-	TC_1314	1314	22254	22258	4	2	51.586915	0	0	0	22256	22254	22258			*
LT934125.1	-	TC_1315	1315	22337	22337	0	1	62.932662	0	0	0	22337	22337	22337			*
LT934125.1	-	TC_1316	1316	22377	22379	2	2	110.118908	0	0	1.53049705649141	22378	22377	22379			**
LT934125.1	-	TC_1317	1317	22431	22431	0	1	24.301041	0	0	0	22431	22431	22431			*
LT934125.1	-	TC_1318	1318	22460	22466	6	3	108.225717	0	0	0	22462	22460	22466			**
LT934125.1	-	TC_1319	1319	22537	22558	21	2	90.218536	0	0	0	22548	22537	22558			**
LT934125.1	-	TC_1320	1320	22601	22629	28	4	694.529269	0	0	0	22618	22601	22629			***
LT934125.1	-	TC_1321	1321	22694	22714	20	2	90.218536	0	0	0	22704	22694	22714			**
LT934125.1	-	TC_1322	1322	22786	22807	21	2	153.151198	0	0	0	22796	22786	22807			**
LT934125.1	-	TC_1323	1323	22875	22889	14	2	90.218536	0	0	0	22882	22875	22889			**
LT934125.1	-	TC_1324	1324	22924	22924	0	1	27.285874	0	0	0	22924	22924	22924			*
LT934125.1	-	TC_1325	1325	22965	22966	0	1	314.66331	0.970950594454669	0.970950594454669	0.970950594454669	22965	22965	22965			*
LT934125.1	-	TC_1326	1326	23093	23099	2	2	296.351245	0	0	2.8073549220576	23094	23093	23095			**
LT934125.1	-	TC_1327	1327	23148	23148	0	1	24.301041	0	0	0	23148	23148	23148			*
LT934125.1	-	TC_1328	1328	23257	23257	0	1	27.285874	0	0	0	23257	23257	23257			*
LT934125.1	-	TC_1329	1329	23381	23381	0	1	241.779497	0	0	0	23381	23381	23381			*
LT934125.1	-	TC_1330	1330	23446	23446	0	1	241.779497	0	0	0	23446	23446	23446			*
LT934125.1	-	TC_1331	1331	23559	23559	0	1	27.285874	0	0	0	23559	23559	23559			*
LT934125.1	-	TC_1332	1332	23606	23606	0	1	62.932662	0	0	0	23606	23606	23606			*
LT934125.1	-	TC_1333	1333	23811	23811	0	1	62.932662	0	0	0	23811	23811	23811			*
LT934125.1	-	TC_1334	1334	23975	23975	0	1	54.571748	0	0	0	23975	23975	23975			*
LT934125.1	-	TC_1335	1335	24007	24007	0	2	150.166365	0	0	0	24007	24007	24007			**
LT934125.1	-	TC_1336	1336	24146	24146	0	1	27.285874	0	0	0	24146	24146	24146			*
LT934125.1	-	TC_1337	1337	24376	24381	0	1	54.571748	2.58496250072116	2.58496250072116	2.58496250072116	24376	24376	24376			*
LT934125.1	-	TC_1338	1338	24434	24434	0	1	241.779497	0	0	0	24434	24434	24434			*
LT934125.1	-	TC_1339	1339	24473	24473	0	1	62.932662	0	0	0	24473	24473	24473			*
LT934125.1	-	TC_1340	1340	24525	24532	0	2	216.08386	0	0	2.75488750216347	24525	24525	24525			**
LT934125.1	-	TC_1341	1341	24663	24663	0	1	241.779497	0	0	0	24663	24663	24663			*
LT934125.1	-	TC_1342	1342	24703	24704	1	2	117.50441	0	0	0	24704	24703	24704			**
LT934125.1	-	TC_1343	1343	24785	24805	14	4	163.414069	0	0	2.8073549220576	24789	24785	24799			**
LT934125.1	-	TC_1344	1344	24888	24890	0	2	338.964351	0	0	1.14422895861353	24890	24890	24890			**
LT934125.1	-	TC_1345	1345	24947	24947	0	1	27.285874	0	0	0	24947	24947	24947			*
LT934125.1	-	TC_1346	1346	25041	25041	0	1	125.865324	0	0	0	25041	25041	25041			*
LT934125.1	-	TC_1347	1347	25121	25121	0	1	62.932662	0	0	0	25121	25121	25121			*
LT934125.1	-	TC_1348	1348	25170	25170	0	1	62.932662	0	0	0	25170	25170	25170			*
LT934125.1	-	TC_1349	1349	25229	25246	3	5	5342.670585	0	0	3.91912384007698	25233	25232	25235			***
LT934125.1	-	TC_1350	1350	25313	25318	0	6	38843.415511	0	0	0	25313	25313	25313			***
LT934125.1	-	TC_1351	1351	25531	25531	0	1	241.779497	0	0	0	25531	25531	25531			*
LT934125.1	-	TC_1352	1352	25576	25576	0	1	62.932662	0	0	0	25576	25576	25576			*
LT934125.1	-	TC_1353	1353	25602	25605	0	1	81.857622	3.16992500144231	3.16992500144231	3.16992500144231	25602	25602	25602			*
LT934125.1	-	TC_1354	1354	25639	25639	0	1	46.818671	0	0	0	25639	25639	25639			*
LT934125.1	-	TC_1355	1355	25776	25776	0	1	54.571748	0	0	0	25776	25776	25776			*
LT934125.1	-	TC_1356	1356	25843	25843	0	1	567.859171	0	0	0	25843	25843	25843			
LT934125.1	-	TC_1357	1357	26117	26117	0	1	136.429371	0	0	0	26117	26117	26117			*
LT934125.1	-	TC_1358	1358	26506	26516	10	2	51.586915	0	0	0	26511	26506	26516			*
LT934125.1	-	TC_1359	1359	26672	26672	0	1	27.285874	0	0	0	26672	26672	26672			
LT934125.1	-	TC_1360	1360	26744	26756	12	2	90.218536	0	0	0	26750	26744	26756			**
LT934125.1	-	TC_1361	1361	26873	26878	0	1	81.857622	4.09706862941342	4.09706862941342	4.09706862941342	26873	26873	26873			*
LT934125.1	-	TC_1362	1362	26985	26985	0	1	27.285874	0	0	0	26985	26985	26985			*
LT934125.1	-	TC_1363	1363	27139	27139	0	1	27.285874	0	0	0	27139	27139	27139			*
LT934125.1	-	TC_1364	1364	27248	27257	9	2	90.218536	0	0	0	27252	27248	27257			**
LT934125.1	-	TC_1365	1365	27420	27420	0	1	27.285874	0	0	0	27420	27420	27420			*
LT934125.1	-	TC_1366	1366	27680	27680	0	1	27.285874	0	0	0	27680	27680	27680			*
