dcDNA.TES_TC_ID	seqnames	strand	transcript_id	exon_number	start.TR	end.TR	start.exon	end.exon	start	end	prime5.TR	prime5.ex	prime3.TR	prime3.ex	last_exon	source	TC.start	TC.end	support	score	consensus_peak	dcDNA.TES_TC_significance
TC_249	LT934125.1	-	IE180-S	1	102362	107370	102362	107370	102362	107370	107370	107370	102362	102362	TRUE	NAGATA	102346	102383	23	600373.000271	102361	***
TC_258	LT934125.1	-	NOIR-2	1	110204	111104	110204	111104	110204	111104	111104	111104	110204	110204	TRUE	NAGATA	110192	110219	13	21908.498173	110206	***
TC_26	LT934125.1	+	UL35-AT	1	32038	32709	32038	32709	32038	32709	32038	32038	32709	32709	TRUE	NAGATA	32694	32714	1	24.403041	32704	*
TC_278	LT934125.1	-	AZURE-L	1	117251	119190	117251	119190	117251	119190	119190	119190	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-L2	1	117251	119611	117251	119611	117251	119611	119611	119611	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-M	1	117251	118739	117251	118739	117251	118739	118739	118739	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-S	1	117251	118349	117251	118349	117251	118349	118349	118349	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-S-L	1	117251	118401	117251	118401	117251	118401	118401	118401	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-S-L-splice	1	117251	118401	117251	117361	117251	118401	118401	117361	117251	117251	TRUE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_278	LT934125.1	-	AZURE-S-L-splice	2	117251	118401	117773	118401	117251	118401	118401	118401	117251	117773	FALSE	NAGATA	117238	117268	13	5222.691197	117253	***
TC_279	LT934125.1	-	US4-AS1	1	118860	120344	118860	120344	118860	120344	120344	120344	118860	118860	TRUE	NAGATA	118851	118874	7	773.908238	118863	***
TC_296	LT934125.1	-	PTO-US1_2-nonsp	1	126752	130831	126752	130831	126752	130831	130831	130831	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	PTO-US1_2-sp	1	126752	130831	126752	127972	126752	130831	130831	127972	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	PTO-US1_2-sp	2	126752	130831	128147	128198	126752	130831	130831	128198	126752	128147	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	PTO-US1_2-sp	3	126752	130831	128321	130831	126752	130831	130831	130831	126752	128321	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	TRS1_2	1	126752	127083	126752	127083	126752	127083	127083	127083	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	TRS1_2-L	1	126752	127117	126752	127117	126752	127117	127117	127117	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	TRS1_2-L2	1	126752	127165	126752	127165	126752	127165	127165	127165	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	TRS1_2-L3	1	126752	127176	126752	127176	126752	127176	127176	127176	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	TRS1_2-S	1	126752	127002	126752	127002	126752	127002	127002	127002	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2	1	126752	128731	126752	128731	126752	128731	128731	128731	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice	1	126752	128731	126752	128251	126752	128731	128731	128251	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice	2	126752	128731	128407	128459	126752	128731	128731	128459	126752	128407	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice	3	126752	128731	128577	128731	126752	128731	128731	128731	126752	128577	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-2	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-2	2	126752	128731	128147	128731	126752	128731	128731	128731	126752	128147	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-3	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-3	2	126752	128731	128279	128731	126752	128731	128731	128731	126752	128279	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-4	1	126752	128731	126752	127973	126752	128731	128731	127973	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-4	2	126752	128731	128279	128731	126752	128731	128731	128731	126752	128279	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-5	1	126752	128731	126752	128198	126752	128731	128731	128198	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-5	2	126752	128731	128321	128731	126752	128731	128731	128731	126752	128321	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-6	1	126752	128731	126752	127972	126752	128731	128731	127972	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-6	2	126752	128731	128290	128731	126752	128731	128731	128731	126752	128290	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L	1	126752	129714	126752	127952	126752	129714	129714	127952	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L	2	126752	129714	128147	128198	126752	129714	129714	128198	126752	128147	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L	3	126752	129714	128321	129714	126752	129714	129714	129714	126752	128321	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L2	1	126752	128883	126752	128251	126752	128883	128883	128251	126752	126752	TRUE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L2	2	126752	128883	128407	128459	126752	128883	128883	128459	126752	128407	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_296	LT934125.1	-	US1_2-splice-L2	3	126752	128883	128577	128883	126752	128883	128883	128883	126752	128577	FALSE	NAGATA	126743	126788	23	1185446.573556	126753	***
TC_299	LT934125.1	-	nc-US1_2	1	127089	128705	127089	128705	127089	128705	128705	128705	127089	127089	TRUE	NAGATA	126953	127112	18	139902.776088	127049	***
TC_31	LT934125.1	+	UL37-38	1	39430	46038	39430	46038	39430	46038	39430	39430	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38	1	44812	46038	44812	46038	44812	46038	44812	44812	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38.3	1	44946	46038	44946	46038	44946	46038	44946	44946	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38.4	1	45302	46038	45302	46038	45302	46038	45302	45302	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38.5	1	45415	46038	45415	46038	45415	46038	45415	45415	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38.6	1	45445	46038	45445	46038	45445	46038	45445	45445	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_31	LT934125.1	+	UL38.6-S	1	45525	46038	45525	46038	45525	46038	45525	45525	46038	46038	TRUE	NAGATA	46011	46050	22	245317.60168	46038	***
TC_324	LT934125.1	-	NOIR_2-1L-2	1	134888	136285	134888	136285	134888	136285	136285	136285	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1L3-2	1	134888	136409	134888	136409	134888	136409	136409	136409	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1M-2	1	134888	136235	134888	136235	134888	136235	136235	136235	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1M-splice-2	1	134888	136248	134888	135256	134888	136248	136248	135256	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1M-splice-2	2	134888	136248	135752	136248	134888	136248	136248	136248	134888	135752	FALSE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1S-2	1	134888	136131	134888	136131	134888	136131	136131	136131	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1S2-2	1	134888	136103	134888	136103	134888	136103	136103	136103	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1S3-2	1	134888	135899	134888	135899	134888	135899	135899	135899	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_324	LT934125.1	-	NOIR_2-1S4-2	1	134888	135619	134888	135619	134888	135619	135619	135619	134888	134888	TRUE	NAGATA	134875	134911	18	124297.351925	134888	***
TC_33	LT934125.1	+	TRL40	1	49115	49647	49115	49647	49115	49647	49115	49115	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL38-39-40	1	44812	49647	44812	49647	44812	49647	44812	44812	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL39-40	1	46233	49647	46233	49647	46233	49647	46233	46233	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL39-40-L	1	46026	49647	46026	49647	46026	49647	46026	46026	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL39L-40	1	45911	49647	45911	49647	45911	49647	45911	45911	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40	1	48567	49647	48567	49647	48567	49647	48567	48567	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L1	1	48455	49647	48455	49647	48455	49647	48455	48455	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L10	1	47642	49647	47642	49647	47642	49647	47642	47642	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L11	1	47628	49647	47628	49647	47628	49647	47628	47628	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L12	1	47567	49647	47567	49647	47567	49647	47567	47567	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L13	1	47521	49647	47521	49647	47521	49647	47521	47521	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L14	1	47486	49647	47486	49647	47486	49647	47486	47486	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L15	1	47411	49647	47411	49647	47411	49647	47411	47411	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L16	1	47315	49647	47315	49647	47315	49647	47315	47315	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L17	1	47288	49647	47288	49647	47288	49647	47288	47288	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L18	1	47203	49647	47203	49647	47203	49647	47203	47203	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L19	1	47188	49647	47188	49647	47188	49647	47188	47188	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L2	1	48412	49647	48412	49647	48412	49647	48412	48412	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L20	1	47168	49647	47168	49647	47168	49647	47168	47168	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L21	1	46754	49647	46754	49647	46754	49647	46754	46754	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L22	1	46717	49647	46717	49647	46717	49647	46717	46717	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L23	1	46489	49647	46489	49647	46489	49647	46489	46489	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L3	1	48294	49647	48294	49647	48294	49647	48294	48294	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L4	1	48069	49647	48069	49647	48069	49647	48069	48069	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L5	1	47933	49647	47933	49647	47933	49647	47933	47933	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L6	1	47872	49647	47872	49647	47872	49647	47872	47872	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L7	1	47785	49647	47785	49647	47785	49647	47785	47785	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L8	1	47699	49647	47699	49647	47699	49647	47699	47699	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-L9	1	47655	49647	47655	49647	47655	49647	47655	47655	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40-S	1	48505	49647	48505	49647	48505	49647	48505	48505	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.2	1	48691	49647	48691	49647	48691	49647	48691	48691	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.3	1	48726	49647	48726	49647	48726	49647	48726	48726	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.3-S	1	48803	49647	48803	49647	48803	49647	48803	48803	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.3-S2	1	48931	49647	48931	49647	48931	49647	48931	48931	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.3-S3	1	48957	49647	48957	49647	48957	49647	48957	48957	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.6	1	49196	49647	49196	49647	49196	49647	49196	49196	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_33	LT934125.1	+	UL40.6-S	1	49263	49647	49263	49647	49263	49647	49263	49263	49647	49647	TRUE	NAGATA	49626	49659	23	1216962.159449	49647	***
TC_37	LT934125.1	+	UL41-42	1	49894	52437	49894	52437	49894	52437	49894	49894	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_37	LT934125.1	+	UL42	1	51235	52437	51235	52437	51235	52437	51235	51235	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_37	LT934125.1	+	UL42-L1	1	51148	52437	51148	52437	51148	52437	51148	51148	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_37	LT934125.1	+	UL42.3	1	51495	52437	51495	52437	51495	52437	51495	51495	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_37	LT934125.1	+	UL42.5	1	52121	52437	52121	52437	52121	52437	52121	52121	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_37	LT934125.1	+	UL42.5-S	1	52306	52437	52306	52437	52306	52437	52306	52306	52437	52437	TRUE	NAGATA	52410	52453	23	308606.953114	52437	***
TC_39	LT934125.1	+	UL42-43-L	1	50133	53594	50133	53594	50133	53594	50133	50133	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL42L-43	1	51148	53594	51148	53594	51148	53594	51148	51148	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43	1	52444	53594	52444	53594	52444	53594	52444	52444	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43-L	1	52306	53594	52306	53594	52306	53594	52306	52306	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43-L2	1	52121	53594	52121	53594	52121	53594	52121	52121	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43-L3	1	51495	53594	51495	53594	51495	53594	51495	51495	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43-S	1	52460	53594	52460	53594	52460	53594	52460	52460	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43.13	1	53421	53594	53421	53594	53421	53594	53421	53421	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43.6	1	52649	53594	52649	53594	52649	53594	52649	52649	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43.9	1	52789	53594	52789	53594	52789	53594	52789	52789	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_39	LT934125.1	+	UL43.9-S	1	52806	53594	52806	53594	52806	53594	52806	52806	53594	53594	TRUE	NAGATA	53567	53617	23	404580.46576	53594	***
TC_4	LT934125.1	+	UL51	1	7588	8523	7588	8523	7588	8523	7588	7588	8523	8523	TRUE	NAGATA	8499	8538	21	77380.566775	8523	***
TC_4	LT934125.1	+	UL51.5	1	7811	8523	7811	8523	7811	8523	7811	7811	8523	8523	TRUE	NAGATA	8499	8538	21	77380.566775	8523	***
TC_42	LT934125.1	+	UL42-43-44	1	51235	55161	51235	55161	51235	55161	51235	51235	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL42L-43-44	1	51148	55161	51148	55161	51148	55161	51148	51148	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL43-44	1	52460	55161	52460	55161	52460	55161	52460	52460	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44	1	53648	55161	53648	55161	53648	55161	53648	53648	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44-L3	1	53421	55161	53421	55161	53421	55161	53421	53421	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44-L4	1	52806	55161	52806	55161	52806	55161	52806	52806	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44-L5	1	52789	55161	52789	55161	52789	55161	52789	52789	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44-L6	1	52649	55161	52649	55161	52649	55161	52649	52649	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4	1	53736	55161	53736	55161	53736	55161	53736	53736	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S	1	53863	55161	53863	55161	53863	55161	53863	53863	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S10	1	54290	55161	54290	55161	54290	55161	54290	54290	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S11	1	54306	55161	54306	55161	54306	55161	54306	54306	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S12	1	54337	55161	54337	55161	54337	55161	54337	54337	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S13	1	54366	55161	54366	55161	54366	55161	54366	54366	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S14	1	54421	55161	54421	55161	54421	55161	54421	54421	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S15	1	54454	55161	54454	55161	54454	55161	54454	54454	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S16	1	54475	55161	54475	55161	54475	55161	54475	54475	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S17	1	54497	55161	54497	55161	54497	55161	54497	54497	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S18	1	54519	55161	54519	55161	54519	55161	54519	54519	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S19	1	54561	55161	54561	55161	54561	55161	54561	54561	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S2	1	53910	55161	53910	55161	53910	55161	53910	53910	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S20	1	54723	55161	54723	55161	54723	55161	54723	54723	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S21	1	54834	55161	54834	55161	54834	55161	54834	54834	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S22	1	54901	55161	54901	55161	54901	55161	54901	54901	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S23	1	54960	55161	54960	55161	54960	55161	54960	54960	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S3	1	53934	55161	53934	55161	53934	55161	53934	53934	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S4	1	53971	55161	53971	55161	53971	55161	53971	53971	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S5	1	53996	55161	53996	55161	53996	55161	53996	53996	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S6	1	54053	55161	54053	55161	54053	55161	54053	54053	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S7	1	54165	55161	54165	55161	54165	55161	54165	54165	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S8	1	54209	55161	54209	55161	54209	55161	54209	54209	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_42	LT934125.1	+	UL44.4-S9	1	54245	55161	54245	55161	54245	55161	54245	54245	55161	55161	TRUE	NAGATA	55136	55171	22	310850.886885	55161	***
TC_43	LT934125.1	+	UL44-AT	1	53648	55271	53648	55271	53648	55271	53648	53648	55271	55271	TRUE	NAGATA	55252	55289	15	5074.815935	55270	***
TC_43	LT934125.1	+	UL44.4-S2-AT	1	53910	55271	53910	55271	53910	55271	53910	53910	55271	55271	TRUE	NAGATA	55252	55289	15	5074.815935	55270	***
TC_43	LT934125.1	+	UL44.4-S5-AT	1	53996	55271	53996	55271	53996	55271	53996	53996	55271	55271	TRUE	NAGATA	55252	55289	15	5074.815935	55270	***
TC_43	LT934125.1	+	UL44.4-S9-AT	1	54245	55271	54245	55271	54245	55271	54245	54245	55271	55271	TRUE	NAGATA	55252	55289	15	5074.815935	55270	***
TC_47	LT934125.1	+	UL23	1	59068	60251	59068	60251	59068	60251	59068	59068	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23-L1	1	59044	60251	59044	60251	59044	60251	59044	59044	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23-L2	1	58625	60251	58625	60251	58625	60251	58625	58625	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23-L3	1	58478	60251	58478	60251	58478	60251	58478	58478	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23-L4	1	58002	60251	58002	60251	58002	60251	58002	58002	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23.4	1	59287	60251	59287	60251	59287	60251	59287	59287	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23.4-S	1	59412	60251	59412	60251	59412	60251	59412	59412	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL23.6	1	59793	60251	59793	60251	59793	60251	59793	59793	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_47	LT934125.1	+	UL25-24-23	1	55896	60251	55896	60251	55896	60251	55896	55896	60251	60251	TRUE	NAGATA	60230	60266	22	487534.872193	60251	***
TC_50	LT934125.1	+	UL22	1	60234	62340	60234	62340	60234	62340	60234	60234	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL22-L	1	59793	62340	59793	62340	59793	62340	59793	59793	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL22.11	1	62000	62340	62000	62340	62000	62340	62000	62000	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL22.13	1	62144	62340	62144	62340	62144	62340	62144	62144	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL22.5	1	61078	62340	61078	62340	61078	62340	61078	61078	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
TC_50	LT934125.1	+	UL22.8	1	61621	62340	61621	62340	61621	62340	61621	61621	62340	62340	TRUE	NAGATA	62318	62353	21	169879.883627	62340	***
