chr	strand	gene	group	cluster	start	end	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	inCoding	cluster_width	hpi	cell_line	Time	dominant_TC	CDS_start	CDS_end	CDS_prime5	CDS_prime3	TSS_CDS_dist	closest_TC
LT934125.1	+	UL51	C6_4h	4	8519	8526	8523	3403.289846	2552.467385	8520	8523	4		8	4h	C6	4	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	C6_6h	4	8509	8526	8523	4254.158713	2836.105809	8519	8526	8		18	6h	C6	6	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	C6_8h	4	8518	8526	8523	3489.634808	2135.266054	8519	8526	8		9	8h	C6	8	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	NRK_2h	4	8520	8523	8523	4901.960784	3267.973856	8520	8523	4		4	2h	NRK	2	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_1.5h	4	8518	8523	8523	5134.788189	2567.394095	8518	8523	6		6	1.5h	PC_12	1.5	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_12h	4	8512	8526	8523	1612.418871	973.944285	8519	8526	8		15	12h	PC_12	12	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_1h	4	8519	8526	8523	5335.365854	3048.780488	8519	8526	8		8	1h	PC_12	1	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_2.5h	4	8519	8523	8523	2153.316106	1291.989664	8519	8523	5		5	2.5h	PC_12	2.5	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_2h	4	8519	8526	8523	4705.882351	3398.69281	8521	8526	6		8	2h	PC_12	2	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_4h	4	8518	8526	8523	6125.495445	4117.980131	8519	8526	8		9	4h	PC_12	4	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_6h	4	8512	8526	8523	4420.073539	2805.785812	8519	8526	8		15	6h	PC_12	6	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PC_12_8h	4	8518	8526	8523	2742.982536	1417.207644	8519	8526	8		9	8h	PC_12	8	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_12h	4	8518	8526	8523	691.637668	470.869395	8519	8526	8		9	12h	PK_15	12	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_1h	4	8523	8523	8523	3742.51497	3742.51497	8523	8523	1		1	1h	PK_15	1	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_2h	4	8519	8528	8523	1855.444043	1012.060386	8520	8526	7		10	2h	PK_15	2	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_4h	4	8517	8526	8523	6611.776448	3784.09847	8519	8526	8		10	4h	PK_15	4	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_6h	4	8512	8526	8523	3788.317091	2178.408102	8519	8526	8		15	6h	PK_15	6	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL51	PK_15_8h	4	8518	8526	8523	2449.543641	1653.816125	8519	8526	8		9	8h	PK_15	8	4	7729	8439	7729	8439	-84	4
LT934125.1	+	UL9	C6_8h	63	81799	81801	81801	61.007602	36.604561	81799	81801	3	UL9	3	8h	C6	8	63	81550	84090	81550	84090	2289	63
LT934125.1	+	UL9	PC_12_12h	63	81799	81799	81799	16.232405	16.232405	81799	81799	1	UL9	1	12h	PC_12	12	63	81550	84090	81550	84090	2291	63
LT934125.1	+	UL9	PC_12_4h	63	81797	81801	81797	102.949504	51.474752	81797	81801	5	UL9	5	4h	PC_12	4	63	81550	84090	81550	84090	2293	63
LT934125.1	+	UL9	PC_12_8h	63	81797	81797	81797	22.858188	22.858188	81797	81797	1	UL9	1	8h	PC_12	8	63	81550	84090	81550	84090	2293	63
LT934125.1	+	UL9	PK_15_12h	63	81796	81806	81798	71.016368	18.526009	81796	81806	11	UL9	11	12h	PK_15	12	63	81550	84090	81550	84090	2292	63
LT934125.1	+	UL9	PK_15_6h	63	81799	81806	81799	35.216759	20.123862	81799	81806	8	UL9	8	6h	PK_15	6	63	81550	84090	81550	84090	2291	63
LT934125.1	+	UL9	PK_15_8h	63	81798	81801	81798	24.944436	12.472218	81798	81801	4	UL9	4	8h	PK_15	8	63	81550	84090	81550	84090	2292	63
LT934125.1	+	US1	C6_12h	105	115722	115722	115722	19.479176	19.479176	115722	115722	1		1	12h	C6	12	0	115740	116831	115740	116831	1109	0
LT934125.1	+	US1	C6_12h	107	115885	115885	115885	14.609382	14.609382	115885	115885	1	US1	1	12h	C6	12	0	115740	116831	115740	116831	946	0
LT934125.1	+	US1	C6_12h	114	116387	116456	116441	776.732128	146.093817	116393	116449	57	US1	70	12h	C6	12	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	C6_12h	116	116563	116565	116563	38.958351	24.348969	116563	116565	3	US1	3	12h	C6	12	0	115740	116831	115740	116831	268	0
LT934125.1	+	US1	C6_12h	118	116619	116705	116669	4628.73909	535.677327	116629	116689	61	US1	87	12h	C6	12	118	115740	116831	115740	116831	162	118
LT934125.1	+	US1	C6_1h	116	116564	116564	116564	652.315721	652.315721	116564	116564	1	US1	1	1h	C6	1	0	115740	116831	115740	116831	267	0
LT934125.1	+	US1	C6_1h	117	116624	116633	116624	1956.947163	652.315721	116624	116633	10	US1	10	1h	C6	1	117	115740	116831	115740	116831	207	0
LT934125.1	+	US1	C6_1h	119	116732	116741	116732	1304.631442	652.315721	116732	116741	10	US1	10	1h	C6	1	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	C6_2h	105	115710	115710	115710	508.388409	508.388409	115710	115710	1		1	2h	C6	2	0	115740	116831	115740	116831	1121	0
LT934125.1	+	US1	C6_2h	114	116462	116462	116462	508.388409	508.388409	116462	116462	1	US1	1	2h	C6	2	0	115740	116831	115740	116831	369	0
LT934125.1	+	US1	C6_2h	117	116628	116630	116628	1525.165226	1016.776817	116628	116630	3	US1	3	2h	C6	2	117	115740	116831	115740	116831	203	117
LT934125.1	+	US1	C6_4h	105	115700	115700	115700	283.607487	283.607487	115700	115700	1		1	4h	C6	4	0	115740	116831	115740	116831	1131	0
LT934125.1	+	US1	C6_4h	106	115754	115754	115754	283.607487	283.607487	115754	115754	1	US1	1	4h	C6	4	0	115740	116831	115740	116831	1077	0
LT934125.1	+	US1	C6_4h	114	116437	116441	116441	850.822461	567.214974	116437	116441	5	US1	5	4h	C6	4	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	C6_4h	117	116627	116645	116639	2836.074871	850.822462	116629	116645	17	US1	19	4h	C6	4	0	115740	116831	115740	116831	192	0
LT934125.1	+	US1	C6_4h	118	116665	116705	116684	4254.112307	1134.429949	116665	116705	41	US1	41	4h	C6	4	118	115740	116831	115740	116831	147	0
LT934125.1	+	US1	C6_4h	119	116728	116732	116732	1418.037436	850.822462	116728	116732	5	US1	5	4h	C6	4	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	C6_6h	105	115710	115731	115710	272.70248	54.540496	115710	115731	22		22	6h	C6	6	0	115740	116831	115740	116831	1121	0
LT934125.1	+	US1	C6_6h	106	115775	115775	115775	54.540496	54.540496	115775	115775	1	US1	1	6h	C6	6	0	115740	116831	115740	116831	1056	0
LT934125.1	+	US1	C6_6h	107	115875	115875	115875	54.540496	54.540496	115875	115875	1	US1	1	6h	C6	6	0	115740	116831	115740	116831	956	0
LT934125.1	+	US1	C6_6h	108	115924	115925	115924	109.080992	54.540496	115924	115925	2	US1	2	6h	C6	6	0	115740	116831	115740	116831	907	0
LT934125.1	+	US1	C6_6h	109	115968	116003	115968	218.161984	54.540496	115968	116003	36	US1	36	6h	C6	6	0	115740	116831	115740	116831	863	0
LT934125.1	+	US1	C6_6h	110	116075	116075	116075	54.540496	54.540496	116075	116075	1	US1	1	6h	C6	6	0	115740	116831	115740	116831	756	0
LT934125.1	+	US1	C6_6h	112	116189	116189	116189	54.540496	54.540496	116189	116189	1	US1	1	6h	C6	6	0	115740	116831	115740	116831	642	0
LT934125.1	+	US1	C6_6h	113	116257	116257	116257	54.540496	54.540496	116257	116257	1	US1	1	6h	C6	6	0	115740	116831	115740	116831	574	0
LT934125.1	+	US1	C6_6h	114	116393	116470	116449	654.485953	109.080993	116402	116462	61	US1	78	6h	C6	6	0	115740	116831	115740	116831	382	0
LT934125.1	+	US1	C6_6h	117	116615	116705	116633	7690.209977	872.647941	116628	116686	59	US1	91	6h	C6	6	117	115740	116831	115740	116831	198	117
LT934125.1	+	US1	C6_8h	114	116419	116449	116441	1061.532268	341.642569	116430	116449	20	US1	31	8h	C6	8	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	C6_8h	116	116563	116572	116565	97.612163	48.806081	116563	116572	10	US1	10	8h	C6	8	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	C6_8h	118	116621	116705	116669	6015.349521	658.882097	116629	116692	64	US1	85	8h	C6	8	118	115740	116831	115740	116831	162	0
LT934125.1	+	US1	C6_8h	119	116720	116750	116732	2135.266056	683.285137	116728	116750	23	US1	31	8h	C6	8	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	NRK_2h	114	116441	116441	116441	816.993464	816.993464	116441	116441	1	US1	1	2h	NRK	2	114	115740	116831	115740	116831	390	114
LT934125.1	+	US1	PC_12_0.5h	119	116728	116728	116728	16666.666667	16666.666667	116728	116728	1	US1	1	0.5h	PC_12	0.5	119	115740	116831	115740	116831	103	119
LT934125.1	+	US1	PC_12_1.5h	118	116680	116686	116680	6418.485236	2567.394095	116680	116686	7	US1	7	1.5h	PC_12	1.5	0	115740	116831	115740	116831	151	0
LT934125.1	+	US1	PC_12_1.5h	119	116727	116741	116732	11553.273426	2567.394095	116727	116741	15	US1	15	1.5h	PC_12	1.5	119	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PC_12_12h	105	115722	115722	115722	18.937806	18.937806	115722	115722	1		1	12h	PC_12	12	0	115740	116831	115740	116831	1109	0
LT934125.1	+	US1	PC_12_12h	114	116419	116449	116441	413.926321	113.626833	116420	116449	30	US1	31	12h	PC_12	12	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PC_12_12h	115	116494	116503	116494	29.759409	16.232405	116494	116503	10	US1	10	12h	PC_12	12	0	115740	116831	115740	116831	337	0
LT934125.1	+	US1	PC_12_12h	116	116563	116565	116565	64.929619	43.286413	116563	116565	3	US1	3	12h	PC_12	12	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PC_12_12h	118	116621	116705	116669	5565.009428	652.001591	116628	116687	60	US1	85	12h	PC_12	12	118	115740	116831	115740	116831	162	0
LT934125.1	+	US1	PC_12_12h	119	116726	116754	116732	1171.438542	403.104718	116728	116750	23	US1	29	12h	PC_12	12	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PC_12_1h	114	116432	116432	116432	762.195122	762.195122	116432	116432	1	US1	1	1h	PC_12	1	0	115740	116831	115740	116831	399	0
LT934125.1	+	US1	PC_12_1h	117	116621	116621	116621	762.195122	762.195122	116621	116621	1	US1	1	1h	PC_12	1	0	115740	116831	115740	116831	210	0
LT934125.1	+	US1	PC_12_1h	118	116669	116677	116675	3048.780488	1524.390244	116669	116677	9	US1	9	1h	PC_12	1	118	115740	116831	115740	116831	156	118
LT934125.1	+	US1	PC_12_2.5h	105	115722	115728	115722	861.326442	430.663221	115722	115728	7		7	2.5h	PC_12	2.5	0	115740	116831	115740	116831	1109	0
LT934125.1	+	US1	PC_12_2.5h	114	116438	116441	116438	861.326442	430.663221	116438	116441	4	US1	4	2.5h	PC_12	2.5	0	115740	116831	115740	116831	393	0
LT934125.1	+	US1	PC_12_2.5h	117	116623	116630	116623	1722.652885	861.326443	116623	116630	8	US1	8	2.5h	PC_12	2.5	0	115740	116831	115740	116831	208	0
LT934125.1	+	US1	PC_12_2.5h	118	116665	116713	116669	7321.27476	1291.989664	116669	116705	37	US1	49	2.5h	PC_12	2.5	118	115740	116831	115740	116831	162	0
LT934125.1	+	US1	PC_12_2.5h	119	116728	116732	116732	1722.652885	861.326443	116728	116732	5	US1	5	2.5h	PC_12	2.5	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PC_12_2h	114	116414	116419	116419	784.313725	522.875817	116414	116419	6	US1	6	2h	PC_12	2	0	115740	116831	115740	116831	412	0
LT934125.1	+	US1	PC_12_2h	115	116494	116494	116494	261.437908	261.437908	116494	116494	1	US1	1	2h	PC_12	2	0	115740	116831	115740	116831	337	0
LT934125.1	+	US1	PC_12_2h	116	116560	116560	116560	261.437908	261.437908	116560	116560	1	US1	1	2h	PC_12	2	0	115740	116831	115740	116831	271	0
LT934125.1	+	US1	PC_12_2h	117	116622	116645	116630	3921.568623	784.313725	116626	116641	16	US1	24	2h	PC_12	2	117	115740	116831	115740	116831	201	0
LT934125.1	+	US1	PC_12_2h	118	116680	116705	116684	3660.130716	784.313725	116681	116702	22	US1	26	2h	PC_12	2	0	115740	116831	115740	116831	147	0
LT934125.1	+	US1	PC_12_2h	119	116732	116732	116732	784.313725	784.313725	116732	116732	1	US1	1	2h	PC_12	2	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PC_12_4h	107	115863	115874	115863	102.949504	51.474752	115863	115874	12	US1	12	4h	PC_12	4	0	115740	116831	115740	116831	968	0
LT934125.1	+	US1	PC_12_4h	108	115929	115929	115929	51.474752	51.474752	115929	115929	1	US1	1	4h	PC_12	4	0	115740	116831	115740	116831	902	0
LT934125.1	+	US1	PC_12_4h	111	116108	116108	116108	51.474752	51.474752	116108	116108	1	US1	1	4h	PC_12	4	0	115740	116831	115740	116831	723	0
LT934125.1	+	US1	PC_12_4h	114	116378	116458	116438	2419.313332	257.373758	116399	116450	52	US1	81	4h	PC_12	4	0	115740	116831	115740	116831	393	0
LT934125.1	+	US1	PC_12_4h	115	116503	116510	116503	102.949504	51.474752	116503	116510	8	US1	8	4h	PC_12	4	0	115740	116831	115740	116831	328	0
LT934125.1	+	US1	PC_12_4h	116	116558	116565	116565	154.424255	102.949503	116558	116565	8	US1	8	4h	PC_12	4	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PC_12_4h	118	116619	116754	116669	16780.769044	1389.818294	116629	116732	104	US1	136	4h	PC_12	4	118	115740	116831	115740	116831	162	118
LT934125.1	+	US1	PC_12_6h	107	115882	115882	115882	25.623615	25.623615	115882	115882	1	US1	1	6h	PC_12	6	0	115740	116831	115740	116831	949	0
LT934125.1	+	US1	PC_12_6h	114	116393	116456	116441	1217.121701	230.612533	116417	116449	33	US1	64	6h	PC_12	6	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PC_12_6h	115	116494	116508	116508	140.929882	38.435422	116494	116508	15	US1	15	6h	PC_12	6	0	115740	116831	115740	116831	323	0
LT934125.1	+	US1	PC_12_6h	116	116560	116565	116563	166.553496	102.494459	116560	116565	6	US1	6	6h	PC_12	6	0	115740	116831	115740	116831	268	0
LT934125.1	+	US1	PC_12_6h	117	116622	116707	116633	11466.567591	1422.110617	116628	116686	59	US1	86	6h	PC_12	6	117	115740	116831	115740	116831	198	0
LT934125.1	+	US1	PC_12_6h	119	116723	116750	116732	2075.512794	691.837598	116728	116750	23	US1	28	6h	PC_12	6	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PC_12_8h	114	116411	116470	116441	857.182046	205.72369	116419	116449	31	US1	60	8h	PC_12	8	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PC_12_8h	116	116563	116565	116565	125.720033	102.861845	116563	116565	3	US1	3	8h	PC_12	8	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PC_12_8h	119	116621	116750	116732	11166.22475	1131.480296	116628	116732	105	US1	130	8h	PC_12	8	119	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PK_15_12h	114	116393	116456	116441	426.098207	72.560202	116395	116449	55	US1	64	12h	PK_15	12	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PK_15_12h	116	116563	116565	116565	52.490359	29.332848	116563	116565	3	US1	3	12h	PK_15	12	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PK_15_12h	118	116619	116750	116669	8920.273319	855.284081	116629	116732	104	US1	132	12h	PK_15	12	118	115740	116831	115740	116831	162	118
LT934125.1	+	US1	PK_15_1h	114	116435	116441	116435	1497.005988	748.502994	116435	116441	7	US1	7	1h	PK_15	1	114	115740	116831	115740	116831	396	0
LT934125.1	+	US1	PK_15_1h	117	116623	116635	116623	1497.005988	748.502994	116623	116635	13	US1	13	1h	PK_15	1	117	115740	116831	115740	116831	208	0
LT934125.1	+	US1	PK_15_1h	118	116684	116684	116684	748.502994	748.502994	116684	116684	1	US1	1	1h	PK_15	1	0	115740	116831	115740	116831	147	118
LT934125.1	+	US1	PK_15_2h	107	115873	115873	115873	84.338366	84.338366	115873	115873	1	US1	1	2h	PK_15	2	0	115740	116831	115740	116831	958	0
LT934125.1	+	US1	PK_15_2h	114	116393	116452	116417	1518.090586	168.676731	116403	116447	45	US1	60	2h	PK_15	2	0	115740	116831	115740	116831	414	0
LT934125.1	+	US1	PK_15_2h	116	116563	116565	116565	253.015097	168.676731	116563	116565	3	US1	3	2h	PK_15	2	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PK_15_2h	118	116619	116705	116669	6241.039058	674.706924	116626	116687	62	US1	87	2h	PK_15	2	118	115740	116831	115740	116831	162	0
LT934125.1	+	US1	PK_15_2h	119	116723	116754	116732	2192.797506	843.383655	116728	116750	23	US1	32	2h	PK_15	2	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PK_15_4h	114	116393	116462	116441	1081.170995	249.500998	116393	116452	60	US1	70	4h	PK_15	4	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PK_15_4h	116	116565	116565	116565	41.5835	41.5835	116565	116565	1	US1	1	4h	PK_15	4	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PK_15_4h	118	116623	116705	116669	12080.006661	1122.754491	116629	116689	61	US1	83	4h	PK_15	4	118	115740	116831	115740	116831	162	0
LT934125.1	+	US1	PK_15_4h	119	116727	116750	116732	2411.842983	1101.962741	116729	116750	22	US1	24	4h	PK_15	4	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PK_15_6h	114	116386	116462	116441	1338.236847	241.486348	116395	116449	55	US1	77	6h	PK_15	6	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PK_15_6h	115	116512	116512	116512	20.123862	20.123862	116512	116512	1	US1	1	6h	PK_15	6	0	115740	116831	115740	116831	319	0
LT934125.1	+	US1	PK_15_6h	116	116560	116565	116565	276.703108	145.898002	116562	116565	4	US1	6	6h	PK_15	6	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PK_15_6h	117	116619	116705	116633	20506.215758	2128.098446	116629	116687	59	US1	87	6h	PK_15	6	117	115740	116831	115740	116831	198	0
LT934125.1	+	US1	PK_15_6h	119	116725	116750	116732	3154.415427	1192.338846	116729	116750	22	US1	26	6h	PK_15	6	0	115740	116831	115740	116831	99	119
LT934125.1	+	US1	PK_15_8h	114	116389	116456	116441	733.366426	112.249963	116393	116449	57	US1	68	8h	PK_15	8	0	115740	116831	115740	116831	390	0
LT934125.1	+	US1	PK_15_8h	116	116563	116565	116565	102.272188	77.327752	116563	116565	3	US1	3	8h	PK_15	8	0	115740	116831	115740	116831	266	0
LT934125.1	+	US1	PK_15_8h	119	116619	116750	116732	24812.23076	2886.071276	116630	116732	103	US1	132	8h	PK_15	8	119	115740	116831	115740	116831	99	119
LT934125.1	+	US2	C6_12h	139	126139	126151	126151	53645.649449	39550.031045	126148	126151	4		13	12h	C6	12	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	C6_1h	139	126145	126152	126151	52185.257665	36529.680365	126148	126151	4		8	1h	C6	1	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	C6_2h	139	126144	126152	126151	52872.394509	38129.130656	126148	126151	4		9	2h	C6	2	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	C6_4h	139	126141	126151	126151	54169.030061	38003.40329	126148	126151	4		11	4h	C6	4	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	C6_6h	139	126139	126151	126151	53722.388872	38014.725934	126148	126151	4		13	6h	C6	6	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	C6_8h	139	126139	126152	126151	53955.12281	38495.796576	126148	126151	4		14	8h	C6	8	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	NRK_1h	139	126146	126151	126151	68421.052631	39473.684211	126148	126151	4		6	1h	NRK	1	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	NRK_2h	139	126141	126152	126151	38398.69281	17973.856209	126147	126151	5		12	2h	NRK	2	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_0.5h	139	126151	126151	126151	83333.333333	83333.333333	126151	126151	1		1	0.5h	PC_12	0.5	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_1.5h	139	126145	126154	126151	52631.578946	41078.30552	126148	126151	4		10	1.5h	PC_12	1.5	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_12h	139	126137	126152	126151	43183.607434	31423.230194	126148	126151	4		16	12h	PC_12	12	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_1h	139	126144	126151	126151	53353.658538	38871.95122	126148	126151	4		8	1h	PC_12	1	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_2.5h	139	126146	126151	126151	49095.607234	40051.679587	126149	126151	3		6	2.5h	PC_12	2.5	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_2h	139	126141	126151	126151	51764.705881	35816.993464	126148	126151	4		11	2h	PC_12	2	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_4h	138	125876	125876	125876	51.474752	51.474752	125876	125876	1	US2	1	4h	PC_12	4	0	125308	126078	125308	126078	202	0
LT934125.1	+	US2	PC_12_4h	139	126139	126152	126151	37473.61919	25634.426314	126148	126151	4		14	4h	PC_12	4	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_6h	139	126139	126152	126151	41612.75031	28339.717884	126148	126151	4		14	6h	PC_12	6	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PC_12_8h	139	126140	126151	126151	40847.581604	30298.527933	126148	126151	4		12	8h	PC_12	8	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_12h	139	126137	126151	126151	31492.67142	22655.76514	126148	126151	4		15	12h	PK_15	12	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_1h	139	126148	126151	126151	17215.568862	11227.54491	126148	126151	4		4	1h	PK_15	1	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_2h	137	125618	125618	125618	84.338366	84.338366	125618	125618	1	US2	1	2h	PK_15	2	0	125308	126078	125308	126078	460	0
LT934125.1	+	US2	PK_15_2h	139	126141	126151	126151	43940.288438	28928.059374	126148	126151	4		11	2h	PK_15	2	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_4h	139	126141	126152	126151	35824.184964	24263.972056	126148	126151	4		12	4h	PK_15	4	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_6h	139	126137	126151	126151	28299.181461	19661.013538	126148	126151	4		15	6h	PK_15	6	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US2	PK_15_8h	139	126137	126152	126151	26865.157862	19925.615691	126148	126151	4		16	8h	PK_15	8	139	125308	126078	125308	126078	-73	139
LT934125.1	+	US4	C6_6h	123	119498	119498	119498	54.540496	54.540496	119498	119498	1	US4	1	6h	C6	6	123	118897	120396	118897	120396	898	123
LT934125.1	+	US6	PC_12_2h	128	120564	120564	120564	261.437908	261.437908	120564	120564	1		1	2h	PC_12	2	128	120576	121778	120576	121778	1214	128
LT934125.1	+	US7	C6_4h	130	122462	122462	122462	283.607487	283.607487	122462	122462	1	US7	1	4h	C6	4	130	121799	122896	121799	122896	434	130
LT934125.1	+	US7	C6_6h	129	122409	122409	122409	54.540496	54.540496	122409	122409	1	US7	1	6h	C6	6	129	121799	122896	121799	122896	487	129
LT934125.1	+	US8	PC_12_2.5h	132	122956	122956	122956	430.663221	430.663221	122956	122956	1		1	2.5h	PC_12	2.5	132	123000	124730	123000	124730	1774	132
LT934125.1	+	US9	C6_12h	136	125225	125233	125230	10260.655718	8078.988057	125228	125230	3		9	12h	C6	12	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	C6_1h	136	125225	125235	125230	15655.577301	11741.682975	125228	125230	3		11	1h	C6	1	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	C6_2h	136	125225	125230	125230	10167.768174	8134.21454	125229	125230	2		6	2h	C6	2	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	C6_4h	136	125225	125235	125230	12478.729438	10209.869541	125228	125230	3		11	4h	C6	4	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	C6_6h	135	125131	125131	125131	109.080993	109.080993	125131	125131	1		1	6h	C6	6	0	124788	125084	124788	125084	-47	135
LT934125.1	+	US9	C6_6h	136	125220	125242	125230	11944.368693	8944.641396	125227	125230	4		23	6h	C6	6	136	124788	125084	124788	125084	-146	0
LT934125.1	+	US9	C6_8h	136	125225	125232	125230	11652.451896	9090.132631	125228	125230	3		8	8h	C6	8	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	NRK_1h	136	125226	125230	125230	13157.894736	7894.736842	125226	125230	5		5	1h	NRK	1	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	NRK_2h	136	125225	125235	125230	24509.803921	21241.830065	125230	125230	1		11	2h	NRK	2	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_1.5h	136	125225	125232	125230	11553.273425	6418.485237	125225	125232	8		8	1.5h	PC_12	1.5	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_12h	136	125223	125232	125230	13237.526072	10691.743928	125228	125230	3		10	12h	PC_12	12	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_1h	136	125225	125233	125230	16768.292683	13719.512195	125229	125230	2		9	1h	PC_12	1	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_2.5h	136	125225	125230	125230	14642.549526	13350.559862	125230	125230	1		6	2.5h	PC_12	2.5	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_2h	136	125225	125242	125230	22483.66013	15163.398693	125227	125230	4		18	2h	PC_12	2	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_4h	136	125220	125233	125230	10346.42508	8338.909765	125227	125230	4		14	4h	PC_12	4	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_6h	134	124808	124808	124808	25.623615	25.623615	124808	124808	1	US9	1	6h	PC_12	6	0	124788	125084	124788	125084	276	0
LT934125.1	+	US9	PC_12_6h	136	125222	125232	125230	11594.685663	9122.006842	125227	125230	4		11	6h	PC_12	6	136	124788	125084	124788	125084	-146	136
LT934125.1	+	US9	PC_12_8h	135	125131	125131	125131	22.858188	22.858188	125131	125131	1		1	8h	PC_12	8	0	124788	125084	124788	125084	-47	135
LT934125.1	+	US9	PC_12_8h	136	125220	125233	125230	14994.971201	12069.12316	125228	125230	3		14	8h	PC_12	8	136	124788	125084	124788	125084	-146	0
LT934125.1	+	US9	PK_15_12h	135	125131	125131	125131	24.701345	24.701345	125131	125131	1		1	12h	PK_15	12	0	124788	125084	124788	125084	-47	135
