group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
C6_12h	1005	119550	119602	LT934125.1	+	53	119567	244.774074	12h	C6	1160
PC_12_12h	1005	119550	119587	LT934125.1	+	38	119567	102.384186	12h	PC_12	1160
NRK_2h	1005	119554	119554	LT934125.1	+	1	119554	3236.245955	2h	NRK	1160
PC_12_1h	1005	119554	119554	LT934125.1	+	1	119554	2227.171492	1h	PC_12	1160
PC_12_6h	1005	119554	119646	LT934125.1	+	93	119567	506.369595	6h	PC_12	1160
PC_12_8h	1009	119554	120040	LT934125.1	+	487	119941	3636.591645	8h	PC_12	1160
C6_4h	1005	119567	119567	LT934125.1	+	1	119567	525.486075	4h	C6	1160
C6_6h	1005	119567	119567	LT934125.1	+	1	119567	172.488141	6h	C6	1160
PC_12_2h	1005	119567	119567	LT934125.1	+	1	119567	667.111408	2h	PC_12	1160
C6_8h	1007	119617	119879	LT934125.1	+	263	119763	1194.5117	8h	C6	1160
PC_12_2.5h	1006	119623	119641	LT934125.1	+	19	119623	1480.3849	2.5h	PC_12	1160
PK_15_8h	1009	119691	120097	LT934125.1	+	407	119941	1653.516021	8h	PK_15	1160
PC_12_6h	1007	119740	119829	LT934125.1	+	90	119826	293.161342	6h	PC_12	1160
PK_15_12h	1007	119746	119889	LT934125.1	+	144	119808	469.107554	12h	PK_15	1160
PC_12_4h	1007	119747	119815	LT934125.1	+	69	119763	702.670149	4h	PC_12	1160
PK_15_6h	1007	119748	119832	LT934125.1	+	85	119808	322.583245	6h	PK_15	1160
PC_12_2h	1007	119763	119763	LT934125.1	+	1	119763	667.111408	2h	PC_12	1160
NRK_2h	1007	119780	119780	LT934125.1	+	1	119780	3236.245955	2h	NRK	1160
PC_12_2.5h	1007	119787	119787	LT934125.1	+	1	119787	1480.3849	2.5h	PC_12	1160
C6_12h	1007	119794	119823	LT934125.1	+	30	119808	307.715979	12h	C6	1160
PC_12_12h	1007	119805	119889	LT934125.1	+	85	119808	382.234295	12h	PC_12	1160
PK_15_4h	1007	119805	119844	LT934125.1	+	40	119808	284.160105	4h	PK_15	1160
C6_6h	1007	119808	119871	LT934125.1	+	64	119808	689.952566	6h	C6	1160
PK_15_2h	1007	119823	119823	LT934125.1	+	1	119823	362.056481	2h	PK_15	1160
C6_1h	1008	119857	119857	LT934125.1	+	1	119857	1540.832049	1h	C6	1160
PK_15_6h	1009	119862	119986	LT934125.1	+	125	119941	629.037325	6h	PK_15	1160
C6_8h	1009	119912	119976	LT934125.1	+	65	119941	581.1138	8h	C6	1160
PC_12_4h	1009	119912	119958	LT934125.1	+	47	119938	501.907249	4h	PC_12	1160
C6_12h	1009	119938	119964	LT934125.1	+	27	119941	391.638519	12h	C6	1160
PC_12_12h	1009	119938	119964	LT934125.1	+	27	119941	354.931846	12h	PC_12	1160
PK_15_12h	1009	119938	120022	LT934125.1	+	85	119941	331.807783	12h	PK_15	1160
PK_15_4h	1009	119940	120007	LT934125.1	+	68	119941	487.13161	4h	PK_15	1160
PC_12_6h	1009	119941	119982	LT934125.1	+	42	119941	373.114438	6h	PC_12	1160
PC_12_2h	1010	119996	119996	LT934125.1	+	1	119996	667.111408	2h	PC_12	1160
PK_15_4h	1011	120059	120146	LT934125.1	+	88	120090	568.320212	4h	PK_15	1160
PK_15_12h	1011	120061	120090	LT934125.1	+	30	120081	153.318078	12h	PK_15	1160
C6_12h	1011	120075	120177	LT934125.1	+	103	120090	356.670795	12h	C6	1160
C6_8h	1011	120075	120130	LT934125.1	+	56	120081	387.4092	8h	C6	1160
PC_12_12h	1011	120075	120090	LT934125.1	+	16	120081	191.117148	12h	PC_12	1160
PC_12_8h	1011	120075	120403	LT934125.1	+	329	120081	2194.494959	8h	PC_12	1160
C6_4h	1011	120081	120081	LT934125.1	+	1	120081	525.486075	4h	C6	1160
PC_12_6h	1011	120081	120164	LT934125.1	+	84	120090	346.463405	6h	PC_12	1160
PK_15_6h	1011	120081	120164	LT934125.1	+	84	120081	467.745707	6h	PK_15	1160
C6_1h	1012	120117	120117	LT934125.1	+	1	120117	1540.832049	1h	C6	1160
PC_12_1h	1013	120148	120148	LT934125.1	+	1	120148	2227.171492	1h	PC_12	1160
PC_12_12h	1016	120194	120384	LT934125.1	+	191	120312	696.212469	12h	PC_12	1160
PK_15_6h	1016	120207	120380	LT934125.1	+	174	120312	532.262353	6h	PK_15	1160
PK_15_8h	1016	120207	120356	LT934125.1	+	150	120312	609.651797	8h	PK_15	1160
PK_15_2h	1014	120211	120211	LT934125.1	+	1	120211	724.112962	2h	PK_15	1160
PK_15_12h	1015	120241	120312	LT934125.1	+	72	120246	286.041192	12h	PK_15	1160
PC_12_4h	1015	120242	120242	LT934125.1	+	1	120242	100.38145	4h	PC_12	1160
C6_12h	1015	120246	120273	LT934125.1	+	28	120246	202.812804	12h	C6	1160
PC_12_6h	1015	120246	120262	LT934125.1	+	17	120246	133.255156	6h	PC_12	1160
PK_15_4h	1015	120252	120303	LT934125.1	+	52	120273	284.160106	4h	PK_15	1160
C6_4h	1015	120255	120255	LT934125.1	+	1	120255	525.486075	4h	C6	1160
C6_6h	1015	120257	120257	LT934125.1	+	1	120257	172.488141	6h	C6	1160
PC_12_1.5h	1016	120312	120312	LT934125.1	+	1	120312	2212.389381	1.5h	PC_12	1160
PC_12_2h	1016	120312	120312	LT934125.1	+	1	120312	667.111408	2h	PC_12	1160
PC_12_6h	1016	120312	120376	LT934125.1	+	65	120350	133.255156	6h	PC_12	1160
PC_12_1h	1016	120321	120321	LT934125.1	+	1	120321	2227.171492	1h	PC_12	1160
C6_1h	1016	120329	120329	LT934125.1	+	1	120329	1540.832049	1h	C6	1160
PK_15_12h	1016	120347	120384	LT934125.1	+	38	120356	112.128147	12h	PK_15	1160
C6_6h	1016	120361	120361	LT934125.1	+	1	120361	86.244071	6h	C6	1160
C6_8h	1017	120554	120558	LT934125.1	+	5	120555	1355.932203	8h	C6	1161
PK_15_12h	1017	120554	120559	LT934125.1	+	6	120555	1478.26087	12h	PK_15	1161
PK_15_4h	1017	120554	120557	LT934125.1	+	4	120555	730.697411	4h	PK_15	1161
PK_15_8h	1017	120554	120559	LT934125.1	+	6	120555	1605.270199	8h	PK_15	1161
C6_12h	1017	120555	120559	LT934125.1	+	5	120555	2321.856926	12h	C6	1161
C6_1h	1017	120555	120555	LT934125.1	+	1	120555	3081.664099	1h	C6	1161
C6_2h	1017	120555	120555	LT934125.1	+	1	120555	1172.332943	2h	C6	1161
C6_4h	1017	120555	120557	LT934125.1	+	3	120555	2101.944298	4h	C6	1161
C6_6h	1017	120555	120557	LT934125.1	+	3	120555	3536.0069	6h	C6	1161
PC_12_12h	1017	120555	120557	LT934125.1	+	3	120555	1017.016252	12h	PC_12	1161
PC_12_1h	1017	120555	120555	LT934125.1	+	1	120555	6681.514477	1h	PC_12	1161
PC_12_2h	1017	120555	120555	LT934125.1	+	1	120555	1334.222815	2h	PC_12	1161
PC_12_4h	1017	120555	120558	LT934125.1	+	4	120555	1104.195946	4h	PC_12	1161
PC_12_6h	1017	120555	120558	LT934125.1	+	4	120555	1945.525292	6h	PC_12	1161
PC_12_8h	1017	120555	120557	LT934125.1	+	3	120555	971.847764	8h	PC_12	1161
PK_15_2h	1017	120555	120555	LT934125.1	+	1	120555	1086.169442	2h	PK_15	1161
PK_15_6h	1017	120555	120560	LT934125.1	+	6	120555	838.71644	6h	PK_15	1161
PC_12_4h	1018	120664	120664	LT934125.1	+	1	120664	100.38145	4h	PC_12	1162
C6_8h	1019	120741	120741	LT934125.1	+	1	120741	32.2841	8h	C6	1163
PK_15_4h	1020	120803	120803	LT934125.1	+	1	120803	40.594301	4h	PK_15	1164
PC_12_2.5h	1021	120836	120836	LT934125.1	+	1	120836	740.19245	2.5h	PC_12	1165
PC_12_8h	1022	120921	120937	LT934125.1	+	17	120937	219.449496	8h	PC_12	1166
C6_12h	1022	120933	120945	LT934125.1	+	13	120937	321.703068	12h	C6	1166
C6_8h	1022	120933	120938	LT934125.1	+	6	120933	387.4092	8h	C6	1166
PC_12_12h	1022	120933	120937	LT934125.1	+	5	120937	116.035411	12h	PC_12	1166
PC_12_6h	1022	120933	120971	LT934125.1	+	39	120937	346.463407	6h	PC_12	1166
PK_15_12h	1022	120933	120937	LT934125.1	+	5	120937	70.938216	12h	PK_15	1166
PK_15_4h	1022	120933	120937	LT934125.1	+	5	120934	243.565804	4h	PK_15	1166
PK_15_6h	1022	120933	120945	LT934125.1	+	13	120934	177.420785	6h	PK_15	1166
PK_15_8h	1022	120933	120937	LT934125.1	+	5	120937	131.579524	8h	PK_15	1166
C6_2h	1022	120934	120934	LT934125.1	+	1	120934	1172.332943	2h	C6	1166
PC_12_4h	1022	120934	120937	LT934125.1	+	4	120937	301.144349	4h	PC_12	1166
C6_6h	1022	120937	120939	LT934125.1	+	3	120937	344.976283	6h	C6	1166
PC_12_1h	1023	120992	120992	LT934125.1	+	1	120992	2227.171492	1h	PC_12	1167
C6_12h	1024	121092	121092	LT934125.1	+	1	121092	20.980635	12h	C6	1168
PK_15_6h	1025	121130	121130	LT934125.1	+	1	121130	24.193743	6h	PK_15	1169
C6_6h	1026	121180	121180	LT934125.1	+	1	121180	86.244071	6h	C6	1170
PC_12_6h	1027	121204	121307	LT934125.1	+	104	121210	266.510311	6h	PC_12	1171
C6_12h	1028	121271	121274	LT934125.1	+	4	121271	90.916085	12h	C6	1171
PC_12_4h	1028	121271	121272	LT934125.1	+	2	121271	200.7629	4h	PC_12	1171
PK_15_12h	1028	121271	121271	LT934125.1	+	1	121271	13.729977	12h	PK_15	1171
PK_15_4h	1028	121271	121271	LT934125.1	+	1	121271	40.594301	4h	PK_15	1171
PK_15_6h	1028	121271	121272	LT934125.1	+	2	121271	32.258324	6h	PK_15	1171
PK_15_8h	1028	121271	121274	LT934125.1	+	4	121274	30.701889	8h	PK_15	1171
C6_1h	1029	121311	121311	LT934125.1	+	1	121311	1540.832049	1h	C6	1172
C6_4h	1030	121357	121357	LT934125.1	+	1	121357	525.486075	4h	C6	1173
PC_12_8h	1031	121396	121396	LT934125.1	+	1	121396	31.349928	8h	PC_12	1174
PK_15_4h	1032	121454	121454	LT934125.1	+	1	121454	40.594301	4h	PK_15	1175
PC_12_6h	1033	121504	121504	LT934125.1	+	1	121504	26.651031	6h	PC_12	1176
C6_6h	1033	121515	121515	LT934125.1	+	1	121515	172.488141	6h	C6	1177
C6_8h	1033	121517	121517	LT934125.1	+	1	121517	32.2841	8h	C6	1178
PC_12_8h	1034	121583	121583	LT934125.1	+	1	121583	31.349928	8h	PC_12	1179
C6_6h	1035	121619	121626	LT934125.1	+	8	121619	172.488142	6h	C6	1180
C6_8h	1036	121715	121789	LT934125.1	+	75	121784	9588.377723	8h	C6	1181
PC_12_6h	1036	121777	121787	LT934125.1	+	11	121784	15617.504397	6h	PC_12	1181
PK_15_4h	1036	121778	121788	LT934125.1	+	11	121784	14126.816597	4h	PK_15	1181
PC_12_8h	1036	121782	121787	LT934125.1	+	6	121784	9248.22873	8h	PC_12	1181
C6_6h	1036	121783	121792	LT934125.1	+	10	121784	14575.247953	6h	C6	1181
PC_12_12h	1036	121783	121787	LT934125.1	+	5	121784	7931.361642	12h	PC_12	1181
PK_15_12h	1036	121783	121787	LT934125.1	+	5	121784	9054.919908	12h	PK_15	1181
PK_15_6h	1036	121783	121787	LT934125.1	+	5	121784	11443.640674	6h	PK_15	1181
PK_15_8h	1036	121783	121787	LT934125.1	+	5	121784	14807.082488	8h	PK_15	1181
C6_12h	1036	121784	121787	LT934125.1	+	4	121784	9133.569715	12h	C6	1181
C6_1h	1036	121784	121786	LT934125.1	+	3	121784	16949.152543	1h	C6	1181
C6_2h	1036	121784	121786	LT934125.1	+	3	121784	4689.331771	2h	C6	1181
C6_4h	1036	121784	121795	LT934125.1	+	12	121784	10509.721493	4h	C6	1181
NRK_1h	1036	121784	121784	LT934125.1	+	1	121784	10101.010101	1h	NRK	1181
PC_12_1h	1036	121784	121786	LT934125.1	+	3	121784	8908.685968	1h	PC_12	1181
PC_12_2.5h	1036	121784	121786	LT934125.1	+	3	121784	7401.9245	2.5h	PC_12	1181
PC_12_2h	1036	121784	121787	LT934125.1	+	4	121784	10673.782522	2h	PC_12	1181
PC_12_4h	1036	121784	121787	LT934125.1	+	4	121784	13451.114234	4h	PC_12	1181
PK_15_1h	1036	121784	121786	LT934125.1	+	3	121784	5847.953216	1h	PK_15	1181
PK_15_2h	1036	121784	121804	LT934125.1	+	21	121786	3620.564808	2h	PK_15	1181
NRK_2h	1036	121786	121788	LT934125.1	+	3	121786	12944.983819	2h	NRK	1181
PC_12_1.5h	1036	121786	121786	LT934125.1	+	1	121786	4424.778761	1.5h	PC_12	1181
PC_12_4h	1037	121894	121925	LT934125.1	+	32	121894	501.90725	4h	PC_12	1182
C6_1h	1037	121901	121901	LT934125.1	+	1	121901	1540.832049	1h	C6	1182
C6_4h	1037	121901	121931	LT934125.1	+	31	121901	1576.458225	4h	C6	1182
C6_12h	1037	121902	121902	LT934125.1	+	1	121902	34.967725	12h	C6	1182
PC_12_12h	1037	121902	121902	LT934125.1	+	1	121902	34.128062	12h	PC_12	1182
PC_12_6h	1037	121925	122048	LT934125.1	+	124	121925	319.812376	6h	PC_12	1182
PK_15_8h	1038	121979	122032	LT934125.1	+	54	121979	74.561731	8h	PK_15	1182
PC_12_1h	1038	121987	121987	LT934125.1	+	1	121987	2227.171492	1h	PC_12	1182
C6_8h	1038	121996	122001	LT934125.1	+	6	121996	96.8523	8h	C6	1182
C6_6h	1039	122032	122032	LT934125.1	+	1	122032	86.244071	6h	C6	1182
PC_12_8h	1040	122110	122137	LT934125.1	+	28	122119	219.449496	8h	PC_12	1183
C6_12h	1040	122119	122119	LT934125.1	+	1	122119	55.94836	12h	C6	1183
C6_8h	1040	122119	122143	LT934125.1	+	25	122119	96.8523	8h	C6	1183
PC_12_2.5h	1040	122119	122119	LT934125.1	+	1	122119	740.19245	2.5h	PC_12	1183
PK_15_12h	1040	122119	122119	LT934125.1	+	1	122119	29.748284	12h	PK_15	1183
PK_15_6h	1040	122119	122119	LT934125.1	+	1	122119	40.322906	6h	PK_15	1183
PC_12_12h	1041	122171	122176	LT934125.1	+	6	122171	47.779287	12h	PC_12	1184
PC_12_1.5h	1041	122176	122176	LT934125.1	+	1	122176	2212.389381	1.5h	PC_12	1184
PK_15_12h	1042	122244	122258	LT934125.1	+	15	122258	36.613272	12h	PK_15	1185
PC_12_2h	1042	122258	122258	LT934125.1	+	1	122258	667.111408	2h	PC_12	1185
PK_15_4h	1042	122266	122266	LT934125.1	+	1	122266	40.594301	4h	PK_15	1186
C6_6h	1042	122276	122276	LT934125.1	+	1	122276	86.244071	6h	C6	1187
PC_12_12h	1043	122301	122302	LT934125.1	+	2	122301	54.604899	12h	PC_12	1188
PC_12_4h	1043	122301	122301	LT934125.1	+	1	122301	100.38145	4h	PC_12	1188
PK_15_6h	1043	122301	122304	LT934125.1	+	4	122301	64.516649	6h	PK_15	1188
PK_15_8h	1043	122301	122304	LT934125.1	+	4	122301	35.087873	8h	PK_15	1188
PK_15_2h	1043	122321	122335	LT934125.1	+	15	122321	724.112962	2h	PK_15	1189
PC_12_6h	1045	122354	122404	LT934125.1	+	51	122402	159.906187	6h	PC_12	1190
PC_12_12h	1045	122402	122402	LT934125.1	+	1	122402	47.779287	12h	PC_12	1190
PK_15_6h	1045	122402	122405	LT934125.1	+	4	122402	48.387487	6h	PK_15	1190
PK_15_8h	1045	122402	122402	LT934125.1	+	1	122402	21.929921	8h	PK_15	1190
C6_12h	1045	122405	122405	LT934125.1	+	1	122405	20.980635	12h	C6	1190
C6_6h	1046	122463	122463	LT934125.1	+	1	122463	86.244071	6h	C6	1191
PK_15_12h	1046	122463	122471	LT934125.1	+	9	122463	41.189932	12h	PK_15	1191
PK_15_6h	1048	122503	122575	LT934125.1	+	73	122575	153.227041	6h	PK_15	1192
PK_15_2h	1047	122513	122513	LT934125.1	+	1	122513	362.056481	2h	PK_15	1192
C6_8h	1048	122520	122575	LT934125.1	+	56	122575	193.7046	8h	C6	1192
PC_12_4h	1047	122527	122527	LT934125.1	+	1	122527	100.38145	4h	PC_12	1192
PK_15_12h	1048	122557	122575	LT934125.1	+	19	122575	50.34325	12h	PK_15	1192
PK_15_8h	1048	122575	122575	LT934125.1	+	1	122575	35.087873	8h	PK_15	1192
C6_12h	1049	122614	122614	LT934125.1	+	1	122614	34.967725	12h	C6	1193
PC_12_12h	1049	122614	122614	LT934125.1	+	1	122614	122.861024	12h	PC_12	1193
PC_12_8h	1050	122614	122815	LT934125.1	+	202	122698	752.398271	8h	PC_12	1193
C6_6h	1049	122638	122638	LT934125.1	+	1	122638	86.244071	6h	C6	1193
PC_12_6h	1050	122665	122702	LT934125.1	+	38	122689	133.255156	6h	PC_12	1193
NRK_1h	1050	122667	122667	LT934125.1	+	1	122667	10101.010101	1h	NRK	1193
PC_12_4h	1050	122689	122689	LT934125.1	+	1	122689	200.762899	4h	PC_12	1193
PK_15_6h	1050	122698	122759	LT934125.1	+	62	122698	153.227041	6h	PK_15	1193
C6_8h	1053	122700	122795	LT934125.1	+	96	122795	225.9887	8h	C6	1193
PK_15_8h	1051	122733	122733	LT934125.1	+	1	122733	21.929921	8h	PK_15	1193
PK_15_2h	1052	122759	122759	LT934125.1	+	1	122759	362.056481	2h	PK_15	1193
PK_15_4h	1053	122819	122819	LT934125.1	+	1	122819	81.188601	4h	PK_15	1194
PK_15_4h	1055	122920	122983	LT934125.1	+	64	122979	5886.173581	4h	PK_15	1195
C6_8h	1055	122922	122988	LT934125.1	+	67	122979	5682.001612	8h	C6	1195
NRK_1h	1054	122922	122922	LT934125.1	+	1	122922	10101.010101	1h	NRK	1195
PK_15_8h	1055	122922	122988	LT934125.1	+	67	122979	7385.997307	8h	PK_15	1195
PC_12_8h	1055	122958	122988	LT934125.1	+	31	122979	4577.089473	8h	PC_12	1195
C6_12h	1055	122960	122988	LT934125.1	+	29	122979	7014.525593	12h	C6	1195
C6_6h	1055	122960	122988	LT934125.1	+	29	122979	8796.895212	6h	C6	1195
PK_15_12h	1055	122960	122988	LT934125.1	+	29	122979	3086.956523	12h	PK_15	1195
PK_15_6h	1055	122960	122988	LT934125.1	+	29	122979	4951.652836	6h	PK_15	1195
C6_4h	1055	122978	122983	LT934125.1	+	6	122979	12086.179717	4h	C6	1195
PC_12_12h	1055	122978	122988	LT934125.1	+	11	122979	3317.24764	12h	PC_12	1195
PC_12_4h	1055	122978	122988	LT934125.1	+	11	122979	4717.928128	4h	PC_12	1195
PC_12_6h	1055	122978	122988	LT934125.1	+	11	122979	4717.232557	6h	PC_12	1195
C6_1h	1055	122979	122981	LT934125.1	+	3	122981	10785.824345	1h	C6	1195
C6_2h	1055	122979	122979	LT934125.1	+	1	122979	2344.665885	2h	C6	1195
NRK_2h	1055	122979	122983	LT934125.1	+	5	122979	19417.475729	2h	NRK	1195
PC_12_1.5h	1055	122979	122981	LT934125.1	+	3	122979	4424.778762	1.5h	PC_12	1195
PC_12_1h	1055	122979	122981	LT934125.1	+	3	122979	11135.857461	1h	PC_12	1195
PC_12_2.5h	1055	122979	122980	LT934125.1	+	2	122979	2220.57735	2.5h	PC_12	1195
PC_12_2h	1055	122979	122988	LT934125.1	+	10	122979	14009.33956	2h	PC_12	1195
PK_15_1h	1055	122979	122981	LT934125.1	+	3	122979	8771.929824	1h	PK_15	1195
PK_15_2h	1055	122979	122983	LT934125.1	+	5	122979	6517.016655	2h	PK_15	1195
C6_6h	1056	123095	123095	LT934125.1	+	1	123095	86.244071	6h	C6	1196
PC_12_6h	1057	123186	123186	LT934125.1	+	1	123186	26.651031	6h	PC_12	1197
C6_6h	1058	123219	123219	LT934125.1	+	1	123219	86.244071	6h	C6	1198
C6_8h	1059	123295	123295	LT934125.1	+	1	123295	32.2841	8h	C6	1199
PC_12_8h	1059	123297	123297	LT934125.1	+	1	123297	31.349928	8h	PC_12	1200
C6_4h	1059	123306	123306	LT934125.1	+	1	123306	525.486075	4h	C6	1201
PC_12_4h	1060	123449	123449	LT934125.1	+	1	123449	100.38145	4h	PC_12	1202
C6_8h	1060	123450	123450	LT934125.1	+	1	123450	32.2841	8h	C6	1203
C6_12h	1060	123473	123473	LT934125.1	+	1	123473	27.97418	12h	C6	1204
C6_6h	1060	123484	123484	LT934125.1	+	1	123484	172.488141	6h	C6	1205
PK_15_6h	1061	123509	123509	LT934125.1	+	1	123509	16.129162	6h	PK_15	1206
C6_4h	1061	123528	123528	LT934125.1	+	1	123528	525.486075	4h	C6	1207
C6_6h	1062	123569	123596	LT934125.1	+	28	123587	431.220354	6h	C6	1208
PK_15_4h	1062	123587	123587	LT934125.1	+	1	123587	40.594301	4h	PK_15	1208
PC_12_8h	1062	123593	123617	LT934125.1	+	25	123593	156.74964	8h	PC_12	1208
PC_12_4h	1062	123595	123600	LT934125.1	+	6	123595	301.14435	4h	PC_12	1208
PK_15_8h	1062	123614	123614	LT934125.1	+	1	123614	13.157952	8h	PK_15	1208
C6_8h	1062	123625	123625	LT934125.1	+	1	123625	32.2841	8h	C6	1209
PK_15_12h	1062	123641	123641	LT934125.1	+	1	123641	16.018307	12h	PK_15	1210
C6_4h	1063	123694	123694	LT934125.1	+	1	123694	525.486075	4h	C6	1211
PC_12_6h	1066	123755	123827	LT934125.1	+	73	123824	186.557218	6h	PC_12	1212
PK_15_6h	1064	123755	123755	LT934125.1	+	1	123755	16.129162	6h	PK_15	1212
PK_15_8h	1065	123755	123788	LT934125.1	+	34	123780	65.789762	8h	PK_15	1212
C6_6h	1065	123780	123788	LT934125.1	+	9	123780	258.732212	6h	C6	1212
PK_15_12h	1065	123780	123780	LT934125.1	+	1	123780	16.018307	12h	PK_15	1212
PK_15_4h	1066	123817	123827	LT934125.1	+	11	123817	81.188602	4h	PK_15	1212
C6_12h	1066	123824	123824	LT934125.1	+	1	123824	76.928995	12h	C6	1212
C6_8h	1066	123824	123833	LT934125.1	+	10	123824	64.5682	8h	C6	1212
PK_15_2h	1067	123870	123870	LT934125.1	+	1	123870	362.056481	2h	PK_15	1213
PK_15_6h	1068	123905	123905	LT934125.1	+	1	123905	16.129162	6h	PK_15	1214
PC_12_4h	1069	123953	123953	LT934125.1	+	1	123953	100.38145	4h	PC_12	1215
C6_12h	1070	124008	124008	LT934125.1	+	1	124008	20.980635	12h	C6	1216
PK_15_6h	1070	124008	124008	LT934125.1	+	1	124008	24.193743	6h	PK_15	1216
C6_8h	1070	124021	124021	LT934125.1	+	1	124021	32.2841	8h	C6	1217
C6_1h	1070	124034	124034	LT934125.1	+	1	124034	1540.832049	1h	C6	1218
C6_6h	1070	124037	124037	LT934125.1	+	1	124037	172.488141	6h	C6	1219
PK_15_4h	1070	124046	124046	LT934125.1	+	1	124046	81.188601	4h	PK_15	1220
PC_12_8h	1071	124093	124093	LT934125.1	+	1	124093	62.699856	8h	PC_12	1221
PK_15_12h	1071	124093	124093	LT934125.1	+	1	124093	22.883295	12h	PK_15	1221
PK_15_8h	1071	124093	124093	LT934125.1	+	1	124093	21.929921	8h	PK_15	1221
C6_12h	1072	124162	124162	LT934125.1	+	1	124162	27.97418	12h	C6	1222
C6_4h	1072	124166	124166	LT934125.1	+	1	124166	525.486075	4h	C6	1223
PK_15_2h	1072	124169	124169	LT934125.1	+	1	124169	362.056481	2h	PK_15	1224
PC_12_6h	1072	124177	124180	LT934125.1	+	4	124177	53.302062	6h	PC_12	1225
PC_12_12h	1072	124180	124180	LT934125.1	+	1	124180	34.128062	12h	PC_12	1225
PC_12_2.5h	1073	124290	124290	LT934125.1	+	1	124290	740.19245	2.5h	PC_12	1226
PC_12_8h	1073	124290	124329	LT934125.1	+	40	124305	470.24892	8h	PC_12	1226
C6_8h	1073	124295	124316	LT934125.1	+	22	124302	548.8297	8h	C6	1226
PK_15_6h	1073	124299	124308	LT934125.1	+	10	124302	274.195756	6h	PK_15	1226
PK_15_8h	1073	124299	124310	LT934125.1	+	12	124302	223.685192	8h	PK_15	1226
PC_12_1.5h	1073	124301	124301	LT934125.1	+	1	124301	2212.389381	1.5h	PC_12	1226
PK_15_4h	1073	124301	124313	LT934125.1	+	13	124302	487.131607	4h	PK_15	1226
PC_12_2h	1073	124302	124302	LT934125.1	+	1	124302	667.111408	2h	PC_12	1226
PC_12_1h	1073	124304	124304	LT934125.1	+	1	124304	2227.171492	1h	PC_12	1226
PK_15_2h	1073	124304	124304	LT934125.1	+	1	124304	362.056481	2h	PK_15	1226
C6_6h	1073	124306	124316	LT934125.1	+	11	124306	344.976283	6h	C6	1226
PC_12_6h	1074	124379	124502	LT934125.1	+	124	124385	586.322687	6h	PC_12	1227
C6_12h	1074	124385	124385	LT934125.1	+	1	124385	97.909629	12h	C6	1227
PC_12_12h	1074	124385	124402	LT934125.1	+	18	124385	109.209798	12h	PC_12	1227
PK_15_12h	1074	124385	124402	LT934125.1	+	18	124385	41.189931	12h	PK_15	1227
C6_1h	1074	124397	124397	LT934125.1	+	1	124397	1540.832049	1h	C6	1227
PC_12_2h	1074	124402	124402	LT934125.1	+	1	124402	667.111408	2h	PC_12	1227
PC_12_8h	1076	124454	124624	LT934125.1	+	171	124563	752.398272	8h	PC_12	1227
PK_15_4h	1076	124457	124576	LT934125.1	+	120	124541	730.697416	4h	PK_15	1227
PK_15_2h	1075	124462	124462	LT934125.1	+	1	124462	362.056481	2h	PK_15	1227
C6_8h	1076	124487	124629	LT934125.1	+	143	124586	645.682	8h	C6	1227
PK_15_6h	1076	124487	124642	LT934125.1	+	156	124541	435.48738	6h	PK_15	1227
PC_12_2h	1076	124530	124530	LT934125.1	+	1	124530	667.111408	2h	PC_12	1227
C6_12h	1076	124538	124575	LT934125.1	+	38	124563	314.709524	12h	C6	1227
PC_12_12h	1076	124538	124571	LT934125.1	+	34	124563	307.15256	12h	PC_12	1227
PC_12_6h	1076	124538	124584	LT934125.1	+	47	124563	533.020625	6h	PC_12	1227
PK_15_12h	1076	124538	124541	LT934125.1	+	4	124541	64.073227	12h	PK_15	1227
PK_15_8h	1076	124538	124613	LT934125.1	+	76	124538	250.001096	8h	PK_15	1227
PK_15_2h	1076	124563	124563	LT934125.1	+	1	124563	362.056481	2h	PK_15	1227
C6_4h	1076	124569	124569	LT934125.1	+	1	124569	525.486075	4h	C6	1227
C6_6h	1077	124642	124642	LT934125.1	+	1	124642	86.244071	6h	C6	1227
C6_8h	1078	124725	124757	LT934125.1	+	33	124756	5907.990314	8h	C6	1228
PC_12_8h	1078	124734	124761	LT934125.1	+	28	124756	7555.332622	8h	PC_12	1228
C6_12h	1078	124736	124757	LT934125.1	+	22	124756	7930.679982	12h	C6	1228
PC_12_12h	1078	124736	124757	LT934125.1	+	22	124756	7098.636925	12h	PC_12	1228
PC_12_6h	1078	124736	124790	LT934125.1	+	55	124756	4850.487712	6h	PC_12	1228
PK_15_12h	1078	124736	124757	LT934125.1	+	22	124756	12052.631579	12h	PK_15	1228
PK_15_4h	1078	124736	124761	LT934125.1	+	26	124756	5439.636276	4h	PK_15	1228
PK_15_6h	1078	124736	124760	LT934125.1	+	25	124756	7048.443938	6h	PK_15	1228
PK_15_8h	1078	124736	124757	LT934125.1	+	22	124756	9877.236304	8h	PK_15	1228
PC_12_4h	1078	124754	124758	LT934125.1	+	5	124756	2609.917688	4h	PC_12	1228
C6_1h	1078	124756	124756	LT934125.1	+	1	124756	1540.832049	1h	C6	1228
C6_2h	1078	124756	124756	LT934125.1	+	1	124756	2344.665885	2h	C6	1228
C6_4h	1078	124756	124758	LT934125.1	+	3	124756	9984.235418	4h	C6	1228
