group	cluster	chr	start	end	strand	dominant_tes	tags	tags.dominant_tes	q_0.1	q_0.9	interquantile_width	cluster_width	hpi	cell_line	Time
C6_8h	198	LT934125.1	42005	42012	-	42005	5344.265896	3416.425687	42005	42007	3	8	8h	C6	8
C6_8h	199	LT934125.1	50025	50030	-	50029	170.821285	48.806081	50025	50030	6	6	8h	C6	8
C6_8h	210	LT934125.1	54341	54341	-	54341	61.007602	61.007602	54341	54341	1	1	8h	C6	8
C6_8h	214	LT934125.1	55265	55286	-	55270	61995.924695	48183.803702	55270	55273	4	22	8h	C6	8
C6_8h	220	LT934125.1	56318	56318	-	56318	85.410642	85.410642	56318	56318	1	1	8h	C6	8
C6_8h	226	LT934125.1	62542	62542	-	62542	24.403041	24.403041	62542	62542	1	1	8h	C6	8
C6_8h	227	LT934125.1	63149	63180	-	63159	8821.699185	1952.24325	63159	63167	9	32	8h	C6	8
C6_8h	229	LT934125.1	64132	64144	-	64133	2940.566396	1720.414364	64133	64141	9	13	8h	C6	8
C6_8h	234	LT934125.1	71546	71554	-	71549	3294.410483	2330.490379	71546	71550	5	9	8h	C6	8
C6_8h	237	LT934125.1	75637	75652	-	75637	97.612164	24.403041	75637	75652	16	16	8h	C6	8
C6_8h	239	LT934125.1	80352	80362	-	80352	32517.051626	28380.73624	80352	80353	2	11	8h	C6	8
C6_8h	240	LT934125.1	86128	86138	-	86133	1061.532267	561.269934	86130	86137	8	11	8h	C6	8
C6_8h	242	LT934125.1	92064	92084	-	92069	34017.838625	21035.421013	92067	92070	4	21	8h	C6	8
C6_8h	243	LT934125.1	93240	93245	-	93245	61.007602	36.604561	93240	93245	6	6	8h	C6	8
C6_8h	245	LT934125.1	95886	95895	-	95889	21852.922873	14190.36812	95889	95892	4	10	8h	C6	8
C6_8h	249	LT934125.1	102357	102368	-	102361	8040.801885	5551.691741	102358	102364	7	12	8h	C6	8
C6_8h	258	LT934125.1	110208	110208	-	110208	24.403041	24.403041	110208	110208	1	1	8h	C6	8
C6_8h	272	LT934125.1	116601	116607	-	116601	707.688178	610.076015	116601	116603	3	7	8h	C6	8
C6_8h	277	LT934125.1	117185	117185	-	117185	24.403041	24.403041	117185	117185	1	1	8h	C6	8
C6_8h	278	LT934125.1	117248	117258	-	117253	402.65017	268.433447	117248	117256	9	11	8h	C6	8
C6_8h	279	LT934125.1	118861	118861	-	118861	36.604561	36.604561	118861	118861	1	1	8h	C6	8
C6_8h	282	LT934125.1	122306	122306	-	122306	24.403041	24.403041	122306	122306	1	1	8h	C6	8
C6_8h	283	LT934125.1	122913	122913	-	122913	24.403041	24.403041	122913	122913	1	1	8h	C6	8
C6_8h	284	LT934125.1	124386	124386	-	124386	24.403041	24.403041	124386	124386	1	1	8h	C6	8
C6_8h	288	LT934125.1	124757	124757	-	124757	24.403041	24.403041	124757	124757	1	1	8h	C6	8
C6_8h	290	LT934125.1	125141	125141	-	125141	48.806081	48.806081	125141	125141	1	1	8h	C6	8
C6_8h	293	LT934125.1	125935	125935	-	125935	24.403041	24.403041	125935	125935	1	1	8h	C6	8
C6_8h	296	LT934125.1	126753	126778	-	126753	65436.75342	58384.274681	126753	126754	2	26	8h	C6	8
C6_8h	298	LT934125.1	126967	126997	-	126985	2110.863015	683.285137	126967	126989	23	31	8h	C6	8
C6_8h	299	LT934125.1	127012	127096	-	127048	6003.148	658.882097	127025	127088	64	85	8h	C6	8
C6_8h	300	LT934125.1	127145	127154	-	127152	97.612163	48.806081	127145	127154	10	10	8h	C6	8
C6_8h	302	LT934125.1	127268	127298	-	127276	1061.532268	341.642569	127268	127287	20	31	8h	C6	8
C6_8h	311	LT934125.1	128016	128016	-	128016	24.403041	24.403041	128016	128016	1	1	8h	C6	8
C6_8h	319	LT934125.1	128501	128501	-	128501	24.403041	24.403041	128501	128501	1	1	8h	C6	8
C6_8h	320	LT934125.1	128625	128626	-	128625	48.806082	24.403041	128625	128626	2	2	8h	C6	8
C6_8h	324	LT934125.1	134887	134897	-	134888	6393.596642	5380.870456	134888	134890	3	11	8h	C6	8
C6_8h	327	LT934125.1	135484	135484	-	135484	24.403041	24.403041	135484	135484	1	1	8h	C6	8
C6_8h	328	LT934125.1	135597	135597	-	135597	24.403041	24.403041	135597	135597	1	1	8h	C6	8
C6_8h	329	LT934125.1	135646	135646	-	135646	36.604561	36.604561	135646	135646	1	1	8h	C6	8
C6_8h	332	LT934125.1	141295	141297	-	141295	97.612163	73.209122	141295	141297	3	3	8h	C6	8
NRK_1h	2	LT934125.1	2269	2275	+	2273	31578.947367	23684.210526	2271	2273	3	7	1h	NRK	1
NRK_1h	9	LT934125.1	10424	10426	+	10426	21052.631579	15789.473684	10424	10426	3	3	1h	NRK	1
NRK_1h	18	LT934125.1	16221	16224	+	16224	18421.052631	15789.473684	16221	16224	4	4	1h	NRK	1
NRK_1h	24	LT934125.1	32412	32415	+	32415	34210.526315	28947.368421	32413	32415	3	4	1h	NRK	1
NRK_1h	31	LT934125.1	46038	46038	+	46038	5263.157895	5263.157895	46038	46038	1	1	1h	NRK	1
NRK_1h	33	LT934125.1	49645	49647	+	49647	39473.68421	36842.105263	49647	49647	1	3	1h	NRK	1
NRK_1h	37	LT934125.1	52434	52439	+	52437	18421.052631	7894.736842	52434	52439	6	6	1h	NRK	1
NRK_1h	39	LT934125.1	53590	53604	+	53594	52631.578946	18421.052632	53590	53604	15	15	1h	NRK	1
NRK_1h	42	LT934125.1	55161	55161	+	55161	2631.578947	2631.578947	55161	55161	1	1	1h	NRK	1
NRK_1h	47	LT934125.1	60248	60256	+	60251	42105.263157	28947.368421	60249	60254	6	9	1h	NRK	1
NRK_1h	57	LT934125.1	70518	70521	+	70518	5263.157894	2631.578947	70518	70521	4	4	1h	NRK	1
NRK_1h	58	LT934125.1	71535	71544	+	71541	10526.315789	5263.157895	71535	71544	10	10	1h	NRK	1
NRK_1h	61	LT934125.1	79991	80001	+	79996	55263.157893	34210.526316	79993	79996	4	11	1h	NRK	1
NRK_1h	64	LT934125.1	86164	86167	+	86167	7894.736842	5263.157895	86164	86167	4	4	1h	NRK	1
NRK_1h	66	LT934125.1	91544	91544	+	91544	2631.578947	2631.578947	91544	91544	1	1	1h	NRK	1
NRK_1h	67	LT934125.1	92059	92059	+	92059	5263.157895	5263.157895	92059	92059	1	1	1h	NRK	1
NRK_1h	121	LT934125.1	116958	116962	+	116962	23684.210526	21052.631579	116958	116962	5	5	1h	NRK	1
NRK_1h	127	LT934125.1	120470	120477	+	120477	68421.05263	42105.263158	120472	120477	6	8	1h	NRK	1
NRK_1h	131	LT934125.1	122912	122915	+	122915	7894.736842	5263.157895	122912	122915	4	4	1h	NRK	1
NRK_1h	136	LT934125.1	125226	125230	+	125230	13157.894736	7894.736842	125226	125230	5	5	1h	NRK	1
NRK_1h	139	LT934125.1	126146	126151	+	126151	68421.052631	39473.684211	126148	126151	4	6	1h	NRK	1
NRK_1h	166	LT934125.1	141352	141356	+	141356	36842.105262	28947.368421	141353	141356	4	5	1h	NRK	1
NRK_1h	173	LT934125.1	2778	2781	-	2778	21052.631578	13157.894737	2778	2781	4	4	1h	NRK	1
NRK_1h	175	LT934125.1	8487	8491	-	8487	31578.947369	26315.789474	8487	8491	5	5	1h	NRK	1
NRK_1h	181	LT934125.1	16581	16584	-	16581	15789.473683	10526.315789	16581	16584	4	4	1h	NRK	1
NRK_1h	185	LT934125.1	21475	21479	-	21475	26315.789472	10526.315789	21475	21478	4	5	1h	NRK	1
NRK_1h	189	LT934125.1	28429	28430	-	28429	10526.315789	7894.736842	28429	28430	2	2	1h	NRK	1
NRK_1h	196	LT934125.1	32686	32688	-	32686	23684.210527	18421.052632	32686	32688	3	3	1h	NRK	1
NRK_1h	214	LT934125.1	55270	55284	-	55270	18421.052631	13157.894737	55270	55284	15	15	1h	NRK	1
NRK_1h	227	LT934125.1	63161	63161	-	63161	7894.736842	7894.736842	63161	63161	1	1	1h	NRK	1
NRK_1h	229	LT934125.1	64133	64138	-	64133	5263.157894	2631.578947	64133	64138	6	6	1h	NRK	1
NRK_1h	234	LT934125.1	71549	71549	-	71549	2631.578947	2631.578947	71549	71549	1	1	1h	NRK	1
NRK_1h	242	LT934125.1	92069	92071	-	92069	7894.736842	5263.157895	92069	92071	3	3	1h	NRK	1
NRK_1h	245	LT934125.1	95884	95894	-	95889	189473.68421	89473.684211	95889	95892	4	11	1h	NRK	1
NRK_1h	249	LT934125.1	102358	102365	-	102361	39473.684209	28947.368421	102361	102364	4	8	1h	NRK	1
NRK_1h	296	LT934125.1	126753	126753	-	126753	21052.631579	21052.631579	126753	126753	1	1	1h	NRK	1
NRK_2h	2	LT934125.1	2270	2275	+	2273	21241.830065	14705.882353	2271	2275	5	6	2h	NRK	2
NRK_2h	4	LT934125.1	8520	8523	+	8523	4901.960784	3267.973856	8520	8523	4	4	2h	NRK	2
NRK_2h	8	LT934125.1	10332	10332	+	10332	816.993464	816.993464	10332	10332	1	1	2h	NRK	2
NRK_2h	9	LT934125.1	10421	10431	+	10426	22058.823529	14705.882353	10423	10429	7	11	2h	NRK	2
NRK_2h	18	LT934125.1	16214	16226	+	16224	19607.843137	12254.901961	16220	16224	5	13	2h	NRK	2
NRK_2h	19	LT934125.1	28630	28632	+	28632	3267.973856	2450.980392	28630	28632	3	3	2h	NRK	2
NRK_2h	24	LT934125.1	32410	32416	+	32415	22058.823529	13888.888889	32413	32415	3	7	2h	NRK	2
NRK_2h	31	LT934125.1	46036	46038	+	46038	8169.93464	4901.960784	46036	46038	3	3	2h	NRK	2
NRK_2h	33	LT934125.1	49643	49649	+	49647	92320.261437	64542.48366	49645	49647	3	7	2h	NRK	2
NRK_2h	37	LT934125.1	52432	52439	+	52437	22875.816993	10620.915033	52435	52437	3	8	2h	NRK	2
NRK_2h	39	LT934125.1	53590	53604	+	53598	36764.705882	11437.908497	53591	53604	14	15	2h	NRK	2
NRK_2h	42	LT934125.1	55159	55161	+	55159	1633.986928	816.993464	55159	55161	3	3	2h	NRK	2
NRK_2h	47	LT934125.1	60248	60254	+	60251	31862.745098	25326.797386	60250	60252	3	7	2h	NRK	2
NRK_2h	50	LT934125.1	62338	62340	+	62338	7352.941176	3267.973856	62338	62340	3	3	2h	NRK	2
NRK_2h	57	LT934125.1	70518	70521	+	70521	6535.947712	5718.954248	70518	70521	4	4	2h	NRK	2
NRK_2h	58	LT934125.1	71533	71544	+	71544	6535.947712	2450.980392	71533	71544	12	12	2h	NRK	2
NRK_2h	59	LT934125.1	75669	75669	+	75669	816.993464	816.993464	75669	75669	1	1	2h	NRK	2
NRK_2h	61	LT934125.1	79991	80001	+	79996	51470.588234	35130.718954	79994	79996	3	11	2h	NRK	2
NRK_2h	64	LT934125.1	86164	86168	+	86167	11437.908497	8986.928105	86164	86167	4	5	2h	NRK	2
NRK_2h	67	LT934125.1	92055	92059	+	92059	5718.954248	4084.96732	92055	92059	5	5	2h	NRK	2
NRK_2h	84	LT934125.1	102390	102390	+	102390	816.993464	816.993464	102390	102390	1	1	2h	NRK	2
NRK_2h	97	LT934125.1	115209	115209	+	115209	816.993464	816.993464	115209	115209	1	1	2h	NRK	2
NRK_2h	114	LT934125.1	116441	116441	+	116441	816.993464	816.993464	116441	116441	1	1	2h	NRK	2
NRK_2h	121	LT934125.1	116954	116962	+	116962	44117.647058	38398.69281	116960	116962	3	9	2h	NRK	2
NRK_2h	127	LT934125.1	120472	120477	+	120477	72712.4183	44117.647059	120473	120477	5	6	2h	NRK	2
NRK_2h	131	LT934125.1	122898	122915	+	122915	8169.93464	4901.960784	122909	122915	7	18	2h	NRK	2
NRK_2h	136	LT934125.1	125225	125235	+	125230	24509.803921	21241.830065	125230	125230	1	11	2h	NRK	2
NRK_2h	139	LT934125.1	126141	126152	+	126151	38398.69281	17973.856209	126147	126151	5	12	2h	NRK	2
NRK_2h	166	LT934125.1	141354	141356	+	141356	5718.954248	4901.960784	141354	141356	3	3	2h	NRK	2
NRK_2h	173	LT934125.1	2776	2781	-	2778	28594.771241	20424.836601	2778	2780	3	6	2h	NRK	2
NRK_2h	175	LT934125.1	8487	8495	-	8487	32679.738562	26960.784314	8487	8489	3	9	2h	NRK	2
NRK_2h	181	LT934125.1	16581	16586	-	16581	10620.915032	6535.947712	16581	16584	4	6	2h	NRK	2
NRK_2h	185	LT934125.1	21475	21482	-	21477	23692.810458	12254.901961	21475	21480	6	8	2h	NRK	2
NRK_2h	189	LT934125.1	28425	28432	-	28429	14705.882352	7352.941176	28425	28431	7	8	2h	NRK	2
NRK_2h	196	LT934125.1	32686	32688	-	32686	17156.862745	16339.869281	32686	32686	1	3	2h	NRK	2
NRK_2h	198	LT934125.1	42005	42008	-	42005	4901.960784	4084.96732	42005	42008	4	4	2h	NRK	2
NRK_2h	199	LT934125.1	50030	50030	-	50030	1633.986928	1633.986928	50030	50030	1	1	2h	NRK	2
NRK_2h	214	LT934125.1	55267	55275	-	55270	44117.647059	26143.79085	55270	55274	5	9	2h	NRK	2
NRK_2h	227	LT934125.1	63153	63167	-	63161	13071.895424	6535.947712	63153	63164	12	15	2h	NRK	2
NRK_2h	229	LT934125.1	64133	64144	-	64138	8169.93464	6535.947712	64138	64138	1	12	2h	NRK	2
NRK_2h	234	LT934125.1	71546	71546	-	71546	816.993464	816.993464	71546	71546	1	1	2h	NRK	2
NRK_2h	237	LT934125.1	75637	75637	-	75637	816.993464	816.993464	75637	75637	1	1	2h	NRK	2
NRK_2h	239	LT934125.1	80352	80363	-	80352	4901.960784	4084.96732	80352	80363	12	12	2h	NRK	2
NRK_2h	240	LT934125.1	86124	86134	-	86130	5718.954248	4084.96732	86124	86134	11	11	2h	NRK	2
NRK_2h	242	LT934125.1	92067	92076	-	92069	13888.888888	6535.947712	92067	92071	5	10	2h	NRK	2
NRK_2h	245	LT934125.1	95886	95894	-	95889	142973.856209	80882.352941	95889	95892	4	9	2h	NRK	2
NRK_2h	249	LT934125.1	102361	102363	-	102361	5718.954248	4901.960784	102361	102363	3	3	2h	NRK	2
NRK_2h	278	LT934125.1	117253	117253	-	117253	816.993464	816.993464	117253	117253	1	1	2h	NRK	2
NRK_2h	283	LT934125.1	122907	122914	-	122907	2450.980392	1633.986928	122907	122914	8	8	2h	NRK	2
NRK_2h	296	LT934125.1	126753	126761	-	126753	44117.647058	38398.69281	126753	126755	3	9	2h	NRK	2
NRK_2h	302	LT934125.1	127276	127276	-	127276	816.993464	816.993464	127276	127276	1	1	2h	NRK	2
NRK_2h	319	LT934125.1	128508	128508	-	128508	816.993464	816.993464	128508	128508	1	1	2h	NRK	2
NRK_2h	332	LT934125.1	141295	141295	-	141295	816.993464	816.993464	141295	141295	1	1	2h	NRK	2
PC_12_0.5h	2	LT934125.1	2272	2273	+	2272	33333.333334	16666.666667	2272	2273	2	2	0.5h	PC_12	0.5
PC_12_0.5h	9	LT934125.1	10421	10431	+	10421	33333.333334	16666.666667	10421	10431	11	11	0.5h	PC_12	0.5
PC_12_0.5h	18	LT934125.1	16224	16224	+	16224	33333.333333	33333.333333	16224	16224	1	1	0.5h	PC_12	0.5
PC_12_0.5h	33	LT934125.1	49647	49647	+	49647	33333.333333	33333.333333	49647	49647	1	1	0.5h	PC_12	0.5
PC_12_0.5h	37	LT934125.1	52435	52437	+	52435	33333.333334	16666.666667	52435	52437	3	3	0.5h	PC_12	0.5
PC_12_0.5h	39	LT934125.1	53594	53594	+	53594	16666.666667	16666.666667	53594	53594	1	1	0.5h	PC_12	0.5
PC_12_0.5h	61	LT934125.1	79995	79996	+	79996	66666.666667	50000	79995	79996	2	2	0.5h	PC_12	0.5
PC_12_0.5h	119	LT934125.1	116728	116728	+	116728	16666.666667	16666.666667	116728	116728	1	1	0.5h	PC_12	0.5
PC_12_0.5h	121	LT934125.1	116962	116962	+	116962	16666.666667	16666.666667	116962	116962	1	1	0.5h	PC_12	0.5
PC_12_0.5h	127	LT934125.1	120474	120477	+	120477	1e+05	66666.666667	120474	120477	4	4	0.5h	PC_12	0.5
PC_12_0.5h	139	LT934125.1	126151	126151	+	126151	83333.333333	83333.333333	126151	126151	1	1	0.5h	PC_12	0.5
PC_12_0.5h	157	LT934125.1	133510	133510	+	133510	16666.666667	16666.666667	133510	133510	1	1	0.5h	PC_12	0.5
PC_12_0.5h	166	LT934125.1	141354	141359	+	141354	50000.000001	16666.666667	141354	141359	6	6	0.5h	PC_12	0.5
PC_12_0.5h	173	LT934125.1	2778	2778	-	2778	33333.333333	33333.333333	2778	2778	1	1	0.5h	PC_12	0.5
PC_12_0.5h	185	LT934125.1	21477	21477	-	21477	16666.666667	16666.666667	21477	21477	1	1	0.5h	PC_12	0.5
PC_12_0.5h	196	LT934125.1	32686	32690	-	32686	50000.000001	16666.666667	32686	32690	5	5	0.5h	PC_12	0.5
PC_12_0.5h	214	LT934125.1	55270	55276	-	55270	50000	33333.333333	55270	55276	7	7	0.5h	PC_12	0.5
PC_12_0.5h	227	LT934125.1	63153	63161	-	63153	33333.333334	16666.666667	63153	63161	9	9	0.5h	PC_12	0.5
PC_12_0.5h	239	LT934125.1	80352	80352	-	80352	16666.666667	16666.666667	80352	80352	1	1	0.5h	PC_12	0.5
PC_12_0.5h	242	LT934125.1	92071	92071	-	92071	16666.666667	16666.666667	92071	92071	1	1	0.5h	PC_12	0.5
PC_12_0.5h	245	LT934125.1	95889	95889	-	95889	116666.666667	116666.666667	95889	95889	1	1	0.5h	PC_12	0.5
PC_12_0.5h	249	LT934125.1	102357	102363	-	102357	66666.666668	16666.666667	102357	102363	7	7	0.5h	PC_12	0.5
PC_12_0.5h	258	LT934125.1	110207	110207	-	110207	16666.666667	16666.666667	110207	110207	1	1	0.5h	PC_12	0.5
PC_12_0.5h	296	LT934125.1	126753	126753	-	126753	16666.666667	16666.666667	126753	126753	1	1	0.5h	PC_12	0.5
PC_12_0.5h	298	LT934125.1	126989	126989	-	126989	16666.666667	16666.666667	126989	126989	1	1	0.5h	PC_12	0.5
PC_12_1.5h	2	LT934125.1	2273	2275	+	2273	28241.335044	23106.546855	2273	2275	3	3	1.5h	PC_12	1.5
PC_12_1.5h	4	LT934125.1	8518	8523	+	8523	5134.788189	2567.394095	8518	8523	6	6	1.5h	PC_12	1.5
PC_12_1.5h	9	LT934125.1	10424	10431	+	10426	24390.243902	17971.758665	10424	10431	8	8	1.5h	PC_12	1.5
PC_12_1.5h	18	LT934125.1	16218	16224	+	16224	11553.273427	7702.182285	16218	16224	7	7	1.5h	PC_12	1.5
PC_12_1.5h	19	LT934125.1	28632	28632	+	28632	2567.394095	2567.394095	28632	28632	1	1	1.5h	PC_12	1.5
PC_12_1.5h	24	LT934125.1	32413	32415	+	32415	29525.032092	26957.637997	32415	32415	1	3	1.5h	PC_12	1.5
PC_12_1.5h	31	LT934125.1	46038	46038	+	46038	5134.78819	5134.78819	46038	46038	1	1	1.5h	PC_12	1.5
PC_12_1.5h	33	LT934125.1	49645	49648	+	49647	75738.125802	59050.064185	49645	49647	3	4	1.5h	PC_12	1.5
PC_12_1.5h	37	LT934125.1	52435	52439	+	52435	19255.455711	8985.879332	52435	52439	5	5	1.5h	PC_12	1.5
PC_12_1.5h	39	LT934125.1	53590	53604	+	53594	33376.123231	8985.879332	53594	53604	11	15	1.5h	PC_12	1.5
PC_12_1.5h	42	LT934125.1	55161	55161	+	55161	3851.091142	3851.091142	55161	55161	1	1	1.5h	PC_12	1.5
PC_12_1.5h	47	LT934125.1	60248	60256	+	60251	51347.881898	43645.699615	60251	60252	2	9	1.5h	PC_12	1.5
PC_12_1.5h	50	LT934125.1	62332	62340	+	62340	7702.182284	6418.485237	62332	62340	9	9	1.5h	PC_12	1.5
PC_12_1.5h	57	LT934125.1	70519	70521	+	70521	5134.788189	3851.091142	70519	70521	3	3	1.5h	PC_12	1.5
PC_12_1.5h	58	LT934125.1	71535	71544	+	71541	10269.576379	5134.78819	71535	71544	10	10	1.5h	PC_12	1.5
PC_12_1.5h	59	LT934125.1	75648	75648	+	75648	1283.697047	1283.697047	75648	75648	1	1	1.5h	PC_12	1.5
PC_12_1.5h	61	LT934125.1	79990	79998	+	79996	42362.002565	34659.820282	79994	79996	3	9	1.5h	PC_12	1.5
PC_12_1.5h	64	LT934125.1	86167	86167	+	86167	5134.78819	5134.78819	86167	86167	1	1	1.5h	PC_12	1.5
PC_12_1.5h	66	LT934125.1	91544	91544	+	91544	1283.697047	1283.697047	91544	91544	1	1	1.5h	PC_12	1.5
PC_12_1.5h	67	LT934125.1	92056	92059	+	92059	5134.788189	3851.091142	92056	92059	4	4	1.5h	PC_12	1.5
PC_12_1.5h	84	LT934125.1	102393	102393	+	102393	1283.697047	1283.697047	102393	102393	1	1	1.5h	PC_12	1.5
PC_12_1.5h	118	LT934125.1	116680	116686	+	116680	6418.485236	2567.394095	116680	116686	7	7	1.5h	PC_12	1.5
PC_12_1.5h	119	LT934125.1	116727	116741	+	116732	11553.273426	2567.394095	116727	116741	15	15	1.5h	PC_12	1.5
PC_12_1.5h	121	LT934125.1	116958	116962	+	116962	39794.608471	35943.51733	116962	116962	1	5	1.5h	PC_12	1.5
PC_12_1.5h	127	LT934125.1	120470	120477	+	120477	75738.125802	48780.487805	120472	120477	6	8	1.5h	PC_12	1.5
PC_12_1.5h	131	LT934125.1	122912	122915	+	122915	14120.667522	11553.273427	122912	122915	4	4	1.5h	PC_12	1.5
PC_12_1.5h	136	LT934125.1	125225	125232	+	125230	11553.273425	6418.485237	125225	125232	8	8	1.5h	PC_12	1.5
PC_12_1.5h	139	LT934125.1	126145	126154	+	126151	52631.578946	41078.30552	126148	126151	4	10	1.5h	PC_12	1.5
PC_12_1.5h	140	LT934125.1	126462	126462	+	126462	1283.697047	1283.697047	126462	126462	1	1	1.5h	PC_12	1.5
PC_12_1.5h	166	LT934125.1	141356	141356	+	141356	8985.879332	8985.879332	141356	141356	1	1	1.5h	PC_12	1.5
PC_12_1.5h	173	LT934125.1	2778	2780	-	2778	38510.911424	33376.123235	2778	2779	2	3	1.5h	PC_12	1.5
PC_12_1.5h	175	LT934125.1	8487	8490	-	8487	19255.455711	8985.879332	8487	8490	4	4	1.5h	PC_12	1.5
PC_12_1.5h	179	LT934125.1	16417	16417	-	16417	1283.697047	1283.697047	16417	16417	1	1	1.5h	PC_12	1.5
PC_12_1.5h	181	LT934125.1	16581	16583	-	16581	7702.182284	3851.091142	16581	16583	3	3	1.5h	PC_12	1.5
PC_12_1.5h	185	LT934125.1	21475	21479	-	21477	23106.546854	12836.970475	21475	21479	5	5	1.5h	PC_12	1.5
PC_12_1.5h	189	LT934125.1	28420	28432	-	28429	15404.364568	6418.485237	28425	28430	6	13	1.5h	PC_12	1.5
PC_12_1.5h	196	LT934125.1	32685	32689	-	32686	20539.152759	17971.758665	32686	32686	1	5	1.5h	PC_12	1.5
PC_12_1.5h	198	LT934125.1	42005	42005	-	42005	2567.394095	2567.394095	42005	42005	1	1	1.5h	PC_12	1.5
PC_12_1.5h	201	LT934125.1	52392	52392	-	52392	1283.697047	1283.697047	52392	52392	1	1	1.5h	PC_12	1.5
PC_12_1.5h	214	LT934125.1	55268	55285	-	55270	34659.82028	29525.032092	55270	55272	3	18	1.5h	PC_12	1.5
PC_12_1.5h	227	LT934125.1	63153	63161	-	63161	21822.849807	17971.758665	63153	63161	9	9	1.5h	PC_12	1.5
PC_12_1.5h	229	LT934125.1	64133	64146	-	64138	6418.485236	3851.091142	64133	64146	14	14	1.5h	PC_12	1.5
PC_12_1.5h	234	LT934125.1	71549	71549	-	71549	3851.091142	3851.091142	71549	71549	1	1	1.5h	PC_12	1.5
PC_12_1.5h	239	LT934125.1	80352	80355	-	80352	10269.576379	7702.182285	80352	80355	4	4	1.5h	PC_12	1.5
PC_12_1.5h	242	LT934125.1	92067	92072	-	92069	17971.758664	8985.879332	92067	92071	5	6	1.5h	PC_12	1.5
PC_12_1.5h	245	LT934125.1	95886	95893	-	95889	103979.460846	59050.064185	95889	95892	4	8	1.5h	PC_12	1.5
PC_12_1.5h	249	LT934125.1	102361	102361	-	102361	8985.879332	8985.879332	102361	102361	1	1	1.5h	PC_12	1.5
PC_12_1.5h	278	LT934125.1	117255	117255	-	117255	1283.697047	1283.697047	117255	117255	1	1	1.5h	PC_12	1.5
PC_12_1.5h	283	LT934125.1	122913	122913	-	122913	1283.697047	1283.697047	122913	122913	1	1	1.5h	PC_12	1.5
PC_12_1.5h	296	LT934125.1	126753	126757	-	126753	39794.608471	35943.51733	126753	126753	1	5	1.5h	PC_12	1.5
PC_12_1.5h	298	LT934125.1	126976	126990	-	126976	11553.273426	2567.394095	126976	126990	15	15	1.5h	PC_12	1.5
PC_12_1.5h	299	LT934125.1	127031	127037	-	127037	6418.485236	2567.394095	127031	127037	7	7	1.5h	PC_12	1.5
PC_12_1.5h	332	LT934125.1	141296	141296	-	141296	1283.697047	1283.697047	141296	141296	1	1	1.5h	PC_12	1.5
PC_12_12h	2	LT934125.1	2266	2275	+	2273	10250.763599	7025.925856	2272	2275	4	10	12h	PC_12	12
PC_12_12h	4	LT934125.1	8512	8526	+	8523	1612.418871	973.944285	8519	8526	8	15	12h	PC_12	12
PC_12_12h	9	LT934125.1	10412	10431	+	10426	45707.746374	32329.53946	10424	10430	7	20	12h	PC_12	12
PC_12_12h	10	LT934125.1	11996	12005	+	11996	35.17021	21.643206	11996	12005	10	10	12h	PC_12	12
PC_12_12h	11	LT934125.1	12086	12086	+	12086	40.581012	40.581012	12086	12086	1	1	12h	PC_12	12
PC_12_12h	12	LT934125.1	12168	12177	+	12168	159.618646	78.456623	12168	12177	10	10	12h	PC_12	12
PC_12_12h	18	LT934125.1	16209	16226	+	16224	61585.743619	49368.153645	16221	16224	4	18	12h	PC_12	12
PC_12_12h	19	LT934125.1	28630	28632	+	28632	511.32075	495.088345	28632	28632	1	3	12h	PC_12	12
PC_12_12h	24	LT934125.1	32407	32415	+	32415	111789.866109	101579.683522	32415	32415	1	9	12h	PC_12	12
PC_12_12h	31	LT934125.1	46033	46039	+	46038	11819.896059	9244.354505	46036	46038	3	7	12h	PC_12	12
PC_12_12h	33	LT934125.1	49640	49648	+	49647	40123.799139	32843.56561	49645	49647	3	9	12h	PC_12	12
PC_12_12h	37	LT934125.1	52422	52440	+	52437	8365.099248	4880.543028	52434	52439	6	19	12h	PC_12	12
PC_12_12h	39	LT934125.1	53590	53604	+	53594	7112.498681	1934.361566	53590	53604	15	15	12h	PC_12	12
PC_12_12h	42	LT934125.1	55153	55161	+	55161	31066.11729	21345.612246	55158	55161	4	9	12h	PC_12	12
PC_12_12h	43	LT934125.1	55271	55279	+	55271	105.510631	32.464809	55271	55279	9	9	12h	PC_12	12
PC_12_12h	44	LT934125.1	55471	55471	+	55471	13.527004	13.527004	55471	55471	1	1	12h	PC_12	12
PC_12_12h	45	LT934125.1	56189	56189	+	56189	13.527004	13.527004	56189	56189	1	1	12h	PC_12	12
PC_12_12h	47	LT934125.1	60246	60256	+	60251	5356.693567	4534.251727	60251	60251	1	11	12h	PC_12	12
PC_12_12h	48	LT934125.1	61262	61262	+	61262	13.527004	13.527004	61262	61262	1	1	12h	PC_12	12
PC_12_12h	50	LT934125.1	62332	62341	+	62340	10875.711182	6701.277761	62338	62340	3	10	12h	PC_12	12
PC_12_12h	52	LT934125.1	63417	63420	+	63420	121.743035	75.751222	63417	63420	4	4	12h	PC_12	12
PC_12_12h	57	LT934125.1	70515	70521	+	70521	13840.83045	12030.91732	70519	70521	3	7	12h	PC_12	12
PC_12_12h	58	LT934125.1	71517	71544	+	71544	22803.823271	11113.786452	71531	71544	14	28	12h	PC_12	12
PC_12_12h	59	LT934125.1	75648	75652	+	75650	270.540079	70.340421	75648	75651	4	5	12h	PC_12	12
