hpi	cell_line	seqnames	strand	cluster	cluster_start	cluster_end	cluster_peak	cluster_width	cluster_total_count	cluster_ratio	meta_cluster
12h	PK-15	LT934125.1	+	777	118827	118913	118864	87	24325	0.0556636155606407	76
6h	PK-15	LT934125.1	+	581	118832	118882	118864	51	6303	0.050831055089154	76
4h	PC-12	LT934125.1	+	241	118841	118939	118864	99	611	0.061333065649468	76
12h	C6	LT934125.1	+	832	118846	118938	118864	93	10570	0.0739217702060998	76
12h	PC-12	LT934125.1	+	761	118852	118938	118864	87	7521	0.0513354310715529	76
6h	PC-12	LT934125.1	+	453	118854	118929	118864	76	2198	0.0585789670060231	76
8h	C6	LT934125.1	+	421	118857	118927	118864	71	1864	0.0601775625504439	76
2h	NRK	LT934125.1	+	45	118857	118866	118864	10	18	0.058252427184466	76
8h	PC-12	LT934125.1	+	525	118857	118947	118864	91	1987	0.0622923067276945	76
4h	PK-15	LT934125.1	+	317	118857	118913	118864	57	1291	0.0524072420232199	76
6h	C6	LT934125.1	+	311	118859	118876	118864	18	568	0.0489866321690384	76
2.5h	PC-12	LT934125.1	+	86	118859	118906	118864	48	83	0.0614359733530718	76
2h	PC-12	LT934125.1	+	113	118859	118899	118864	41	125	0.0833889259506338	76
1h	C6	LT934125.1	+	55	118860	118866	118864	7	50	0.0770416024653313	76
2h	C6	LT934125.1	+	68	118860	118873	118864	14	45	0.0527549824150059	76
1h	NRK	LT934125.1	+	18	118860	118866	118864	7	10	0.101010101010101	76
1.5h	PC-12	LT934125.1	+	42	118860	118866	118864	7	28	0.0619469026548673	76
1h	PC-12	LT934125.1	+	53	118860	118866	118864	7	28	0.0623608017817372	76
1h	PK-15	LT934125.1	+	30	118860	118866	118866	7	8	0.0233918128654971	76
2h	PK-15	LT934125.1	+	134	118860	118899	118864	40	79	0.0286024619840695	76
6h	C6	LT934125.1	+	313	119157	119230	119157	74	6	0.000517464424320828	77
4h	PC-12	LT934125.1	+	244	119304	119395	119304	92	5	0.000501907247540655	78
6h	PC-12	LT934125.1	+	459	119554	119646	119567	93	19	0.000506369596503385	79
6h	C6	LT934125.1	+	317	119693	119763	119693	71	6	0.000517464424320828	80
4h	PC-12	LT934125.1	+	248	119747	119815	119747	69	7	0.000702670146556916	80
8h	C6	LT934125.1	+	431	119763	119826	119763	64	17	0.000548829701372074	80
8h	PC-12	LT934125.1	+	535	119794	119844	119844	51	21	0.000658348485798483	80
6h	C6	LT934125.1	+	318	119808	119871	119808	64	8	0.000689952565761104	80
8h	PC-12	LT934125.1	+	536	119854	119919	119854	66	23	0.000721048341588814	80
2.5h	PC-12	LT934125.1	+	92	119869	119964	119869	96	5	0.00370096225018505	80
4h	PC-12	LT934125.1	+	249	119877	119958	119877	82	6	0.000602288697048785	80
12h	C6	LT934125.1	+	846	119897	119988	119941	92	85	0.00059445132143032	80
8h	PK-15	LT934125.1	+	769	119933	120007	119941	75	172	0.000754389273637165	80
6h	PK-15	LT934125.1	+	595	119935	120006	119941	72	66	0.000532262356954492	80
8h	PC-12	LT934125.1	+	537	119938	119988	119941	51	22	0.000689698413693649	80
6h	PC-12	LT934125.1	+	462	119941	120036	119941	96	19	0.000506369596503385	80
12h	PC-12	LT934125.1	+	776	120051	120138	120081	88	76	0.000518746544533708	81
4h	PK-15	LT934125.1	+	327	120059	120146	120130	88	14	0.000568320207842819	81
8h	PC-12	LT934125.1	+	539	120075	120164	120081	90	24	0.00075239826948398	81
6h	PK-15	LT934125.1	+	597	120081	120164	120081	84	70	0.0005645206816184	81
12h	PC-12	LT934125.1	+	778	120238	120331	120312	94	85	0.000580177056386384	82
8h	PC-12	LT934125.1	+	542	120312	120403	120312	92	21	0.000658348485798483	82
12h	C6	LT934125.1	+	852	120483	120575	120555	93	340	0.00237780528572128	83
4h	PK-15	LT934125.1	+	330	120499	120557	120555	59	20	0.000811886011204027	83
12h	PK-15	LT934125.1	+	798	120553	120650	120555	98	661	0.00151258581235698	83
8h	C6	LT934125.1	+	439	120554	120635	120555	82	43	0.00138821630347054	83
12h	PC-12	LT934125.1	+	780	120554	120561	120555	8	155	0.00105796992635164	83
8h	PK-15	LT934125.1	+	776	120554	120620	120555	67	374	0.00164035807174593	83
6h	C6	LT934125.1	+	324	120555	120624	120555	70	42	0.0036222509702458	83
4h	PC-12	LT934125.1	+	252	120555	120558	120555	4	11	0.00110419594458944	83
6h	PC-12	LT934125.1	+	466	120555	120558	120555	4	73	0.00194552529182879	83
8h	PC-12	LT934125.1	+	543	120555	120557	120555	3	31	0.000971847764750141	83
6h	PK-15	LT934125.1	+	601	120555	120632	120555	78	105	0.0008467810224276	83
4h	PK-15	LT934125.1	+	335	121714	121809	121784	96	360	0.0146139482016725	84
4h	C6	LT934125.1	+	107	121715	121795	121784	81	21	0.0110352075669995	84
6h	PC-12	LT934125.1	+	473	121718	121809	121784	92	606	0.0161505250253185	84
4h	PC-12	LT934125.1	+	256	121723	121788	121784	66	136	0.0136518771331058	84
8h	PC-12	LT934125.1	+	549	121724	121804	121784	81	307	0.00962442786381591	84
8h	C6	LT934125.1	+	446	121777	121837	121784	61	300	0.00968523002421307	84
6h	PK-15	LT934125.1	+	611	121778	121839	121784	62	1474	0.0118871926386503	84
8h	PK-15	LT934125.1	+	787	121780	121820	121784	41	3458	0.0151667331874263	84
12h	PK-15	LT934125.1	+	810	121781	121873	121784	93	4078	0.00933180778032037	84
12h	C6	LT934125.1	+	865	121782	121868	121784	87	1353	0.00946226632817909	84
6h	C6	LT934125.1	+	331	121783	121837	121784	55	171	0.0147477360931436	84
12h	PC-12	LT934125.1	+	793	121783	121858	121784	76	1197	0.00817025807640591	84
1h	C6	LT934125.1	+	61	121784	121786	121784	3	11	0.0169491525423729	84
2.5h	PC-12	LT934125.1	+	96	121784	121786	121784	3	10	0.0074019245003701	84
2h	PC-12	LT934125.1	+	121	121784	121787	121784	4	16	0.0106737825216811	84
2h	PK-15	LT934125.1	+	141	121784	121804	121784	21	10	0.00362056480811007	84
4h	PC-12	LT934125.1	+	257	121894	121925	121894	32	5	0.000501907247540655	85
8h	PK-15	LT934125.1	+	800	122903	122994	122979	92	1707	0.00748687494243396	86
12h	PK-15	LT934125.1	+	823	122906	122996	122979	91	1394	0.00318993135011442	86
4h	PK-15	LT934125.1	+	345	122920	122988	122979	69	146	0.0059267678817894	86
6h	C6	LT934125.1	+	338	122922	122988	122979	67	107	0.00922811556705476	86
8h	C6	LT934125.1	+	454	122922	122991	122979	70	178	0.00574656981436642	86
2h	PC-12	LT934125.1	+	123	122922	122988	122979	67	23	0.0153435623749166	86
8h	PC-12	LT934125.1	+	559	122922	122988	122979	67	149	0.00467113925637971	86
4h	PC-12	LT934125.1	+	264	122924	122988	122979	65	48	0.00481830957639028	86
6h	PK-15	LT934125.1	+	625	122960	122990	122979	31	618	0.00498391116057388	86
12h	C6	LT934125.1	+	877	122978	123065	122979	88	1013	0.00708446104245781	86
4h	C6	LT934125.1	+	109	122978	122983	122979	6	23	0.0120861797162375	86
12h	PC-12	LT934125.1	+	806	122978	123038	122979	61	493	0.00336502692704103	86
6h	PC-12	LT934125.1	+	486	122978	123026	122979	49	180	0.0047971856510847	86
1h	C6	LT934125.1	+	63	122979	122981	122981	3	7	0.0107858243451464	86
2h	NRK	LT934125.1	+	49	122979	122983	122979	5	6	0.0194174757281553	86
1h	PC-12	LT934125.1	+	63	122979	122981	122979	3	5	0.0111358574610245	86
2h	PK-15	LT934125.1	+	145	122979	122983	122979	5	18	0.00651701665459812	86
6h	C6	LT934125.1	+	347	124252	124316	124306	65	6	0.000517464424320828	87
8h	C6	LT934125.1	+	462	124295	124348	124302	54	18	0.000581113801452785	87
6h	C6	LT934125.1	+	348	124369	124462	124369	94	6	0.000517464424320828	88
4h	PC-12	LT934125.1	+	272	124491	124575	124491	85	6	0.000602288697048785	89
12h	C6	LT934125.1	+	894	124517	124584	124563	68	74	0.000517522326892278	89
4h	PK-15	LT934125.1	+	353	124530	124576	124530	47	13	0.000527725907282618	89
6h	PC-12	LT934125.1	+	498	124538	124617	124563	80	23	0.000612973722083045	89
8h	PK-15	LT934125.1	+	819	124709	124800	124756	92	2374	0.0104123263698525	90
4h	C6	LT934125.1	+	115	124716	124758	124756	43	20	0.0105097214923805	90
12h	C6	LT934125.1	+	897	124725	124770	124756	46	1188	0.00830833141010847	90
8h	C6	LT934125.1	+	467	124725	124790	124756	66	194	0.00626311541565779	90
12h	PC-12	LT934125.1	+	824	124725	124766	124756	42	1095	0.00747404560874224	90
8h	PC-12	LT934125.1	+	574	124734	124790	124756	57	243	0.0076180324785253	90
12h	PK-15	LT934125.1	+	843	124735	124799	124756	65	5504	0.0125949656750572	90
6h	PC-12	LT934125.1	+	499	124736	124793	124756	58	184	0.00490378977666436	90
4h	PK-15	LT934125.1	+	355	124736	124776	124756	41	137	0.00556141917674759	90
6h	PK-15	LT934125.1	+	644	124736	124805	124756	70	911	0.00734683344220518	90
4h	PC-12	LT934125.1	+	274	124754	124827	124756	74	27	0.00271029913671953	90
6h	C6	LT934125.1	+	350	124756	124791	124756	36	80	0.00689952565761104	90
1.5h	PC-12	LT934125.1	+	49	124756	124796	124756	41	5	0.0110619469026549	90
2.5h	PC-12	LT934125.1	+	101	124756	124757	124756	2	10	0.0074019245003701	90
2h	PC-12	LT934125.1	+	126	124756	124796	124756	41	6	0.00400266844563042	90
2h	PK-15	LT934125.1	+	151	124756	124764	124756	9	18	0.00651701665459812	90
8h	PC-12	LT934125.1	+	577	125027	125122	125058	96	19	0.000595648630008151	91
6h	PC-12	LT934125.1	+	504	125150	125231	125225	82	675	0.0179894461915676	92
8h	PC-12	LT934125.1	+	578	125152	125246	125225	95	651	0.020408803059753	92
12h	PK-15	LT934125.1	+	848	125171	125236	125225	66	4693	0.0107391304347826	92
6h	C6	LT934125.1	+	353	125177	125272	125225	96	325	0.0280293229840449	92
12h	PC-12	LT934125.1	+	830	125177	125236	125225	60	2399	0.0163746442149522	92
6h	PK-15	LT934125.1	+	649	125177	125241	125225	65	1758	0.0141775336897878	92
4h	PC-12	LT934125.1	+	275	125183	125229	125225	47	186	0.0186709496085123	92
12h	C6	LT934125.1	+	903	125189	125238	125225	50	4925	0.0344432089181685	92
2h	PK-15	LT934125.1	+	153	125192	125230	125225	39	101	0.0365677045619117	92
8h	C6	LT934125.1	+	472	125193	125288	125225	96	1210	0.0390637610976594	92
4h	PK-15	LT934125.1	+	359	125208	125285	125225	78	853	0.0346269383778518	92
2h	NRK	LT934125.1	+	51	125217	125225	125223	9	14	0.0453074433656958	92
8h	PK-15	LT934125.1	+	825	125217	125299	125225	83	3108	0.0136316387352576	92
2h	C6	LT934125.1	+	76	125221	125302	125223	82	32	0.0375146541617819	92
1.5h	PC-12	LT934125.1	+	50	125221	125225	125225	5	21	0.0464601769911505	92
1h	C6	LT934125.1	+	68	125222	125236	125223	15	36	0.0554699537750385	92
1h	PC-12	LT934125.1	+	66	125222	125225	125225	4	30	0.066815144766147	92
4h	C6	LT934125.1	+	117	125223	125230	125225	8	62	0.0325801366263794	92
1h	NRK	LT934125.1	+	23	125223	125225	125223	3	7	0.0707070707070707	92
2.5h	PC-12	LT934125.1	+	103	125223	125232	125223	10	63	0.0466321243523316	92
2h	PC-12	LT934125.1	+	128	125223	125229	125225	7	68	0.0453635757171448	92
8h	PC-12	LT934125.1	+	586	125889	125943	125913	55	16	0.000501598846322654	93
8h	PC-12	LT934125.1	+	587	125954	126053	125954	100	17	0.000532948774217819	94
12h	C6	LT934125.1	+	924	127987	128073	128061	87	110	0.000769289945380414	95
8h	PK-15	LT934125.1	+	847	127996	128074	128051	79	120	0.000526318097886394	95
8h	PC-12	LT934125.1	+	591	127999	128064	128047	66	26	0.000815098125274312	95
12h	PC-12	LT934125.1	+	850	128001	128073	128061	73	106	0.000723514917375962	95
4h	PK-15	LT934125.1	+	367	128015	128089	128073	75	16	0.000649508808963222	95
6h	C6	LT934125.1	+	362	128051	128079	128061	29	11	0.000948684777921518	95
6h	PK-15	LT934125.1	+	664	128057	128128	128073	72	92	0.000741941467269897	95
8h	PC-12	LT934125.1	+	592	128068	128111	128083	44	37	0.00115994733212114	95
12h	C6	LT934125.1	+	925	128076	128136	128083	61	74	0.000517522326892278	95
8h	PC-12	LT934125.1	+	593	128161	128190	128189	30	44	0.0013793968273873	96
12h	PC-12	LT934125.1	+	852	128174	128221	128189	48	86	0.000587002668814459	96
12h	C6	LT934125.1	+	926	128182	128258	128189	77	147	0.00102805110882655	96
6h	PK-15	LT934125.1	+	665	128182	128258	128189	77	68	0.000548391519286446	96
6h	PC-12	LT934125.1	+	518	128184	128221	128185	38	26	0.00069292681626779	96
8h	C6	LT934125.1	+	485	128185	128212	128189	28	21	0.000677966101694915	96
4h	PC-12	LT934125.1	+	282	128185	128190	128185	6	7	0.000702670146556916	96
4h	PK-15	LT934125.1	+	369	128185	128225	128185	41	17	0.000690103109523423	96
8h	PC-12	LT934125.1	+	611	136099	136174	136158	76	34	0.00106589754843564	97
8h	C6	LT934125.1	+	494	136104	136174	136158	71	37	0.00119451170298628	97
8h	PK-15	LT934125.1	+	886	136111	136184	136158	74	411	0.0018026394852609	97
12h	C6	LT934125.1	+	954	136114	136181	136158	68	174	0.00121687682269265	97
6h	C6	LT934125.1	+	365	136117	136158	136158	42	8	0.000689952565761104	97
12h	PC-12	LT934125.1	+	883	136138	136224	136158	87	173	0.00118083095005699	97
6h	PK-15	LT934125.1	+	683	136153	136225	136158	73	155	0.00125001008072646	97
12h	PK-15	LT934125.1	+	905	136154	136178	136158	25	223	0.000510297482837529	97
2h	PK-15	LT934125.1	+	162	136154	136245	136158	92	39	0.0141202027516293	97
1h	PK-15	LT934125.1	+	37	136156	136162	136158	7	63	0.184210526315789	97
4h	PC-12	LT934125.1	+	285	136157	136178	136158	22	6	0.000602288697048785	97
6h	PC-12	LT934125.1	+	528	136157	136201	136158	45	31	0.000826181973242364	97
4h	PK-15	LT934125.1	+	376	136157	136201	136158	45	47	0.00190793212632946	97
6h	PC-12	LT934125.1	+	529	136265	136351	136348	87	22	0.00058632269068813	98
8h	PC-12	LT934125.1	+	612	136292	136378	136348	87	26	0.000815098125274312	98
12h	PC-12	LT934125.1	+	884	136298	136374	136348	77	88	0.00060065389367061	98
8h	PK-15	LT934125.1	+	888	136314	136396	136348	83	294	0.00128947933982167	98
6h	PK-15	LT934125.1	+	685	136333	136385	136348	53	240	0.00193549947983451	98
12h	C6	LT934125.1	+	956	136335	136396	136348	62	211	0.00147563798613879	98
6h	C6	LT934125.1	+	367	136338	136372	136348	35	9	0.000776196636481242	98
4h	PC-12	LT934125.1	+	286	136339	136348	136348	10	7	0.000702670146556916	98
4h	PK-15	LT934125.1	+	378	136339	136432	136348	94	93	0.00377526995209873	98
1h	PK-15	LT934125.1	+	50	140733	140808	140808	76	7	0.0204678362573099	99
8h	PC-12	LT934125.1	-	5	3291	3351	3305	61	17	0.000532948774217819	1
6h	C6	LT934125.1	-	6	3838	3912	3910	75	54	0.00465717981888745	2
4h	PC-12	LT934125.1	-	6	3838	3912	3911	75	20	0.00200762899016262	2
4h	C6	LT934125.1	-	1	3847	3942	3910	96	8	0.00420388859695218	2
12h	C6	LT934125.1	-	20	3870	3942	3910	73	123	0.000860206029834463	2
6h	PC-12	LT934125.1	-	12	3876	3942	3912	67	57	0.00151910878951015	2
8h	C6	LT934125.1	-	15	3877	3942	3910	66	56	0.00180790960451977	2
2h	PC-12	LT934125.1	-	5	3877	3912	3910	36	13	0.00867244829886591	2
8h	PC-12	LT934125.1	-	10	3877	3953	3910	77	40	0.00125399711580663	2
4h	PK-15	LT934125.1	-	9	3877	3959	3910	83	59	0.00239506373305188	2
6h	PK-15	LT934125.1	-	15	3877	3913	3910	37	142	0.00114517052556875	2
8h	PK-15	LT934125.1	-	17	3877	3912	3910	36	186	0.000815793051723911	2
2.5h	PC-12	LT934125.1	-	4	3880	3911	3908	32	14	0.0103626943005181	2
2h	PK-15	LT934125.1	-	8	3905	3942	3910	38	27	0.00977552498189718	2
1h	C6	LT934125.1	-	2	3908	3910	3908	3	8	0.012326656394453	2
1.5h	PC-12	LT934125.1	-	1	3908	3914	3910	7	10	0.0221238938053097	2
6h	C6	LT934125.1	-	8	4146	4210	4210	65	6	0.000517464424320828	3
6h	C6	LT934125.1	-	11	4893	4927	4925	35	8	0.000689952565761104	4
4h	PC-12	LT934125.1	-	14	8909	8997	8997	89	5	0.000501907247540655	5
6h	PC-12	LT934125.1	-	24	8997	9080	8997	84	28	0.00074622887905762	5
4h	PC-12	LT934125.1	-	17	9406	9499	9494	94	81	0.0081308974101586	6
6h	C6	LT934125.1	-	20	9420	9499	9494	80	78	0.00672703751617076	6
8h	PC-12	LT934125.1	-	31	9433	9533	9494	101	61	0.00191234560160512	6
12h	C6	LT934125.1	-	52	9449	9534	9494	86	343	0.00239878592059529	6
2h	PK-15	LT934125.1	-	17	9451	9497	9494	47	25	0.00905141202027516	6
6h	PK-15	LT934125.1	-	40	9454	9499	9494	46	371	0.00299195961257752	6
8h	C6	LT934125.1	-	34	9455	9533	9494	79	164	0.00529459241323648	6
12h	PK-15	LT934125.1	-	50	9455	9534	9494	80	342	0.000782608695652174	6
8h	PK-15	LT934125.1	-	49	9455	9505	9494	51	521	0.00228509774165676	6
4h	C6	LT934125.1	-	7	9462	9534	9494	73	15	0.00788229111928534	6
4h	PK-15	LT934125.1	-	24	9465	9532	9494	68	162	0.00657627669075262	6
6h	PC-12	LT934125.1	-	28	9466	9533	9494	68	156	0.00415756089760674	6
2h	PC-12	LT934125.1	-	9	9475	9497	9494	23	17	0.0113408939292862	6
12h	PC-12	LT934125.1	-	50	9486	9533	9494	48	166	0.00113305166306047	6
2.5h	PC-12	LT934125.1	-	7	9490	9501	9494	12	19	0.0140636565507032	6
1h	C6	LT934125.1	-	3	9494	9498	9494	5	8	0.012326656394453	6
2h	C6	LT934125.1	-	7	9494	9498	9494	5	12	0.0140679953106682	6
2h	NRK	LT934125.1	-	5	9494	9500	9494	7	6	0.0194174757281553	6
1.5h	PC-12	LT934125.1	-	4	9494	9500	9494	7	9	0.0199115044247788	6
1h	PC-12	LT934125.1	-	3	9494	9494	9494	1	5	0.0111358574610245	6
6h	C6	LT934125.1	-	21	9526	9592	9526	67	6	0.000517464424320828	6
2.5h	PC-12	LT934125.1	-	9	16919	16991	16919	73	6	0.00444115470022206	7
4h	PC-12	LT934125.1	-	24	17123	17159	17123	37	6	0.000602288697048785	8
8h	PK-15	LT934125.1	-	81	17273	17348	17341	76	156	0.000684213527252313	9
12h	C6	LT934125.1	-	102	17279	17379	17341	101	204	0.00142668317143277	9
12h	PC-12	LT934125.1	-	95	17297	17379	17341	83	181	0.00123543584948159	9
6h	PC-12	LT934125.1	-	45	17300	17389	17341	90	30	0.00079953094184745	9
6h	C6	LT934125.1	-	31	17303	17363	17303	61	8	0.000689952565761104	9
6h	PK-15	LT934125.1	-	66	17315	17376	17341	62	82	0.000661295655610126	9
8h	C6	LT934125.1	-	52	17333	17407	17341	75	40	0.00129136400322841	9
12h	PK-15	LT934125.1	-	95	17333	17379	17341	47	229	0.000524027459954233	9
4h	PK-15	LT934125.1	-	33	17333	17373	17341	41	18	0.000730697410083624	9
4h	PC-12	LT934125.1	-	26	17338	17373	17341	36	13	0.0013049588436057	9
8h	PC-12	LT934125.1	-	61	17339	17402	17341	64	44	0.0013793968273873	9
4h	PC-12	LT934125.1	-	27	17437	17472	17456	36	6	0.000602288697048785	10
8h	C6	LT934125.1	-	53	17440	17509	17440	70	19	0.000613397901533495	10
6h	PC-12	LT934125.1	-	46	17440	17509	17440	70	22	0.00058632269068813	10
8h	PC-12	LT934125.1	-	63	17535	17593	17551	59	18	0.000564298702112985	11
8h	C6	LT934125.1	-	54	17537	17626	17551	90	16	0.000516545601291364	11
6h	C6	LT934125.1	-	37	17970	18019	17978	50	7	0.000603708495040966	12
12h	C6	LT934125.1	-	127	19423	19483	19471	61	917	0.00641308072648945	13
6h	PK-15	LT934125.1	-	88	19434	19524	19471	91	429	0.0034597053202042	13
6h	PC-12	LT934125.1	-	61	19435	19516	19473	82	248	0.00660945578593892	13
8h	PK-15	LT934125.1	-	105	19435	19484	19471	50	2161	0.00947811174610415	13
6h	C6	LT934125.1	-	45	19440	19533	19471	94	147	0.0126778783958603	13
4h	PK-15	LT934125.1	-	47	19440	19473	19471	34	72	0.0029227896403345	13
12h	PK-15	LT934125.1	-	121	19446	19524	19471	79	4352	0.00995881006864989	13
12h	PC-12	LT934125.1	-	119	19455	19533	19471	79	1082	0.00738531264717727	13
8h	PC-12	LT934125.1	-	79	19462	19523	19471	62	254	0.00796288168537212	13
8h	C6	LT934125.1	-	64	19466	19514	19471	49	134	0.00432606941081517	13
1h	C6	LT934125.1	-	9	19467	19514	19473	48	8	0.012326656394453	13
4h	PC-12	LT934125.1	-	36	19469	19473	19473	5	72	0.00722746436458542	13
2h	PK-15	LT934125.1	-	25	19469	19473	19471	5	13	0.00470673425054309	13
4h	C6	LT934125.1	-	17	19470	19473	19471	4	27	0.0141881240147136	13
2h	PC-12	LT934125.1	-	18	19470	19473	19471	4	8	0.00533689126084056	13
8h	C6	LT934125.1	-	71	21888	21944	21941	57	29	0.000936238902340597	14
8h	PC-12	LT934125.1	-	87	21894	21971	21941	78	40	0.00125399711580663	14
6h	PK-15	LT934125.1	-	97	21917	21969	21941	53	63	0.00050806861345656	14
6h	PC-12	LT934125.1	-	70	21919	21985	21944	67	46	0.00122594744416609	14
12h	PC-12	LT934125.1	-	133	21923	21994	21941	72	100	0.000682561242807511	14
4h	PK-15	LT934125.1	-	53	21937	21985	21941	49	21	0.000852480311764228	14
4h	PC-12	LT934125.1	-	41	21938	21947	21939	10	16	0.00160610319213009	14
2h	PK-15	LT934125.1	-	30	21938	21968	21938	31	6	0.00217233888486604	14
6h	C6	LT934125.1	-	52	21939	21967	21939	29	7	0.000603708495040966	14
4h	PC-12	LT934125.1	-	44	22362	22458	22379	97	6	0.000602288697048785	15
6h	PC-12	LT934125.1	-	74	22368	22463	22458	96	19	0.000506369596503385	15
2h	PK-15	LT934125.1	-	35	22904	22955	22904	52	5	0.00181028240405503	16
6h	PK-15	LT934125.1	-	121	25225	25316	25313	92	102	0.000822587278929669	17
8h	C6	LT934125.1	-	89	25230	25313	25313	84	28	0.000903954802259887	17
1h	C6	LT934125.1	-	14	25232	25313	25232	82	6	0.00924499229583975	17
12h	C6	LT934125.1	-	174	25273	25315	25313	43	105	0.000734322220590395	17
8h	PK-15	LT934125.1	-	148	25273	25325	25313	53	301	0.00132018122886504	17
4h	PK-15	LT934125.1	-	68	25298	25315	25313	18	28	0.00113664041568564	17
8h	PC-12	LT934125.1	-	102	25301	25363	25313	63	16	0.000501598846322654	17
6h	C6	LT934125.1	-	65	25309	25320	25313	12	16	0.00137990513152221	17
2h	PK-15	LT934125.1	-	40	25310	25315	25313	6	20	0.00724112961622013	17
8h	PC-12	LT934125.1	-	111	28738	28815	28759	78	25	0.000783748197379146	18
4h	PC-12	LT934125.1	-	58	29046	29080	29046	35	6	0.000602288697048785	19
6h	C6	LT934125.1	-	72	29238	29316	29291	79	10	0.00086244070720138	20
4h	PK-15	LT934125.1	-	75	29263	29344	29288	82	14	0.000568320207842819	20
8h	PC-12	LT934125.1	-	118	29327	29418	29411	92	1001	0.031381277823061	20
6h	PK-15	LT934125.1	-	136	29338	29420	29411	83	3174	0.0255969806208115	20
12h	C6	LT934125.1	-	201	29342	29427	29412	86	3436	0.0240298204757009	20
12h	PK-15	LT934125.1	-	179	29348	29418	29412	71	12391	0.0283546910755149	20
6h	PC-12	LT934125.1	-	102	29355	29417	29411	63	588	0.01567080646021	20
6h	C6	LT934125.1	-	73	29359	29417	29412	59	250	0.0215610176800345	20
8h	C6	LT934125.1	-	101	29364	29424	29414	61	839	0.0270863599677159	20
8h	PK-15	LT934125.1	-	171	29366	29422	29411	57	7350	0.0322369834955416	20
2h	PK-15	LT934125.1	-	44	29372	29414	29411	43	23	0.00832729905865315	20
12h	PC-12	LT934125.1	-	183	29378	29432	29411	55	4190	0.0285993160736347	20
2h	PC-12	LT934125.1	-	26	29378	29414	29412	37	17	0.0113408939292862	20
4h	PK-15	LT934125.1	-	76	29380	29417	29411	38	671	0.0272387756758951	20
2.5h	PC-12	LT934125.1	-	27	29403	29414	29409	12	18	0.0133234641006662	20
2h	C6	LT934125.1	-	15	29404	29414	29409	11	10	0.0117233294255569	20
4h	PC-12	LT934125.1	-	61	29404	29417	29411	14	130	0.013049588436057	20
4h	C6	LT934125.1	-	26	29407	29414	29414	8	39	0.0204939569101419	20
2h	NRK	LT934125.1	-	9	29408	29414	29412	7	5	0.0161812297734628	20
6h	C6	LT934125.1	-	74	29507	29572	29507	66	9	0.000776196636481242	21
6h	PC-12	LT934125.1	-	109	30812	30909	30877	98	24	0.00063962475347796	22
6h	C6	LT934125.1	-	80	30822	30882	30877	61	19	0.00163863734368262	22
12h	C6	LT934125.1	-	215	30873	30917	30877	45	85	0.00059445132143032	22
4h	PC-12	LT934125.1	-	66	30873	30882	30873	10	5	0.000501907247540655	22
12h	PC-12	LT934125.1	-	205	32778	32874	32842	97	76	0.000518746544533708	23
6h	C6	LT934125.1	-	85	32836	32870	32842	35	7	0.000603708495040966	23
8h	PC-12	LT934125.1	-	136	32836	32890	32842	55	22	0.000689698413693649	23
4h	PC-12	LT934125.1	-	76	33928	33969	33928	42	5	0.000501907247540655	24
8h	PC-12	LT934125.1	-	151	34379	34478	34478	100	24	0.00075239826948398	25
1h	C6	LT934125.1	-	19	34405	34480	34474	76	7	0.0107858243451464	25
6h	C6	LT934125.1	-	93	34405	34480	34474	76	36	0.00310478654592497	25
4h	PK-15	LT934125.1	-	90	34420	34478	34478	59	15	0.00060891450840302	25
8h	C6	LT934125.1	-	126	34430	34478	34478	49	38	0.00122679580306699	25
1h	PC-12	LT934125.1	-	14	34436	34478	34474	43	6	0.0133630289532294	25
4h	PC-12	LT934125.1	-	78	34436	34478	34478	43	8	0.000803051596065047	25
6h	PC-12	LT934125.1	-	126	34436	34494	34478	59	51	0.00135920260114066	25
6h	PK-15	LT934125.1	-	169	34436	34484	34474	49	71	0.000572585262784377	25
2h	PK-15	LT934125.1	-	49	34446	34480	34474	35	19	0.00687907313540912	25
2.5h	PC-12	LT934125.1	-	30	34474	34480	34474	7	7	0.00518134715025907	25
2h	PC-12	LT934125.1	-	32	34474	34478	34476	5	5	0.00333555703802535	25
8h	PK-15	LT934125.1	-	241	41918	41997	41995	80	134	0.00058772187597314	26
12h	PC-12	LT934125.1	-	263	41946	42003	41995	58	124	0.000846375941081313	26
12h	C6	LT934125.1	-	292	41981	41997	41995	17	119	0.000832231850002448	26
8h	PC-12	LT934125.1	-	164	41992	41997	41995	6	18	0.000564298702112985	26
12h	C6	LT934125.1	-	317	44823	44899	44889	77	397	0.00277643734832749	27
8h	C6	LT934125.1	-	147	44842	44893	44889	52	46	0.00148506860371267	27
12h	PK-15	LT934125.1	-	305	44842	44898	44889	57	321	0.000734553775743707	27
8h	PK-15	LT934125.1	-	265	44849	44947	44889	99	278	0.00121930359343681	27
12h	PC-12	LT934125.1	-	288	44876	44893	44889	18	138	0.000941934515074365	27
6h	PK-15	LT934125.1	-	209	44877	44893	44889	17	109	0.000879039347091509	27
4h	PC-12	LT934125.1	-	87	44885	44893	44885	9	5	0.000501907247540655	27
6h	C6	LT934125.1	-	109	44886	44893	44889	8	17	0.00146614920224235	27
6h	PC-12	LT934125.1	-	149	44886	44893	44889	8	43	0.00114599434998134	27
8h	PC-12	LT934125.1	-	180	44886	44901	44893	16	30	0.000940497836854975	27
4h	PK-15	LT934125.1	-	102	44886	44893	44889	8	14	0.000568320207842819	27
