chr	pos	strand	C6_12h	C6_4h	PC_12_12h	PC_12_4h	PK_15_12h	PK_15_4h
LT934125.1	81044	+	0	0	0	0	1	0
LT934125.1	81063	+	0	0	0	0	1	0
LT934125.1	81070	-	0	0	0	0	1	0
LT934125.1	81074	-	1	0	0	0	0	0
LT934125.1	81077	-	0	0	1	0	0	0
LT934125.1	81079	-	0	0	0	0	1	0
LT934125.1	81080	-	1	0	0	0	0	0
LT934125.1	81081	+	3	1	12	1	4	2
LT934125.1	81082	+	5	4	27	2	29	24
LT934125.1	81085	-	1	0	0	0	1	0
LT934125.1	81086	-	0	0	6	0	0	0
LT934125.1	81087	-	13	0	1	0	0	0
LT934125.1	81088	-	0	0	0	0	2	0
LT934125.1	81089	-	0	0	0	0	1	0
LT934125.1	81090	+	0	0	1	0	0	0
LT934125.1	81093	-	1	0	0	0	0	0
LT934125.1	81111	-	1	0	0	0	0	0
LT934125.1	81114	-	0	0	0	0	1	0
LT934125.1	81118	-	0	0	0	0	1	0
LT934125.1	81120	-	0	0	1	0	0	0
LT934125.1	81135	+	0	0	0	0	0	1
LT934125.1	81135	-	0	0	0	0	3	0
LT934125.1	81146	-	0	0	1	0	0	0
LT934125.1	81153	-	0	0	1	0	0	0
LT934125.1	81159	-	0	0	0	0	1	0
LT934125.1	81161	-	1	0	3	0	0	0
LT934125.1	81163	-	0	0	0	0	5	0
LT934125.1	81166	+	1	0	0	0	0	0
LT934125.1	81169	-	0	0	0	0	1	0
LT934125.1	81172	-	0	0	1	0	0	0
LT934125.1	81180	-	0	0	2	0	0	0
LT934125.1	81181	+	1	0	0	0	0	0
LT934125.1	81182	-	0	0	0	0	1	0
LT934125.1	81184	+	0	0	1	0	0	0
LT934125.1	81198	+	1	0	0	0	0	0
LT934125.1	81200	-	0	0	1	0	0	0
LT934125.1	81212	-	1	0	0	0	0	0
LT934125.1	81219	-	0	0	0	0	2	0
LT934125.1	81220	-	1	0	0	0	0	0
LT934125.1	81229	-	0	0	2	0	0	0
LT934125.1	81230	-	0	0	0	0	1	0
LT934125.1	81232	-	1	0	0	0	0	0
LT934125.1	81237	-	0	0	0	0	1	0
LT934125.1	81241	-	1	0	1	0	0	0
LT934125.1	81244	-	0	0	0	0	1	0
LT934125.1	81245	-	2	0	0	0	1	1
LT934125.1	81246	-	0	0	2	0	0	0
LT934125.1	81247	-	1	0	1	0	0	0
LT934125.1	81255	-	0	0	1	0	0	0
LT934125.1	81257	-	0	0	1	0	0	0
LT934125.1	81268	-	0	0	1	0	0	0
LT934125.1	81274	-	0	0	1	0	0	0
LT934125.1	81276	-	0	0	1	0	0	0
LT934125.1	81279	-	0	0	0	0	1	0
LT934125.1	81317	+	1	0	0	0	1	0
LT934125.1	81333	-	0	0	0	0	1	0
LT934125.1	81344	-	0	0	1	0	0	0
LT934125.1	81362	-	0	0	0	0	1	0
LT934125.1	81365	+	0	0	0	0	1	0
LT934125.1	81365	-	3	0	1	0	0	1
LT934125.1	81366	-	0	0	0	0	10	0
LT934125.1	81367	-	0	0	0	0	1	0
LT934125.1	81383	-	0	0	1	0	1	0
LT934125.1	81387	+	0	0	0	0	1	0
LT934125.1	81387	-	0	0	0	0	1	0
LT934125.1	81388	+	0	0	0	0	1	0
LT934125.1	81389	-	0	0	0	0	2	0
LT934125.1	81398	-	0	0	1	0	0	0
LT934125.1	81400	-	0	0	0	0	1	0
LT934125.1	81404	-	0	0	1	0	2	0
LT934125.1	81409	+	0	0	2	0	0	0
LT934125.1	81423	-	0	0	0	0	1	0
LT934125.1	81424	-	0	0	0	0	2	0
LT934125.1	81426	-	1	0	0	0	3	0
LT934125.1	81427	-	9	0	3	0	21	2
LT934125.1	81428	-	0	0	13	1	3	0
LT934125.1	81431	-	0	0	1	0	0	0
LT934125.1	81434	-	0	0	0	0	1	0
LT934125.1	81442	+	0	0	0	0	1	0
LT934125.1	81465	-	0	0	0	0	1	0
LT934125.1	81468	-	0	0	0	0	1	0
LT934125.1	81473	-	0	0	1	0	0	0
LT934125.1	81476	-	0	0	0	0	1	0
LT934125.1	81480	+	1	0	1	0	2	0
LT934125.1	81481	+	1	0	0	0	3	1
LT934125.1	81481	-	0	0	1	0	0	0
LT934125.1	81489	-	0	0	0	0	2	0
LT934125.1	81490	-	0	0	2	0	13	1
LT934125.1	81491	-	14	0	26	0	1	3
LT934125.1	81492	-	0	0	0	0	20	0
LT934125.1	81493	-	7	0	0	1	0	0
LT934125.1	81495	-	0	0	0	0	1	0
LT934125.1	81497	-	1	0	0	0	1	0
LT934125.1	81498	-	0	0	1	0	1	0
LT934125.1	81504	-	1	0	0	0	0	0
LT934125.1	81507	-	0	0	0	0	2	0
LT934125.1	81515	-	0	0	0	0	1	0
LT934125.1	81524	-	0	0	4	0	0	0
LT934125.1	81526	-	0	0	0	0	4	0
LT934125.1	81527	-	2	0	0	0	7	0
LT934125.1	81528	+	0	0	0	0	1	0
LT934125.1	81528	-	0	0	6	0	0	0
LT934125.1	81529	+	0	0	0	0	1	0
LT934125.1	81532	-	0	0	0	0	1	0
LT934125.1	81534	-	0	0	0	0	1	0
LT934125.1	81539	-	0	0	0	0	1	0
LT934125.1	81543	-	1	0	0	0	2	0
LT934125.1	81544	-	0	0	2	0	0	0
LT934125.1	81545	-	2	0	0	0	0	0
LT934125.1	81547	-	1	0	0	0	0	0
LT934125.1	81549	-	0	0	1	0	0	0
LT934125.1	81551	-	0	0	1	0	0	0
LT934125.1	81561	-	0	0	1	0	0	0
LT934125.1	81563	-	1	0	10	0	0	0
LT934125.1	81565	-	0	0	0	0	22	0
LT934125.1	81566	-	0	0	0	0	1	0
LT934125.1	81575	-	0	0	0	0	2	0
LT934125.1	81576	-	1	0	0	0	0	1
LT934125.1	81578	-	0	0	0	0	1	0
LT934125.1	81581	-	0	0	1	0	0	0
LT934125.1	81585	-	1	0	0	0	0	0
LT934125.1	81608	-	3	0	0	0	4	0
LT934125.1	81609	-	1	0	1	0	1	0
LT934125.1	81611	-	0	0	0	0	2	0
LT934125.1	81620	-	1	0	0	0	0	0
LT934125.1	81621	-	0	0	0	0	2	0
LT934125.1	81623	-	0	0	1	0	0	0
LT934125.1	81627	-	0	0	0	0	2	0
LT934125.1	81628	-	1	0	0	0	0	0
LT934125.1	81645	-	1	0	0	0	0	0
LT934125.1	81648	-	2	0	0	0	2	0
LT934125.1	81649	-	0	0	1	0	1	0
LT934125.1	81651	-	0	0	0	0	1	0
LT934125.1	81654	-	0	0	1	0	1	0
LT934125.1	81659	-	0	0	0	0	1	0
LT934125.1	81669	-	0	0	0	0	1	0
LT934125.1	81670	-	2	0	1	0	0	0
LT934125.1	81671	-	0	0	0	0	2	0
LT934125.1	81672	-	1	0	0	0	0	0
LT934125.1	81686	-	6	1	0	0	11	0
LT934125.1	81687	-	0	0	8	2	0	0
LT934125.1	81688	-	0	0	1	0	1	0
LT934125.1	81689	-	0	0	0	0	0	2
LT934125.1	81696	+	1	0	0	0	0	0
LT934125.1	81699	+	0	0	0	0	1	0
LT934125.1	81707	-	0	0	5	0	0	1
LT934125.1	81708	-	0	0	0	0	17	0
LT934125.1	81709	-	2	0	0	0	1	0
LT934125.1	81710	-	1	0	0	0	0	0
LT934125.1	81711	-	0	0	1	0	0	0
LT934125.1	81713	-	0	0	0	0	1	0
LT934125.1	81723	-	0	0	0	0	2	0
LT934125.1	81725	-	2	0	0	0	3	0
LT934125.1	81727	-	0	0	1	0	2	0
LT934125.1	81728	-	0	0	1	0	0	0
LT934125.1	81729	-	0	0	0	0	2	0
LT934125.1	81730	-	1	0	0	0	0	0
LT934125.1	81738	-	1	0	2	0	0	0
LT934125.1	81739	-	0	0	0	0	4	0
LT934125.1	81745	-	2	0	1	0	0	0
LT934125.1	81746	-	0	0	0	0	5	0
LT934125.1	81749	-	0	0	0	0	1	0
LT934125.1	81750	-	0	0	1	0	0	0
LT934125.1	81759	+	0	0	0	0	1	0
LT934125.1	81766	-	0	0	0	0	1	0
LT934125.1	81773	-	0	0	1	1	0	3
LT934125.1	81775	-	0	0	0	0	1	0
LT934125.1	81776	-	0	0	0	0	16	0
LT934125.1	81777	-	0	0	1	0	2	1
LT934125.1	81782	-	0	0	0	0	2	0
LT934125.1	81788	-	0	0	1	0	0	0
LT934125.1	81794	-	0	0	0	0	1	0
LT934125.1	81795	-	0	0	0	0	1	0
LT934125.1	81798	-	0	0	1	0	1	0
LT934125.1	81799	-	0	0	0	0	1	0
LT934125.1	81800	-	1	0	0	0	4	0
LT934125.1	81801	-	0	0	1	0	2	0
LT934125.1	81802	-	0	0	2	0	2	0
LT934125.1	81803	-	4	0	12	0	26	0
LT934125.1	81804	-	484	5	625	7	1420	43
LT934125.1	81805	-	388	8	567	7	1717	32
LT934125.1	81806	-	69	0	173	3	1221	22
LT934125.1	81807	-	0	0	1	0	5	0
LT934125.1	81808	-	9	1	33	2	221	6
LT934125.1	81809	-	0	0	1	0	0	0
LT934125.1	81810	-	13	0	56	3	330	18
LT934125.1	81811	-	0	0	1	0	0	0
LT934125.1	81812	-	0	0	0	0	30	6
LT934125.1	81813	-	0	0	6	0	0	1
LT934125.1	81814	-	0	0	0	0	4	0
LT934125.1	81815	-	1	0	0	1	0	0
LT934125.1	81821	-	0	0	2	0	0	1
LT934125.1	81822	-	0	0	1	0	0	0
LT934125.1	81828	-	0	0	1	0	0	0
LT934125.1	81829	+	0	0	0	0	3	0
LT934125.1	81831	-	0	0	0	0	0	1
LT934125.1	81834	-	0	0	4	0	7	1
LT934125.1	81836	-	1	0	8	0	3	3
LT934125.1	81837	+	1	0	0	0	0	0
LT934125.1	81837	-	0	0	0	0	1	0
LT934125.1	81838	-	0	0	0	0	1	0
LT934125.1	81840	-	12	0	1	0	10	0
LT934125.1	81842	-	1	0	2	0	6	2
LT934125.1	81848	-	0	0	0	0	1	0
LT934125.1	81854	-	0	0	0	0	0	1
LT934125.1	81856	-	0	0	0	0	0	1
LT934125.1	81862	-	0	0	0	0	3	1
LT934125.1	81863	+	0	0	0	0	2	0
LT934125.1	81870	-	0	0	1	0	1	0
LT934125.1	81872	-	0	0	0	0	0	1
LT934125.1	81874	-	0	0	0	0	0	1
LT934125.1	81877	-	0	0	1	0	0	0
LT934125.1	81879	-	0	0	0	0	0	1
LT934125.1	81881	-	0	0	0	1	0	1
LT934125.1	81884	-	0	0	0	0	0	1
LT934125.1	81886	-	1	0	0	0	0	0
LT934125.1	81887	-	0	0	0	0	0	1
LT934125.1	81889	-	0	0	4	0	15	10
LT934125.1	81890	-	0	0	0	0	1	0
LT934125.1	81893	-	3	0	12	1	15	7
LT934125.1	81894	-	0	0	1	0	1	0
LT934125.1	81897	-	5	0	12	0	18	1
LT934125.1	81898	-	0	0	0	0	1	0
LT934125.1	81900	-	1	0	0	0	0	9
LT934125.1	81902	-	0	0	2	0	0	0
LT934125.1	81911	-	0	0	0	0	1	0
LT934125.1	81915	+	0	0	1	0	0	0
LT934125.1	81917	-	0	0	1	0	1	0
LT934125.1	81920	-	1	0	1	0	0	0
LT934125.1	81936	-	0	0	0	0	1	0
LT934125.1	81960	-	0	0	0	0	1	0
LT934125.1	81961	-	0	0	0	0	1	0
LT934125.1	81971	+	0	0	1	0	0	0
LT934125.1	81972	+	0	0	0	0	1	0
LT934125.1	81975	+	0	0	0	0	1	0
LT934125.1	81978	+	0	0	0	0	1	0
LT934125.1	81981	-	0	0	1	0	1	0
LT934125.1	81987	+	1	0	0	0	0	0
LT934125.1	82000	+	0	0	0	0	1	0
LT934125.1	82010	-	1	0	0	0	0	0
LT934125.1	82012	-	0	0	0	0	1	0
LT934125.1	82018	-	0	0	0	0	1	0
LT934125.1	82020	-	0	0	1	0	1	0
LT934125.1	82023	-	0	0	5	0	10	0
LT934125.1	82024	-	2	0	0	0	5	0
LT934125.1	82026	-	0	0	1	0	8	0
LT934125.1	82047	+	0	0	0	0	0	1
LT934125.1	82048	+	0	0	0	0	0	1
LT934125.1	82051	+	0	0	0	0	1	0
LT934125.1	82057	-	1	0	0	0	0	0
LT934125.1	82076	-	2	0	0	0	0	0
LT934125.1	82095	+	0	0	0	0	1	0
LT934125.1	82100	+	1	0	0	0	0	0
LT934125.1	82139	-	0	0	2	0	0	0
LT934125.1	82142	+	0	0	1	0	0	0
LT934125.1	82179	-	0	0	1	0	0	0
LT934125.1	82203	-	0	0	0	0	0	1
LT934125.1	82212	-	0	0	0	0	0	1
LT934125.1	82213	-	0	0	1	0	0	0
LT934125.1	82221	-	0	0	0	0	1	0
LT934125.1	82256	-	0	0	1	0	0	0
LT934125.1	82324	-	0	0	1	0	1	0
LT934125.1	82327	-	0	0	0	0	1	0
LT934125.1	82329	-	0	0	1	0	0	0
LT934125.1	82384	+	0	1	0	0	0	0
LT934125.1	82403	+	0	0	0	0	1	0
LT934125.1	82426	+	0	1	0	0	0	0
LT934125.1	82433	-	1	0	0	0	0	0
LT934125.1	82436	+	0	0	0	1	0	0
LT934125.1	82468	+	1	0	0	0	0	0
LT934125.1	82470	+	0	0	0	0	1	0
LT934125.1	82471	+	0	0	0	0	1	2
LT934125.1	82473	-	0	0	1	0	0	0
LT934125.1	82474	+	0	0	1	0	0	0
LT934125.1	82476	+	0	0	3	0	0	0
LT934125.1	82478	+	0	0	3	0	0	0
LT934125.1	82479	+	0	0	1	0	1	0
LT934125.1	82483	+	0	0	1	0	0	0
LT934125.1	82509	+	0	0	1	0	2	0
LT934125.1	82518	-	0	0	0	0	1	0
LT934125.1	82560	+	0	0	0	0	0	1
LT934125.1	82566	+	1	0	0	0	0	0
LT934125.1	82647	-	0	0	0	0	1	0
LT934125.1	82654	+	0	0	0	0	1	0
LT934125.1	82678	+	0	0	1	0	0	0
LT934125.1	82717	+	0	0	0	0	1	0
LT934125.1	82719	+	0	0	0	0	1	0
LT934125.1	82733	+	0	0	0	0	1	0
LT934125.1	82743	+	0	0	0	0	0	1
LT934125.1	82745	+	0	0	0	0	0	1
LT934125.1	82807	+	0	0	0	0	1	0
LT934125.1	82812	-	1	0	0	0	0	0
LT934125.1	82815	-	0	0	1	0	0	0
LT934125.1	82820	-	0	0	1	0	0	0
LT934125.1	82896	+	0	0	0	0	0	1
LT934125.1	82907	+	0	0	0	0	1	0
LT934125.1	82915	-	0	0	0	0	1	0
LT934125.1	82930	+	0	0	0	0	1	0
LT934125.1	82940	+	0	0	1	0	0	0
LT934125.1	82990	+	0	0	0	0	1	0
LT934125.1	83034	+	0	0	1	0	0	0
LT934125.1	83048	-	0	0	0	0	1	0
LT934125.1	83081	-	0	0	0	0	1	0
LT934125.1	83100	-	0	0	1	0	0	0
LT934125.1	83103	-	0	0	2	0	2	0
LT934125.1	83104	-	0	0	0	0	1	0
LT934125.1	83131	+	0	0	1	0	0	1
LT934125.1	83159	+	0	0	0	0	1	0
LT934125.1	83200	-	0	0	0	0	2	0
LT934125.1	83202	-	0	0	2	0	8	1
LT934125.1	83205	-	1	0	0	0	3	0
LT934125.1	83225	-	1	0	0	0	0	0
LT934125.1	83233	-	0	0	1	0	0	0
LT934125.1	83259	-	0	0	1	0	0	0
LT934125.1	83267	-	0	0	1	0	0	0
LT934125.1	83286	-	0	1	0	0	0	0
LT934125.1	83293	-	0	0	0	0	1	0
LT934125.1	83345	+	0	0	0	0	1	0
LT934125.1	83363	+	0	0	0	0	1	0
LT934125.1	83498	+	0	0	0	0	1	0
LT934125.1	83578	+	1	0	0	0	0	0
LT934125.1	83713	-	1	0	0	0	0	0
LT934125.1	83730	-	0	0	0	0	1	0
LT934125.1	83752	+	1	0	0	0	0	0
LT934125.1	83770	+	0	0	0	0	1	0
LT934125.1	83792	+	1	0	0	1	2	0
LT934125.1	83814	-	0	0	0	0	1	0
LT934125.1	83854	+	0	0	0	0	1	0
LT934125.1	83871	-	0	0	0	0	1	0
LT934125.1	83891	+	0	0	0	0	1	0
LT934125.1	83906	-	0	0	0	0	1	0
LT934125.1	83926	-	0	0	0	0	4	0
LT934125.1	83953	-	0	0	0	0	1	0
LT934125.1	83973	+	0	0	0	0	5	0
LT934125.1	83974	+	0	0	0	0	1	0
LT934125.1	83975	+	0	0	2	0	11	0
LT934125.1	83976	+	0	0	0	0	1	0
LT934125.1	83976	-	0	0	0	0	1	0
LT934125.1	83977	+	0	0	1	0	0	0
LT934125.1	83978	+	0	0	5	0	17	4
LT934125.1	83979	+	0	0	0	0	1	1
LT934125.1	83980	+	0	0	0	0	2	1
LT934125.1	83982	+	0	0	0	0	0	1
LT934125.1	84009	-	0	0	0	0	1	0
LT934125.1	84046	+	0	0	0	0	1	0
LT934125.1	84060	-	0	0	0	0	1	0
LT934125.1	84066	+	0	0	0	0	1	0
LT934125.1	84185	+	0	0	0	0	1	0
LT934125.1	84206	+	0	0	0	0	1	0
LT934125.1	84225	+	0	0	0	0	1	0
LT934125.1	84445	-	0	0	0	0	1	0
LT934125.1	84470	-	0	0	1	0	0	0
LT934125.1	84476	-	1	0	0	0	0	0
LT934125.1	84500	-	0	0	1	0	0	0
LT934125.1	84518	-	1	0	0	0	0	0
LT934125.1	84582	+	0	0	0	0	1	0
LT934125.1	84600	-	0	0	0	0	1	0
LT934125.1	84619	+	0	0	0	0	0	1
LT934125.1	84619	-	0	0	1	0	0	0
LT934125.1	84645	+	0	0	1	0	0	0
LT934125.1	84701	+	0	0	0	0	0	1
LT934125.1	84711	-	0	0	0	0	2	0
LT934125.1	84732	+	2	0	0	0	0	0
LT934125.1	84768	+	0	0	0	0	1	0
LT934125.1	84774	+	0	0	0	0	1	0
LT934125.1	84775	+	0	0	0	0	0	1
LT934125.1	84804	+	0	0	1	0	0	0
LT934125.1	84837	+	0	0	1	0	0	0
LT934125.1	84850	+	0	0	1	0	0	0
LT934125.1	84897	+	0	0	1	0	0	0
LT934125.1	84957	+	0	0	0	0	1	0
LT934125.1	84960	-	0	0	0	0	1	0
LT934125.1	84963	-	1	0	0	0	0	0
LT934125.1	84990	+	0	0	0	0	3	0
LT934125.1	84995	+	0	0	0	0	1	0
LT934125.1	85064	+	0	0	0	0	0	1
LT934125.1	85089	+	1	0	0	0	0	1
LT934125.1	85104	+	0	0	0	0	1	0
LT934125.1	85150	+	0	0	0	0	1	0
LT934125.1	85196	+	1	0	0	0	0	0
LT934125.1	85250	-	0	0	0	0	1	0
LT934125.1	85270	+	0	0	0	0	1	0
LT934125.1	85271	+	0	0	0	0	1	0
LT934125.1	85275	-	0	0	0	0	1	0
LT934125.1	85330	+	0	0	0	0	1	0
LT934125.1	85338	-	0	0	0	0	1	0
LT934125.1	85407	+	0	0	0	0	1	0
LT934125.1	85422	+	0	0	1	0	0	0
LT934125.1	85448	-	0	0	0	0	1	0
LT934125.1	85462	+	0	0	0	0	1	1
LT934125.1	85463	+	0	0	0	0	1	0
LT934125.1	85473	+	0	0	0	0	2	0
LT934125.1	85476	+	0	0	0	0	1	0
LT934125.1	85480	-	0	0	0	0	1	0
LT934125.1	85489	+	0	0	0	0	1	0
LT934125.1	85492	+	0	0	0	1	0	0
LT934125.1	85494	+	0	0	0	0	0	1
LT934125.1	85503	+	0	0	0	0	1	0
LT934125.1	85507	+	0	0	0	0	1	0
LT934125.1	85553	+	0	0	1	0	0	0
LT934125.1	85564	+	0	0	0	0	1	0
LT934125.1	85581	+	0	0	0	0	0	1
LT934125.1	85590	+	0	0	1	0	0	0
LT934125.1	85598	+	0	0	1	0	0	0
LT934125.1	85604	-	0	0	0	0	1	0
LT934125.1	85609	+	0	0	0	0	1	0
LT934125.1	85627	-	0	0	0	0	1	0
LT934125.1	85654	-	0	0	0	0	2	0
LT934125.1	85656	-	0	0	0	0	15	0
LT934125.1	85671	+	0	0	0	0	1	0
LT934125.1	85677	+	0	0	0	0	1	0
LT934125.1	85704	+	0	0	1	0	0	0
LT934125.1	85705	-	0	0	0	0	1	0
LT934125.1	85707	+	0	0	0	0	0	1
LT934125.1	85716	+	0	0	1	0	0	0
LT934125.1	85725	+	0	0	0	0	1	0
LT934125.1	85740	+	0	0	0	0	1	0
LT934125.1	85757	+	0	0	0	0	0	1
LT934125.1	85795	+	0	0	1	0	0	0
LT934125.1	85806	+	0	0	1	0	0	0
LT934125.1	85859	+	0	0	0	0	1	0
LT934125.1	85866	+	1	0	0	0	0	0
LT934125.1	85940	+	0	0	0	0	1	0
LT934125.1	85968	-	0	0	0	0	1	0
LT934125.1	85981	-	1	0	0	0	0	0
LT934125.1	85989	+	0	0	0	0	1	0
LT934125.1	85990	-	0	0	0	0	1	0
LT934125.1	86012	-	0	0	1	0	0	0
LT934125.1	86053	+	0	0	0	0	1	0
LT934125.1	86080	+	0	0	0	0	1	0
LT934125.1	86080	-	0	0	0	0	1	0
LT934125.1	86081	-	0	0	0	0	3	0
LT934125.1	86114	-	0	0	0	0	1	0
LT934125.1	86120	-	0	0	0	0	1	0
LT934125.1	86205	+	0	0	0	1	0	0
LT934125.1	86213	+	0	0	0	0	1	0
LT934125.1	86229	-	0	0	1	0	0	0
LT934125.1	86232	-	0	0	0	0	2	0
LT934125.1	86285	+	0	0	0	0	3	0
LT934125.1	86299	+	0	0	1	0	0	0
LT934125.1	86359	-	1	0	0	0	0	0
LT934125.1	86403	-	0	0	0	0	0	1
LT934125.1	86458	-	0	0	0	0	1	0
LT934125.1	86459	-	1	0	0	0	1	0
LT934125.1	86470	-	0	0	0	0	1	0
LT934125.1	86485	-	0	0	0	0	1	0
LT934125.1	86486	-	1	0	0	0	0	0
LT934125.1	86541	-	0	0	0	0	1	0
LT934125.1	86570	-	0	0	1	0	0	0
LT934125.1	86577	-	0	0	1	0	0	0
LT934125.1	86581	-	0	0	0	0	0	1
LT934125.1	86584	-	1	0	0	0	0	0
LT934125.1	86600	+	0	0	1	0	0	0
LT934125.1	86620	-	1	0	0	0	0	0
LT934125.1	86632	+	0	0	0	0	1	0
LT934125.1	86709	-	1	0	0	0	0	0
LT934125.1	86752	-	0	0	0	0	0	1
LT934125.1	86786	-	0	0	0	0	1	0
LT934125.1	86821	-	0	0	0	0	0	1
LT934125.1	86836	-	0	0	0	0	1	0
LT934125.1	86843	-	0	0	0	0	1	0
LT934125.1	86868	-	0	0	0	0	1	0
LT934125.1	86881	+	1	0	0	0	0	0
LT934125.1	86889	-	0	0	1	0	0	1
LT934125.1	86898	-	1	0	0	0	0	0
LT934125.1	86903	-	0	0	0	0	1	0
LT934125.1	86906	-	0	0	0	0	1	0
LT934125.1	86907	-	1	0	0	0	0	0
LT934125.1	86926	+	0	0	0	0	1	0
LT934125.1	86928	-	0	0	0	0	0	1
LT934125.1	86929	-	0	0	0	0	1	0
LT934125.1	86941	-	1	0	0	0	0	0
LT934125.1	86978	-	1	0	0	0	0	0
LT934125.1	86989	-	0	0	1	0	0	0
LT934125.1	86990	+	0	0	0	1	0	0
LT934125.1	86999	-	1	0	0	0	0	0
LT934125.1	87028	-	1	0	0	0	0	0
LT934125.1	87039	+	0	0	0	0	1	0
LT934125.1	87039	-	1	0	0	0	0	0
LT934125.1	87040	+	0	0	0	0	1	0
LT934125.1	87048	-	0	0	0	0	1	0
LT934125.1	87063	+	0	0	0	0	1	0
LT934125.1	87129	-	1	0	0	0	0	0
LT934125.1	87157	-	0	0	8	1	20	2
LT934125.1	87158	-	0	0	2	0	1	0
LT934125.1	87159	-	0	0	0	0	2	0
LT934125.1	87160	-	0	1	0	0	3	0
LT934125.1	87161	-	1	2	22	0	40	12
LT934125.1	87162	-	1	0	0	0	1	6
LT934125.1	87163	-	2	0	1	0	3	0
LT934125.1	87165	-	0	0	0	0	84	0
LT934125.1	87179	-	0	0	1	0	0	0
LT934125.1	87185	-	0	0	1	0	0	0
LT934125.1	87201	-	0	0	0	0	1	0
LT934125.1	87209	-	1	0	0	0	0	0
LT934125.1	87212	+	1	0	0	0	2	0
LT934125.1	87213	+	0	0	0	0	2	0
LT934125.1	87214	+	0	0	0	0	1	0
LT934125.1	87215	+	0	0	0	0	2	0
LT934125.1	87216	+	1	0	0	0	4	0
LT934125.1	87224	-	0	0	0	0	1	0
LT934125.1	87250	-	0	0	1	0	0	0
LT934125.1	87251	+	0	0	0	0	1	0
LT934125.1	87251	-	0	0	0	0	2	0
LT934125.1	87253	-	0	0	1	0	1	0
LT934125.1	87267	-	0	0	1	0	0	0
LT934125.1	87284	-	0	0	0	0	1	0
LT934125.1	87331	-	0	0	0	0	1	0
LT934125.1	87339	-	0	0	0	0	2	0
LT934125.1	87344	+	0	0	0	0	0	1
LT934125.1	87357	-	0	0	1	0	0	0
LT934125.1	87358	-	0	0	0	0	1	0
LT934125.1	87389	-	0	0	0	0	1	0
LT934125.1	87415	-	0	0	0	0	0	1
LT934125.1	87436	-	0	0	0	0	1	0
LT934125.1	87446	-	0	0	0	0	0	1
LT934125.1	87447	-	1	0	0	0	4	2
LT934125.1	87448	-	0	0	0	0	0	1
LT934125.1	87449	-	0	0	0	0	1	0
LT934125.1	87454	-	0	0	0	0	1	0
LT934125.1	87503	-	0	0	0	0	1	0
LT934125.1	87519	-	0	0	1	0	0	0
LT934125.1	87663	+	0	0	0	0	1	0
LT934125.1	87680	-	1	0	0	0	0	0
LT934125.1	87692	-	0	0	0	0	1	0
LT934125.1	87713	+	0	0	0	0	1	0
LT934125.1	87725	-	0	0	1	0	0	0
LT934125.1	87726	-	0	0	0	0	0	1
LT934125.1	87728	+	0	0	1	0	0	0
LT934125.1	87732	+	1	0	0	0	0	0
LT934125.1	87737	+	0	0	0	0	2	0
LT934125.1	87773	-	0	0	1	0	0	0
LT934125.1	87812	-	0	0	1	0	0	0
LT934125.1	87841	-	0	0	1	0	0	0
LT934125.1	87862	-	0	0	0	0	1	0
LT934125.1	87864	-	0	0	0	0	2	0
LT934125.1	87883	-	0	0	0	0	0	1
LT934125.1	87907	-	0	0	0	0	1	0
LT934125.1	87956	-	1	0	0	0	0	0
LT934125.1	87977	-	1	0	0	0	0	0
LT934125.1	87993	+	0	0	1	0	0	0
LT934125.1	87999	-	0	0	0	0	1	0
LT934125.1	88003	-	0	0	2	0	1	1
LT934125.1	88009	-	0	0	0	0	1	0
LT934125.1	88018	-	0	0	0	0	1	0
LT934125.1	88057	+	0	0	1	0	1	1
LT934125.1	88058	+	0	0	0	0	1	0
LT934125.1	88064	-	0	0	1	0	0	0
LT934125.1	88103	-	0	0	0	0	1	0
LT934125.1	88104	-	0	0	0	0	1	0
LT934125.1	88138	-	0	0	1	0	0	0
LT934125.1	88147	-	0	0	0	0	1	0
LT934125.1	88155	+	0	0	1	0	0	0
LT934125.1	88159	+	0	0	0	0	1	0
LT934125.1	88186	-	0	0	0	0	1	0
LT934125.1	88244	-	0	0	0	0	1	0
LT934125.1	88253	+	0	0	0	0	0	1
LT934125.1	88275	-	0	0	0	0	1	0
LT934125.1	88283	-	0	0	1	0	0	0
LT934125.1	88312	-	0	0	0	0	1	0
LT934125.1	88336	+	0	0	0	0	1	0
LT934125.1	88341	-	0	0	1	0	0	0
LT934125.1	88388	-	0	0	1	0	0	0
LT934125.1	88393	-	0	0	0	0	1	0
LT934125.1	88398	+	0	0	1	0	0	0
LT934125.1	88454	+	0	0	0	1	0	0
LT934125.1	88471	-	1	0	0	0	0	0
LT934125.1	88472	+	0	0	0	0	0	1
LT934125.1	88475	+	0	0	0	0	2	0
LT934125.1	88478	+	0	0	0	0	1	0
LT934125.1	88499	-	0	0	0	0	1	0
LT934125.1	88530	+	0	0	0	0	1	1
LT934125.1	88550	-	0	0	0	0	1	0
LT934125.1	88555	+	0	1	0	0	0	0
LT934125.1	88555	-	0	0	0	1	0	0
LT934125.1	88559	+	0	0	1	0	0	0
LT934125.1	88597	-	0	0	0	0	1	0
LT934125.1	88602	-	0	0	0	0	2	0
LT934125.1	88611	+	0	0	0	0	1	0
LT934125.1	88645	-	0	0	1	0	0	0
LT934125.1	88648	+	0	0	1	0	0	0
