seqnames	strand	TSS	TES	NOV_TX_ID	C6_dRNA	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_12h	NRK_dcDNA_1h	NRK_dcDNA_2h	NRK_dcDNA_4h	NRK_dcDNA_6h	NRK_dcDNA_8h	PC_12_dRNA	PC_12_dcDNA_0.5h	PC_12_dcDNA_1.5h	PC_12_dcDNA_12h	PC_12_dcDNA_1h	PC_12_dcDNA_2.5h	PC_12_dcDNA_2h	PC_12_dcDNA_4h	PC_12_dcDNA_6h	PC_12_dcDNA_8h	PK_15_dRNA	PK_15_dcDNA_12h	PK_15_dcDNA_1h	PK_15_dcDNA_2h	PK_15_dcDNA_4h	PK_15_dcDNA_6h	PK_15_dcDNA_8h
LT934125.1	+	121784	122914	NOV_TX_2698	0	0	0	0	0	0	0	703	0	0	17	70	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	121784	122915	NOV_TX_2697	0	1326	8	7	18	189	336	878	1	3	6	56	248	31	0	4	1107	3	12	18	114	603	367	200	3932	1	32	298	1342	3454
LT934125.1	+	121784	125230	NOV_TX_2699	0	22	1	0	1	0	7	13	0	0	0	0	9	0	0	0	5	0	0	0	0	1	5	0	26	0	0	1	10	49
LT934125.1	+	121784	126151	NOV_TX_2700	0	32	0	0	2	4	2	40	0	0	2	0	18	0	0	0	5	0	0	0	0	1	5	0	29	0	0	1	7	30
LT934125.1	+	121838	122914	NOV_TX_2703	0	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	121838	122915	NOV_TX_2702	0	176	1	0	1	3	52	37	0	0	0	1	4	1	0	0	76	0	0	2	10	37	19	15	273	0	0	18	76	149
LT934125.1	+	121838	125230	NOV_TX_2704	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
LT934125.1	+	121886	122915	NOV_TX_2705	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	0	30	0	287	0	0	8	0	207
LT934125.1	+	121901	122914	NOV_TX_2709	0	0	0	0	0	0	0	22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	121901	122915	NOV_TX_2708	0	171	1	0	1	0	0	61	0	0	1	0	18	4	0	0	147	0	1	0	0	0	0	32	0	0	4	8	95	0
LT934125.1	+	121925	122915	NOV_TX_2712	0	0	0	0	0	4	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
LT934125.1	+	121987	122915	NOV_TX_2713	0	5	0	0	0	0	16	0	0	0	0	0	2	1	0	0	6	1	0	0	0	0	0	2	0	0	0	2	65	115
LT934125.1	+	122028	122914	NOV_TX_2715	0	0	0	0	0	0	0	29	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122028	122915	NOV_TX_2714	0	95	0	0	1	4	0	93	0	0	2	5	27	5	0	0	100	0	1	0	5	33	0	19	196	0	0	18	0	0
LT934125.1	+	122118	122914	NOV_TX_2720	0	0	0	0	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122118	122915	NOV_TX_2719	0	27	0	0	0	0	3	10	0	0	0	4	8	5	0	0	20	0	0	0	1	6	9	21	39	0	0	2	17	24
LT934125.1	+	122181	122914	NOV_TX_2725	0	0	0	0	0	0	0	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122181	122915	NOV_TX_2723	0	57	0	2	0	1	14	31	0	0	1	4	8	1	0	1	46	0	0	1	3	5	24	14	85	0	0	7	29	42
LT934125.1	+	122244	122915	NOV_TX_2729	0	68	0	0	1	1	0	0	0	0	3	0	91	3	0	0	0	0	1	0	0	0	0	15	4	0	0	1	0	1
LT934125.1	+	122258	122915	NOV_TX_2733	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	181	0	0	14	0	0
LT934125.1	+	122289	122915	NOV_TX_2738	0	21	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LT934125.1	+	122302	122914	NOV_TX_2742	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122302	122915	NOV_TX_2739	0	424	0	1	4	0	83	0	1	1	7	29	0	6	0	1	597	0	1	0	30	142	0	15	768	0	0	57	304	639
LT934125.1	+	122302	125230	NOV_TX_2740	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2
LT934125.1	+	122302	126151	NOV_TX_2741	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
LT934125.1	+	122404	122914	NOV_TX_2747	0	0	0	0	0	0	0	21	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122404	122915	NOV_TX_2746	0	88	0	0	0	7	9	52	0	1	0	14	14	6	0	0	120	0	0	0	1	26	30	23	140	1	3	9	50	93
LT934125.1	+	122463	122914	NOV_TX_2752	0	0	0	0	0	0	0	68	0	0	4	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122463	122915	NOV_TX_2749	0	316	2	3	1	14	59	164	0	1	7	39	69	8	0	1	0	1	1	1	11	112	89	38	742	0	4	54	240	402
LT934125.1	+	122463	125230	NOV_TX_2750	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
LT934125.1	+	122463	126151	NOV_TX_2751	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
LT934125.1	+	122521	122914	NOV_TX_2760	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122521	122915	NOV_TX_2759	0	95	0	1	1	4	26	0	0	1	3	9	21	10	0	0	147	2	0	2	8	40	39	43	326	0	2	12	101	138
LT934125.1	+	122575	122915	NOV_TX_2763	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	0	0	400	839
LT934125.1	+	122610	122915	NOV_TX_2766	0	349	0	0	0	0	0	0	0	0	0	29	0	8	0	1	649	0	1	1	0	0	0	15	0	0	11	0	0	0
LT934125.1	+	122610	126151	NOV_TX_2768	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122639	122915	NOV_TX_2770	0	0	3	1	4	19	0	0	0	0	0	0	86	5	0	0	0	1	2	0	0	0	0	39	0	1	0	0	0	0
LT934125.1	+	122662	122915	NOV_TX_2773	0	156	0	0	0	0	0	0	1	0	0	0	0	4	0	1	217	0	1	1	0	0	0	30	0	0	0	0	0	0
LT934125.1	+	122698	122915	NOV_TX_2778	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	47	204	219	0	0	0	0	0	0	0
LT934125.1	+	122731	122915	NOV_TX_2782	0	137	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0
LT934125.1	+	122922	125230	NOV_TX_2787	0	10	1	0	0	3	2	11	0	0	1	0	5	2	0	0	6	0	0	2	0	3	1	3	10	0	1	2	12	37
LT934125.1	+	122922	126151	NOV_TX_2788	0	10	0	0	0	2	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	5
LT934125.1	+	122979	124808	NOV_TX_2791	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	10	0	0	2	1	9
LT934125.1	+	122979	125131	NOV_TX_2792	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0	0	0	1
LT934125.1	+	122979	125230	NOV_TX_2789	0	381	5	3	10	50	87	310	1	3	5	12	128	4	0	1	137	4	1	20	11	38	93	46	771	2	20	44	285	1176
LT934125.1	+	122979	126151	NOV_TX_2790	1	311	2	0	4	42	42	206	0	0	0	32	95	4	0	0	38	2	0	2	7	13	38	17	227	1	2	5	76	268
LT934125.1	+	123036	125230	NOV_TX_2793	0	39	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123036	126151	NOV_TX_2794	0	48	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123048	125230	NOV_TX_2795	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	5	5	1	16	0	0	4	7	13
LT934125.1	+	123048	126151	NOV_TX_2796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	2	6	0	0	0	3	5
LT934125.1	+	123059	125230	NOV_TX_2797	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123059	126151	NOV_TX_2798	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	123096	125230	NOV_TX_2799	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	123254	126151	NOV_TX_2804	0	1	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
LT934125.1	+	123278	125230	NOV_TX_2805	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
LT934125.1	+	123362	125230	NOV_TX_2809	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	6	0	0	0	0	7
LT934125.1	+	123447	125230	NOV_TX_2814	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	2	1	4
LT934125.1	+	123468	125230	NOV_TX_2816	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	123468	126151	NOV_TX_2817	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	123510	125230	NOV_TX_2820	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LT934125.1	+	123528	125230	NOV_TX_2822	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	1	0	0	0	0	5
LT934125.1	+	123560	125230	NOV_TX_2823	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LT934125.1	+	123560	126151	NOV_TX_2824	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1
LT934125.1	+	123587	125230	NOV_TX_2825	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	4	0
LT934125.1	+	123612	125230	NOV_TX_2827	2	5	0	0	0	0	4	9	0	0	1	0	2	2	0	0	4	0	0	0	0	1	0	4	9	0	0	0	0	16
LT934125.1	+	123612	126151	NOV_TX_2828	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	4
LT934125.1	+	123639	125230	NOV_TX_2829	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LT934125.1	+	123639	126151	NOV_TX_2830	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
LT934125.1	+	123693	125230	NOV_TX_2831	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	11	2	3	0	0	0	1	2
LT934125.1	+	123693	126151	NOV_TX_2832	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
LT934125.1	+	123717	125230	NOV_TX_2833	1	12	0	0	0	1	5	4	0	0	1	0	0	1	0	0	22	0	0	0	0	2	0	0	16	0	0	0	5	28
LT934125.1	+	123717	126151	NOV_TX_2834	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	4
LT934125.1	+	123755	125230	NOV_TX_2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	6	0
LT934125.1	+	123768	125230	NOV_TX_2837	0	0	0	0	0	0	1	0	0	0	0	0	5	2	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0
LT934125.1	+	123780	125230	NOV_TX_2839	0	4	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	18
LT934125.1	+	123780	126151	NOV_TX_2840	0	11	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4
LT934125.1	+	123824	125230	NOV_TX_2841	0	14	0	0	0	2	4	6	0	0	0	0	2	0	0	0	3	0	0	1	0	1	7	2	4	0	1	0	2	9
LT934125.1	+	123824	126151	NOV_TX_2842	0	8	0	0	0	1	1	8	0	0	0	0	2	0	0	0	2	0	0	0	0	1	3	0	1	0	0	0	0	1
LT934125.1	+	123878	125230	NOV_TX_2843	0	10	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	4	0	1	0	2	6
LT934125.1	+	123878	126151	NOV_TX_2844	1	10	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	123920	125230	NOV_TX_2845	0	7	0	0	0	0	1	15	0	0	0	1	0	0	0	0	4	0	0	1	0	7	6	2	6	0	0	1	7	8
LT934125.1	+	123920	126151	NOV_TX_2846	1	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	1	2
LT934125.1	+	123942	125230	NOV_TX_2847	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
LT934125.1	+	123979	125230	NOV_TX_2850	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	4	0	0	1	1	3
LT934125.1	+	124010	125230	NOV_TX_2852	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	7	0
LT934125.1	+	124010	126151	NOV_TX_2853	0	10	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
LT934125.1	+	124040	125230	NOV_TX_2854	0	6	1	0	0	1	4	8	0	0	0	0	2	1	0	0	10	0	0	0	0	1	0	2	7	0	1	3	0	18
LT934125.1	+	124040	126151	NOV_TX_2855	0	9	0	0	0	1	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	4
LT934125.1	+	124093	125230	NOV_TX_2856	1	3	0	0	0	0	1	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4	3	8	0	0	0	2	6
LT934125.1	+	124093	126151	NOV_TX_2857	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	3
LT934125.1	+	124166	125230	NOV_TX_2858	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0
LT934125.1	+	124200	125230	NOV_TX_2860	0	12	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
LT934125.1	+	124200	126151	NOV_TX_2861	0	11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	124286	125230	NOV_TX_2866	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	30	0	4	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	+	124286	126151	NOV_TX_2867	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	124304	125230	NOV_TX_2869	0	0	0	0	0	29	123	0	0	0	0	0	0	1	0	0	0	2	0	9	0	0	139	15	0	0	0	34	248	810
LT934125.1	+	124304	126151	NOV_TX_2870	0	0	0	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	3	0	0	0	0	28	63
LT934125.1	+	124332	125230	NOV_TX_2871	0	49	0	0	0	0	0	0	0	0	0	0	0	2	0	0	66	0	0	0	1	0	0	8	0	0	0	4	0	0
LT934125.1	+	124332	126151	NOV_TX_2872	0	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	1	0	0	0	1	0	0
LT934125.1	+	124383	125230	NOV_TX_2873	0	293	0	0	0	0	0	180	0	0	0	0	78	1	0	0	207	0	0	0	2	56	0	4	377	0	0	0	0	0
LT934125.1	+	124383	126151	NOV_TX_2874	0	62	0	0	0	0	0	105	0	0	0	0	52	0	0	0	17	0	0	0	1	11	0	7	59	0	0	0	0	0
LT934125.1	+	124402	125230	NOV_TX_2876	0	125	3	1	0	0	0	2	1	1	0	0	1	0	0	0	130	0	0	0	0	0	3	8	95	0	0	12	1	0
LT934125.1	+	124402	126151	NOV_TX_2877	0	79	0	0	1	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	6	41	0	0	1	0	1
LT934125.1	+	124457	125230	NOV_TX_2878	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0
LT934125.1	+	124488	125230	NOV_TX_2881	1	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	47	0	0	0	32	0	0	9	41	0	0	0	0	0
LT934125.1	+	124488	126151	NOV_TX_2880	0	27	0	0	1	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	6	0	0	4	13	0	0	0	0	0
LT934125.1	+	124538	125230	NOV_TX_2884	4	0	1	1	0	0	0	0	1	1	0	46	0	3	0	0	0	3	2	8	0	0	0	16	516	0	0	101	386	773
LT934125.1	+	124538	126151	NOV_TX_2885	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	2	51	53
LT934125.1	+	124565	125230	NOV_TX_2887	0	409	0	0	3	0	0	0	0	2	0	0	82	2	0	0	490	0	1	0	0	154	126	5	0	0	0	4	0	0
LT934125.1	+	124565	126151	NOV_TX_2888	1	119	0	0	1	0	0	0	0	0	0	0	40	0	0	0	73	0	0	0	0	36	14	2	0	0	0	0	0	0
LT934125.1	+	124615	125230	NOV_TX_2891	1	69	0	0	0	0	0	293	0	0	0	0	0	0	0	0	83	0	1	0	0	0	0	7	0	0	0	17	0	0
LT934125.1	+	124615	126151	NOV_TX_2892	1	54	0	0	0	0	0	75	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	124677	125230	NOV_TX_2894	0	32	0	1	0	0	12	37	0	0	0	2	9	1	0	0	18	0	1	1	1	14	12	10	47	0	2	2	27	77
LT934125.1	+	124677	126151	NOV_TX_2895	1	19	0	0	0	0	2	11	0	0	0	1	2	2	0	0	4	0	1	0	0	1	2	2	9	0	0	0	1	10
LT934125.1	+	124690	125230	NOV_TX_2897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	+	124690	126151	NOV_TX_2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	124712	125230	NOV_TX_2899	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	124756	125131	NOV_TX_2901	0	16	0	0	0	0	4	6	0	0	2	2	2	0	0	1	18	0	0	0	0	1	4	0	95	0	0	2	14	35
LT934125.1	+	124756	125230	NOV_TX_2902	3	278	1	1	8	26	89	848	1	6	12	77	139	16	0	2	785	3	8	5	17	109	210	116	2955	1	33	80	486	1499
LT934125.1	+	124756	126151	NOV_TX_2903	17	1067	0	0	10	84	111	1083	0	0	24	136	278	39	0	0	679	0	2	4	12	95	158	241	2735	0	6	28	336	1016
LT934125.1	+	124796	125230	NOV_TX_2905	0	2	0	0	0	0	0	4	0	1	0	0	1	0	0	1	3	0	0	0	0	0	3	0	10	0	0	1	2	6
LT934125.1	+	124796	126151	NOV_TX_2906	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
LT934125.1	+	124826	125230	NOV_TX_2907	0	0	0	0	0	0	17	66	0	0	0	2	14	4	0	0	115	0	2	0	9	22	22	24	152	0	1	20	53	101
LT934125.1	+	124826	126151	NOV_TX_2908	2	0	0	0	0	3	5	56	0	0	0	1	11	4	0	0	80	0	0	0	3	15	10	16	117	0	0	6	35	33
LT934125.1	+	124872	125230	NOV_TX_2914	2	119	0	0	1	0	33	0	0	1	2	16	32	3	0	0	99	0	2	0	4	0	46	25	233	1	8	8	86	252
LT934125.1	+	124872	126151	NOV_TX_2915	2	104	0	0	1	0	16	0	0	0	2	5	23	6	0	0	63	0	0	0	1	0	12	35	129	0	2	2	23	42
LT934125.1	+	124895	125230	NOV_TX_2916	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	78	0	0	4	0	26	0	0	0	0	0	0	0	0
LT934125.1	+	124895	126151	NOV_TX_2917	0	0	0	1	0	0	0	57	0	0	0	0	0	0	0	0	31	0	0	0	0	14	0	0	0	0	0	0	0	0
LT934125.1	+	124939	125230	NOV_TX_2918	0	98	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	32	0	0
LT934125.1	+	124939	126151	NOV_TX_2919	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	4	0	0
LT934125.1	+	124955	125230	NOV_TX_2920	1	0	0	0	0	0	0	0	0	0	2	0	29	4	0	0	706	0	0	0	6	0	0	9	161	0	17	0	240	0
LT934125.1	+	124955	126151	NOV_TX_2921	6	0	0	0	2	0	0	0	0	0	0	0	114	10	0	0	531	0	0	0	3	0	0	27	72	0	5	0	90	0
LT934125.1	+	124974	125230	NOV_TX_2922	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	0	0
LT934125.1	+	124974	126151	NOV_TX_2923	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	124989	125230	NOV_TX_2924	0	0	0	2	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	14	0	0	10	0	0	0	0	0	0
LT934125.1	+	124989	126151	NOV_TX_2925	1	0	0	0	2	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	13	0	0	16	0	0	0	0	0	0
LT934125.1	+	125003	125230	NOV_TX_2926	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	673
LT934125.1	+	125003	126151	NOV_TX_2927	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	232
LT934125.1	+	125056	125230	NOV_TX_2928	0	312	0	0	0	7	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
LT934125.1	+	125056	126151	NOV_TX_2929	0	483	0	0	0	18	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
LT934125.1	+	125105	125230	NOV_TX_2933	0	223	1	0	0	8	61	34	0	0	0	0	11	0	0	0	336	0	0	3	15	57	71	2	351	0	8	36	167	473
LT934125.1	+	125105	126151	NOV_TX_2934	4	257	0	1	2	8	40	225	0	0	5	29	69	2	0	0	228	0	1	0	5	19	45	17	280	0	2	13	67	138
LT934125.1	+	125147	125230	NOV_TX_2935	0	22	0	0	1	1	2	5	0	0	0	0	0	0	0	0	21	0	0	0	1	6	5	0	30	0	1	5	12	27
LT934125.1	+	125147	126151	NOV_TX_2936	3	155	0	0	0	6	26	96	0	0	6	25	37	7	0	0	112	0	0	0	4	14	21	27	176	0	1	8	22	71
LT934125.1	+	125177	126151	NOV_TX_2938	0	16	0	0	0	1	3	6	0	0	1	3	3	0	0	0	24	0	0	0	1	1	3	5	23	0	0	0	4	12
LT934125.1	+	125225	125618	NOV_TX_2941	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1
LT934125.1	+	125225	126151	NOV_TX_2939	46	5856	51	56	95	469	1424	4935	13	30	113	496	1047	112	4	28	4035	41	65	108	263	1093	1149	379	5106	9	281	698	1727	3438
LT934125.1	+	125274	126151	NOV_TX_2942	5	490	0	0	3	13	108	181	3	3	3	35	47	12	0	0	220	0	4	2	14	64	59	49	259	2	8	68	97	143
LT934125.1	+	125312	126151	NOV_TX_2943	6	901	0	5	6	15	163	271	1	1	3	0	0	8	0	2	378	2	3	3	17	78	79	30	356	0	11	67	122	248
LT934125.1	+	125344	126151	NOV_TX_2945	0	0	0	0	4	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	125358	126151	NOV_TX_2946	5	173	0	2	0	5	21	1	0	0	5	0	10	5	0	0	170	0	0	0	4	0	43	22	141	0	5	9	1	1
LT934125.1	+	125373	126151	NOV_TX_2947	1	300	1	0	2	7	78	230	0	0	10	56	77	6	0	0	288	0	0	2	13	66	51	15	335	0	7	38	116	149
LT934125.1	+	125398	126151	NOV_TX_2948	0	2	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	1	1	0	0	1	1	1
LT934125.1	+	125413	126151	NOV_TX_2949	1	48	0	0	0	2	9	37	0	0	0	2	6	4	0	0	5	0	0	2	0	2	2	8	43	0	2	2	4	3
LT934125.1	+	125430	126151	NOV_TX_2950	3	57	0	1	0	5	15	117	0	0	1	0	27	6	0	0	125	0	1	0	3	26	24	32	80	0	3	6	28	57
LT934125.1	+	125446	126151	NOV_TX_2951	0	0	0	0	2	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	125479	126151	NOV_TX_2952	3	124	1	0	2	11	12	180	0	1	0	17	47	8	0	0	145	0	0	6	7	28	55	21	10	0	2	6	34	88
LT934125.1	+	125510	126151	NOV_TX_2953	1	83	0	0	0	0	18	0	0	0	7	13	0	4	0	0	108	0	0	0	1	0	0	16	189	0	1	5	0	0
LT934125.1	+	125549	126151	NOV_TX_2954	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
