seqnames	strand	gene	cluster	TC.start	TC.end	TC.width	support	score	mean_shape	min_shape	max_shape	consensus_peak	min_peak	max_peak	hpi_samples	cell_lines	dcDNA.TSS_TC_significance
LT934125.1	+	TC_922	922	103528	103528	0	1	31.95705	0	0	0	103528	103528	103528	8h	PC_12	*
LT934125.1	+	TC_923	923	103628	103628	0	1	31.95705	0	0	0	103628	103628	103628	8h	PC_12	*
LT934125.1	+	TC_924	924	103721	103721	0	1	26.651031	0	0	0	103721	103721	103721	6h	PC_12	*
LT934125.1	+	TC_925	925	103790	103790	0	1	40.594301	0	0	0	103790	103790	103790	4h	PK_15	*
LT934125.1	+	TC_926	926	103932	103932	0	1	31.95705	0	0	0	103932	103932	103932	8h	PC_12	*
LT934125.1	+	TC_927	927	103992	103997	5	3	414.994166	0	0	0	103994	103992	103997	12h, 8h, 2h	C6, PC_12, PK_15	**
LT934125.1	+	TC_928	928	104102	104102	0	1	26.651031	0	0	0	104102	104102	104102	6h	PC_12	*
LT934125.1	+	TC_929	929	104219	104219	0	2	72.551351	0	0	0	104219	104219	104219	8h, 4h	PC_12, PK_15	*
LT934125.1	+	TC_93	93	10725	10731	6	2	99.61084	0	0	0	10728	10725	10731	12h, 8h	NRK	*
LT934125.1	+	TC_930	930	104298	104310	12	2	731.025508	0	0	1	104304	104298	104310	2h, 8h	PC_12	*
LT934125.1	+	TC_931	931	104457	104463	6	2	2950.627639	0	0	0	104460	104457	104463	6h, 1h	PC_12, PK_15	
LT934125.1	+	TC_932	932	104529	104529	0	1	31.95705	0	0	0	104529	104529	104529	8h	PC_12	
LT934125.1	+	TC_933	933	104558	104558	0	1	86.244071	0	0	0	104558	104558	104558	6h	C6	
LT934125.1	+	TC_934	934	104656	104664	0	1	95.87115	5.02421225738452	5.02421225738452	5.02421225738452	104656	104656	104656	8h	PC_12	
LT934125.1	+	TC_935	935	104694	104765	70	14	7652.537903	0	0	8.89910455535253	104738	104694	104764	6h, 8h, 12h, 2h, 1h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_936	936	104819	104822	3	7	639.403402	0	0	1.90886800841957	104821	104819	104822	12h, 4h, 6h, 2h, 8h	NRK, PC_12, PK_15	**
LT934125.1	+	TC_937	937	104851	104862	7	2	128.4823	0	0	2.32192809488736	104854	104851	104858	8h	C6, PC_12	
LT934125.1	+	TC_938	938	104929	104929	0	1	134.535181	0	0	0	104929	104929	104929	6h	NRK	
LT934125.1	+	TC_939	939	105017	105017	0	1	31.95705	0	0	0	105017	105017	105017	8h	PC_12	
LT934125.1	+	TC_94	94	10782	10782	0	1	40.594301	0	0	0	10782	10782	10782	4h	PK_15	*
LT934125.1	+	TC_940	940	105142	105177	30	5	299.287565	0	0	1.86615705997199	105160	105142	105172	12h, 8h, 6h	C6, PC_12	**
LT934125.1	+	TC_941	941	105270	105271	1	2	112.895102	0	0	0	105270	105270	105271	6h	C6, PC_12	
LT934125.1	+	TC_942	942	105389	105410	21	3	189.767514	0	0	3.68016895976738	105403	105389	105410	6h, 8h, 4h	PC_12, PK_15	**
LT934125.1	+	TC_943	943	105533	105533	0	2	90.56513	0	0	0	105533	105533	105533	6h, 8h	PC_12	
LT934125.1	+	TC_944	944	105814	105816	2	2	52.937685	0	0	0	105815	105814	105816	12h, 8h	C6, PC_12	
LT934125.1	+	TC_945	945	105871	105941	60	4	706.57901	0	0	12.2994942390094	105902	105871	105931	12h, 4h, 8h	C6, PC_12	**
LT934125.1	+	TC_946	946	105984	106005	21	6	783.640661	0	0	2	105990	105984	106005	12h, 4h, 8h	C6, PC_12, PK_15	**
LT934125.1	+	TC_947	947	106119	106119	0	1	81.685999	0	0	0	106119	106119	106119	8h	NRK	*
LT934125.1	+	TC_948	948	106182	106190	8	4	229.243089	0	0	4.75488750216347	106186	106182	106190	6h, 12h, 8h	C6, PC_12	**
LT934125.1	+	TC_949	949	106300	106322	22	4	567.600432	0	0	1	106313	106300	106322	8h, 4h, 2h	C6, PC_12, PK_15	**
LT934125.1	+	TC_95	95	10882	10882	0	1	32.2841	0	0	0	10882	10882	10882	8h	C6	*
LT934125.1	+	TC_950	950	106365	106365	0	2	85.259113	0	0	0	106365	106365	106365	6h, 8h	PC_12	*
LT934125.1	+	TC_951	951	106398	106429	31	3	133.875737	0	0	0	106414	106398	106429	12h, 6h	C6, PC_12	*
LT934125.1	+	TC_952	952	106585	106603	7	13	17183.957767	0	0	6.72159899590215	106596	106594	106601	12h, 8h, 4h, 6h, 1h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_953	953	106657	106662	5	3	164.6226	0	0	0	106660	106657	106662	8h, 4h	C6, PC_12	**
LT934125.1	+	TC_954	954	106743	106764	21	2	58.608081	0	0	0	106754	106743	106764	6h, 8h	PC_12	*
LT934125.1	+	TC_955	955	106806	106863	57	7	643.024833	0	0	2.32192809488736	106838	106806	106863	6h, 8h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_956	956	106916	106916	0	1	362.056481	0	0	0	106916	106916	106916	2h	PK_15	*
LT934125.1	+	TC_957	957	106945	106945	0	1	31.95705	0	0	0	106945	106945	106945	8h	PC_12	*
LT934125.1	+	TC_958	958	107023	107037	12	15	13679.812824	0	0	6.64385618977472	107031	107023	107035	12h, 6h, 8h, 1h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_959	959	107107	107112	5	2	166.819281	0	0	0	107110	107107	107112	8h, 6h	C6, NRK	*
LT934125.1	+	TC_96	96	11002	11002	0	2	64.24115	0	0	0	11002	11002	11002	8h	C6, PC_12	*
LT934125.1	+	TC_960	960	107141	107171	30	8	307.550616	0	0	0	107166	107141	107171	8h, 12h, 6h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_961	961	107242	107242	0	1	13.157952	0	0	0	107242	107242	107242	8h	PK_15	*
LT934125.1	+	TC_962	962	107304	107313	4	9	363.31387	0	0	2.8073549220576	107308	107304	107308	8h, 12h, 6h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_963	963	107344	107353	5	2	185.646094	0	0	3.32192809488736	107346	107344	107349	6h, 8h	C6, PK_15	*
LT934125.1	+	TC_964	964	107378	107450	54	18	13606.586384	0	0	12.9654465089682	107419	107378	107432	12h, 4h, 8h, 6h, 1h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_965	965	107468	107494	6	19	31685.041315	0	0	8.53217717694979	107482	107479	107485	12h, 6h, 8h, 4h, 1h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_966	966	107573	107586	13	4	170.120892	0	0	0	107580	107573	107586	8h, 6h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_967	967	107613	107616	0	11	1885.900822	0	0	1.33984952760096	107614	107614	107614	12h, 6h, 8h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_968	968	107646	107670	24	8	341.634671	0	0	3	107666	107646	107670	12h, 8h, 6h, 4h	C6, NRK, PK_15	**
LT934125.1	+	TC_969	969	107720	107755	34	6	354.190113	0	0	1	107746	107720	107754	6h, 12h, 8h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_97	97	11078	11078	0	1	86.244071	0	0	0	11078	11078	11078	6h	C6	*
LT934125.1	+	TC_970	970	107786	107786	0	1	40.594301	0	0	0	107786	107786	107786	4h	PK_15	*
LT934125.1	+	TC_971	971	107816	107831	15	10	828.733165	0	0	2.95568439072208	107823	107816	107831	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_972	972	107870	107908	38	7	783.634042	0	0	0	107889	107870	107908	8h, 4h, 12h, 6h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_973	973	107939	108014	75	14	2444.934124	0	0	7.40087943628218	107972	107939	108014	6h, 8h, 12h, 2.5h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_974	974	108051	108104	47	14	1590.355623	0	0	5.75488750216347	108057	108051	108098	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_975	975	108155	108227	65	12	1396.300589	0	0	7.53823852059763	108175	108155	108220	12h, 8h, 4h, 6h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_976	976	108252	108393	122	17	6462.943038	0	0	15.3596339065693	108307	108252	108374	12h, 6h, 8h, 1h, 2.5h, 2h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	+	TC_977	977	108433	108449	16	2	72.551351	0	0	0	108441	108433	108449	8h, 4h	PC_12, PK_15	*
LT934125.1	+	TC_978	978	108524	108524	0	2	58.844312	0	0	0	108524	108524	108524	12h, 8h	NRK, PC_12	*
LT934125.1	+	TC_979	979	108556	108585	29	6	283.866875	0	0	0	108572	108556	108585	8h, 6h, 4h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_98	98	11147	11166	19	2	182.067449	0	0	0	11156	11147	11166	8h, 4h	NRK, PC_12	*
LT934125.1	+	TC_980	980	108622	108705	83	11	878.104806	0	0	6.02236781302845	108663	108622	108705	12h, 8h, 6h, 4h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	+	TC_981	981	108736	108736	0	1	63.914099	0	0	0	108736	108736	108736	8h	PC_12	*
LT934125.1	+	TC_982	982	109072	109084	12	2	186.625521	0	0	0	109078	109072	109084	6h, 4h	C6, PC_12	*
LT934125.1	+	TC_983	983	109307	109307	0	1	134.535181	0	0	0	109307	109307	109307	6h	NRK	*
LT934125.1	+	TC_984	984	109351	109351	0	1	26.651031	0	0	0	109351	109351	109351	6h	PC_12	*
LT934125.1	+	TC_985	985	109392	109395	3	2	127.032481	0	0	0	109394	109392	109395	4h, 6h	PC_12	*
LT934125.1	+	TC_986	986	109454	109454	0	1	740.19245	0	0	0	109454	109454	109454	2.5h	PC_12	*
LT934125.1	+	TC_987	987	109496	109496	0	1	26.651031	0	0	0	109496	109496	109496	6h	PC_12	*
LT934125.1	+	TC_988	988	110097	110097	0	1	31.95705	0	0	0	110097	110097	110097	8h	PC_12	*
LT934125.1	+	TC_989	989	110402	110402	0	1	31.95705	0	0	0	110402	110402	110402	8h	PC_12	*
LT934125.1	+	TC_99	99	11290	11290	0	1	31.95705	0	0	0	11290	11290	11290	8h	PC_12	*
LT934125.1	+	TC_990	990	110443	110443	0	1	134.535181	0	0	0	110443	110443	110443	6h	NRK	*
LT934125.1	+	TC_991	991	110525	110525	0	1	26.651031	0	0	0	110525	110525	110525	6h	PC_12	*
LT934125.1	+	TC_992	992	110570	110570	0	1	667.111408	0	0	0	110570	110570	110570	2h	PC_12	*
LT934125.1	+	TC_993	993	110622	110622	0	1	26.651031	0	0	0	110622	110622	110622	6h	PC_12	*
LT934125.1	+	TC_994	994	110677	110693	16	4	116.746319	0	0	0	110688	110677	110693	6h, 8h, 4h	PC_12, PK_15	*
LT934125.1	+	TC_995	995	110803	110803	0	1	667.111408	0	0	0	110803	110803	110803	2h	PC_12	*
LT934125.1	+	TC_996	996	110889	110889	0	1	31.95705	0	0	0	110889	110889	110889	8h	PC_12	
LT934125.1	+	TC_997	997	111457	111457	0	1	40.594301	0	0	0	111457	111457	111457	4h	PK_15	
LT934125.1	+	TC_998	998	111785	111791	6	4	342.102147	0	0	0	111790	111785	111791	6h, 8h	NRK, PC_12, PK_15	**
LT934125.1	+	TC_999	999	112306	112329	23	3	135.850228	0	0	0	112321	112306	112329	12h, 4h, 8h	NRK, PC_12, PK_15	*
LT934125.1	-	TC_1279	1279	1684	1684	0	1	32.2841	0	0	0	1684	1684	1684	8h	C6	*
LT934125.1	-	TC_1280	1280	1743	1743	0	1	26.651031	0	0	0	1743	1743	1743	6h	PC_12	*
LT934125.1	-	TC_1281	1281	1784	1784	0	1	26.651031	0	0	0	1784	1784	1784	6h	PC_12	*
LT934125.1	-	TC_1282	1282	1924	1925	1	4	820.600811	0	0	0	1924	1924	1925	6h, 2h, 4h	C6, PC_12, PK_15	**
LT934125.1	-	TC_1283	1283	1958	1958	0	3	98.706787	0	0	0	1958	1958	1958	12h, 8h	C6, PK_15	*
LT934125.1	-	TC_1284	1284	2023	2023	0	1	100.38145	0	0	0	2023	2023	2023	4h	PC_12	*
LT934125.1	-	TC_1285	1285	2131	2140	9	2	150.812271	0	0	3.32192809488736	2136	2131	2140	6h, 8h	C6	*
LT934125.1	-	TC_1286	1286	2794	2794	0	1	32.2841	0	0	0	2794	2794	2794	8h	C6	*
LT934125.1	-	TC_1287	1287	2840	2840	0	1	31.95705	0	0	0	2840	2840	2840	8h	PC_12	*
LT934125.1	-	TC_1288	1288	2870	2977	107	12	1489.895594	0	0	11.7987093331808	2933	2870	2977	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1289	1289	3006	3045	39	12	7452.859299	0	0	5.47149490458744	3034	3006	3045	1h, 8h, 12h, 2h, 6h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1290	1290	3080	3351	260	16	8546.756377	0	0	32.3967645774174	3251	3091	3351	12h, 6h, 8h, 2.5h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1291	1291	3389	3504	105	17	7618.110465	0	0	13.4008794362822	3442	3389	3494	12h, 2h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1292	1292	3519	3551	32	3	123.085462	0	0	3.32192809488736	3538	3519	3551	8h, 12h	C6, NRK, PC_12	*
LT934125.1	-	TC_1293	1293	3587	3589	2	2	388.707512	0	0	0	3588	3587	3589	6h, 2h	PC_12, PK_15	*
LT934125.1	-	TC_1294	1294	3634	3701	67	12	2997.785338	0	0	9.07853912759635	3671	3634	3701	12h, 4h, 6h, 8h, 2.5h, 2h	NRK, PC_12, PK_15	***
LT934125.1	-	TC_1295	1295	3731	3734	3	3	1289.366314	0	0	0	3732	3731	3734	2h, 8h, 12h	C6, NRK	**
LT934125.1	-	TC_1296	1296	3770	3847	77	11	1210.483165	0	0	5.70043971814109	3810	3770	3847	12h, 4h, 6h, 8h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1297	1297	3898	3917	3	24	100823.12697	0	0	7.71061856549372	3910	3908	3911	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1298	1298	3994	4003	9	3	785.639579	0	0	0	3997	3994	4003	6h, 8h, 2h	C6, PC_12	**
LT934125.1	-	TC_1299	1299	4031	4031	0	1	31.95705	0	0	0	4031	4031	4031	8h	PC_12	*
LT934125.1	-	TC_1300	1300	4077	4077	0	1	32.2841	0	0	0	4077	4077	4077	8h	C6	*
LT934125.1	-	TC_1301	1301	4104	4104	0	2	108.33703	0	0	0	4104	4104	4104	8h, 6h	NRK, PC_12	*
LT934125.1	-	TC_1302	1302	4146	4210	56	10	1556.516768	0	0	7.53777121928285	4194	4154	4210	4h, 6h, 8h, 12h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1303	1303	4294	4324	30	4	677.657702	0	0	0	4307	4294	4324	8h, 12h, 4h	C6, NRK, PK_15	**
LT934125.1	-	TC_1304	1304	4409	4470	61	10	751.159088	0	0	0	4447	4409	4470	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	-	TC_1305	1305	4495	4501	6	2	388.707512	0	0	0	4498	4495	4501	6h, 2h	PC_12, PK_15	*
LT934125.1	-	TC_1306	1306	4536	4536	0	2	355.314433	0	0	0	4536	4536	4536	6h	C6, NRK	*
LT934125.1	-	TC_1307	1307	4566	4612	30	4	230.688865	0	0	5.55458885167764	4580	4566	4596	8h, 6h, 4h	C6, PC_12, PK_15	**
LT934125.1	-	TC_1308	1308	4664	4689	25	4	168.410062	0	0	0	4681	4664	4689	6h, 8h, 12h	C6, NRK, PC_12	**
LT934125.1	-	TC_1309	1309	4758	4774	16	3	693.416145	0	0	0	4767	4758	4774	4h, 6h, 8h	C6, NRK	**
LT934125.1	-	TC_1310	1310	4823	4887	64	7	1827.940644	0	0	2	4848	4823	4887	4h, 8h, 2h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1311	1311	4914	4928	3	16	5181.911203	0	0	4.94126100085753	4925	4924	4927	12h, 6h, 8h, 4h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1312	1312	5062	5066	4	3	152.912903	0	0	0	5065	5062	5066	12h, 8h, 6h	NRK, PC_12	**
LT934125.1	-	TC_1313	1313	5101	5101	0	1	32.2841	0	0	0	5101	5101	5101	8h	C6	*
LT934125.1	-	TC_1314	1314	5139	5139	0	1	81.685999	0	0	0	5139	5139	5139	8h	NRK	*
LT934125.1	-	TC_1315	1315	5169	5177	8	3	480.257602	0	0	0	5172	5169	5177	6h, 8h, 2h	C6, PC_12, PK_15	**
LT934125.1	-	TC_1316	1316	5247	5271	24	3	193.143262	0	0	0	5263	5247	5271	6h, 8h	NRK, PC_12	**
LT934125.1	-	TC_1317	1317	5301	5301	0	1	32.2841	0	0	0	5301	5301	5301	8h	C6	*
LT934125.1	-	TC_1318	1318	5333	5333	0	1	100.38145	0	0	0	5333	5333	5333	4h	PC_12	*
LT934125.1	-	TC_1319	1319	5676	5676	0	1	86.244071	0	0	0	5676	5676	5676	6h	C6	*
LT934125.1	-	TC_1320	1320	5786	5786	0	1	100.38145	0	0	0	5786	5786	5786	4h	PC_12	*
LT934125.1	-	TC_1321	1321	5876	5876	0	1	81.685999	0	0	0	5876	5876	5876	8h	NRK	*
LT934125.1	-	TC_1322	1322	5966	5966	0	1	86.244071	0	0	0	5966	5966	5966	6h	C6	*
LT934125.1	-	TC_1323	1323	6030	6030	0	1	134.535181	0	0	0	6030	6030	6030	6h	NRK	*
LT934125.1	-	TC_1324	1324	6219	6219	0	1	31.95705	0	0	0	6219	6219	6219	8h	PC_12	*
LT934125.1	-	TC_1325	1325	6533	6533	0	1	26.651031	0	0	0	6533	6533	6533	6h	PC_12	*
LT934125.1	-	TC_1326	1326	7108	7108	0	1	32.2841	0	0	0	7108	7108	7108	8h	C6	*
LT934125.1	-	TC_1327	1327	7142	7161	19	2	72.551351	0	0	0	7152	7142	7161	8h, 4h	PC_12, PK_15	*
LT934125.1	-	TC_1328	1328	7379	7379	0	1	40.594301	0	0	0	7379	7379	7379	4h	PK_15	*
LT934125.1	-	TC_1329	1329	7406	7406	0	1	31.95705	0	0	0	7406	7406	7406	8h	PC_12	*
LT934125.1	-	TC_1330	1330	7758	7767	9	14	5466.986196	0	0	3.05051273965612	7759	7758	7767	12h, 2h, 6h, 8h, 1h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1331	1331	7924	7924	0	1	31.95705	0	0	0	7924	7924	7924	8h	PC_12	*
LT934125.1	-	TC_1332	1332	8186	8194	8	4	3345.602107	0	0	1.58496250072116	8190	8186	8194	8h, 2h	C6, NRK, PC_12, PK_15	**
LT934125.1	-	TC_1333	1333	8232	8232	0	1	31.95705	0	0	0	8232	8232	8232	8h	PC_12	*
LT934125.1	-	TC_1334	1334	8288	8288	0	1	31.95705	0	0	0	8288	8288	8288	8h	PC_12	*
LT934125.1	-	TC_1335	1335	8371	8371	0	1	86.244071	0	0	0	8371	8371	8371	6h	C6	*
LT934125.1	-	TC_1336	1336	8573	8594	19	2	128.155249	0	0	1.45546446705556	8582	8573	8592	8h	C6, PC_12	*
LT934125.1	-	TC_1337	1337	8653	8665	12	3	1134.205981	0	0	0	8657	8653	8665	2.5h, 8h, 2h	PC_12, PK_15	**
LT934125.1	-	TC_1338	1338	8722	8867	123	13	7932.748815	0	0	9.78419673664187	8770	8722	8845	2h, 8h, 12h, 6h, 1.5h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1339	1339	8902	8909	7	3	657.824575	0	0	0	8905	8902	8909	4h, 8h	C6, PC_12	**
LT934125.1	-	TC_1340	1340	8938	8949	11	4	231.660603	0	0	3.16992500144231	8943	8938	8949	8h, 12h, 4h	C6, NRK, PK_15	**
LT934125.1	-	TC_1341	1341	8996	9006	1	12	2247.850708	0	0	1.9654944261527	8997	8996	8997	6h, 12h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1342	1342	9037	9059	22	20	7545.772876	0	0	1.67626513486108	9056	9037	9059	12h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1343	1343	9088	9101	13	2	56.723463	0	0	0	9094	9088	9101	4h, 6h	PK_15	*
LT934125.1	-	TC_1344	1344	9126	9184	58	7	1061.106955	0	0	4.44955227767627	9145	9126	9184	6h, 8h, 12h, 2.5h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1345	1345	9212	9218	4	15	2924.549715	0	0	3.56410361737783	9214	9214	9218	12h, 8h, 4h, 6h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1346	1346	9259	9273	14	5	843.58222	0	0	0	9264	9259	9273	8h, 12h, 2h, 6h	C6, NRK, PC_12	**
LT934125.1	-	TC_1347	1347	9330	9370	40	10	997.516921	0	0	0	9350	9330	9370	8h, 12h, 4h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1348	1348	9403	9457	54	7	3609.778161	0	0	1	9427	9403	9457	6h, 8h, 4h, 1h, 2h	C6, PC_12, PK_15	***
LT934125.1	-	TC_1349	1349	9489	9501	0	25	210392.944152	0	0	6.34323346184397	9494	9494	9494	12h, 1h, 2h, 4h, 6h, 8h, 1.5h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1350	1350	9588	9601	13	15	2351.489266	0	0	6.662871091279	9590	9588	9601	12h, 6h, 8h, 4h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1351	1351	9645	9649	4	4	784.654621	0	0	0	9646	9645	9649	8h, 2h, 6h	C6, PC_12	**
LT934125.1	-	TC_1352	1352	9754	9755	1	5	267.568224	0	0	0	9754	9754	9755	12h, 4h, 6h, 8h	C6, PC_12	**
LT934125.1	-	TC_1353	1353	9800	9800	0	1	31.95705	0	0	0	9800	9800	9800	8h	PC_12	*
LT934125.1	-	TC_1354	1354	9882	9893	8	13	2030.079598	0	0	6.74587074359326	9886	9885	9893	12h, 8h, 2h, 4h, 6h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1355	1355	9964	9994	30	5	309.306475	0	0	2.57798233939873	9980	9964	9994	6h, 8h, 12h	C6, PC_12	**
LT934125.1	-	TC_1356	1356	10025	10041	9	7	1084.35516	0	0	5.02421225738452	10031	10025	10034	12h, 6h, 2.5h, 8h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1357	1357	10059	10059	0	1	63.914099	0	0	0	10059	10059	10059	8h	PC_12	*
LT934125.1	-	TC_1358	1358	10267	10268	1	3	74.934116	0	0	0	10267	10267	10268	12h, 6h	C6, PC_12	*
LT934125.1	-	TC_1359	1359	10378	10400	22	2	167.93007	0	0	0	10389	10378	10400	6h, 8h	C6, NRK	*
LT934125.1	-	TC_1360	1360	10454	10454	0	1	31.95705	0	0	0	10454	10454	10454	8h	PC_12	*
LT934125.1	-	TC_1361	1361	10512	10512	0	1	86.244071	0	0	0	10512	10512	10512	6h	C6	*
LT934125.1	-	TC_1362	1362	11173	11173	0	1	31.95705	0	0	0	11173	11173	11173	8h	PC_12	
LT934125.1	-	TC_1363	1363	11389	11389	0	1	86.244071	0	0	0	11389	11389	11389	6h	C6	*
LT934125.1	-	TC_1364	1364	11434	11440	0	1	63.9141	2.8073549220576	2.8073549220576	2.8073549220576	11434	11434	11434	8h	PC_12	
LT934125.1	-	TC_1365	1365	11467	11490	23	2	118.201121	0	0	0	11478	11467	11490	6h, 8h	C6, PC_12	*
LT934125.1	-	TC_1366	1366	11552	11552	0	1	31.95705	0	0	0	11552	11552	11552	8h	PC_12	
LT934125.1	-	TC_1367	1367	11739	11743	4	3	589.727225	0	0	0	11740	11739	11743	4h, 8h	C6, PC_12	**
LT934125.1	-	TC_1368	1368	12372	12372	0	1	26.651031	0	0	0	12372	12372	12372	6h	PC_12	
LT934125.1	-	TC_1369	1369	12446	12446	0	1	86.244071	0	0	0	12446	12446	12446	6h	C6	
LT934125.1	-	TC_1370	1370	12704	12704	0	1	31.95705	0	0	0	12704	12704	12704	8h	PC_12	
LT934125.1	-	TC_1371	1371	12793	12793	0	1	2227.171492	0	0	0	12793	12793	12793	1h	PC_12	
LT934125.1	-	TC_1372	1372	12916	12921	5	2	96.1982	0	0	1.58496250072116	12918	12916	12921	8h	C6, PC_12	
LT934125.1	-	TC_1373	1373	13131	13131	0	1	31.95705	0	0	0	13131	13131	13131	8h	PC_12	
LT934125.1	-	TC_1374	1374	13185	13185	0	1	86.244071	0	0	0	13185	13185	13185	6h	C6	
LT934125.1	-	TC_1375	1375	13850	13851	1	2	59.58655	0	0	0	13850	13850	13851	8h, 12h	C6, PC_12	
LT934125.1	-	TC_1376	1376	13927	13939	12	4	213.241206	0	0	2.32192809488736	13935	13927	13939	12h, 8h	C6, PC_12	
LT934125.1	-	TC_1377	1377	13965	13965	0	1	86.244071	0	0	0	13965	13965	13965	6h	C6	
LT934125.1	-	TC_1378	1378	14013	14013	0	1	31.95705	0	0	0	14013	14013	14013	8h	PC_12	
LT934125.1	-	TC_1379	1379	14295	14297	0	3	131.518806	0	0	1.58496250072116	14295	14295	14295	12h, 6h, 8h	PC_12	
LT934125.1	-	TC_1380	1380	14421	14421	0	1	32.2841	0	0	0	14421	14421	14421	8h	C6	
LT934125.1	-	TC_1381	1381	14637	14637	0	1	20.980635	0	0	0	14637	14637	14637	12h	C6	*
LT934125.1	-	TC_1382	1382	15018	15018	0	1	20.476837	0	0	0	15018	15018	15018	12h	PC_12	*
LT934125.1	-	TC_1383	1383	15127	15130	3	4	159.658593	0	0	0	15129	15127	15130	12h, 6h, 8h	C6, PC_12	**
LT934125.1	-	TC_1384	1384	15373	15375	1	3	623.528237	0	0	1	15373	15373	15374	4h, 12h, 8h	C6, PC_12	**
LT934125.1	-	TC_1385	1385	15456	15467	7	4	372.267721	0	0	4.78572058789965	15463	15458	15465	12h, 6h, 8h	C6, PC_12	**
LT934125.1	-	TC_1386	1386	15578	15578	0	1	31.95705	0	0	0	15578	15578	15578	8h	PC_12	*
LT934125.1	-	TC_1387	1387	15639	15639	0	1	31.95705	0	0	0	15639	15639	15639	8h	PC_12	*
LT934125.1	-	TC_1388	1388	15826	15842	1	10	3836.627631	0	0	8.98080873526252	15834	15833	15834	12h, 1h, 2h, 8h, 4h, 6h	C6, PC_12, PK_15	***
LT934125.1	-	TC_1389	1389	15975	15975	0	1	31.95705	0	0	0	15975	15975	15975	8h	PC_12	*
LT934125.1	-	TC_1390	1390	16092	16092	0	2	72.910725	0	0	0	16092	16092	16092	12h, 8h	PC_12	*
LT934125.1	-	TC_1391	1391	16155	16165	0	6	388.426328	0	0	2.39819320791655	16164	16164	16164	12h, 8h, 6h	C6, PC_12, PK_15	**
LT934125.1	-	TC_1392	1392	16677	17047	247	20	22235.871398	0	0	37.273946735808	16858	16725	16972	12h, 4h, 6h, 8h, 1.5h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1393	1393	17063	17159	96	17	7188.105049	0	0	11.6013688887841	17110	17063	17159	12h, 2h, 8h, 4h, 6h, 2.5h	C6, NRK, PC_12, PK_15	***
LT934125.1	-	TC_1394	1394	17183	17376	165	20	18185.528575	0	0	25.4461815012493	17328	17198	17363	12h, 1h, 4h, 6h, 8h, 2.5h, 2h	C6, NRK, PC_12, PK_15	***
