sample	cluster_id	peak_id	chr	strand	cluster_start	cluster_end	peak_pos	gamma_TSS	gamma_shape	gamma_rate	sn_TSS	sn_location	sn_scale	sn_skew
C6_12h	799	3	LT934125.1	+	91385	91445	91414.8603392111	91409	2.21479824326543	0.895779093095834	91411	-4.11021278732886	1.34839933443954	0.995149676118656
C6_4h	799	1	LT934125.1	+	91379	91439	91409.1042351148	91409	2.01835901615777	0.733905528894684	91411	1.90136312003873	1.54502559760236	0.995149676118656
C6_4h	799	2	LT934125.1	+	91382	91442	91411.983873696	91409	2.01835901615777	0.733905528894684	91411	-0.978275461192389	1.54502559760236	0.995149676118656
C6_6h	799	1	LT934125.1	+	91379	91439	91409.2881000038	91409	2.49332314104898	1.04725881637146	91411	1.38490021053187	1.28848709750341	0.995149676118656
C6_6h	799	2	LT934125.1	+	91382	91442	91411.8830160786	91409	2.49332314104898	1.04725881637146	91411	-1.21001586428136	1.28848709750341	0.995149676118656
C6_6h	799	3	LT934125.1	+	91385	91445	91414.9671376429	91409	2.49332314104898	1.04725881637146	91411	-4.29413742858267	1.28848709750341	0.995149676118656
C6_8h	799	1	LT934125.1	+	91379	91439	91409.0074413201	91409	2.25786664196537	0.890358387943048	91411	1.75366977878604	1.35668538651306	0.995149676118656
C6_8h	799	2	LT934125.1	+	91382	91442	91411.9905597518	91409	2.25786664196537	0.890358387943048	91411	-1.22944865290026	1.35668538651306	0.995149676118656
PC_12_12h	799	1	LT934125.1	+	91379	91439	91409.0113756819	91409	2.20350994085484	0.894140686487943	91411	1.72633533814607	1.33890060200604	0.995149676118656
PC_12_12h	799	2	LT934125.1	+	91382	91442	91411.9910787334	91409	2.20350994085484	0.894140686487943	91411	-1.25336771329947	1.33890060200604	0.995149676118656
PC_12_12h	799	3	LT934125.1	+	91384	91444	91414.096497656	91409	2.20350994085484	0.894140686487943	91411	-3.35878663588281	1.33890060200604	0.995149676118656
PC_12_2.5h	799	1	LT934125.1	+	91382	91442	91411.967256725							
PC_12_2.5h	799	2	LT934125.1	+	91379	91439	91409.1065675128							
PC_12_4h	799	1	LT934125.1	+	91379	91439	91409.0021028728	91409	2.782981887646	1.56545108250764	91410	1.13842441365213	0.87972287846438	0.995149676118656
PC_12_4h	799	2	LT934125.1	+	91382	91442	91411.9978971272	91409	2.782981887646	1.56545108250764	91410	-1.85736984076121	0.87972287846438	0.995149676118656
PC_12_6h	799	1	LT934125.1	+	91379	91439	91409.037469358	91409	2.36485315630529	0.918722665480695	91411	1.73640137111738	1.36616750257216	0.995149676118656
PC_12_6h	799	2	LT934125.1	+	91382	91442	91411.9903500631	91409	2.36485315630529	0.918722665480695	91411	-1.21647933390545	1.36616750257216	0.995149676118656
PK_15_12h	799	1	LT934125.1	+	91379	91439	91409.010308386	91409	2.1883414414879	0.948461836081034	91411	1.64130626857559	1.27294614058641	0.995149676118656
PK_15_12h	799	2	LT934125.1	+	91382	91442	91411.9915783335	91409	2.1883414414879	0.948461836081034	91411	-1.33996367889586	1.27294614058641	0.995149676118656
PK_15_12h	799	3	LT934125.1	+	91385	91445	91414.9560049479	91409	2.1883414414879	0.948461836081034	91411	-4.30439029331274	1.27294614058641	0.995149676118656
PK_15_6h	799	1	LT934125.1	+	91379	91439	91409.0051929521	91409	2.2460307462144	0.894301688385415	91411	1.74475358527092	1.34815333028859	0.995149676118656
PK_15_6h	799	2	LT934125.1	+	91382	91442	91411.9910602775	91409	2.2460307462144	0.894301688385415	91411	-1.24111374013479	1.34815333028859	0.995149676118656
PK_15_6h	799	3	LT934125.1	+	91384	91444	91414.0650759047	91409	2.2460307462144	0.894301688385415	91411	-3.31512936737159	1.34815333028859	0.995149676118656
PK_15_8h	799	1	LT934125.1	+	91379	91439	91409.0086620788	91409	2.23259978037948	0.827817688947386	91411	1.89713808091565	1.46779717952306	0.995149676118656
PK_15_8h	799	2	LT934125.1	+	91382	91442	91411.9911236264	91409	2.23259978037948	0.827817688947386	91411	-1.0853234666798	1.46779717952306	0.995149676118656
PK_15_8h	799	3	LT934125.1	+	91385	91445	91414.8493159428	91409	2.23259978037948	0.827817688947386	91411	-3.94351578313999	1.46779717952306	0.995149676118656
PC_12_6h	800	1	LT934125.1	+	91518	91578	91548.0283158708	91546	6.84447366700309	0.66699894318503	91547	-0.942123993279499	2.233189096497	-0.995149676118656
PC_12_6h	800	2	LT934125.1	+	91520	91580	91549.9697794928	91546	6.84447366700309	0.66699894318503	91547	-2.88358761528213	2.233189096497	-0.995149676118656
PC_12_6h	800	3	LT934125.1	+	91513	91573	91543.0480396231	91546	6.84447366700309	0.66699894318503	91547	4.03815225445435	2.23318909649701	-0.995149676118656
PC_12_6h	800	4	LT934125.1	+	91514	91574	91543.9765657032	91546	6.84447366700309	0.66699894318503	91547	3.10962617437183	2.23318909649701	-0.995149676118656
PC_12_6h	800	5	LT934125.1	+	91508	91568	91537.9833519135	91537	4.56026488133615	0.121059640240627	91543	4.83510129121558	5.51083681918608	-0.995149676118656
PC_12_6h	800	7	LT934125.1	+	91501	91561	91530.8927891201	91537	4.56026488133615	0.121059640240627	91543	11.9256640846127	5.51083681918608	-0.995149676118656
PC_12_6h	800	8	LT934125.1	+	91495	91555	91525.152809716	91537	4.56026488133615	0.121059640240627	91543	17.665643488783	5.51083681918608	-0.995149676118656
PC_12_6h	800	9	LT934125.1	+	91495	91555	91525.3216326396	91537	4.56026488133615	0.121059640240627	91543	17.4968205651369	5.51083681918608	-0.995149676118656
PC_12_6h	800	10	LT934125.1	+	91495	91555	91524.7307524068	91537	4.56026488133615	0.121059640240627	91543	18.0877007979273	5.51083681918608	-0.995149676118656
PC_12_6h	800	11	LT934125.1	+	91500	91560	91530.1330859637	91537	4.56026488133615	0.121059640240627	91543	12.6853672410491	5.51083681918608	-0.995149676118656
PC_12_6h	800	13	LT934125.1	+	91502	91562	91532.2433725093	91537	4.56026488133615	0.121059640240627	91543	10.5750806954004	5.51083681918608	-0.995149676118656
PC_12_6h	800	14	LT934125.1	+	91500	91560	91530.470731811	91537	4.56026488133615	0.121059640240627	91543	12.3477213937424	5.51083681918608	-0.995149676118656
PC_12_6h	800	15	LT934125.1	+	91500	91560	91529.7110286546	91537	4.56026488133615	0.121059640240627	91543	13.1074245501789	5.51083681918608	-0.995149676118656
PC_12_6h	800	16	LT934125.1	+	91499	91559	91529.4577942691	91537	4.56026488133615	0.121059640240627	91543	13.3606589356625	5.51083681918608	-0.995149676118656
PC_12_6h	800	17	LT934125.1	+	91498	91558	91527.6851535707	91537	4.56026488133615	0.121059640240627	91543	15.1332996340045	5.51083681918608	-0.995149676118656
PC_12_6h	800	18	LT934125.1	+	91499	91559	91529.03573696	91537	4.56026488133615	0.121059640240627	91543	13.7827162447923	5.51083681918608	-0.995149676118656
PC_12_6h	800	21	LT934125.1	+	91496	91556	91525.8281014106	91537	4.56026488133615	0.121059640240627	91543	16.9903517941841	5.51083681918608	-0.995149676118656
PC_12_6h	800	22	LT934125.1	+	91498	91558	91527.8539764944	91537	4.56026488133615	0.121059640240627	91543	14.9644767103585	5.51083681918608	-0.995149676118656
PC_12_6h	800	23	LT934125.1	+	91494	91554	91524.0554607122	91537	4.56026488133615	0.121059640240627	91543	18.7629924925261	5.51083681918608	-0.995149676118656
PC_12_6h	800	25	LT934125.1	+	91502	91562	91532.0745495857	91537	4.56026488133615	0.121059640240627	91543	10.7439036190465	5.51083681918608	-0.995149676118656
PC_12_6h	800	26	LT934125.1	+	91497	91557	91526.9254504143	91537	4.56026488133615	0.121059640240627	91543	15.893002790441	5.51083681918608	-0.995149676118656
PC_12_6h	800	29	LT934125.1	+	91497	91557	91527.2630962616	91537	4.56026488133615	0.121059640240627	91543	15.5553569431343	5.51083681918608	-0.995149676118656
PC_12_6h	800	31	LT934125.1	+	91496	91556	91526.1657472579	91537	4.56026488133615	0.121059640240627	91543	16.6527059468774	5.51083681918608	-0.995149676118656
PC_12_6h	800	34	LT934125.1	+	91498	91558	91528.022799418	91537	4.56026488133615	0.121059640240627	91543	14.7956537866978	5.51083681918608	-0.995149676118656
PC_12_6h	800	37	LT934125.1	+	91493	91553	91522.9581117085	91537	4.56026488133615	0.121059640240627	91543	19.8603414962693	5.51083681918608	-0.995149676118656
PC_12_6h	800	39	LT934125.1	+	91498	91558	91528.3604452654	91537	4.56026488133615	0.121059640240627	91543	14.4580079393911	5.51083681918608	-0.995149676118656
PC_12_6h	800	42	LT934125.1	+	91497	91557	91526.5033931052	91537	4.56026488133615	0.121059640240627	91543	16.3150600995707	5.51083681918608	-0.995149676118656
PC_12_6h	800	43	LT934125.1	+	91499	91559	91528.6980911126	91537	4.56026488133615	0.121059640240627	91543	14.120362092099	5.51083681918608	-0.995149676118656
PC_12_6h	800	44	LT934125.1	+	91505	91565	91534.7757163641	91537	4.56026488133615	0.121059640240627	91543	8.04273684060743	5.51083681918608	-0.995149676118656
PC_12_6h	800	45	LT934125.1	+	91492	91552	91521.5231168574	91537	4.56026488133615	0.121059640240627	91543	21.2953363473191	5.51083681918608	-0.995149676118656
PC_12_6h	800	46	LT934125.1	+	91494	91554	91523.6334034031	91537	4.56026488133615	0.121059640240627	91543	19.1850498016559	5.51083681918608	-0.995149676118656
PC_12_6h	800	47	LT934125.1	+	91494	91554	91524.3086950977	91537	4.56026488133615	0.121059640240627	91543	18.509758107057	5.51083681918608	-0.995149676118656
PC_12_6h	800	48	LT934125.1	+	91502	91562	91531.9057266621	91537	4.56026488133615	0.121059640240627	91543	10.9127265426926	5.51083681918608	-0.995149676118656
PC_12_6h	800	49	LT934125.1	+	91503	91563	91532.5810183567	91537	4.56026488133615	0.121059640240627	91543	10.2374348480937	5.51083681918608	-0.995149676118656
PC_12_6h	800	50	LT934125.1	+	91487	91547	91516.9648979188	91519	1.50650778518648	0.0481423449103549				
PC_12_6h	800	51	LT934125.1	+	91490	91550	91520.1725334682	91537	4.56026488133615	0.121059640240627	91543	22.6459197365314	5.51083681918608	-0.995149676118656
PC_12_6h	800	52	LT934125.1	+	91499	91559	91528.529268189	91537	4.56026488133615	0.121059640240627	91543	14.2891850157451	5.51083681918608	-0.995149676118656
PC_12_6h	800	53	LT934125.1	+	91501	91561	91531.3992578911	91537	4.56026488133615	0.121059640240627	91543	11.4191953136599	5.51083681918608	-0.995149676118656
PC_12_6h	800	54	LT934125.1	+	91491	91551	91520.9322366247	91537	4.56026488133615	0.121059640240627	91543	21.886216580095	5.51083681918608	-0.995149676118656
PC_12_6h	800	55	LT934125.1	+	91489	91549	91518.9907730026	91536	4.21283034653255	0.113021638604479	91542	22.8607899899775	5.47739590871432	-0.995149676118656
PC_12_6h	800	56	LT934125.1	+	91492	91552	91521.8607627047	91537	4.56026488133615	0.121059640240627	91543	20.9576905000124	5.51083681918608	-0.995149676118656
PC_12_6h	800	57	LT934125.1	+	91503	91563	91533.0030756658	91537	4.56026488133615	0.121059640240627	91543	9.81537753896399	5.51083681918608	-0.995149676118656
PC_12_6h	800	58	LT934125.1	+	91497	91557	91526.7566274907	91537	4.56026488133615	0.121059640240627	91543	16.0618257140871	5.51083681918608	-0.995149676118656
PC_12_6h	800	59	LT934125.1	+	91487	91547	91517.1337208425	91519	1.50650778518648	0.0481423449103549				
PC_12_6h	800	60	LT934125.1	+	91490	91550	91519.8348876209	91537	4.56026488133615	0.121059640240627	91543	22.9835655838381	5.51083681918608	-0.995149676118656
PC_12_6h	800	61	LT934125.1	+	91491	91551	91520.6790022392	91537	4.56026488133615	0.121059640240627	91543	22.1394509655786	5.51083681918608	-0.995149676118656
PC_12_6h	800	63	LT934125.1	+	91493	91553	91522.6204658612	91537	4.56026488133615	0.121059640240627	91543	20.197987343576	5.51083681918608	-0.995149676118656
PC_12_6h	800	64	LT934125.1	+	91489	91549	91519.4128303118	91536	4.21283034653255	0.113021638604479	91542	22.4387326808477	5.47739590871432	-0.995149676118656
C6_12h	800	1	LT934125.1	+	91518	91578	91547.9805756672	91547	4.68121846200777	1.38314006909124				
C6_12h	800	2	LT934125.1	+	91515	91575	91544.9944357139	91547	4.72816199449206	1.39244999124362				
C6_6h	800	1	LT934125.1	+	91518	91578	91548.1244398863							
C6_6h	800	2	LT934125.1	+	91515	91575	91545.0553415185							
C6_6h	800	3	LT934125.1	+	91525	91585	91555.0066604688							
C6_8h	800	1	LT934125.1	+	91518	91578	91547.980617641	91545	1.20751211090211	0.183771769646761				
C6_8h	800	2	LT934125.1	+	91517	91577	91547.0003018425	91545	1.20751211090211	0.183771769646761				
C6_8h	800	3	LT934125.1	+	91515	91575	91544.9880746772	91545	1.21755040098777	0.184631801821014				
C6_8h	800	4	LT934125.1	+	91540	91600	91570.0119253228	91545	1.20751211090211	0.183771769646761				
C6_8h	800	5	LT934125.1	+	91525	91585	91555.1008060721	91545	1.20751211090211	0.183771769646761				
C6_8h	800	6	LT934125.1	+	91521	91581	91551.2827340149	91545	1.20751211090211	0.183771769646761				
C6_8h	800	7	LT934125.1	+	91521	91581	91550.9215650365	91545	1.20751211090211	0.183771769646761				
C6_8h	800	8	LT934125.1	+	91525	91585	91554.7912326621	91545	1.20751211090211	0.183771769646761				
C6_8h	800	9	LT934125.1	+	91531	91591	91561.3438698414	91545	1.20751211090211	0.183771769646761				
C6_8h	800	10	LT934125.1	+	91525	91585	91554.5848503887	91545	1.20751211090211	0.183771769646761				
C6_8h	800	11	LT934125.1	+	91526	91586	91555.9779307339	91545	1.20751211090211	0.183771769646761				
C6_8h	800	12	LT934125.1	+	91524	91584	91554.326872547	91545	1.20751211090211	0.183771769646761				
C6_8h	800	13	LT934125.1	+	91521	91581	91551.4891162882	91545	1.20751211090211	0.183771769646761				
C6_8h	800	14	LT934125.1	+	91531	91591	91560.9311052947	91545	1.20751211090211	0.183771769646761				
C6_8h	800	15	LT934125.1	+	91532	91592	91561.5502521148	91545	1.20751211090211	0.183771769646761				
C6_8h	800	16	LT934125.1	+	91534	91594	91563.8204571218	91545	1.20751211090211	0.183771769646761				
C6_8h	800	17	LT934125.1	+	91531	91591	91560.7763185897	91545	1.20751211090211	0.183771769646761				
C6_8h	800	18	LT934125.1	+	91537	91597	91567.2773602007	91545	1.20751211090211	0.183771769646761				
C6_8h	800	19	LT934125.1	+	91533	91593	91562.7369501867	91545	1.20751211090211	0.183771769646761				
C6_8h	800	20	LT934125.1	+	91534	91594	91563.6140748485	91545	1.20751211090211	0.183771769646761				
C6_8h	800	21	LT934125.1	+	91521	91581	91551.0247561731	91545	1.20751211090211	0.183771769646761				
C6_8h	800	22	LT934125.1	+	91521	91581	91551.1279473098	91545	1.20751211090211	0.183771769646761				
C6_8h	800	23	LT934125.1	+	91530	91590	91559.8991939279	91545	1.20751211090211	0.183771769646761				
C6_8h	800	24	LT934125.1	+	91533	91593	91562.9949280284	91545	1.20751211090211	0.183771769646761				
C6_8h	800	25	LT934125.1	+	91526	91586	91555.7715484606	91545	1.20751211090211	0.183771769646761				
C6_8h	800	26	LT934125.1	+	91533	91593	91563.4076925751	91545	1.20751211090211	0.183771769646761				
C6_8h	800	27	LT934125.1	+	91533	91593	91563.1497147334	91545	1.20751211090211	0.183771769646761				
C6_8h	800	28	LT934125.1	+	91526	91586	91556.0811218706	91545	1.20751211090211	0.183771769646761				
C6_8h	800	29	LT934125.1	+	91521	91581	91550.7151827631	91545	1.20751211090211	0.183771769646761				
C6_8h	800	30	LT934125.1	+	91531	91591	91561.2406787048	91545	1.20751211090211	0.183771769646761				
C6_8h	800	31	LT934125.1	+	91526	91586	91555.5651661872	91545	1.20751211090211	0.183771769646761				
C6_8h	800	32	LT934125.1	+	91529	91589	91558.8156869927	91545	1.20751211090211	0.183771769646761				
C6_8h	800	33	LT934125.1	+	91524	91584	91553.7593212952	91545	1.20751211090211	0.183771769646761				
C6_8h	800	34	LT934125.1	+	91524	91584	91554.2236814103	91545	1.20751211090211	0.183771769646761				
C6_8h	800	35	LT934125.1	+	91528	91588	91558.3513268776	91545	1.20751211090211	0.183771769646761				
C6_8h	800	36	LT934125.1	+	91530	91590	91560.0023850646	91545	1.20751211090211	0.183771769646761				
C6_8h	800	37	LT934125.1	+	91532	91592	91561.7566343882	91545	1.20751211090211	0.183771769646761				
C6_8h	800	38	LT934125.1	+	91530	91590	91559.6928116545	91545	1.20751211090211	0.183771769646761				
C6_8h	800	39	LT934125.1	+	91534	91594	91563.9236482585	91545	1.20751211090211	0.183771769646761				
C6_8h	800	40	LT934125.1	+	91527	91587	91556.8034598274	91545	1.20751211090211	0.183771769646761				
C6_8h	800	41	LT934125.1	+	91524	91584	91554.1204902736	91545	1.20751211090211	0.183771769646761				
C6_8h	800	42	LT934125.1	+	91534	91594	91564.1816261002	91545	1.20751211090211	0.183771769646761				
C6_8h	800	43	LT934125.1	+	91533	91593	91562.8917368917	91545	1.20751211090211	0.183771769646761				
C6_8h	800	44	LT934125.1	+	91538	91598	91567.5353380424	91545	1.20751211090211	0.183771769646761				
C6_8h	800	45	LT934125.1	+	91531	91591	91560.5699363163	91545	1.20751211090211	0.183771769646761				
C6_8h	800	46	LT934125.1	+	91526	91586	91556.3390997123	91545	1.20751211090211	0.183771769646761				
C6_8h	800	47	LT934125.1	+	91528	91588	91558.1449446043	91545	1.20751211090211	0.183771769646761				
C6_8h	800	48	LT934125.1	+	91526	91586	91556.442290849	91545	1.20751211090211	0.183771769646761				
C6_8h	800	49	LT934125.1	+	91530	91590	91560.1571717696	91545	1.20751211090211	0.183771769646761				
C6_8h	800	50	LT934125.1	+	91532	91592	91562.4273767766	91545	1.20751211090211	0.183771769646761				
C6_8h	800	51	LT934125.1	+	91525	91585	91554.9460193671	91545	1.20751211090211	0.183771769646761				
C6_8h	800	52	LT934125.1	+	91538	91598	91567.7417203158	91545	1.20751211090211	0.183771769646761				
C6_8h	800	53	LT934125.1	+	91530	91590	91560.363554043	91545	1.20751211090211	0.183771769646761				
C6_8h	800	54	LT934125.1	+	91521	91581	91550.5088004897	91545	1.20751211090211	0.183771769646761				
C6_8h	800	55	LT934125.1	+	91529	91589	91559.4348338128	91545	1.20751211090211	0.183771769646761				
C6_8h	800	56	LT934125.1	+	91529	91589	91559.2284515395	91545	1.20751211090211	0.183771769646761				
C6_8h	800	57	LT934125.1	+	91531	91591	91560.673127453	91545	1.20751211090211	0.183771769646761				
C6_8h	800	58	LT934125.1	+	91537	91597	91566.864595654	91545	1.20751211090211	0.183771769646761				
C6_8h	800	59	LT934125.1	+	91529	91589	91559.0220692661	91545	1.20751211090211	0.183771769646761				
C6_8h	800	60	LT934125.1	+	91537	91597	91566.6066178123	91545	1.20751211090211	0.183771769646761				
C6_8h	800	61	LT934125.1	+	91536	91596	91565.7810887188	91545	1.20751211090211	0.183771769646761				
C6_8h	800	62	LT934125.1	+	91522	91582	91552.1082631083	91545	1.20751211090211	0.183771769646761				
C6_8h	800	63	LT934125.1	+	91537	91597	91566.5034266756	91545	1.20751211090211	0.183771769646761				
PC_12_12h	800	1	LT934125.1	+	91518	91578	91547.9986902806	91547	4.46345403341586	1.37701428280074	91547	-1.10884772918251	0.856259135095821	-0.995149676118656
PC_12_12h	800	2	LT934125.1	+	91515	91575	91545.0013097194	91547	4.46345403341586	1.37701428280074	91547	1.88853283207101	0.856259135095821	-0.995149676118656
PC_12_4h	800	1	LT934125.1	+	91518	91578	91547.8982932396	91545	1.10584763599972	0.108771692912737				
PC_12_4h	800	2	LT934125.1	+	91537	91597	91566.6304573489	91545	1.10584763599972	0.108771692912737				
PK_15_12h	800	1	LT934125.1	+	91518	91578	91547.9985291616	91547	6.34760999776314	1.84379976240122	91547	-0.918880124813894	0.71021037052173	-0.995149676118656
PK_15_12h	800	2	LT934125.1	+	91517	91577	91547.0181829811	91547	6.34760999776314	1.84379976240122	91547	0.0614660556847062	0.71021037052173	-0.995149676118656
PK_15_12h	800	3	LT934125.1	+	91515	91575	91545.0014708384	91547	6.34760999776314	1.84379976240122	91547	2.07817819842136	0.71021037052173	-0.995149676118656
PK_15_12h	800	4	LT934125.1	+	91516	91576	91546.0004902795	91547	6.34760999776314	1.84379976240122	91547	1.07915875734294	0.710210370521729	-0.995149676118656
PK_15_4h	800	1	LT934125.1	+	91518	91578	91548.1081936179	91546	1.34552446479808	0.189210485807071				
PK_15_4h	800	2	LT934125.1	+	91544	91604	91573.9296214173	91546	1.34552446479808	0.189210485807071				
PK_15_8h	800	1	LT934125.1	+	91518	91578	91548.0000245912	91547	8.4901076262207	2.32058632584939				
PK_15_8h	800	2	LT934125.1	+	91515	91575	91544.9999754088	91547	8.49033589595004	2.32058949653619				
PC_12_8h	800	1	LT934125.1	+	91518	91578	91548.0211245453	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	2	LT934125.1	+	91538	91598	91568.0262810388	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	3	LT934125.1	+	91529	91589	91559.2088423948	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	4	LT934125.1	+	91531	91591	91560.5836043339	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	5	LT934125.1	+	91527	91587	91556.8385631894	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	6	LT934125.1	+	91531	91591	91561.0102545909	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	7	LT934125.1	+	91531	91591	91560.7732266703	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	8	LT934125.1	+	91532	91592	91561.531716016	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	9	LT934125.1	+	91532	91592	91561.6739327684	91545	0.709606066110305	0.152037103823696				
PC_12_8h	800	10	LT934125.1	+	91530	91590	91559.5406814835	91545	0.709606066110305	0.152037103823696				
PC_12_8h	809	1	LT934125.1	+	92130	92190	92159.5762781919							
PK_15_8h	811	1	LT934125.1	+	92258	92318	92287.9879794561	92282	1.84020447250796	0.355148451503596	92285	-2.80592270572191	3.12819983892173	-0.0171433005400303
PK_15_8h	811	2	LT934125.1	+	92255	92315	92284.7587345781	92282	1.84020447250796	0.355148451503596	92285	0.423322172284376	3.12819983892173	-0.0171433005400322
C6_12h	811	1	LT934125.1	+	92258	92318	92287.9992425727	92286	3.74843307259536	0.881994890727758				
C6_12h	811	2	LT934125.1	+	92254	92314	92284.0007574273	92286	3.74843307259536	0.881994890727758				
PC_12_8h	811	1	LT934125.1	+	92254	92314	92284.067418866	92284	1.85068517179388	0.616861493217584				
PC_12_8h	811	2	LT934125.1	+	92258	92318	92287.932581134	92284	1.85068517179388	0.616861493217584				
PC_12_12h	811	1	LT934125.1	+	92258	92318	92288.1393309093	92288	2.77973505975966	1.22626950615504	92289	1.31138811698783	1.11737800321299	0.995149676118656
PC_12_12h	811	2	LT934125.1	+	92261	92321	92290.8894663201	92288	2.77973505975966	1.22626950615504	92289	-1.43874729385116	1.11737800321299	0.995149676118656
C6_12h	812	1	LT934125.1	+	92423	92483	92453.2342568264	92441	3.11478847429341	0.131482420737403	92447	-6.42308146641745	7.0567633372008	-0.995149676118656
C6_12h	812	2	LT934125.1	+	92400	92460	92429.5835613197	92433	1.92817840724345	0.0733696229265402	92444	14.4433996365232	9.19198703038029	-0.995149676118656
PC_12_12h	812	1	LT934125.1	+	92423	92483	92452.9612231152	92447	3.30350398334718	0.138052271988398				
PC_12_12h	812	2	LT934125.1	+	92457	92517	92486.8946013526	92477	2.1793749723392	0.196327696980453	92481	-5.81592360413117	4.56211012421964	-0.995149676118656
PC_12_12h	812	3	LT934125.1	+	92426	92486	92455.8697983927	92447	3.23439164139599	0.133132755600631				
PC_12_12h	812	4	LT934125.1	+	92391	92451	92420.9668950628	92421	1.06053284429216	0.0560257146735288	92437	16.219469752015	10.6412467192606	-0.995149676118656
PC_12_12h	812	5	LT934125.1	+	92401	92461	92431.4931674956	92440	3.02932071583113	0.102395815327944	92447	15.6951277658702	6.75793012807589	-0.995149676118656
PC_12_12h	812	6	LT934125.1	+	92446	92506	92475.9528181658	92448	0.849661409458578	0.091545603960005	92463	-13.2801675728751	8.96227067167958	0.995149676118656
PC_12_12h	812	7	LT934125.1	+	92443	92503	92472.7672357191	92448	0.849661409458578	0.091545603960005	92463	-10.0945851260966	8.96227067167958	0.995149676118656
PC_12_12h	812	8	LT934125.1	+	92449	92509	92478.999897028	92448	0.849661409458578	0.091545603960005	92463	-16.3272464350065	8.96227067167958	0.995149676118656
PC_12_12h	812	9	LT934125.1	+	92452	92512	92482.0469758901	92448	0.75493399962998	0.0804263450708144	92464	-17.9889687669317	9.17988090304089	0.995149676118656
PC_12_12h	812	10	LT934125.1	+	92409	92469	92439.2493682356	92440	3.02932071583113	0.102395815327944	92447	7.93892702588732	6.75793012807589	-0.995149676118656
PC_12_12h	812	11	LT934125.1	+	92409	92469	92438.9723610663	92440	3.02932071583113	0.102395815327944	92447	8.2159341951667	6.75793012807589	-0.995149676118656
PC_12_12h	812	12	LT934125.1	+	92412	92472	92441.6039291745	92440	3.02488262612489	0.101351097195138	92449	6.97720784776828	8.09949128724963	-0.732555346421269
PC_12_12h	812	13	LT934125.1	+	92410	92470	92440.0803897434	92440	3.02932071583113	0.102395815327944	92447	7.1079055180346	6.75793012807589	-0.995149676118656
PC_12_12h	812	14	LT934125.1	+	92410	92470	92439.8033825742	92440	3.02932071583113	0.102395815327944	92447	7.38491268731399	6.75793012807589	-0.995149676118656
PC_12_12h	812	15	LT934125.1	+	92412	92472	92441.8809363438	92440	3.02488262612489	0.101351097195138	92449	6.70020067848889	8.09949128724963	-0.732555346421269
PC_12_12h	812	16	LT934125.1	+	92411	92471	92440.634404082	92440	3.02932071583113	0.102395815327944	92447	6.55389117946128	6.75793012807589	-0.995149676118656
PC_12_12h	812	17	LT934125.1	+	92434	92494	92463.7645027173	92448	0.849661409458578	0.091545603960005	92463	-1.09185212433469	8.96227067167958	0.995149676118656
PC_12_12h	812	18	LT934125.1	+	92435	92495	92464.7340278098	92448	0.849661409458578	0.091545603960005	92463	-2.06137721683438	8.96227067167958	0.995149676118656
PC_12_8h	812	1	LT934125.1	+	92423	92483	92453.0646586212	92452	2.17720359497069	0.490957469002153	92456	2.58388511408968	3.56540650336149	0.995149676118656
PC_12_8h	812	3	LT934125.1	+	92446	92506	92475.9949940078	92450	0.984416589912444	0.12017419374366	92462	-14.4075851427232	8.11945848198294	0.995149676118656
PC_12_8h	812	4	LT934125.1	+	92435	92495	92464.9851217825	92450	0.984416589912444	0.12017419374366	92462	-3.3977129173626	8.11945848198294	0.995149676118656
PC_12_8h	812	5	LT934125.1	+	92435	92495	92465.3162457592	92450	0.984416589912444	0.12017419374366	92462	-3.72883689406889	8.11945848198294	0.995149676118656
PC_12_8h	812	6	LT934125.1	+	92435	92495	92465.4818077475	92450	0.984416589912444	0.12017419374366	92462	-3.89439888242204	8.11945848198294	0.995149676118656
PC_12_8h	812	7	LT934125.1	+	92436	92496	92465.6473697359	92450	0.984416589912444	0.12017419374366	92462	-4.05996087077519	8.11945848198294	0.995149676118656
PC_12_8h	812	8	LT934125.1	+	92437	92497	92466.8063036544	92450	0.984416589912444	0.12017419374366	92462	-5.21889478923267	8.11945848198294	0.995149676118656
PK_15_12h	812	1	LT934125.1	+	92423	92483	92453.0235447578	92452	3.88114677923236	1.31838950840149				
PK_15_12h	812	2	LT934125.1	+	92421	92481	92451.0046666129	92452	3.88114677923236	1.31838950840149				
PK_15_12h	812	3	LT934125.1	+	92426	92486	92455.9953333871	92452	3.88114677923236	1.31838950840149				
PK_15_6h	812	1	LT934125.1	+	92423	92483	92452.9473342682	92452	3.15354072952614	1.14069902103017	92453	-0.114223435558951	1.40987702362814	0.995149676118656
PK_15_6h	812	2	LT934125.1	+	92426	92486	92455.9635777538	92452	3.15354072952614	1.14069902103017	92453	-3.13046690840928	1.40987703342274	0.995149676118656
