group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	hpi	cell_line	Time
PC_12_2h	2438	LT934125.1	128688	128688	-	128688	667.111408	667.111408	128688	128688	1	0	1	2h	PC_12	2
PC_12_2h	2439	LT934125.1	128729	128732	-	128732	90060.040027	74716.477652	128730	128732	3	0.709295128804143	4	2h	PC_12	2
PC_12_2h	2455	LT934125.1	132914	132914	-	132914	667.111408	667.111408	132914	132914	1	0	1	2h	PC_12	2
PC_12_2h	2458	LT934125.1	133147	133147	-	133147	667.111408	667.111408	133147	133147	1	0	1	2h	PC_12	2
PC_12_2h	2474	LT934125.1	135369	135369	-	135369	667.111408	667.111408	135369	135369	1	0	1	2h	PC_12	2
PC_12_2h	2480	LT934125.1	135748	135748	-	135748	667.111408	667.111408	135748	135748	1	0	1	2h	PC_12	2
PC_12_2h	2489	LT934125.1	136235	136235	-	136235	1334.222815	1334.222815	136235	136235	1	0	1	2h	PC_12	2
PC_12_2h	2490	LT934125.1	136285	136339	-	136285	1334.222816	667.111408	136285	136339	55	5.78135971352466	55	2h	PC_12	2
PC_12_2h	2496	LT934125.1	136686	136686	-	136686	667.111408	667.111408	136686	136686	1	0	1	2h	PC_12	2
PC_12_2h	2518	LT934125.1	138995	138995	-	138995	667.111408	667.111408	138995	138995	1	0	1	2h	PC_12	2
PC_12_2h	2523	LT934125.1	139407	139407	-	139407	667.111408	667.111408	139407	139407	1	0	1	2h	PC_12	2
PC_12_4h	3	LT934125.1	779	782	+	779	602.288698	401.525798	779	782	4	2.5032583392032	4	4h	PC_12	4
PC_12_4h	5	LT934125.1	987	994	+	990	2108.010442	903.433046	987	990	4	3.04863334687918	8	4h	PC_12	4
PC_12_4h	11	LT934125.1	1334	1345	+	1337	6223.649871	2710.299137	1334	1339	6	4.92544296792471	12	4h	PC_12	4
PC_12_4h	15	LT934125.1	1519	1519	+	1519	100.38145	100.38145	1519	1519	1	0	1	4h	PC_12	4
PC_12_4h	16	LT934125.1	1595	1603	+	1600	3914.876532	3412.969283	1600	1600	1	0	9	4h	PC_12	4
PC_12_4h	18	LT934125.1	1712	1712	+	1712	100.38145	100.38145	1712	1712	1	0	1	4h	PC_12	4
PC_12_4h	19	LT934125.1	1821	1821	+	1821	100.38145	100.38145	1821	1821	1	0	1	4h	PC_12	4
PC_12_4h	20	LT934125.1	1912	1912	+	1912	100.38145	100.38145	1912	1912	1	0	1	4h	PC_12	4
PC_12_4h	23	LT934125.1	2119	2119	+	2119	100.38145	100.38145	2119	2119	1	0	1	4h	PC_12	4
PC_12_4h	41	LT934125.1	6021	6021	+	6021	100.38145	100.38145	6021	6021	1	0	1	4h	PC_12	4
PC_12_4h	46	LT934125.1	6885	6885	+	6885	100.38145	100.38145	6885	6885	1	0	1	4h	PC_12	4
PC_12_4h	48	LT934125.1	6996	6996	+	6996	100.38145	100.38145	6996	6996	1	0	1	4h	PC_12	4
PC_12_4h	49	LT934125.1	7187	7187	+	7187	100.38145	100.38145	7187	7187	1	0	1	4h	PC_12	4
PC_12_4h	53	LT934125.1	7587	7596	+	7588	4918.691027	2609.917687	7588	7591	4	2.49631418552207	10	4h	PC_12	4
PC_12_4h	55	LT934125.1	7768	7768	+	7768	100.38145	100.38145	7768	7768	1	0	1	4h	PC_12	4
PC_12_4h	56	LT934125.1	7811	7814	+	7811	702.670147	602.288697	7811	7814	4	1.18334556031789	4	4h	PC_12	4
PC_12_4h	57	LT934125.1	7858	7861	+	7858	200.7629	100.38145	7858	7861	4	2	4	4h	PC_12	4
PC_12_4h	59	LT934125.1	8001	8001	+	8001	100.38145	100.38145	8001	8001	1	0	1	4h	PC_12	4
PC_12_4h	69	LT934125.1	8882	8882	+	8882	100.38145	100.38145	8882	8882	1	0	1	4h	PC_12	4
PC_12_4h	73	LT934125.1	9107	9113	+	9113	2810.680587	1806.866091	9107	9113	7	3.56406619452257	7	4h	PC_12	4
PC_12_4h	76	LT934125.1	9267	9270	+	9270	12346.91829	8933.949006	9267	9270	4	2.47148657199766	4	4h	PC_12	4
PC_12_4h	80	LT934125.1	9548	9556	+	9548	401.525799	200.762899	9548	9556	9	4.75488750611082	9	4h	PC_12	4
PC_12_4h	81	LT934125.1	9640	9648	+	9644	3412.969286	1304.958844	9643	9646	4	3.69066259276293	9	4h	PC_12	4
PC_12_4h	82	LT934125.1	9723	9723	+	9723	100.38145	100.38145	9723	9723	1	0	1	4h	PC_12	4
PC_12_4h	83	LT934125.1	9798	9798	+	9798	100.38145	100.38145	9798	9798	1	0	1	4h	PC_12	4
PC_12_4h	86	LT934125.1	9977	9977	+	9977	100.38145	100.38145	9977	9977	1	0	1	4h	PC_12	4
PC_12_4h	87	LT934125.1	10103	10106	+	10103	301.144349	200.762899	10103	10106	4	1.83659167032276	4	4h	PC_12	4
PC_12_4h	89	LT934125.1	10247	10247	+	10247	100.38145	100.38145	10247	10247	1	0	1	4h	PC_12	4
PC_12_4h	91	LT934125.1	10431	10431	+	10431	200.762899	200.762899	10431	10431	1	0	1	4h	PC_12	4
PC_12_4h	97	LT934125.1	11166	11166	+	11166	100.38145	100.38145	11166	11166	1	0	1	4h	PC_12	4
PC_12_4h	107	LT934125.1	12208	12208	+	12208	100.38145	100.38145	12208	12208	1	0	1	4h	PC_12	4
PC_12_4h	111	LT934125.1	12392	12392	+	12392	100.38145	100.38145	12392	12392	1	0	1	4h	PC_12	4
PC_12_4h	118	LT934125.1	12834	12834	+	12834	100.38145	100.38145	12834	12834	1	0	1	4h	PC_12	4
PC_12_4h	139	LT934125.1	14042	14048	+	14048	13049.588437	12146.15539	14048	14048	1	0	7	4h	PC_12	4
PC_12_4h	144	LT934125.1	14443	14443	+	14443	100.38145	100.38145	14443	14443	1	0	1	4h	PC_12	4
PC_12_4h	145	LT934125.1	14523	14523	+	14523	100.38145	100.38145	14523	14523	1	0	1	4h	PC_12	4
PC_12_4h	146	LT934125.1	14782	14782	+	14782	200.762899	200.762899	14782	14782	1	0	1	4h	PC_12	4
PC_12_4h	147	LT934125.1	14868	14868	+	14868	100.38145	100.38145	14868	14868	1	0	1	4h	PC_12	4
PC_12_4h	148	LT934125.1	14953	14953	+	14953	100.38145	100.38145	14953	14953	1	0	1	4h	PC_12	4
PC_12_4h	149	LT934125.1	15113	15200	+	15200	501.907249	200.762899	15113	15200	88	12.4145631125846	88	4h	PC_12	4
PC_12_4h	150	LT934125.1	15287	15287	+	15287	100.38145	100.38145	15287	15287	1	0	1	4h	PC_12	4
PC_12_4h	151	LT934125.1	15354	15354	+	15354	100.38145	100.38145	15354	15354	1	0	1	4h	PC_12	4
PC_12_4h	154	LT934125.1	15527	15527	+	15527	100.38145	100.38145	15527	15527	1	0	1	4h	PC_12	4
PC_12_4h	156	LT934125.1	15615	15615	+	15615	100.38145	100.38145	15615	15615	1	0	1	4h	PC_12	4
PC_12_4h	157	LT934125.1	15838	15838	+	15838	100.38145	100.38145	15838	15838	1	0	1	4h	PC_12	4
PC_12_4h	165	LT934125.1	17647	17647	+	17647	100.38145	100.38145	17647	17647	1	0	1	4h	PC_12	4
PC_12_4h	197	LT934125.1	25420	25422	+	25420	301.144349	200.762899	25420	25422	3	1.4554644632992	3	4h	PC_12	4
PC_12_4h	200	LT934125.1	25770	25770	+	25770	100.38145	100.38145	25770	25770	1	0	1	4h	PC_12	4
PC_12_4h	215	LT934125.1	26924	26928	+	26924	200.7629	100.38145	26924	26928	5	2.32192809488736	5	4h	PC_12	4
PC_12_4h	222	LT934125.1	27833	27833	+	27833	100.38145	100.38145	27833	27833	1	0	1	4h	PC_12	4
PC_12_4h	243	LT934125.1	29638	29638	+	29638	100.38145	100.38145	29638	29638	1	0	1	4h	PC_12	4
PC_12_4h	245	LT934125.1	29987	29987	+	29987	100.38145	100.38145	29987	29987	1	0	1	4h	PC_12	4
PC_12_4h	248	LT934125.1	30240	30242	+	30240	702.670147	602.288697	30240	30242	3	0.937779169249358	3	4h	PC_12	4
PC_12_4h	249	LT934125.1	30298	30298	+	30298	100.38145	100.38145	30298	30298	1	0	1	4h	PC_12	4
PC_12_4h	255	LT934125.1	30684	30686	+	30684	200.7629	100.38145	30684	30686	3	1.58496250072116	3	4h	PC_12	4
PC_12_4h	257	LT934125.1	30932	30938	+	30932	501.907248	401.525798	30932	30938	7	2.0267083950284	7	4h	PC_12	4
PC_12_4h	258	LT934125.1	30994	30994	+	30994	100.38145	100.38145	30994	30994	1	0	1	4h	PC_12	4
PC_12_4h	259	LT934125.1	31040	31040	+	31040	100.38145	100.38145	31040	31040	1	0	1	4h	PC_12	4
PC_12_4h	260	LT934125.1	31093	31098	+	31098	11041.959446	8130.89741	31096	31098	3	1.55976253516778	6	4h	PC_12	4
PC_12_4h	261	LT934125.1	31149	31151	+	31149	301.144349	200.762899	31149	31151	3	1.4554644632992	3	4h	PC_12	4
PC_12_4h	265	LT934125.1	31452	31507	+	31452	200.7629	100.38145	31452	31507	56	5.8073549220576	56	4h	PC_12	4
PC_12_4h	266	LT934125.1	31666	31666	+	31666	100.38145	100.38145	31666	31666	1	0	1	4h	PC_12	4
PC_12_4h	267	LT934125.1	31726	31726	+	31726	100.38145	100.38145	31726	31726	1	0	1	4h	PC_12	4
PC_12_4h	268	LT934125.1	31811	31811	+	31811	100.38145	100.38145	31811	31811	1	0	1	4h	PC_12	4
PC_12_4h	269	LT934125.1	31870	31870	+	31870	100.38145	100.38145	31870	31870	1	0	1	4h	PC_12	4
PC_12_4h	271	LT934125.1	32028	32038	+	32036	20678.578599	9937.763501	32036	32038	3	1.87317470267101	11	4h	PC_12	4
PC_12_4h	272	LT934125.1	32091	32099	+	32091	301.14435	100.38145	32091	32099	9	5.02421225738452	9	4h	PC_12	4
PC_12_4h	273	LT934125.1	32167	32173	+	32167	301.144349	200.762899	32167	32173	7	2.57798233274529	7	4h	PC_12	4
PC_12_4h	285	LT934125.1	33584	33584	+	33584	100.38145	100.38145	33584	33584	1	0	1	4h	PC_12	4
PC_12_4h	301	LT934125.1	35117	35117	+	35117	100.38145	100.38145	35117	35117	1	0	1	4h	PC_12	4
PC_12_4h	327	LT934125.1	43746	43746	+	43746	100.38145	100.38145	43746	43746	1	0	1	4h	PC_12	4
PC_12_4h	328	LT934125.1	43795	43795	+	43795	100.38145	100.38145	43795	43795	1	0	1	4h	PC_12	4
PC_12_4h	339	LT934125.1	44731	44731	+	44731	200.762899	200.762899	44731	44731	1	0	1	4h	PC_12	4
PC_12_4h	340	LT934125.1	44807	44812	+	44812	10740.815098	9335.474804	44810	44812	3	0.77191047104567	6	4h	PC_12	4
PC_12_4h	344	LT934125.1	45145	45145	+	45145	100.38145	100.38145	45145	45145	1	0	1	4h	PC_12	4
PC_12_4h	347	LT934125.1	45302	45302	+	45302	100.38145	100.38145	45302	45302	1	0	1	4h	PC_12	4
PC_12_4h	348	LT934125.1	45394	45394	+	45394	100.38145	100.38145	45394	45394	1	0	1	4h	PC_12	4
PC_12_4h	352	LT934125.1	45662	45662	+	45662	100.38145	100.38145	45662	45662	1	0	1	4h	PC_12	4
PC_12_4h	355	LT934125.1	46026	46029	+	46026	301.144349	200.762899	46026	46029	4	1.83659167032276	4	4h	PC_12	4
PC_12_4h	357	LT934125.1	46236	46237	+	46236	200.7629	100.38145	46236	46237	2	1	2	4h	PC_12	4
PC_12_4h	358	LT934125.1	46388	46388	+	46388	100.38145	100.38145	46388	46388	1	0	1	4h	PC_12	4
PC_12_4h	360	LT934125.1	46481	46490	+	46481	200.7629	100.38145	46481	46490	10	3.32192809488736	10	4h	PC_12	4
PC_12_4h	363	LT934125.1	46713	46713	+	46713	100.38145	100.38145	46713	46713	1	0	1	4h	PC_12	4
PC_12_4h	367	LT934125.1	46933	46933	+	46933	100.38145	100.38145	46933	46933	1	0	1	4h	PC_12	4
PC_12_4h	371	LT934125.1	47188	47188	+	47188	100.38145	100.38145	47188	47188	1	0	1	4h	PC_12	4
PC_12_4h	373	LT934125.1	47311	47319	+	47311	702.670148	301.144349	47311	47319	9	5.84017787615907	9	4h	PC_12	4
PC_12_4h	377	LT934125.1	47529	47529	+	47529	100.38145	100.38145	47529	47529	1	0	1	4h	PC_12	4
PC_12_4h	379	LT934125.1	47616	47616	+	47616	100.38145	100.38145	47616	47616	1	0	1	4h	PC_12	4
PC_12_4h	380	LT934125.1	47704	47704	+	47704	200.762899	200.762899	47704	47704	1	0	1	4h	PC_12	4
PC_12_4h	382	LT934125.1	47872	47872	+	47872	100.38145	100.38145	47872	47872	1	0	1	4h	PC_12	4
PC_12_4h	385	LT934125.1	48094	48094	+	48094	100.38145	100.38145	48094	48094	1	0	1	4h	PC_12	4
PC_12_4h	386	LT934125.1	48191	48259	+	48253	401.525799	200.762899	48191	48259	69	9.16278669277389	69	4h	PC_12	4
PC_12_4h	388	LT934125.1	48448	48448	+	48448	100.38145	100.38145	48448	48448	1	0	1	4h	PC_12	4
PC_12_4h	389	LT934125.1	48559	48570	+	48567	16061.031923	11343.103794	48567	48570	4	1.95832962888445	12	4h	PC_12	4
PC_12_4h	390	LT934125.1	48611	48614	+	48614	301.144349	200.762899	48611	48614	4	1.83659167032276	4	4h	PC_12	4
PC_12_4h	394	LT934125.1	48794	48794	+	48794	100.38145	100.38145	48794	48794	1	0	1	4h	PC_12	4
PC_12_4h	395	LT934125.1	48868	48868	+	48868	100.38145	100.38145	48868	48868	1	0	1	4h	PC_12	4
PC_12_4h	396	LT934125.1	49047	49047	+	49047	200.762899	200.762899	49047	49047	1	0	1	4h	PC_12	4
PC_12_4h	400	LT934125.1	49261	49261	+	49261	200.762899	200.762899	49261	49261	1	0	1	4h	PC_12	4
PC_12_4h	403	LT934125.1	49543	49543	+	49543	100.38145	100.38145	49543	49543	1	0	1	4h	PC_12	4
PC_12_4h	418	LT934125.1	50948	50948	+	50948	100.38145	100.38145	50948	50948	1	0	1	4h	PC_12	4
PC_12_4h	422	LT934125.1	51148	51148	+	51148	200.762899	200.762899	51148	51148	1	0	1	4h	PC_12	4
PC_12_4h	423	LT934125.1	51232	51239	+	51235	7930.134512	5320.216824	51235	51238	4	2.58327212286352	8	4h	PC_12	4
PC_12_4h	424	LT934125.1	51302	51422	+	51302	401.5258	100.38145	51302	51422	121	13.8377264745492	121	4h	PC_12	4
PC_12_4h	425	LT934125.1	51495	51510	+	51495	501.907249	200.762899	51495	51510	16	7.68771238433121	16	4h	PC_12	4
PC_12_4h	426	LT934125.1	51556	51556	+	51556	100.38145	100.38145	51556	51556	1	0	1	4h	PC_12	4
PC_12_4h	428	LT934125.1	51690	51690	+	51690	100.38145	100.38145	51690	51690	1	0	1	4h	PC_12	4
PC_12_4h	430	LT934125.1	51805	51890	+	51805	501.90725	100.38145	51805	51890	86	14.9213246791272	86	4h	PC_12	4
PC_12_4h	435	LT934125.1	52172	52278	+	52172	301.14435	100.38145	52172	52278	107	10.6849723732955	107	4h	PC_12	4
PC_12_4h	436	LT934125.1	52460	52460	+	52460	5520.979723	5520.979723	52460	52460	1	0	1	4h	PC_12	4
PC_12_4h	439	LT934125.1	52710	52710	+	52710	100.38145	100.38145	52710	52710	1	0	1	4h	PC_12	4
PC_12_4h	441	LT934125.1	52875	52875	+	52875	100.38145	100.38145	52875	52875	1	0	1	4h	PC_12	4
PC_12_4h	444	LT934125.1	53042	53042	+	53042	200.762899	200.762899	53042	53042	1	0	1	4h	PC_12	4
PC_12_4h	446	LT934125.1	53236	53236	+	53236	100.38145	100.38145	53236	53236	1	0	1	4h	PC_12	4
PC_12_4h	451	LT934125.1	53606	53606	+	53606	100.38145	100.38145	53606	53606	1	0	1	4h	PC_12	4
PC_12_4h	452	LT934125.1	53644	53652	+	53648	2208.391892	1505.721743	53648	53652	5	2.6795416495928	9	4h	PC_12	4
PC_12_4h	453	LT934125.1	53763	53763	+	53763	100.38145	100.38145	53763	53763	1	0	1	4h	PC_12	4
PC_12_4h	454	LT934125.1	53961	53961	+	53961	100.38145	100.38145	53961	53961	1	0	1	4h	PC_12	4
PC_12_4h	461	LT934125.1	54361	54361	+	54361	100.38145	100.38145	54361	54361	1	0	1	4h	PC_12	4
PC_12_4h	462	LT934125.1	54475	54475	+	54475	301.144349	301.144349	54475	54475	1	0	1	4h	PC_12	4
PC_12_4h	463	LT934125.1	54551	54551	+	54551	100.38145	100.38145	54551	54551	1	0	1	4h	PC_12	4
PC_12_4h	465	LT934125.1	54658	54801	+	54658	301.14435	100.38145	54658	54801	144	11.3640622602691	144	4h	PC_12	4
PC_12_4h	480	LT934125.1	55873	55873	+	55873	100.38145	100.38145	55873	55873	1	0	1	4h	PC_12	4
PC_12_4h	501	LT934125.1	58002	58002	+	58002	100.38145	100.38145	58002	58002	1	0	1	4h	PC_12	4
PC_12_4h	502	LT934125.1	58139	58142	+	58139	200.7629	100.38145	58139	58142	4	2	4	4h	PC_12	4
PC_12_4h	510	LT934125.1	58804	58804	+	58804	100.38145	100.38145	58804	58804	1	0	1	4h	PC_12	4
PC_12_4h	511	LT934125.1	58893	58893	+	58893	100.38145	100.38145	58893	58893	1	0	1	4h	PC_12	4
PC_12_4h	513	LT934125.1	59067	59074	+	59068	5520.979724	3212.206384	59068	59074	7	4.69112127510456	8	4h	PC_12	4
PC_12_4h	515	LT934125.1	59143	59143	+	59143	100.38145	100.38145	59143	59143	1	0	1	4h	PC_12	4
PC_12_4h	516	LT934125.1	59246	59246	+	59246	100.38145	100.38145	59246	59246	1	0	1	4h	PC_12	4
PC_12_4h	517	LT934125.1	59341	59341	+	59341	100.38145	100.38145	59341	59341	1	0	1	4h	PC_12	4
PC_12_4h	518	LT934125.1	59410	59410	+	59410	100.38145	100.38145	59410	59410	1	0	1	4h	PC_12	4
PC_12_4h	519	LT934125.1	59476	59476	+	59476	100.38145	100.38145	59476	59476	1	0	1	4h	PC_12	4
PC_12_4h	522	LT934125.1	59731	59731	+	59731	100.38145	100.38145	59731	59731	1	0	1	4h	PC_12	4
PC_12_4h	523	LT934125.1	59793	59793	+	59793	100.38145	100.38145	59793	59793	1	0	1	4h	PC_12	4
PC_12_4h	525	LT934125.1	59931	59931	+	59931	100.38145	100.38145	59931	59931	1	0	1	4h	PC_12	4
PC_12_4h	526	LT934125.1	60080	60080	+	60080	100.38145	100.38145	60080	60080	1	0	1	4h	PC_12	4
PC_12_4h	529	LT934125.1	60232	60248	+	60235	2208.391891	702.670147	60232	60239	8	6.72534377456949	17	4h	PC_12	4
PC_12_4h	530	LT934125.1	60319	60319	+	60319	100.38145	100.38145	60319	60319	1	0	1	4h	PC_12	4
PC_12_4h	538	LT934125.1	60782	60782	+	60782	100.38145	100.38145	60782	60782	1	0	1	4h	PC_12	4
PC_12_4h	540	LT934125.1	60856	60856	+	60856	100.38145	100.38145	60856	60856	1	0	1	4h	PC_12	4
PC_12_4h	544	LT934125.1	61003	61003	+	61003	100.38145	100.38145	61003	61003	1	0	1	4h	PC_12	4
PC_12_4h	545	LT934125.1	61078	61078	+	61078	100.38145	100.38145	61078	61078	1	0	1	4h	PC_12	4
PC_12_4h	546	LT934125.1	61204	61204	+	61204	100.38145	100.38145	61204	61204	1	0	1	4h	PC_12	4
PC_12_4h	547	LT934125.1	61456	61498	+	61456	200.7629	100.38145	61456	61498	43	5.4262647547021	43	4h	PC_12	4
PC_12_4h	549	LT934125.1	61598	61598	+	61598	100.38145	100.38145	61598	61598	1	0	1	4h	PC_12	4
PC_12_4h	551	LT934125.1	61835	61835	+	61835	100.38145	100.38145	61835	61835	1	0	1	4h	PC_12	4
PC_12_4h	553	LT934125.1	61930	61930	+	61930	100.38145	100.38145	61930	61930	1	0	1	4h	PC_12	4
PC_12_4h	554	LT934125.1	62078	62078	+	62078	100.38145	100.38145	62078	62078	1	0	1	4h	PC_12	4
PC_12_4h	555	LT934125.1	62143	62143	+	62143	100.38145	100.38145	62143	62143	1	0	1	4h	PC_12	4
PC_12_4h	557	LT934125.1	62710	62710	+	62710	100.38145	100.38145	62710	62710	1	0	1	4h	PC_12	4
PC_12_4h	564	LT934125.1	64237	64237	+	64237	100.38145	100.38145	64237	64237	1	0	1	4h	PC_12	4
PC_12_4h	568	LT934125.1	64804	64804	+	64804	100.38145	100.38145	64804	64804	1	0	1	4h	PC_12	4
PC_12_4h	576	LT934125.1	65809	65809	+	65809	100.38145	100.38145	65809	65809	1	0	1	4h	PC_12	4
PC_12_4h	577	LT934125.1	66209	66209	+	66209	100.38145	100.38145	66209	66209	1	0	1	4h	PC_12	4
PC_12_4h	579	LT934125.1	66335	66347	+	66338	2308.77334	1304.958844	66338	66341	4	1.86813611088444	13	4h	PC_12	4
PC_12_4h	596	LT934125.1	67449	67449	+	67449	100.38145	100.38145	67449	67449	1	0	1	4h	PC_12	4
PC_12_4h	600	LT934125.1	67755	67763	+	67755	200.7629	100.38145	67755	67763	9	3.16992500144231	9	4h	PC_12	4
PC_12_4h	604	LT934125.1	68062	68062	+	68062	100.38145	100.38145	68062	68062	1	0	1	4h	PC_12	4
PC_12_4h	611	LT934125.1	68364	68372	+	68364	200.7629	100.38145	68364	68372	9	3.16992500144231	9	4h	PC_12	4
PC_12_4h	613	LT934125.1	68642	68642	+	68642	100.38145	100.38145	68642	68642	1	0	1	4h	PC_12	4
PC_12_4h	616	LT934125.1	68846	68846	+	68846	100.38145	100.38145	68846	68846	1	0	1	4h	PC_12	4
PC_12_4h	618	LT934125.1	68969	69096	+	68969	401.5258	100.38145	68969	69096	128	14	128	4h	PC_12	4
PC_12_4h	619	LT934125.1	69161	69161	+	69161	100.38145	100.38145	69161	69161	1	0	1	4h	PC_12	4
PC_12_4h	620	LT934125.1	69237	69251	+	69237	903.433048	501.907248	69237	69251	15	7.34481738718108	15	4h	PC_12	4
PC_12_4h	622	LT934125.1	69433	69433	+	69433	100.38145	100.38145	69433	69433	1	0	1	4h	PC_12	4
PC_12_4h	624	LT934125.1	69530	69530	+	69530	100.38145	100.38145	69530	69530	1	0	1	4h	PC_12	4
PC_12_4h	626	LT934125.1	69673	69673	+	69673	100.38145	100.38145	69673	69673	1	0	1	4h	PC_12	4
PC_12_4h	628	LT934125.1	69812	69812	+	69812	100.38145	100.38145	69812	69812	1	0	1	4h	PC_12	4
PC_12_4h	629	LT934125.1	69944	69950	+	69944	200.7629	100.38145	69944	69950	7	2.8073549220576	7	4h	PC_12	4
PC_12_4h	632	LT934125.1	70090	70090	+	70090	702.670147	702.670147	70090	70090	1	0	1	4h	PC_12	4
PC_12_4h	633	LT934125.1	70160	70160	+	70160	100.38145	100.38145	70160	70160	1	0	1	4h	PC_12	4
PC_12_4h	635	LT934125.1	70331	70336	+	70331	200.7629	100.38145	70331	70336	6	2.58496250072116	6	4h	PC_12	4
PC_12_4h	637	LT934125.1	70525	70531	+	70531	32925.115439	18871.712508	70529	70531	3	1.55538509679101	7	4h	PC_12	4
PC_12_4h	641	LT934125.1	70802	70802	+	70802	100.38145	100.38145	70802	70802	1	0	1	4h	PC_12	4
PC_12_4h	642	LT934125.1	70850	70850	+	70850	100.38145	100.38145	70850	70850	1	0	1	4h	PC_12	4
PC_12_4h	643	LT934125.1	70918	70918	+	70918	100.38145	100.38145	70918	70918	1	0	1	4h	PC_12	4
PC_12_4h	645	LT934125.1	71065	71191	+	71065	301.14435	100.38145	71065	71191	127	11.0768031578981	127	4h	PC_12	4
PC_12_4h	646	LT934125.1	71284	71284	+	71284	100.38145	100.38145	71284	71284	1	0	1	4h	PC_12	4
PC_12_4h	647	LT934125.1	71346	71346	+	71346	100.38145	100.38145	71346	71346	1	0	1	4h	PC_12	4
PC_12_4h	658	LT934125.1	72505	72505	+	72505	100.38145	100.38145	72505	72505	1	0	1	4h	PC_12	4
PC_12_4h	662	LT934125.1	72759	72760	+	72759	401.525799	301.144349	72759	72760	2	0.81127812544597	2	4h	PC_12	4
PC_12_4h	664	LT934125.1	72957	72957	+	72957	100.38145	100.38145	72957	72957	1	0	1	4h	PC_12	4
PC_12_4h	671	LT934125.1	73531	73531	+	73531	100.38145	100.38145	73531	73531	1	0	1	4h	PC_12	4
PC_12_4h	684	LT934125.1	74400	74408	+	74402	14254.165832	6825.938567	74400	74403	4	2.56679456519709	9	4h	PC_12	4
PC_12_4h	688	LT934125.1	74643	74643	+	74643	100.38145	100.38145	74643	74643	1	0	1	4h	PC_12	4
PC_12_4h	690	LT934125.1	74896	74896	+	74896	100.38145	100.38145	74896	74896	1	0	1	4h	PC_12	4
PC_12_4h	693	LT934125.1	75108	75108	+	75108	100.38145	100.38145	75108	75108	1	0	1	4h	PC_12	4
PC_12_4h	698	LT934125.1	75371	75371	+	75371	100.38145	100.38145	75371	75371	1	0	1	4h	PC_12	4
PC_12_4h	703	LT934125.1	76683	76685	+	76683	903.433046	602.288697	76683	76685	3	1.45546446212962	3	4h	PC_12	4
PC_12_4h	704	LT934125.1	76748	76748	+	76748	100.38145	100.38145	76748	76748	1	0	1	4h	PC_12	4
PC_12_4h	707	LT934125.1	76990	76992	+	76990	301.144349	200.762899	76990	76992	3	1.4554644632992	3	4h	PC_12	4
PC_12_4h	713	LT934125.1	77536	77536	+	77536	100.38145	100.38145	77536	77536	1	0	1	4h	PC_12	4
PC_12_4h	717	LT934125.1	77896	77896	+	77896	100.38145	100.38145	77896	77896	1	0	1	4h	PC_12	4
PC_12_4h	720	LT934125.1	78037	78044	+	78041	702.670149	301.144349	78037	78044	8	6.38425584054097	8	4h	PC_12	4
PC_12_4h	724	LT934125.1	78367	78367	+	78367	100.38145	100.38145	78367	78367	1	0	1	4h	PC_12	4
PC_12_4h	731	LT934125.1	78749	78749	+	78749	100.38145	100.38145	78749	78749	1	0	1	4h	PC_12	4
PC_12_4h	732	LT934125.1	78814	78814	+	78814	100.38145	100.38145	78814	78814	1	0	1	4h	PC_12	4
PC_12_4h	736	LT934125.1	79051	79051	+	79051	100.38145	100.38145	79051	79051	1	0	1	4h	PC_12	4
PC_12_4h	738	LT934125.1	79260	79260	+	79260	100.38145	100.38145	79260	79260	1	0	1	4h	PC_12	4
PC_12_4h	741	LT934125.1	79440	79444	+	79444	6926.320016	6324.031319	79444	79444	1	0	5	4h	PC_12	4
PC_12_4h	742	LT934125.1	79517	79517	+	79517	100.38145	100.38145	79517	79517	1	0	1	4h	PC_12	4
PC_12_4h	743	LT934125.1	79622	79622	+	79622	200.762899	200.762899	79622	79622	1	0	1	4h	PC_12	4
PC_12_4h	744	LT934125.1	79781	79786	+	79781	401.525799	301.144349	79781	79786	6	2.09712353193319	6	4h	PC_12	4
PC_12_4h	752	LT934125.1	81082	81082	+	81082	100.38145	100.38145	81082	81082	1	0	1	4h	PC_12	4
PC_12_4h	771	LT934125.1	83125	83125	+	83125	100.38145	100.38145	83125	83125	1	0	1	4h	PC_12	4
PC_12_4h	776	LT934125.1	83978	83978	+	83978	301.144349	301.144349	83978	83978	1	0	1	4h	PC_12	4
PC_12_4h	788	LT934125.1	84715	84760	+	84715	200.7629	100.38145	84715	84760	46	5.52356195605701	46	4h	PC_12	4
PC_12_4h	789	LT934125.1	84810	84810	+	84810	100.38145	100.38145	84810	84810	1	0	1	4h	PC_12	4
PC_12_4h	792	LT934125.1	84986	84986	+	84986	100.38145	100.38145	84986	84986	1	0	1	4h	PC_12	4
PC_12_4h	793	LT934125.1	85089	85089	+	85089	100.38145	100.38145	85089	85089	1	0	1	4h	PC_12	4
PC_12_4h	796	LT934125.1	85431	85431	+	85431	100.38145	100.38145	85431	85431	1	0	1	4h	PC_12	4
PC_12_4h	797	LT934125.1	85493	85493	+	85493	100.38145	100.38145	85493	85493	1	0	1	4h	PC_12	4
PC_12_4h	807	LT934125.1	86278	86278	+	86278	100.38145	100.38145	86278	86278	1	0	1	4h	PC_12	4
