seqnames	strand	TSS	TES	NOV_TX_ID	AllRefCat	max_count	prevalence	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_1h	NRK_dcDNA_2h	PC-12_dcDNA_0.5h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	59602	60251	NOV_TX_1062	UL23.6::5`-long;UL23.4-S::5`-short;UL23.4-S::5`-short	16	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0
LT934125.1	+	59674	60251	NOV_TX_246	UL23.6::5`-long;UL23.6::5`-long	11	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
LT934125.1	+	59731	60251	NOV_TX_2044	UL23.6::5`-long;UL23.6::5`-long;UL23.6::5`-long;UL23.6::5`-long;UL23.6::5`-long;UL23.6::5`-long	19	6	0	0	0	0	0	6	0	0	0	0	19	0	0	0	1	10	6	0	0	0	0	15	0
LT934125.1	+	59950	60251	NOV_TX_864	UL23.6::5`-short;UL23.6::5`-short	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0
LT934125.1	+	59989	60251	NOV_TX_144	UL23.6::5`-short;UL23.6::5`-short;UL23.6::5`-short	54	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54
LT934125.1	+	60103	60251	NOV_TX_2055	UL23.6::5`-short;UL23.6::5`-short;UL23.6::5`-short	47	3	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	47
LT934125.1	+	60234	60354	NOV_TX_2060	UL23.6::o;UL23.6::o;UL23.6::o;UL23.6::o;UL23.6::o;UL23.6::o;UL23.6::o	18	7	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	8	0	0	2	9	6
LT934125.1	+	60376	62340	NOV_TX_2063	UL22::5`-short;UL22::5`-short	11	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	61530	62340	NOV_TX_2083	UL22.8::5`-long;UL22.8::5`-long	11	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	+	61687	62340	NOV_TX_74	UL22.8::5`-short;UL22.8::5`-short;UL22.8::5`-short;UL22.8::5`-short	88	4	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	21	88	0	0	0	0	0
LT934125.1	+	61699	62340	NOV_TX_1183	UL22.8::5`-short;UL22.8::5`-short	100	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	100
LT934125.1	+	61705	62340	NOV_TX_2088	UL22.8::5`-short;UL22.8::5`-short	146	2	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
LT934125.1	+	61814	62340	NOV_TX_488	UL22.11::5`-long;UL22.11::5`-long;UL22.11::5`-long;UL22.8::5`-short;UL22.8::5`-short;UL22.8::5`-short	50	3	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	10	0	0	0	0	0	0	26
LT934125.1	+	61822	62340	NOV_TX_75	UL22.11::5`-long;UL22.11::5`-long	35	2	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	61835	62340	NOV_TX_2095	UL22.11::5`-long;UL22.11::5`-long	62	2	62	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	+	61930	62340	NOV_TX_2100	UL22.11::5`-long;UL22.11::5`-long;UL22.11::5`-long	32	3	32	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	+	61933	62340	NOV_TX_2104	UL22.11::5`-long;UL22.11::5`-long	44	2	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	33
LT934125.1	+	61939	62340	NOV_TX_2099	UL22.11::5`-long;UL22.11::5`-long;UL22.11::5`-long	49	3	34	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	24	0	0	0	0	0	0
LT934125.1	+	62038	62340	NOV_TX_76	UL22.11::5`-short;UL22.11::5`-short	117	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0
LT934125.1	+	62152	62340	NOV_TX_77	UL22.13::5`-short;UL22.13::5`-short;UL22.13::5`-short	29	3	29	0	0	0	0	0	0	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0
LT934125.1	+	62215	62340	NOV_TX_135	UL22.13::5`-short;UL22.13::5`-short;UL22.13::5`-short	317	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	266
LT934125.1	+	62233	62340	NOV_TX_490	UL22.13::5`-short;UL22.13::5`-short	132	2	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	28	0	0	0	0	0	0
LT934125.1	+	65807	71544	NOV_TX_2116	UL19-18::5`-long;UL19-18::5`-long;UL19-18::5`-long;UL19-18::5`-long;UL19-18::5`-long	5	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	5
LT934125.1	+	66427	70521	NOV_TX_2122	UL19::5`-short;UL19::5`-short	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LT934125.1	+	67961	70521	NOV_TX_2146	UL19.18::5`-long;UL19.18::5`-long;UL19.18::5`-long;UL19.18::5`-long;UL19.18::5`-long	5	5	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4
LT934125.1	+	68098	70521	NOV_TX_80	UL19.19-S::5`-long;UL19.19-S::5`-long	9	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
LT934125.1	+	68293	70521	NOV_TX_2159	UL19.20::5`-short;UL19.20::5`-short	23	2	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	68372	70521	NOV_TX_2168	UL19.22::5`-short;UL19.22::5`-short	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	68378	70521	NOV_TX_2172	UL19.22::5`-short;UL19.22::5`-short	19	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19	0	0	0	0	0
LT934125.1	+	68460	70521	NOV_TX_2177	UL19.24-S::5`-short;UL19.24-S::5`-short	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LT934125.1	+	68468	70521	NOV_TX_1186	UL19.24-S::5`-short;UL19.24-S::5`-short	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
LT934125.1	+	68504	70521	NOV_TX_2183	UL19.24-S2::5`-long;UL19.24-S::5`-short;UL19.24-S2::5`-long	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	9	0
LT934125.1	+	68560	70521	NOV_TX_2188	UL19.24-S2::5`-short;UL19.24-S2::5`-short;UL19.24-S2::5`-short	8	3	4	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68560	71544	NOV_TX_2187	UL18-L16::5`-long;UL18-L16::5`-long	5	2	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68600	70521	NOV_TX_2193	UL19.25::5`-long;UL19.24-S2::5`-short;UL19.24-S2::5`-short;UL19.25::5`-long	20	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20
LT934125.1	+	68856	70521	NOV_TX_2207	UL19.27::5`-long;UL19.25-S::5`-short;UL19.27::5`-long;UL19.25-S::5`-short	9	2	9	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68856	71544	NOV_TX_2206	UL18-L14::5`-long;UL18-L14::5`-long	6	2	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	68873	70521	NOV_TX_82	UL19.27::5`-long;UL19.27::5`-long;UL19.27::5`-long;UL19.27::5`-long;UL19.27::5`-long;UL19.27::5`-long	242	6	65	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	242	0	0	6	37	103
LT934125.1	+	69077	70521	NOV_TX_84	UL19.29::5`-short;UL19.29::5`-short;UL19.29::5`-short;UL19.29::5`-short	22	4	13	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	11	22
LT934125.1	+	69096	70521	NOV_TX_965	UL19.29::5`-short;UL19.29::5`-short	134	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	134	0	0	0	0	0
LT934125.1	+	69159	70521	NOV_TX_2221	UL19.30::5`-long;UL19.30::5`-long;UL19.30::5`-long;UL19.30::5`-long	113	4	50	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	15	0	0	0	22	0	0
LT934125.1	+	69159	71544	NOV_TX_2223	UL18-L13::5`-long;UL18-L13::5`-long;UL18-L13::5`-long	19	3	19	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	+	69161	70521	NOV_TX_2227	UL19.30::5`-long;UL19.30::5`-long;UL19.30::5`-long;UL19.30::5`-long;UL19.30::5`-long	411	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38	0	411	0	0	0	113	156
LT934125.1	+	69161	71544	NOV_TX_2228	UL18-L13::5`-long;UL18-L13::5`-long;UL18-L13::5`-long;UL18-L13::5`-long;UL18-L13::5`-long	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	9	0	0	0	4	11
LT934125.1	+	69162	70521	NOV_TX_2220	UL19.30::5`-long;UL19.30::5`-long	33	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
LT934125.1	+	69237	70521	NOV_TX_626	UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long	115	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	115	0
LT934125.1	+	69244	70521	NOV_TX_86	UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long;UL19.31::5`-long	565	8	75	0	0	1	0	14	0	0	0	0	131	0	0	0	0	25	0	565	0	0	23	0	234
LT934125.1	+	69288	70521	NOV_TX_492	UL19.31::5`-short;UL19.31::5`-short;UL19.31-S::5`-long;UL19.31-S::5`-long;UL19.31-S::5`-long;UL19.31-S::5`-long;UL19.31::5`-short	58	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	58	0	0	0	0	19
LT934125.1	+	69311	71544	NOV_TX_87	UL18-L13::5`-short;UL18-L13::5`-short	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LT934125.1	+	69418	70521	NOV_TX_2241	UL19.32::5`-short;UL19.32::5`-short	17	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
LT934125.1	+	69418	71544	NOV_TX_2242	UL18-L12::5`-long;UL18-L12::5`-long	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	+	69421	70521	NOV_TX_2245	UL19.32::5`-short;UL19.32::5`-short	52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	52
LT934125.1	+	69433	70521	NOV_TX_2244	UL19.32::5`-short;UL19.33::5`-long;UL19.32::5`-short	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0
LT934125.1	+	69485	70521	NOV_TX_2247	UL19.33::5`-long;UL19.33::5`-long	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	+	69516	70521	NOV_TX_2251	UL19.33::5`-short;UL19.35::5`-long;UL19.33::5`-short;UL19.35::5`-long	17	2	8	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	69530	70521	NOV_TX_627	UL19.35::5`-long;UL19.35::5`-long;UL19.35::5`-long;UL19.35::5`-long;UL19.35::5`-long;UL19.33::5`-short;UL19.33::5`-short;UL19.33::5`-short	90	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	90	0	2	0	11	41
LT934125.1	+	69611	70521	NOV_TX_2262	UL19.35-S::5`-long;UL19.35::5`-short;UL19.35-S::5`-long;UL19.35::5`-short;UL19.35::5`-short;UL19.35-S::5`-long;UL19.35::5`-short;UL19.35-S::5`-long;UL19.35::5`-short	209	5	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	209	0	0	1	25	85
LT934125.1	+	69613	70521	NOV_TX_2259	UL19.35-S::5`-long;UL19.35::5`-short;UL19.35-S::5`-long;UL19.35::5`-short	40	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LT934125.1	+	69666	70521	NOV_TX_2264	UL19.35-S::5`-long;UL19.35-S::5`-long	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	69915	70521	NOV_TX_493	UL19.38-S::5`-long;UL19.38-S::5`-long	68	2	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	31	0
LT934125.1	+	69949	70521	NOV_TX_2269	UL19.38-S::5`-short;UL19.38-S::5`-short	9	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
LT934125.1	+	70012	70521	NOV_TX_94	UL19.38-S::5`-short;UL19.38-S::5`-short;UL19.38-S::5`-short;UL19.38-S::5`-short;UL19.38-S::5`-short;UL19.38-S::5`-short;UL19.38-S::5`-short	183	7	38	0	0	0	0	4	0	0	0	0	32	0	0	0	0	0	14	183	0	0	0	36	63
LT934125.1	+	70090	70521	NOV_TX_2272	nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long;nc-UL19::5`-long	245	12	93	0	0	1	9	17	0	0	0	0	122	0	0	0	7	29	37	245	0	0	34	104	208
LT934125.1	+	70135	70521	NOV_TX_2279	nc-UL19::5`-short;nc-UL19::5`-short;nc-UL19::5`-short	70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	70	0	0	2	0	0
LT934125.1	+	70214	70521	NOV_TX_495	nc-UL19::5`-short;nc-UL19-S::5`-long;nc-UL19::5`-short;nc-UL19-S::5`-long	500	2	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	500	0	0	0	0	0
LT934125.1	+	70214	71544	NOV_TX_496	UL18-L2::5`-short;UL18-L2::5`-short;UL18-L::5`-long;UL18-L::5`-long	26	2	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	14	0	0	0	0	0
LT934125.1	+	70259	70521	NOV_TX_1139	nc-UL19-S::5`-long;nc-UL19-S::5`-long	110	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	110
LT934125.1	+	70364	70521	NOV_TX_967	nc-UL19-S::5`-short;nc-UL19-S::5`-short	437	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	243
LT934125.1	+	70364	71544	NOV_TX_968	UL18-L::5`-short;UL18-L::5`-short	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	5
LT934125.1	+	70531	71544	NOV_TX_2292	UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short	256	15	148	1	1	2	7	21	0	0	0	0	109	0	0	1	4	18	15	256	0	0	12	51	84
LT934125.1	+	70624	71544	NOV_TX_391	UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short;UL18::5`-short	303	5	0	0	0	0	0	39	0	0	0	0	183	0	0	0	0	0	0	303	0	0	0	58	110
LT934125.1	+	70642	71544	NOV_TX_2295	UL18::5`-short;UL18::5`-short;UL18::5`-short	78	3	78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0
LT934125.1	+	70708	71544	NOV_TX_99	UL18::5`-short;UL18::5`-short	57	2	24	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	70774	71544	NOV_TX_500	UL18.5::5`-long;UL18.5::5`-long;UL18::5`-short;UL18::5`-short;UL18.5::5`-long;UL18::5`-short	57	3	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	16	57	0	0	0	0	0
LT934125.1	+	70802	71544	NOV_TX_393	UL18.5::5`-long;UL18.5::5`-long	16	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	+	70850	71544	NOV_TX_501	UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long	224	4	0	0	0	0	0	0	0	0	0	0	116	0	0	0	5	0	0	224	0	0	0	0	75
LT934125.1	+	70873	71544	NOV_TX_100	UL18.5::5`-long;UL18.5::5`-long	72	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LT934125.1	+	70889	71544	NOV_TX_2309	UL18.5::5`-long;UL18.5::5`-long	60	2	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LT934125.1	+	70918	71544	NOV_TX_101	UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long	81	7	65	0	0	0	0	10	0	0	0	0	0	0	0	0	5	10	0	81	0	0	0	26	32
LT934125.1	+	71009	71544	NOV_TX_2312	UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long;UL18.5::5`-long	127	5	75	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	108	0	0	4	37	0
LT934125.1	+	71022	71544	NOV_TX_103	UL18.5::5`-long;UL18.5::5`-long	40	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
LT934125.1	+	71065	71544	NOV_TX_631	UL18.5::5`-short;UL18.5::5`-short	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	0	0	0
LT934125.1	+	71165	71544	NOV_TX_2322	UL18.5::5`-short;UL18.5::5`-short	10	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
LT934125.1	+	71185	71544	NOV_TX_2319	UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short	658	5	130	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	155	230
LT934125.1	+	71224	71544	NOV_TX_259	UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short	19	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	8	0	0
LT934125.1	+	71246	71544	NOV_TX_504	UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short	180	3	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	171	0	2	0	0	0
LT934125.1	+	71320	71544	NOV_TX_396	UL18.5::5`-short;UL18.5::5`-short	62	2	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
LT934125.1	+	71328	71518	NOV_TX_108	UL18.5::c;UL18.5::c;UL18.5::c;UL18.5::c	7	4	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	7	0	0	0	0	0
LT934125.1	+	71328	71544	NOV_TX_107	UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short;UL18.5::5`-short	309	5	161	0	0	0	0	0	0	0	0	0	283	0	0	0	0	33	0	309	0	0	0	0	168
LT934125.1	+	72813	75645	NOV_TX_2346	UL17-16::5`-short;UL17-16::5`-short	72	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	3	0	0
LT934125.1	+	74192	75645	NOV_TX_2349	UL16-L::5`-long;UL16-L::5`-long	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LT934125.1	+	74402	75645	NOV_TX_2351	UL16::5`-short;UL16::5`-short;UL16::5`-short;UL16::5`-short;UL16::5`-short;UL16::5`-short;UL16::5`-short;UL16::5`-short	99	8	59	0	0	0	4	17	0	0	0	0	19	0	0	0	1	20	0	99	0	0	0	0	34
LT934125.1	+	74402	79996	NOV_TX_2352	UL14L-13-12::~;UL14L-13-12::~;UL14L-13-12::~	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2
LT934125.1	+	74643	75645	NOV_TX_634	UL16::5`-short;UL16::5`-short	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0
LT934125.1	+	74968	75645	NOV_TX_2359	UL16.2::5`-long;UL16.2::5`-long	13	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
LT934125.1	+	75206	75645	NOV_TX_1083	UL16.2-S::5`-short;UL16.2-S::5`-short;UL16.2-S::5`-short	69	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	62	69
LT934125.1	+	75262	75645	NOV_TX_749	UL16.2-S2::5`-long;UL16.2-S2::5`-long;UL16.2-S2::5`-long;UL16.2-S2::5`-long	149	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	149	0	0	0	0	69
LT934125.1	+	75302	75645	NOV_TX_2374	UL16.2-S2::5`-long;UL16.2-S2::5`-long;UL16.2-S2::5`-long;UL16.2-S2::5`-long	40	4	14	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	40	0	0	0	8	0
LT934125.1	+	75360	75645	NOV_TX_2376	UL16.2-S2::5`-short;UL16.2-S2::5`-short	209	2	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
LT934125.1	+	75371	75645	NOV_TX_2378	UL16.2-S2::5`-short;UL16.2-S2::5`-short	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0
LT934125.1	+	75382	75645	NOV_TX_2375	UL16.2-S2::5`-short;UL16.2-S2::5`-short;UL16.2-S2::5`-short;UL16.2-S2::5`-short;UL16.2-S2::5`-short;UL16.2-S2::5`-short;UL16.2-S2::5`-short	610	7	342	0	0	0	0	74	0	0	0	0	314	0	0	0	0	65	0	610	0	0	0	167	247
LT934125.1	+	75441	75645	NOV_TX_404	UL16.2-S2::5`-short;UL16.2-S2::5`-short	127	2	0	0	0	0	0	28	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	75491	75645	NOV_TX_971	UL16.2-S2::5`-short;UL16.2-S2::5`-short	258	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	105
LT934125.1	+	78044	79996	NOV_TX_2389	UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short;UL12-11::5`-short	131	10	131	3	1	2	7	42	0	0	0	0	0	0	0	0	0	26	8	20	0	0	0	0	14
LT934125.1	+	79010	79996	NOV_TX_2398	UL-11-L4::5`-long;UL-11-L4::5`-long;UL-11-L4::5`-long;UL-11-L4::5`-long	19	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	7	0
LT934125.1	+	79066	79996	NOV_TX_2403	UL-11-L3::5`-short;UL-11-L3::5`-short	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11
LT934125.1	+	79070	79996	NOV_TX_2401	UL-11-L3::5`-short;UL-11-L3::5`-short	13	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
LT934125.1	+	79260	79996	NOV_TX_639	UL-11-L2::5`-long;UL-11-L2::5`-long;UL-11-L2::5`-long	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	20	0
LT934125.1	+	79269	79996	NOV_TX_112	UL-11-L2::5`-long;UL-11-L2::5`-long;UL-11-L2::5`-long;UL-11-L2::5`-long;UL-11-L2::5`-long	56	5	56	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0	0	41
LT934125.1	+	79444	79955	NOV_TX_2407	UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short;UL11::3`-short	79	17	19	0	1	1	4	7	0	1	0	1	37	1	0	0	2	6	9	79	0	1	5	19	49
LT934125.1	+	79527	79996	NOV_TX_113	UL-11-S::5`-short;UL-11-S::5`-short	62	2	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
LT934125.1	+	79552	79996	NOV_TX_2408	UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short	234	3	234	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	29	0	0
LT934125.1	+	79584	79996	NOV_TX_542	UL-11-S::5`-short;UL-11-S::5`-short	22	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22	0	0
LT934125.1	+	79597	79996	NOV_TX_114	UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short	322	3	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	197
LT934125.1	+	79618	79996	NOV_TX_2416	UL-11-S::5`-short;UL-11-S::5`-short	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	4	0	0	0
LT934125.1	+	79622	79996	NOV_TX_2413	UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short;UL-11-S::5`-short	126	6	0	0	0	0	0	38	0	0	0	0	126	0	0	0	6	28	0	0	0	0	17	52	0
LT934125.1	+	79781	79996	NOV_TX_115	UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long;UL11.5::5`-long	98	8	98	0	0	0	0	32	0	0	0	0	61	0	0	0	1	20	0	80	0	0	0	37	75
