group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width
PC_12_8h	51	LT934125.1	17519	17519	+	17519	31.349928	31.349928	17519	17519	1	1
PC_12_8h	52	LT934125.1	17646	17647	+	17646	62.699856	31.349928	17646	17647	2	2
PC_12_8h	53	LT934125.1	18005	18005	+	18005	31.349928	31.349928	18005	18005	1	1
PC_12_8h	54	LT934125.1	18534	18534	+	18534	31.349928	31.349928	18534	18534	1	1
PC_12_8h	55	LT934125.1	18758	18758	+	18758	31.349928	31.349928	18758	18758	1	1
PC_12_8h	56	LT934125.1	19079	19079	+	19079	31.349928	31.349928	19079	19079	1	1
PC_12_8h	57	LT934125.1	19447	19447	+	19447	31.349928	31.349928	19447	19447	1	1
PC_12_8h	58	LT934125.1	19666	19666	+	19666	31.349928	31.349928	19666	19666	1	1
PC_12_8h	59	LT934125.1	23530	23530	+	23530	31.349928	31.349928	23530	23530	1	1
PC_12_8h	60	LT934125.1	23768	23768	+	23768	31.349928	31.349928	23768	23768	1	1
PC_12_8h	61	LT934125.1	24227	24227	+	24227	31.349928	31.349928	24227	24227	1	1
PC_12_8h	62	LT934125.1	24437	24437	+	24437	62.699856	62.699856	24437	24437	1	1
PC_12_8h	63	LT934125.1	24830	24830	+	24830	31.349928	31.349928	24830	24830	1	1
PC_12_8h	64	LT934125.1	25157	25157	+	25157	31.349928	31.349928	25157	25157	1	1
PC_12_8h	65	LT934125.1	25419	25424	+	25420	188.099568	125.399712	25419	25424	6	6
PC_12_8h	66	LT934125.1	26001	26001	+	26001	31.349928	31.349928	26001	26001	1	1
PC_12_8h	67	LT934125.1	26357	26389	+	26357	125.399712	31.349928	26357	26389	33	33
PC_12_8h	68	LT934125.1	26760	26760	+	26760	31.349928	31.349928	26760	26760	1	1
PC_12_8h	69	LT934125.1	26882	26882	+	26882	31.349928	31.349928	26882	26882	1	1
PC_12_8h	70	LT934125.1	27242	27242	+	27242	31.349928	31.349928	27242	27242	1	1
PC_12_8h	71	LT934125.1	27536	27550	+	27548	156.74964	94.049784	27536	27550	15	15
PC_12_8h	72	LT934125.1	27792	27797	+	27792	94.049784	62.699856	27792	27797	6	6
PC_12_8h	73	LT934125.1	28152	28163	+	28152	62.699856	31.349928	28152	28163	12	12
PC_12_8h	74	LT934125.1	28470	28470	+	28470	31.349928	31.349928	28470	28470	1	1
PC_12_8h	75	LT934125.1	29464	29465	+	29464	62.699856	31.349928	29464	29465	2	2
PC_12_8h	76	LT934125.1	29624	29624	+	29624	31.349928	31.349928	29624	29624	1	1
PC_12_8h	77	LT934125.1	29974	29974	+	29974	31.349928	31.349928	29974	29974	1	1
PC_12_8h	78	LT934125.1	30235	30243	+	30240	313.49928	125.399712	30239	30243	5	9
PC_12_8h	79	LT934125.1	30447	30447	+	30447	31.349928	31.349928	30447	30447	1	1
PC_12_8h	80	LT934125.1	30663	30663	+	30663	62.699856	62.699856	30663	30663	1	1
PC_12_8h	81	LT934125.1	30932	30938	+	30932	250.799423	188.099567	30932	30938	7	7
PC_12_8h	82	LT934125.1	31091	31099	+	31098	11881.622673	8182.331181	31096	31098	3	9
PC_12_8h	83	LT934125.1	31369	31410	+	31410	125.399712	62.699856	31369	31410	42	42
PC_12_8h	84	LT934125.1	31636	31714	+	31675	344.849208	62.699856	31654	31703	50	79
PC_12_8h	85	LT934125.1	32016	32040	+	32038	67339.645119	34704.37018	32036	32038	3	25
PC_12_8h	86	LT934125.1	32154	32322	+	32167	1975.045462	282.149351	32167	32313	147	169
PC_12_8h	87	LT934125.1	32767	32767	+	32767	31.349928	31.349928	32767	32767	1	1
PC_12_8h	88	LT934125.1	33181	33181	+	33181	31.349928	31.349928	33181	33181	1	1
PC_12_8h	89	LT934125.1	33385	33385	+	33385	31.349928	31.349928	33385	33385	1	1
PC_12_8h	90	LT934125.1	33558	33617	+	33558	219.449496	31.349928	33558	33617	60	60
PC_12_8h	91	LT934125.1	34057	34057	+	34057	31.349928	31.349928	34057	34057	1	1
PC_12_8h	92	LT934125.1	34378	34378	+	34378	31.349928	31.349928	34378	34378	1	1
PC_12_8h	93	LT934125.1	34746	34765	+	34749	156.74964	94.049784	34746	34765	20	20
PC_12_8h	94	LT934125.1	34854	34854	+	34854	62.699856	62.699856	34854	34854	1	1
PC_12_8h	95	LT934125.1	35001	35017	+	35001	62.699856	31.349928	35001	35017	17	17
PC_12_8h	96	LT934125.1	35251	35251	+	35251	31.349928	31.349928	35251	35251	1	1
PC_12_8h	97	LT934125.1	35484	35484	+	35484	31.349928	31.349928	35484	35484	1	1
PC_12_8h	98	LT934125.1	35656	35656	+	35656	31.349928	31.349928	35656	35656	1	1
PC_12_8h	99	LT934125.1	36514	36514	+	36514	31.349928	31.349928	36514	36514	1	1
PC_12_8h	100	LT934125.1	36922	36922	+	36922	31.349928	31.349928	36922	36922	1	1
PC_12_8h	101	LT934125.1	38753	38753	+	38753	31.349928	31.349928	38753	38753	1	1
PC_12_8h	102	LT934125.1	41198	41198	+	41198	31.349928	31.349928	41198	41198	1	1
PC_12_8h	103	LT934125.1	41386	41386	+	41386	31.349928	31.349928	41386	41386	1	1
PC_12_8h	104	LT934125.1	42413	42413	+	42413	31.349928	31.349928	42413	42413	1	1
PC_12_8h	105	LT934125.1	43090	43090	+	43090	31.349928	31.349928	43090	43090	1	1
PC_12_8h	106	LT934125.1	43593	43593	+	43593	31.349928	31.349928	43593	43593	1	1
PC_12_8h	107	LT934125.1	44028	44038	+	44028	62.699856	31.349928	44028	44038	11	11
PC_12_8h	108	LT934125.1	44624	44624	+	44624	31.349928	31.349928	44624	44624	1	1
PC_12_8h	109	LT934125.1	44779	44814	+	44812	10564.925702	7743.43219	44810	44812	3	36
PC_12_8h	110	LT934125.1	44974	44974	+	44974	31.349928	31.349928	44974	44974	1	1
PC_12_8h	111	LT934125.1	45394	45417	+	45394	94.049784	31.349928	45394	45417	24	24
PC_12_8h	112	LT934125.1	46002	46032	+	46024	1222.647189	344.849207	46023	46027	5	31
PC_12_8h	113	LT934125.1	46233	46286	+	46235	501.598847	188.099567	46233	46267	35	54
PC_12_8h	114	LT934125.1	46489	46516	+	46489	156.74964	125.399712	46489	46516	28	28
PC_12_8h	115	LT934125.1	46696	46714	+	46696	62.699856	31.349928	46696	46714	19	19
PC_12_8h	116	LT934125.1	47066	47115	+	47066	188.099568	62.699856	47066	47115	50	50
PC_12_8h	117	LT934125.1	47282	47348	+	47315	564.298703	219.449495	47294	47319	26	67
PC_12_8h	118	LT934125.1	47632	47705	+	47699	313.49928	94.049784	47642	47705	64	74
PC_12_8h	119	LT934125.1	48014	48124	+	48014	250.799424	62.699856	48014	48124	111	111
PC_12_8h	120	LT934125.1	48191	48373	+	48247	564.298704	62.699856	48208	48358	151	183
PC_12_8h	121	LT934125.1	48494	48571	+	48567	24484.293688	17242.460342	48567	48570	4	78
PC_12_8h	122	LT934125.1	48670	49543	+	49231	6019.186174	156.749639	48767	49444	678	874
PC_12_8h	123	LT934125.1	50105	50105	+	50105	31.349928	31.349928	50105	50105	1	1
PC_12_8h	124	LT934125.1	50386	50386	+	50386	31.349928	31.349928	50386	50386	1	1
PC_12_8h	125	LT934125.1	50502	50502	+	50502	31.349928	31.349928	50502	50502	1	1
PC_12_8h	126	LT934125.1	50751	50751	+	50751	31.349928	31.349928	50751	50751	1	1
PC_12_8h	127	LT934125.1	51037	51037	+	51037	31.349928	31.349928	51037	51037	1	1
PC_12_8h	128	LT934125.1	51233	51242	+	51235	5956.486301	3134.99279	51235	51238	4	10
PC_12_8h	129	LT934125.1	51735	51752	+	51752	125.399712	62.699856	51735	51752	18	18
PC_12_8h	130	LT934125.1	52437	52484	+	52460	10157.376639	5987.836228	52444	52460	17	48
PC_12_8h	131	LT934125.1	52649	52716	+	52685	219.449496	62.699856	52649	52716	68	68
PC_12_8h	132	LT934125.1	53060	53145	+	53060	376.199136	94.049784	53060	53119	60	86
PC_12_8h	133	LT934125.1	53245	53319	+	53245	250.799424	31.349928	53245	53319	75	75
PC_12_8h	134	LT934125.1	53375	53384	+	53384	94.049784	62.699856	53375	53384	10	10
PC_12_8h	135	LT934125.1	53644	53652	+	53648	5956.4863	5110.038247	53648	53649	2	9
PC_12_8h	136	LT934125.1	54443	54476	+	54443	344.849208	62.699856	54443	54475	33	34
PC_12_8h	137	LT934125.1	54522	54845	+	54547	1034.547624	62.699856	54561	54804	244	324
PC_12_8h	138	LT934125.1	54887	55090	+	54938	1128.597407	250.799423	54906	55032	127	204
PC_12_8h	139	LT934125.1	55303	55355	+	55303	595.648631	156.749639	55303	55355	53	53
PC_12_8h	140	LT934125.1	55705	55742	+	55712	846.448054	250.799423	55706	55741	36	38
PC_12_8h	141	LT934125.1	55997	56027	+	56000	344.849207	156.749639	55997	56021	25	31
PC_12_8h	142	LT934125.1	56327	56327	+	56327	31.349928	31.349928	56327	56327	1	1
PC_12_8h	143	LT934125.1	56600	56600	+	56600	31.349928	31.349928	56600	56600	1	1
PC_12_8h	144	LT934125.1	56970	56970	+	56970	62.699856	62.699856	56970	56970	1	1
PC_12_8h	145	LT934125.1	57314	57314	+	57314	31.349928	31.349928	57314	57314	1	1
PC_12_8h	146	LT934125.1	57771	57771	+	57771	31.349928	31.349928	57771	57771	1	1
PC_12_8h	147	LT934125.1	58106	58106	+	58106	31.349928	31.349928	58106	58106	1	1
PC_12_8h	148	LT934125.1	58625	58625	+	58625	31.349928	31.349928	58625	58625	1	1
PC_12_8h	149	LT934125.1	58897	58900	+	58900	94.049784	62.699856	58897	58900	4	4
PC_12_8h	150	LT934125.1	59039	59074	+	59068	8903.379524	3354.442285	59044	59070	27	36
PC_12_8h	151	LT934125.1	59698	59818	+	59731	470.24892	62.699856	59714	59813	100	121
PC_12_8h	152	LT934125.1	60005	60028	+	60028	94.049784	62.699856	60005	60028	24	24
PC_12_8h	153	LT934125.1	60232	60260	+	60235	1912.345602	438.898991	60233	60239	7	29
PC_12_8h	154	LT934125.1	60551	60551	+	60551	31.349928	31.349928	60551	60551	1	1
PC_12_8h	155	LT934125.1	60809	60809	+	60809	31.349928	31.349928	60809	60809	1	1
PC_12_8h	156	LT934125.1	60974	60974	+	60974	31.349928	31.349928	60974	60974	1	1
PC_12_8h	157	LT934125.1	61078	61078	+	61078	62.699856	62.699856	61078	61078	1	1
PC_12_8h	158	LT934125.1	61687	61706	+	61687	125.399712	62.699856	61687	61706	20	20
PC_12_8h	159	LT934125.1	61752	61951	+	61819	626.99856	62.699856	61797	61939	143	200
PC_12_8h	160	LT934125.1	62083	62245	+	62141	532.948776	62.699856	62097	62233	137	163
PC_12_8h	161	LT934125.1	63183	63183	+	63183	31.349928	31.349928	63183	63183	1	1
PC_12_8h	162	LT934125.1	63922	63922	+	63922	31.349928	31.349928	63922	63922	1	1
PC_12_8h	163	LT934125.1	64024	64024	+	64024	31.349928	31.349928	64024	64024	1	1
PC_12_8h	164	LT934125.1	64236	64236	+	64236	31.349928	31.349928	64236	64236	1	1
PC_12_8h	165	LT934125.1	64408	64408	+	64408	31.349928	31.349928	64408	64408	1	1
PC_12_8h	166	LT934125.1	64641	64641	+	64641	31.349928	31.349928	64641	64641	1	1
PC_12_8h	167	LT934125.1	65805	65830	+	65805	595.64863	250.799423	65805	65810	6	26
PC_12_8h	168	LT934125.1	66335	66345	+	66338	3323.092358	2100.445169	66338	66341	4	11
PC_12_8h	169	LT934125.1	66884	66884	+	66884	31.349928	31.349928	66884	66884	1	1
PC_12_8h	170	LT934125.1	67013	67055	+	67013	94.049784	31.349928	67013	67055	43	43
PC_12_8h	171	LT934125.1	67417	67417	+	67417	31.349928	31.349928	67417	67417	1	1
PC_12_8h	172	LT934125.1	67740	67744	+	67740	62.699856	31.349928	67740	67744	5	5
PC_12_8h	173	LT934125.1	68141	68198	+	68183	188.099568	62.699856	68141	68198	58	58
PC_12_8h	174	LT934125.1	68298	68298	+	68298	31.349928	31.349928	68298	68298	1	1
PC_12_8h	175	LT934125.1	68468	68468	+	68468	31.349928	31.349928	68468	68468	1	1
PC_12_8h	176	LT934125.1	69233	69244	+	69237	470.248918	219.449495	69237	69244	8	12
PC_12_8h	177	LT934125.1	69414	69418	+	69418	94.049784	62.699856	69414	69418	5	5
PC_12_8h	178	LT934125.1	69765	69812	+	69765	501.598847	282.149351	69765	69800	36	48
PC_12_8h	179	LT934125.1	70012	70180	+	70090	1253.997118	470.248918	70014	70159	146	169
PC_12_8h	180	LT934125.1	70225	70407	+	70311	470.24892	62.699856	70230	70397	168	183
PC_12_8h	181	LT934125.1	70525	70534	+	70531	26898.238135	15925.763371	70529	70531	3	10
PC_12_8h	182	LT934125.1	70633	70819	+	70633	626.99856	62.699856	70648	70804	157	187
PC_12_8h	183	LT934125.1	71065	71154	+	71065	376.199136	62.699856	71065	71138	74	90
PC_12_8h	184	LT934125.1	71308	71357	+	71319	313.49928	62.699856	71312	71350	39	50
PC_12_8h	185	LT934125.1	72040	72040	+	72040	31.349928	31.349928	72040	72040	1	1
PC_12_8h	186	LT934125.1	72173	72173	+	72173	31.349928	31.349928	72173	72173	1	1
PC_12_8h	187	LT934125.1	72618	72618	+	72618	31.349928	31.349928	72618	72618	1	1
PC_12_8h	188	LT934125.1	72758	72763	+	72759	532.948775	376.199135	72758	72761	4	6
PC_12_8h	189	LT934125.1	72990	72990	+	72990	31.349928	31.349928	72990	72990	1	1
PC_12_8h	190	LT934125.1	73140	73140	+	73140	31.349928	31.349928	73140	73140	1	1
PC_12_8h	191	LT934125.1	73711	73711	+	73711	31.349928	31.349928	73711	73711	1	1
PC_12_8h	192	LT934125.1	73840	73840	+	73840	31.349928	31.349928	73840	73840	1	1
PC_12_8h	193	LT934125.1	74241	74241	+	74241	31.349928	31.349928	74241	74241	1	1
PC_12_8h	194	LT934125.1	74381	74408	+	74400	9028.779233	4075.490626	74400	74403	4	28
PC_12_8h	195	LT934125.1	74643	74643	+	74643	62.699856	62.699856	74643	74643	1	1
PC_12_8h	196	LT934125.1	74981	74981	+	74981	31.349928	31.349928	74981	74981	1	1
PC_12_8h	197	LT934125.1	75154	75216	+	75154	219.449496	62.699856	75154	75216	63	63
PC_12_8h	198	LT934125.1	75318	75318	+	75318	62.699856	62.699856	75318	75318	1	1
PC_12_8h	199	LT934125.1	75653	75655	+	75653	62.699856	31.349928	75653	75655	3	3
PC_12_8h	200	LT934125.1	76263	76263	+	76263	31.349928	31.349928	76263	76263	1	1
PC_12_8h	201	LT934125.1	76677	76685	+	76683	438.898991	250.799423	76677	76685	9	9
PC_12_8h	202	LT934125.1	76849	76849	+	76849	31.349928	31.349928	76849	76849	1	1
PC_12_8h	203	LT934125.1	76990	76990	+	76990	94.049784	94.049784	76990	76990	1	1
PC_12_8h	204	LT934125.1	77169	77169	+	77169	31.349928	31.349928	77169	77169	1	1
PC_12_8h	205	LT934125.1	77530	77530	+	77530	31.349928	31.349928	77530	77530	1	1
PC_12_8h	206	LT934125.1	77760	77760	+	77760	31.349928	31.349928	77760	77760	1	1
PC_12_8h	207	LT934125.1	78035	78062	+	78044	721.048342	219.449495	78035	78047	13	28
PC_12_8h	208	LT934125.1	78237	78237	+	78237	31.349928	31.349928	78237	78237	1	1
PC_12_8h	209	LT934125.1	78516	78524	+	78516	62.699856	31.349928	78516	78524	9	9
PC_12_8h	210	LT934125.1	78979	79089	+	78991	376.199136	62.699856	78991	79066	76	111
PC_12_8h	211	LT934125.1	79343	79454	+	79444	20973.101763	14953.915606	79440	79444	5	112
PC_12_8h	212	LT934125.1	79549	79650	+	79618	470.24892	62.699856	79561	79650	90	102
PC_12_8h	213	LT934125.1	79686	79878	+	79786	1504.796543	219.449495	79708	79865	158	193
PC_12_8h	214	LT934125.1	80305	80305	+	80305	31.349928	31.349928	80305	80305	1	1
PC_12_8h	215	LT934125.1	80742	80742	+	80742	31.349928	31.349928	80742	80742	1	1
PC_12_8h	216	LT934125.1	81081	81082	+	81081	125.399712	62.699856	81081	81082	2	2
PC_12_8h	217	LT934125.1	81336	81336	+	81336	31.349928	31.349928	81336	81336	1	1
PC_12_8h	218	LT934125.1	81436	81480	+	81436	125.399712	31.349928	81436	81480	45	45
PC_12_8h	219	LT934125.1	81830	81830	+	81830	31.349928	31.349928	81830	81830	1	1
PC_12_8h	220	LT934125.1	82081	82081	+	82081	31.349928	31.349928	82081	82081	1	1
PC_12_8h	221	LT934125.1	82249	82249	+	82249	62.699856	62.699856	82249	82249	1	1
PC_12_8h	222	LT934125.1	83792	83792	+	83792	125.399712	125.399712	83792	83792	1	1
PC_12_8h	223	LT934125.1	83975	83983	+	83975	376.199135	156.749639	83975	83982	8	9
PC_12_8h	224	LT934125.1	84339	84339	+	84339	31.349928	31.349928	84339	84339	1	1
PC_12_8h	225	LT934125.1	84449	84449	+	84449	31.349928	31.349928	84449	84449	1	1
PC_12_8h	226	LT934125.1	84873	84873	+	84873	31.349928	31.349928	84873	84873	1	1
PC_12_8h	227	LT934125.1	84974	84974	+	84974	31.349928	31.349928	84974	84974	1	1
PC_12_8h	228	LT934125.1	85416	85416	+	85416	31.349928	31.349928	85416	85416	1	1
PC_12_8h	229	LT934125.1	85694	85733	+	85694	125.399712	31.349928	85694	85733	40	40
PC_12_8h	230	LT934125.1	85995	86046	+	85996	250.799424	62.699856	85995	86046	52	52
PC_12_8h	231	LT934125.1	86204	86204	+	86204	31.349928	31.349928	86204	86204	1	1
PC_12_8h	232	LT934125.1	86559	86559	+	86559	62.699856	62.699856	86559	86559	1	1
PC_12_8h	233	LT934125.1	87051	87065	+	87051	62.699856	31.349928	87051	87065	15	15
PC_12_8h	234	LT934125.1	87212	87212	+	87212	31.349928	31.349928	87212	87212	1	1
PC_12_8h	235	LT934125.1	88373	88373	+	88373	31.349928	31.349928	88373	88373	1	1
PC_12_8h	236	LT934125.1	88883	88883	+	88883	94.049784	94.049784	88883	88883	1	1
PC_12_8h	237	LT934125.1	89133	89157	+	89157	94.049784	62.699856	89133	89157	25	25
PC_12_8h	238	LT934125.1	89294	89294	+	89294	31.349928	31.349928	89294	89294	1	1
PC_12_8h	239	LT934125.1	89850	89930	+	89883	376.199136	94.049784	89856	89910	55	81
PC_12_8h	240	LT934125.1	90269	90269	+	90269	31.349928	31.349928	90269	90269	1	1
PC_12_8h	241	LT934125.1	90476	90476	+	90476	31.349928	31.349928	90476	90476	1	1
PC_12_8h	242	LT934125.1	90689	90752	+	90699	313.49928	125.399712	90699	90732	34	64
PC_12_8h	243	LT934125.1	91258	91273	+	91258	62.699856	31.349928	91258	91273	16	16
PC_12_8h	244	LT934125.1	91356	91448	+	91409	2131.795098	1065.897548	91360	91412	53	93
PC_12_8h	245	LT934125.1	91548	91568	+	91548	188.099568	125.399712	91548	91568	21	21
PC_12_8h	246	LT934125.1	91692	91695	+	91692	62.699856	31.349928	91692	91695	4	4
PC_12_8h	247	LT934125.1	92127	92183	+	92183	188.099568	62.699856	92127	92183	57	57
PC_12_8h	248	LT934125.1	92284	92288	+	92284	188.099568	94.049784	92284	92288	5	5
PC_12_8h	249	LT934125.1	92451	92487	+	92453	815.098127	438.898991	92453	92487	35	37
PC_12_8h	250	LT934125.1	93611	93611	+	93611	31.349928	31.349928	93611	93611	1	1
PC_12_8h	251	LT934125.1	93781	93781	+	93781	31.349928	31.349928	93781	93781	1	1
PC_12_8h	252	LT934125.1	93927	93927	+	93927	62.699856	62.699856	93927	93927	1	1
PC_12_8h	253	LT934125.1	94169	94169	+	94169	31.349928	31.349928	94169	94169	1	1
PC_12_8h	254	LT934125.1	94310	94310	+	94310	31.349928	31.349928	94310	94310	1	1
PC_12_8h	255	LT934125.1	95750	95753	+	95750	188.099567	156.749639	95750	95753	4	4
PC_12_8h	256	LT934125.1	96008	96044	+	96010	188.099568	94.049784	96008	96044	37	37
PC_12_8h	257	LT934125.1	96856	96885	+	96856	62.699856	31.349928	96856	96885	30	30
PC_12_8h	258	LT934125.1	97102	97130	+	97102	62.699856	31.349928	97102	97130	29	29
PC_12_8h	259	LT934125.1	97394	97394	+	97394	31.349928	31.349928	97394	97394	1	1
PC_12_8h	260	LT934125.1	97907	97907	+	97907	31.349928	31.349928	97907	97907	1	1
PC_12_8h	261	LT934125.1	98107	98107	+	98107	31.349928	31.349928	98107	98107	1	1
PC_12_8h	262	LT934125.1	98327	98329	+	98327	62.699856	31.349928	98327	98329	3	3
PC_12_8h	263	LT934125.1	99576	99576	+	99576	62.699856	62.699856	99576	99576	1	1
PC_12_8h	264	LT934125.1	99951	99951	+	99951	31.349928	31.349928	99951	99951	1	1
PC_12_8h	265	LT934125.1	100598	100598	+	100598	31.349928	31.349928	100598	100598	1	1
PC_12_8h	266	LT934125.1	101000	101000	+	101000	31.349928	31.349928	101000	101000	1	1
PC_12_8h	267	LT934125.1	101472	101472	+	101472	31.349928	31.349928	101472	101472	1	1
PC_12_8h	268	LT934125.1	101603	101603	+	101603	31.349928	31.349928	101603	101603	1	1
PC_12_8h	269	LT934125.1	101803	101803	+	101803	94.049784	94.049784	101803	101803	1	1
PC_12_8h	270	LT934125.1	102062	102062	+	102062	31.349928	31.349928	102062	102062	1	1
PC_12_8h	271	LT934125.1	102807	102807	+	102807	31.349928	31.349928	102807	102807	1	1
PC_12_8h	272	LT934125.1	103204	103204	+	103204	31.349928	31.349928	103204	103204	1	1
PC_12_8h	273	LT934125.1	103528	103528	+	103528	31.349928	31.349928	103528	103528	1	1
PC_12_8h	274	LT934125.1	103628	103628	+	103628	31.349928	31.349928	103628	103628	1	1
PC_12_8h	275	LT934125.1	103932	103932	+	103932	31.349928	31.349928	103932	103932	1	1
PC_12_8h	276	LT934125.1	104219	104219	+	104219	31.349928	31.349928	104219	104219	1	1
PC_12_8h	277	LT934125.1	104529	104529	+	104529	31.349928	31.349928	104529	104529	1	1
PC_12_8h	278	LT934125.1	104656	104664	+	104656	94.049784	31.349928	104656	104664	9	9
PC_12_8h	279	LT934125.1	104699	104780	+	104764	313.49928	94.049784	104721	104765	45	82
PC_12_8h	280	LT934125.1	105017	105017	+	105017	31.349928	31.349928	105017	105017	1	1
PC_12_8h	281	LT934125.1	105142	105177	+	105172	250.799424	125.399712	105142	105177	36	36
PC_12_8h	282	LT934125.1	105389	105393	+	105389	94.049784	31.349928	105389	105393	5	5
PC_12_8h	283	LT934125.1	105533	105533	+	105533	62.699856	62.699856	105533	105533	1	1
PC_12_8h	284	LT934125.1	105814	105816	+	105814	62.699856	31.349928	105814	105816	3	3
PC_12_8h	285	LT934125.1	106179	106213	+	106179	156.74964	31.349928	106179	106213	35	35
PC_12_8h	286	LT934125.1	106365	106398	+	106365	125.399712	31.349928	106365	106398	34	34
PC_12_8h	287	LT934125.1	106585	106596	+	106596	188.099568	94.049784	106585	106596	12	12
PC_12_8h	288	LT934125.1	106945	106945	+	106945	31.349928	31.349928	106945	106945	1	1
PC_12_8h	289	LT934125.1	107171	107171	+	107171	31.349928	31.349928	107171	107171	1	1
PC_12_8h	290	LT934125.1	107389	107499	+	107482	2602.044018	909.147909	107420	107484	65	111
PC_12_8h	291	LT934125.1	107754	107755	+	107754	62.699856	31.349928	107754	107755	2	2
PC_12_8h	292	LT934125.1	108051	108051	+	108051	62.699856	62.699856	108051	108051	1	1
PC_12_8h	293	LT934125.1	108307	108312	+	108310	219.449496	125.399712	108307	108312	6	6
PC_12_8h	294	LT934125.1	108449	108449	+	108449	31.349928	31.349928	108449	108449	1	1
PC_12_8h	295	LT934125.1	108686	108736	+	108736	125.399712	62.699856	108686	108736	51	51
PC_12_8h	296	LT934125.1	110097	110097	+	110097	31.349928	31.349928	110097	110097	1	1
PC_12_8h	297	LT934125.1	110402	110402	+	110402	31.349928	31.349928	110402	110402	1	1
PC_12_8h	298	LT934125.1	110693	110693	+	110693	31.349928	31.349928	110693	110693	1	1
PC_12_8h	299	LT934125.1	110889	110889	+	110889	31.349928	31.349928	110889	110889	1	1
PC_12_8h	300	LT934125.1	112855	112884	+	112884	94.049784	62.699856	112855	112884	30	30
PC_12_8h	301	LT934125.1	113190	113190	+	113190	31.349928	31.349928	113190	113190	1	1
PC_12_8h	302	LT934125.1	113433	113444	+	113433	219.449496	94.049784	113433	113444	12	12
PC_12_8h	303	LT934125.1	114950	114988	+	114985	44454.197755	38435.011599	114985	114986	2	39
PC_12_8h	304	LT934125.1	115276	115276	+	115276	31.349928	31.349928	115276	115276	1	1
PC_12_8h	305	LT934125.1	115464	115464	+	115464	31.349928	31.349928	115464	115464	1	1
PC_12_8h	306	LT934125.1	115742	115747	+	115742	62.699856	31.349928	115742	115747	6	6
PC_12_8h	307	LT934125.1	115890	116004	+	115999	940.497839	219.449495	115920	116001	82	115
PC_12_8h	308	LT934125.1	116043	116334	+	116276	2194.494958	156.749639	116100	116316	217	292
PC_12_8h	309	LT934125.1	116367	116868	+	116772	4420.339846	219.449495	116424	116802	379	502
PC_12_8h	310	LT934125.1	117431	117431	+	117431	31.349928	31.349928	117431	117431	1	1
PC_12_8h	311	LT934125.1	117603	117607	+	117607	626.998558	501.598846	117603	117607	5	5
PC_12_8h	312	LT934125.1	117768	117799	+	117769	1348.046901	1003.197693	117769	117779	11	32
PC_12_8h	313	LT934125.1	118031	118031	+	118031	31.349928	31.349928	118031	118031	1	1
PC_12_8h	314	LT934125.1	118133	118133	+	118133	31.349928	31.349928	118133	118133	1	1
PC_12_8h	315	LT934125.1	118345	118345	+	118345	62.699856	62.699856	118345	118345	1	1
PC_12_8h	316	LT934125.1	118513	118513	+	118513	62.699856	62.699856	118513	118513	1	1
PC_12_8h	317	LT934125.1	118857	118866	+	118864	60944.259829	33857.922127	118860	118866	7	10
PC_12_8h	318	LT934125.1	119076	119109	+	119076	219.449496	94.049784	119076	119109	34	34
PC_12_8h	319	LT934125.1	119210	119376	+	119210	752.398272	125.399712	119210	119349	140	167
PC_12_8h	320	LT934125.1	119416	119500	+	119436	407.549064	94.049784	119424	119482	59	85
PC_12_8h	321	LT934125.1	119554	120040	+	119941	3636.591645	188.099567	119613	119985	373	487
PC_12_8h	322	LT934125.1	120075	120403	+	120081	2194.494959	250.799423	120081	120358	278	329
PC_12_8h	323	LT934125.1	120555	120557	+	120555	971.847764	783.748197	120555	120557	3	3
PC_12_8h	324	LT934125.1	120921	120937	+	120937	219.449496	94.049784	120921	120937	17	17
PC_12_8h	325	LT934125.1	121396	121396	+	121396	31.349928	31.349928	121396	121396	1	1
PC_12_8h	326	LT934125.1	121583	121583	+	121583	31.349928	31.349928	121583	121583	1	1
PC_12_8h	327	LT934125.1	121782	121787	+	121784	9248.22873	6364.035363	121784	121786	3	6
PC_12_8h	328	LT934125.1	122110	122137	+	122119	219.449496	94.049784	122110	122137	28	28
PC_12_8h	329	LT934125.1	122614	122815	+	122698	752.398271	156.749639	122629	122803	175	202
PC_12_8h	330	LT934125.1	122958	122988	+	122979	4577.089473	2602.044015	122979	122981	3	31
PC_12_8h	331	LT934125.1	123297	123297	+	123297	31.349928	31.349928	123297	123297	1	1
PC_12_8h	332	LT934125.1	123593	123617	+	123593	156.74964	62.699856	123593	123617	25	25
PC_12_8h	333	LT934125.1	124093	124093	+	124093	62.699856	62.699856	124093	124093	1	1
PC_12_8h	334	LT934125.1	124290	124329	+	124305	470.24892	125.399712	124299	124313	15	40
PC_12_8h	335	LT934125.1	124454	124624	+	124563	752.398272	125.399712	124459	124598	140	171
PC_12_8h	336	LT934125.1	124734	124761	+	124756	7555.332622	6740.234497	124756	124756	1	28
PC_12_8h	337	LT934125.1	124891	124980	+	124937	470.24892	62.699856	124892	124970	79	90
PC_12_8h	338	LT934125.1	125027	125122	+	125104	595.648632	125.399712	125030	125104	75	96
PC_12_8h	339	LT934125.1	125152	125227	+	125225	20032.603926	10502.225845	125223	125225	3	76
