seqnames	strand	TR_ID	TR_start	TR_end	correct_tss	correct_tes	sample	count
LT934125.1	-	111095	127035	127350	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111096	116367	116682	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
3	+	111097	40001326	40003108	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	+	111098	19764897	19765327	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111099	92071	92921	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111100	42005	42676	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111101	119279	120476	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	+	111102	18289012	18297194	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111103	70622	71544	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111104	9113	10426	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111105	95889	96699	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	62469	120082	120477	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	111106	117799	120472	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
12	+	111107	51552690	51552974	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
AEMK02000695.1	+	111108	4114	4897	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
AEMK02000489.1	+	111109	40515	41297	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
AEMK02000489.1	-	111110	9735	10517	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
13	+	111111	24079863	24081538	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	111112	120472630	120473209	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	-	111113	64129682	64131823	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111114	80376	80538	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
1	+	111115	272964605	272965636	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	-	111116	64878782	64879227	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
16	+	111117	27679132	27681971	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
16	+	111118	27692466	27695294	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
16	-	111119	27762167	27764994	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
16	-	111120	27774662	27777467	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111121	45878	46038	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
1	+	111122	83239881	83241284	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	111123	9172562	9173394	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111124	53265	53594	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
12	+	111125	1323113	1323219	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
15	-	111126	107938101	107938566	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
11	+	111127	21933104	21933197	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	111128	4106	4874	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
X	+	111129	22068599	22069321	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111130	92071	93364	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111131	71335	71544	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111132	108698	108824	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111133	134893	135019	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111134	80352	81803	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	2808	92069	92886	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	3
3	+	111135	80064373	80064827	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
MT	+	3105	3849	4881	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
14	-	111136	72452810	72454783	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	111137	83239895	83241286	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111138	80355	81805	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	+	111139	21507441	21507769	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	93975	52329	52435	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
3	+	111140	40001326	40003108	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	55869	79318	79993	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	111141	59764255	59764376	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	+	18775	21433219	21433691	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111142	1919	2273	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
5	-	111143	15150232	15152173	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111144	31774	32415	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	49840	125246	126151	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
2	+	32891	14923319	14923520	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	111145	63160	63266	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
2	-	111146	59609816	59610342	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	106603	71196	71532	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111147	92070	92933	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111148	16588	16995	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	111149	28428	29229	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111150	16581	17716	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111151	14511	16223	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	-	7121	95738789	95744241	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	6
MT	+	111152	15342	16472	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	6184	74402	75649	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111153	44811	46038	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
14	-	111154	29001625	29002427	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111155	14022	16226	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	111156	5447	6071	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111157	10133	10410	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111158	28430	29336	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111159	71549	73471	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	111160	8919505	8922565	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
9	-	111161	112010140	112010894	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
9	+	111162	3250952	3254907	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	41705	92067	92373	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
6	+	111163	62974057	62974353	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	111164	10738	10999	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	-	111165	6685934	6686131	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
X	+	111166	124928254	124929791	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
X	-	111167	125230418	125236525	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
Y	-	23195	9779359	9780173	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
2	-	111168	27858060	27858317	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	111169	57280234	57284822	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	11555	16583	17105	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111170	91409	92055	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	5
LT934125.1	+	111171	14828	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	-	111172	73119758	73121168	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
3	+	111173	40001344	40003095	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111174	69864	70518	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111175	21475	22458	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111176	80352	81712	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111177	15443	16213	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111178	70640	71541	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
11	-	111179	36535572	36536349	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111180	10244	10423	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	49088	53658	55158	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
14	-	111181	120961370	120963549	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	111182	14923327	14923517	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
MT	+	111183	9619	9794	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
15	+	111184	90309523	90309696	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111185	55270	56148	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	+	111186	46785915	46786138	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	+	111187	40001326	40003107	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111188	16045	16219	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111189	53655	55148	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111190	79268	79996	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	111191	19829498	19829908	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	-	80925	80353	80545	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	111192	61840	62340	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	111193	50027	50289	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
13	+	111194	24079751	24081540	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	+	111195	120472278	120473211	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	-	111196	58401544	58401738	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111197	125076	125230	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	-	96635	28429	28825	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
MT	+	111198	10308	10584	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
4	-	111199	83266484	83266750	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	+	111200	9627060	9630400	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
17	-	111201	47648594	47648985	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111202	80352	81685	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111203	31097	32415	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	30014	54561	55161	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
3	+	111204	43898246	43898416	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	+	111205	40001326	40003112	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
4	+	111206	36223554	36228075	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
X	-	111207	121560865	121561423	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	+	111208	55023027	55023140	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	-	111209	68493589	68495898	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111210	70984	71543	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	58488	116014	116669	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	58487	127048	127703	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111211	107515	108821	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	111212	134896	136202	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
13	+	111213	24079738	24081540	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	+	111214	120472425	120473211	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	2293	55270	56720	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111215	9301	10428	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111216	64138	64277	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	111217	15906	16210	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
11	-	30190	36535572	36536360	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
3	-	111218	39811803	39813419	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
7	+	111219	31328856	31330618	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
1	+	111220	92484999	92485443	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
6	+	111221	150649584	150652182	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111222	16584	16758	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
7	+	111223	63667734	63668186	TRUE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	46280	119518	120477	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
4	-	111224	124359792	124359954	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111225	63173	63374	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	74409	127031	127291	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	74410	116426	116686	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	20095	120375	120477	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
4	+	111226	96091016	96091160	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111227	16583	17525	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111228	42005	42450	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111229	10142	10430	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111230	127100	128729	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111231	114988	116617	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
14	-	111232	140504908	140505069	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111233	12751	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	57791	126753	127088	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	57792	116629	116962	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	-	111234	42006	42245	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111235	125197	126135	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
2	+	111236	13391323	13391469	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111237	16587	16928	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	66974	15261	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	4
LT934125.1	-	111238	127035	127264	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111239	116453	116682	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
14	-	111240	134330238	134334391	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111241	45231	46038	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	6748	75181	75651	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111242	10006	10424	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	111243	70964	71544	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111244	119023	120470	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	1866	63179	63417	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
5	-	111245	15150232	15152169	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	56064	46026	49645	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
LT934125.1	+	111246	70240	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
18	+	111247	50248624	50249073	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
11	+	111248	25079255	25079563	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	111249	44899294	44899582	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
3	-	111250	59776238	59777252	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	-	111251	59892798	59894780	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111252	15801	16219	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
6	-	111253	19360338	19361314	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
11	-	111254	24011538	24011761	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
12	-	111255	59171263	59172855	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	81691	14854	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111256	14144	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
1	+	111257	169730556	169731791	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111258	79438	79988	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111259	51554	52437	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
10	+	111260	687059	687351	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	-	111261	84622797	84623349	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	15737	32105	32415	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	6
MT	+	111262	2624	3113	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111263	126014	126151	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	89587	63185	63414	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	111264	122307	122903	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111265	14039	16214	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111266	16581	17901	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	-	111267	64129679	64130288	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
13	+	111268	207048662	207051810	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	+	111269	72531580	72532009	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	42401	10152	10582	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
4	+	111270	1444451	1445713	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	98028	63174	63425	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	4
LT934125.1	-	111271	55290	55805	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111272	54885	55158	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
8	-	111273	131002970	131003720	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111274	69980	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	-	111275	92085	93516	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111276	8488	9283	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	73966	48534	49647	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
6	-	111277	165773965	165774280	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
13	+	111278	75706781	75706973	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
8	-	111279	113436214	113436563	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	8260	15606	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111280	44886	46038	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	18757	16065	16214	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	3
LT934125.1	+	111281	9896	10431	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	111282	119040	120459	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
4	+	111283	105842822	105845320	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
9	-	111284	36388199	36388399	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	+	111285	81526317	81526929	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	111286	107000586	107001111	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111287	120262	120473	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111288	126753	128039	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111289	115678	116962	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111290	16582	18107	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
6	-	111291	63728338	63728785	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111292	120304	120470	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
13	-	111293	35348921	35350996	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111294	59182	60252	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
15	+	28511	82960411	82961016	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	6
4	+	9389	105734682	105735150	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	4
1	+	111295	76957056	76958100	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
2	+	27174	14923329	14923520	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	111296	86031	86167	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	11389	92071	92883	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	5
16	-	111297	52767282	52770008	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
6	+	111298	19278277	19279514	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
6	-	56013	166550583	166552801	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
2	+	111299	57280151	57284853	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
4	+	102608	96098257	96099686	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
2	-	111300	8101615	8101843	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111301	126759	127101	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111302	116616	116956	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
10	+	111303	43518135	43526171	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	71252	15604	16224	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	3
LT934125.1	-	111304	127270	127831	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111305	115886	116447	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
6	+	111306	81526320	81526929	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
5	+	111307	21433234	21433691	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
14	+	41356	15704916	15705324	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	4
13	+	111308	152108788	152109651	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
9	+	111309	19764902	19765327	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	63043	69755	70521	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	55913	55278	56182	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
MT	+	111310	10067	10416	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111311	80352	80839	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	111312	11824	12736	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111313	118860	120477	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
LT934125.1	+	72383	70758	71541	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	10572	92069	92651	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	2
LT934125.1	+	111314	121784	122915	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	41483	16588	18903	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	2
4	+	111315	96098264	96099686	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111316	21598	21840	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111317	70319	70508	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
13	+	111318	113330982	113331466	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	-	111319	30920817	30921940	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	-	111320	55285	55768	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
AEMK02000569.1	-	55327	792981	795798	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
3	+	111321	18518873	18519011	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	111322	16587	18018	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
3	+	111323	9645049	9645174	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	88725	80352	81213	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	4
LT934125.1	+	111324	51312	52435	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
MT	+	111325	3152	3844	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
1	+	111326	83239881	83241283	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
LT934125.1	+	111327	121434	122320	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	+	111328	79622	79992	FALSE	FALSE	PRV_MdBio_PK-15_12h_1	1
15	+	111329	15882417	15885704	FALSE	TRUE	PRV_MdBio_PK-15_12h_2	1
MT	+	111330	5285	6035	FALSE	FALSE	PRV_MdBio_PK-15_12h_2	1
6	-	111331	167316945	167317254	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	1
LT934125.1	-	29695	28431	29402	FALSE	TRUE	PRV_MdBio_PK-15_12h_1	3
