group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score	cluster_width	group.y	hpi	cell_line	Time
GCGG	1880	LT934125.1	98589	98589	-	98589	241.779497	241.779497	98589	98589	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1881	LT934125.1	98666	98666	-	98666	241.779497	241.779497	98666	98666	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1887	LT934125.1	98970	98970	-	98970	241.779497	241.779497	98970	98970	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1888	LT934125.1	99028	99028	-	99028	241.779497	241.779497	99028	99028	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1891	LT934125.1	99559	99563	-	99559	483.558994	241.779497	99559	99563	5	2.32192809488736	5	PC_12_4h	4h	PC_12	4
GCGG	1893	LT934125.1	99776	99776	-	99776	241.779497	241.779497	99776	99776	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1894	LT934125.1	99839	99839	-	99839	241.779497	241.779497	99839	99839	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1901	LT934125.1	100776	100776	-	100776	241.779497	241.779497	100776	100776	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1918	LT934125.1	102631	102631	-	102631	241.779497	241.779497	102631	102631	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1927	LT934125.1	105641	105641	-	105641	241.779497	241.779497	105641	105641	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1946	LT934125.1	107368	107372	-	107369	2659.574468	1934.235977	107368	107369	2	0.721928094721922	5	PC_12_4h	4h	PC_12	4
GCGG	1948	LT934125.1	107461	107461	-	107461	241.779497	241.779497	107461	107461	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1949	LT934125.1	107556	107559	-	107559	1934.235977	1692.45648	107556	107559	4	1.08712888603634	4	PC_12_4h	4h	PC_12	4
GCGG	1957	LT934125.1	108406	108408	-	108406	967.117988	483.558994	108406	108408	3	1.58496250072116	3	PC_12_4h	4h	PC_12	4
GCGG	1958	LT934125.1	108448	108448	-	108448	241.779497	241.779497	108448	108448	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1977	LT934125.1	110754	110754	-	110754	241.779497	241.779497	110754	110754	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1981	LT934125.1	111103	111103	-	111103	241.779497	241.779497	111103	111103	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1983	LT934125.1	111662	111662	-	111662	241.779497	241.779497	111662	111662	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1985	LT934125.1	111962	111962	-	111962	241.779497	241.779497	111962	111962	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1987	LT934125.1	112306	112306	-	112306	241.779497	241.779497	112306	112306	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1992	LT934125.1	113103	113103	-	113103	241.779497	241.779497	113103	113103	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	1994	LT934125.1	113333	113333	-	113333	241.779497	241.779497	113333	113333	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2012	LT934125.1	115861	115861	-	115861	241.779497	241.779497	115861	115861	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2015	LT934125.1	116447	116447	-	116447	241.779497	241.779497	116447	116447	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2017	LT934125.1	116540	116540	-	116540	483.558994	483.558994	116540	116540	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2024	LT934125.1	116918	116918	-	116918	241.779497	241.779497	116918	116918	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2027	LT934125.1	118060	118060	-	118060	241.779497	241.779497	118060	118060	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2028	LT934125.1	118278	118278	-	118278	241.779497	241.779497	118278	118278	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2029	LT934125.1	118376	118376	-	118376	241.779497	241.779497	118376	118376	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2030	LT934125.1	118724	118724	-	118724	241.779497	241.779497	118724	118724	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2056	LT934125.1	124704	124704	-	124704	483.558994	483.558994	124704	124704	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2060	LT934125.1	125611	125611	-	125611	241.779497	241.779497	125611	125611	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2072	LT934125.1	126998	126999	-	126999	725.338491	483.558994	126998	126999	2	0.91829583405449	2	PC_12_4h	4h	PC_12	4
GCGG	2073	LT934125.1	127062	127066	-	127066	725.338491	483.558994	127062	127066	5	2.13221689650914	5	PC_12_4h	4h	PC_12	4
GCGG	2074	LT934125.1	127131	127131	-	127131	967.117988	967.117988	127131	127131	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2075	LT934125.1	127174	127177	-	127174	725.338491	483.558994	127174	127177	4	1.83659166810898	4	PC_12_4h	4h	PC_12	4
GCGG	2076	LT934125.1	127240	127240	-	127240	1934.235977	1934.235977	127240	127240	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2077	LT934125.1	127285	127287	-	127287	5802.70793	4352.030948	127286	127287	2	0.755375412416943	3	PC_12_4h	4h	PC_12	4
GCGG	2080	LT934125.1	127432	127432	-	127432	1934.235977	1934.235977	127432	127432	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2081	LT934125.1	127488	127490	-	127490	967.117988	725.338491	127488	127490	3	1.28584540492312	3	PC_12_4h	4h	PC_12	4
GCGG	2082	LT934125.1	127532	127573	-	127532	483.558994	241.779497	127532	127573	42	5.39231742277876	42	PC_12_4h	4h	PC_12	4
GCGG	2087	LT934125.1	127874	127874	-	127874	1450.676983	1450.676983	127874	127874	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2088	LT934125.1	127964	127964	-	127964	241.779497	241.779497	127964	127964	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2099	LT934125.1	128729	128736	-	128732	29497.098646	25870.40619	128729	128732	4	1.0337605826741	8	PC_12_4h	4h	PC_12	4
GCGG	2112	LT934125.1	130833	130834	-	130833	483.558994	241.779497	130833	130834	2	1	2	PC_12_4h	4h	PC_12	4
GCGG	2119	LT934125.1	131931	131931	-	131931	241.779497	241.779497	131931	131931	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2120	LT934125.1	132478	132478	-	132478	241.779497	241.779497	132478	132478	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2121	LT934125.1	132625	132625	-	132625	241.779497	241.779497	132625	132625	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2124	LT934125.1	132996	132996	-	132996	241.779497	241.779497	132996	132996	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2128	LT934125.1	133224	133224	-	133224	241.779497	241.779497	133224	133224	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2131	LT934125.1	133363	133363	-	133363	241.779497	241.779497	133363	133363	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2150	LT934125.1	135667	135667	-	135667	241.779497	241.779497	135667	135667	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2156	LT934125.1	136231	136235	-	136235	8704.061895	7736.943907	136234	136235	2	0.195909270816635	5	PC_12_4h	4h	PC_12	4
GCGG	2157	LT934125.1	136295	136297	-	136295	483.558994	241.779497	136295	136297	3	1.58496250072116	3	PC_12_4h	4h	PC_12	4
GCGG	2163	LT934125.1	137415	137415	-	137415	241.779497	241.779497	137415	137415	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2170	LT934125.1	139350	139350	-	139350	241.779497	241.779497	139350	139350	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2178	LT934125.1	141772	141772	-	141772	241.779497	241.779497	141772	141772	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2180	LT934125.1	141872	141872	-	141872	241.779497	241.779497	141872	141872	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2181	LT934125.1	141988	141988	-	141988	483.558994	483.558994	141988	141988	1	0	1	PC_12_4h	4h	PC_12	4
GCGG	2185	LT934125.1	142377	142377	-	142377	241.779497	241.779497	142377	142377	1	0	1	PC_12_4h	4h	PC_12	4
GCTG	3	LT934125.1	986	990	+	990	3083.303773	2974.160277	990	990	1	0	5	C6_12h	12h	C6	12
GCTG	4	LT934125.1	1033	1035	+	1035	109.143496	81.857622	1033	1035	3	1.28584540492312	3	C6_12h	12h	C6	12
GCTG	6	LT934125.1	1174	1174	+	1174	27.285874	27.285874	1174	1174	1	0	1	C6_12h	12h	C6	12
GCTG	7	LT934125.1	1260	1260	+	1260	27.285874	27.285874	1260	1260	1	0	1	C6_12h	12h	C6	12
GCTG	8	LT934125.1	1332	1339	+	1339	327.430489	136.429371	1332	1339	8	6.16375550076101	8	C6_12h	12h	C6	12
GCTG	9	LT934125.1	1382	1382	+	1382	54.571748	54.571748	1382	1382	1	0	1	C6_12h	12h	C6	12
GCTG	10	LT934125.1	1469	1469	+	1469	27.285874	27.285874	1469	1469	1	0	1	C6_12h	12h	C6	12
GCTG	12	LT934125.1	1597	1603	+	1600	900.433845	627.575104	1600	1603	4	1.99737968806911	7	C6_12h	12h	C6	12
GCTG	13	LT934125.1	1666	1666	+	1666	54.571748	54.571748	1666	1666	1	0	1	C6_12h	12h	C6	12
GCTG	14	LT934125.1	1712	1729	+	1712	354.716362	81.857622	1712	1723	12	7.99293903385576	18	C6_12h	12h	C6	12
GCTG	15	LT934125.1	1870	1871	+	1871	191.001119	163.715245	1870	1871	2	0.591672776648934	2	C6_12h	12h	C6	12
GCTG	18	LT934125.1	2069	2069	+	2069	27.285874	27.285874	2069	2069	1	0	1	C6_12h	12h	C6	12
GCTG	24	LT934125.1	2489	2489	+	2489	27.285874	27.285874	2489	2489	1	0	1	C6_12h	12h	C6	12
GCTG	25	LT934125.1	2584	2586	+	2586	136.42937	81.857622	2584	2586	3	1.53892028226356	3	C6_12h	12h	C6	12
GCTG	27	LT934125.1	2851	2851	+	2851	27.285874	27.285874	2851	2851	1	0	1	C6_12h	12h	C6	12
GCTG	29	LT934125.1	3657	3657	+	3657	27.285874	27.285874	3657	3657	1	0	1	C6_12h	12h	C6	12
GCTG	30	LT934125.1	3871	3871	+	3871	191.001119	191.001119	3871	3871	1	0	1	C6_12h	12h	C6	12
GCTG	33	LT934125.1	4557	4557	+	4557	27.285874	27.285874	4557	4557	1	0	1	C6_12h	12h	C6	12
GCTG	34	LT934125.1	4632	4635	+	4632	109.143496	54.571748	4632	4635	4	2	4	C6_12h	12h	C6	12
GCTG	35	LT934125.1	4967	4967	+	4967	245.572867	245.572867	4967	4967	1	0	1	C6_12h	12h	C6	12
GCTG	36	LT934125.1	5107	5107	+	5107	27.285874	27.285874	5107	5107	1	0	1	C6_12h	12h	C6	12
GCTG	37	LT934125.1	6452	6455	+	6452	54.571748	27.285874	6452	6455	4	2	4	C6_12h	12h	C6	12
GCTG	38	LT934125.1	6680	6680	+	6680	27.285874	27.285874	6680	6680	1	0	1	C6_12h	12h	C6	12
GCTG	43	LT934125.1	7441	7441	+	7441	27.285874	27.285874	7441	7441	1	0	1	C6_12h	12h	C6	12
GCTG	44	LT934125.1	7588	7591	+	7591	900.433845	654.860978	7588	7591	4	1.69070187381633	4	C6_12h	12h	C6	12
GCTG	47	LT934125.1	7808	7811	+	7811	81.857622	54.571748	7808	7811	4	1.83659166810898	4	C6_12h	12h	C6	12
GCTG	48	LT934125.1	7851	7851	+	7851	27.285874	27.285874	7851	7851	1	0	1	C6_12h	12h	C6	12
GCTG	55	LT934125.1	8902	8902	+	8902	27.285874	27.285874	8902	8902	1	0	1	C6_12h	12h	C6	12
GCTG	56	LT934125.1	9017	9017	+	9017	27.285874	27.285874	9017	9017	1	0	1	C6_12h	12h	C6	12
GCTG	58	LT934125.1	9109	9115	+	9113	12906.21845	8704.193839	9109	9113	5	2.76561061136512	7	C6_12h	12h	C6	12
GCTG	59	LT934125.1	9257	9270	+	9270	15334.661246	12633.35971	9269	9270	2	0.513998881548908	14	C6_12h	12h	C6	12
GCTG	61	LT934125.1	9413	9415	+	9415	1418.865453	1309.721957	9415	9415	1	0	3	C6_12h	12h	C6	12
GCTG	62	LT934125.1	9480	9491	+	9480	491.145733	327.430489	9480	9489	10	3.60865314131442	12	C6_12h	12h	C6	12
GCTG	63	LT934125.1	9548	9558	+	9548	300.144615	218.286993	9548	9554	7	2.58817936879202	11	C6_12h	12h	C6	12
GCTG	65	LT934125.1	9640	9647	+	9646	20791.836067	18336.107397	9646	9646	1	0	8	C6_12h	12h	C6	12
GCTG	67	LT934125.1	9743	9762	+	9759	1991.86881	1227.864335	9750	9759	10	4.12455841733555	20	C6_12h	12h	C6	12
GCTG	68	LT934125.1	9804	9807	+	9804	272.858741	163.715245	9804	9807	4	2.74190118426235	4	C6_12h	12h	C6	12
GCTG	69	LT934125.1	9862	9867	+	9862	245.572867	191.001119	9862	9867	6	1.97543998797919	6	C6_12h	12h	C6	12
GCTG	70	LT934125.1	9933	9942	+	9933	818.576223	436.573986	9933	9942	10	3.31127012671571	10	C6_12h	12h	C6	12
GCTG	71	LT934125.1	9996	10011	+	9998	272.85874	81.857622	9996	10011	16	8.68380237781867	16	C6_12h	12h	C6	12
GCTG	73	LT934125.1	10088	10089	+	10089	491.145734	436.573986	10088	10089	2	0.503258333418275	2	C6_12h	12h	C6	12
GCTG	74	LT934125.1	10159	10166	+	10164	327.430489	272.858741	10164	10164	1	0	8	C6_12h	12h	C6	12
GCTG	76	LT934125.1	10258	10267	+	10258	54.571748	27.285874	10258	10267	10	3.32192809488736	10	C6_12h	12h	C6	12
GCTG	77	LT934125.1	10334	10334	+	10334	27.285874	27.285874	10334	10334	1	0	1	C6_12h	12h	C6	12
GCTG	78	LT934125.1	10431	10431	+	10431	600.28923	600.28923	10431	10431	1	0	1	C6_12h	12h	C6	12
GCTG	80	LT934125.1	10620	10620	+	10620	27.285874	27.285874	10620	10620	1	0	1	C6_12h	12h	C6	12
GCTG	81	LT934125.1	10694	10694	+	10694	27.285874	27.285874	10694	10694	1	0	1	C6_12h	12h	C6	12
GCTG	83	LT934125.1	10859	10859	+	10859	27.285874	27.285874	10859	10859	1	0	1	C6_12h	12h	C6	12
GCTG	85	LT934125.1	10999	10999	+	10999	27.285874	27.285874	10999	10999	1	0	1	C6_12h	12h	C6	12
GCTG	87	LT934125.1	11153	11153	+	11153	27.285874	27.285874	11153	11153	1	0	1	C6_12h	12h	C6	12
GCTG	88	LT934125.1	11270	11270	+	11270	27.285874	27.285874	11270	11270	1	0	1	C6_12h	12h	C6	12
GCTG	89	LT934125.1	11499	11499	+	11499	27.285874	27.285874	11499	11499	1	0	1	C6_12h	12h	C6	12
GCTG	91	LT934125.1	11631	11640	+	11631	409.288111	327.430489	11631	11640	10	3.00829576227038	10	C6_12h	12h	C6	12
GCTG	92	LT934125.1	11701	11701	+	11701	27.285874	27.285874	11701	11701	1	0	1	C6_12h	12h	C6	12
GCTG	93	LT934125.1	11785	11797	+	11793	32224.617316	18990.968376	11793	11796	4	2.01257509570466	13	C6_12h	12h	C6	12
GCTG	94	LT934125.1	11844	11847	+	11844	109.143496	54.571748	11844	11847	4	2	4	C6_12h	12h	C6	12
GCTG	95	LT934125.1	11923	11925	+	11925	136.42937	81.857622	11923	11925	3	1.53892028226356	3	C6_12h	12h	C6	12
GCTG	96	LT934125.1	11962	11980	+	11977	518.431607	300.144615	11971	11977	7	4.07532698699294	19	C6_12h	12h	C6	12
GCTG	97	LT934125.1	12004	12036	+	12022	1227.864333	382.002237	12017	12031	15	10.1783610364725	33	C6_12h	12h	C6	12
GCTG	98	LT934125.1	12047	12070	+	12068	1173.292586	382.002237	12057	12069	13	8.06746962224969	24	C6_12h	12h	C6	12
GCTG	99	LT934125.1	12104	12130	+	12115	627.575103	218.286993	12110	12129	20	11.4189000179336	27	C6_12h	12h	C6	12
GCTG	101	LT934125.1	12211	12211	+	12211	27.285874	27.285874	12211	12211	1	0	1	C6_12h	12h	C6	12
GCTG	102	LT934125.1	12373	12373	+	12373	27.285874	27.285874	12373	12373	1	0	1	C6_12h	12h	C6	12
GCTG	103	LT934125.1	12416	12416	+	12416	54.571748	54.571748	12416	12416	1	0	1	C6_12h	12h	C6	12
GCTG	113	LT934125.1	14044	14051	+	14048	4611.312724	3410.734263	14045	14050	6	2.12020938712411	8	C6_12h	12h	C6	12
GCTG	114	LT934125.1	14137	14139	+	14138	109.143496	54.571748	14137	14139	3	2.37744375108173	3	C6_12h	12h	C6	12
GCTG	116	LT934125.1	14207	14207	+	14207	27.285874	27.285874	14207	14207	1	0	1	C6_12h	12h	C6	12
GCTG	119	LT934125.1	14338	14338	+	14338	27.285874	27.285874	14338	14338	1	0	1	C6_12h	12h	C6	12
GCTG	120	LT934125.1	14398	14398	+	14398	27.285874	27.285874	14398	14398	1	0	1	C6_12h	12h	C6	12
GCTG	121	LT934125.1	14468	14468	+	14468	27.285874	27.285874	14468	14468	1	0	1	C6_12h	12h	C6	12
GCTG	122	LT934125.1	14560	14560	+	14560	27.285874	27.285874	14560	14560	1	0	1	C6_12h	12h	C6	12
GCTG	123	LT934125.1	14606	14606	+	14606	81.857622	81.857622	14606	14606	1	0	1	C6_12h	12h	C6	12
GCTG	124	LT934125.1	14674	14684	+	14674	81.857622	27.285874	14674	14684	11	5.48306938934921	11	C6_12h	12h	C6	12
GCTG	125	LT934125.1	14741	14741	+	14741	27.285874	27.285874	14741	14741	1	0	1	C6_12h	12h	C6	12
GCTG	126	LT934125.1	14822	14822	+	14822	81.857622	81.857622	14822	14822	1	0	1	C6_12h	12h	C6	12
GCTG	128	LT934125.1	14951	14956	+	14956	136.42937	109.143496	14951	14956	6	1.8661570535009	6	C6_12h	12h	C6	12
GCTG	129	LT934125.1	15028	15028	+	15028	27.285874	27.285874	15028	15028	1	0	1	C6_12h	12h	C6	12
GCTG	130	LT934125.1	15097	15097	+	15097	27.285874	27.285874	15097	15097	1	0	1	C6_12h	12h	C6	12
GCTG	131	LT934125.1	15172	15187	+	15187	245.572866	81.857622	15172	15187	16	8.7886388936966	16	C6_12h	12h	C6	12
GCTG	132	LT934125.1	15271	15271	+	15271	27.285874	27.285874	15271	15271	1	0	1	C6_12h	12h	C6	12
GCTG	133	LT934125.1	15346	15366	+	15346	245.572867	136.429371	15346	15366	21	8.25740278004968	21	C6_12h	12h	C6	12
GCTG	136	LT934125.1	15533	15541	+	15533	109.143496	81.857622	15533	15541	9	2.57169080984623	9	C6_12h	12h	C6	12
GCTG	137	LT934125.1	15588	15599	+	15599	709.432726	300.144615	15591	15599	9	6.1197869044989	12	C6_12h	12h	C6	12
GCTG	139	LT934125.1	15694	15697	+	15697	245.572867	191.001119	15694	15697	4	1.97285345238086	4	C6_12h	12h	C6	12
GCTG	140	LT934125.1	15763	15769	+	15769	136.42937	109.143496	15763	15769	7	2.02670839055371	7	C6_12h	12h	C6	12
GCTG	142	LT934125.1	15952	15952	+	15952	54.571748	54.571748	15952	15952	1	0	1	C6_12h	12h	C6	12
GCTG	146	LT934125.1	16734	16734	+	16734	27.285874	27.285874	16734	16734	1	0	1	C6_12h	12h	C6	12
GCTG	147	LT934125.1	16950	16950	+	16950	27.285874	27.285874	16950	16950	1	0	1	C6_12h	12h	C6	12
GCTG	148	LT934125.1	17398	17398	+	17398	27.285874	27.285874	17398	17398	1	0	1	C6_12h	12h	C6	12
GCTG	149	LT934125.1	18476	18476	+	18476	27.285874	27.285874	18476	18476	1	0	1	C6_12h	12h	C6	12
GCTG	152	LT934125.1	19294	19294	+	19294	54.571748	54.571748	19294	19294	1	0	1	C6_12h	12h	C6	12
GCTG	153	LT934125.1	19488	19488	+	19488	27.285874	27.285874	19488	19488	1	0	1	C6_12h	12h	C6	12
GCTG	157	LT934125.1	21348	21348	+	21348	27.285874	27.285874	21348	21348	1	0	1	C6_12h	12h	C6	12
GCTG	158	LT934125.1	21491	21491	+	21491	27.285874	27.285874	21491	21491	1	0	1	C6_12h	12h	C6	12
GCTG	162	LT934125.1	23722	23723	+	23722	54.571748	27.285874	23722	23723	2	1	2	C6_12h	12h	C6	12
GCTG	163	LT934125.1	24434	24434	+	24434	27.285874	27.285874	24434	24434	1	0	1	C6_12h	12h	C6	12
GCTG	165	LT934125.1	25047	25047	+	25047	27.285874	27.285874	25047	25047	1	0	1	C6_12h	12h	C6	12
GCTG	166	LT934125.1	25107	25107	+	25107	27.285874	27.285874	25107	25107	1	0	1	C6_12h	12h	C6	12
GCTG	167	LT934125.1	25166	25166	+	25166	27.285874	27.285874	25166	25166	1	0	1	C6_12h	12h	C6	12
GCTG	169	LT934125.1	25419	25422	+	25419	54.571748	27.285874	25419	25422	4	2	4	C6_12h	12h	C6	12
GCTG	175	LT934125.1	26173	26173	+	26173	27.285874	27.285874	26173	26173	1	0	1	C6_12h	12h	C6	12
GCTG	176	LT934125.1	26387	26387	+	26387	27.285874	27.285874	26387	26387	1	0	1	C6_12h	12h	C6	12
GCTG	178	LT934125.1	26729	26735	+	26729	54.571748	27.285874	26729	26735	7	2.8073549220576	7	C6_12h	12h	C6	12
GCTG	179	LT934125.1	26927	26927	+	26927	54.571748	54.571748	26927	26927	1	0	1	C6_12h	12h	C6	12
GCTG	180	LT934125.1	27008	27008	+	27008	27.285874	27.285874	27008	27008	1	0	1	C6_12h	12h	C6	12
GCTG	182	LT934125.1	27096	27096	+	27096	27.285874	27.285874	27096	27096	1	0	1	C6_12h	12h	C6	12
GCTG	183	LT934125.1	27177	27177	+	27177	54.571748	54.571748	27177	27177	1	0	1	C6_12h	12h	C6	12
GCTG	185	LT934125.1	27519	27524	+	27519	54.571748	27.285874	27519	27524	6	2.58496250072116	6	C6_12h	12h	C6	12
GCTG	186	LT934125.1	27622	27622	+	27622	27.285874	27.285874	27622	27622	1	0	1	C6_12h	12h	C6	12
GCTG	187	LT934125.1	27825	27825	+	27825	27.285874	27.285874	27825	27825	1	0	1	C6_12h	12h	C6	12
GCTG	188	LT934125.1	28088	28088	+	28088	27.285874	27.285874	28088	28088	1	0	1	C6_12h	12h	C6	12
GCTG	190	LT934125.1	28258	28258	+	28258	27.285874	27.285874	28258	28258	1	0	1	C6_12h	12h	C6	12
GCTG	191	LT934125.1	28323	28323	+	28323	27.285874	27.285874	28323	28323	1	0	1	C6_12h	12h	C6	12
GCTG	193	LT934125.1	28470	28475	+	28470	54.571748	27.285874	28470	28475	6	2.58496250072116	6	C6_12h	12h	C6	12
GCTG	194	LT934125.1	28516	28516	+	28516	54.571748	54.571748	28516	28516	1	0	1	C6_12h	12h	C6	12
GCTG	198	LT934125.1	29100	29100	+	29100	27.285874	27.285874	29100	29100	1	0	1	C6_12h	12h	C6	12
GCTG	199	LT934125.1	29184	29184	+	29184	27.285874	27.285874	29184	29184	1	0	1	C6_12h	12h	C6	12
GCTG	200	LT934125.1	29307	29311	+	29311	81.857622	54.571748	29307	29311	5	2.13221689650914	5	C6_12h	12h	C6	12
GCTG	201	LT934125.1	29410	29410	+	29410	27.285874	27.285874	29410	29410	1	0	1	C6_12h	12h	C6	12
GCTG	202	LT934125.1	29465	29465	+	29465	27.285874	27.285874	29465	29465	1	0	1	C6_12h	12h	C6	12
GCTG	204	LT934125.1	30233	30249	+	30240	709.432727	409.288112	30236	30240	5	3.07503159875195	17	C6_12h	12h	C6	12
GCTG	206	LT934125.1	30299	30299	+	30299	27.285874	27.285874	30299	30299	1	0	1	C6_12h	12h	C6	12
GCTG	207	LT934125.1	30439	30439	+	30439	27.285874	27.285874	30439	30439	1	0	1	C6_12h	12h	C6	12
GCTG	208	LT934125.1	30511	30511	+	30511	54.571748	54.571748	30511	30511	1	0	1	C6_12h	12h	C6	12
GCTG	209	LT934125.1	30594	30594	+	30594	27.285874	27.285874	30594	30594	1	0	1	C6_12h	12h	C6	12
GCTG	210	LT934125.1	30702	30710	+	30702	81.857622	27.285874	30702	30710	9	5.02421225738452	9	C6_12h	12h	C6	12
GCTG	211	LT934125.1	30777	30777	+	30777	27.285874	27.285874	30777	30777	1	0	1	C6_12h	12h	C6	12
GCTG	212	LT934125.1	30842	30844	+	30842	54.571748	27.285874	30842	30844	3	1.58496250072116	3	C6_12h	12h	C6	12
GCTG	213	LT934125.1	30925	30925	+	30925	27.285874	27.285874	30925	30925	1	0	1	C6_12h	12h	C6	12
GCTG	215	LT934125.1	31093	31098	+	31098	17790.389916	15662.091735	31096	31098	3	0.689147893975141	6	C6_12h	12h	C6	12
GCTG	216	LT934125.1	31146	31151	+	31150	136.42937	81.857622	31146	31151	6	3.5438558770067	6	C6_12h	12h	C6	12
GCTG	218	LT934125.1	31270	31272	+	31271	1391.57958	927.71972	31271	31272	2	0.904381457788261	3	C6_12h	12h	C6	12
GCTG	220	LT934125.1	31378	31382	+	31378	81.857622	54.571748	31378	31382	5	2.13221689650914	5	C6_12h	12h	C6	12
GCTG	221	LT934125.1	31455	31458	+	31457	382.002237	327.430489	31457	31457	1	0	4	C6_12h	12h	C6	12
GCTG	223	LT934125.1	31596	31605	+	31605	873.147971	545.717482	31603	31605	3	1.66382187014038	10	C6_12h	12h	C6	12
GCTG	225	LT934125.1	31703	31703	+	31703	27.285874	27.285874	31703	31703	1	0	1	C6_12h	12h	C6	12
GCTG	226	LT934125.1	31769	31779	+	31769	136.42937	81.857622	31769	31779	11	4.74270983404608	11	C6_12h	12h	C6	12
GCTG	227	LT934125.1	31853	31859	+	31859	354.716363	300.144615	31856	31859	4	0.827633698846368	7	C6_12h	12h	C6	12
GCTG	228	LT934125.1	31931	31941	+	31933	3083.303774	1582.580698	31932	31941	10	4.68040691762452	11	C6_12h	12h	C6	12
GCTG	229	LT934125.1	32007	32038	+	32038	101203.307047	70179.268193	32036	32038	3	1.55488196009558	32	C6_12h	12h	C6	12
GCTG	230	LT934125.1	32091	32117	+	32095	300.144614	81.857622	32092	32117	26	11.4993406637147	27	C6_12h	12h	C6	12
GCTG	231	LT934125.1	32145	32146	+	32146	109.143496	81.857622	32145	32146	2	0.811278124459133	2	C6_12h	12h	C6	12
GCTG	235	LT934125.1	34176	34176	+	34176	27.285874	27.285874	34176	34176	1	0	1	C6_12h	12h	C6	12
GCTG	236	LT934125.1	34347	34347	+	34347	27.285874	27.285874	34347	34347	1	0	1	C6_12h	12h	C6	12
GCTG	239	LT934125.1	34780	34780	+	34780	27.285874	27.285874	34780	34780	1	0	1	C6_12h	12h	C6	12
GCTG	240	LT934125.1	34887	34887	+	34887	27.285874	27.285874	34887	34887	1	0	1	C6_12h	12h	C6	12
GCTG	241	LT934125.1	34942	34942	+	34942	27.285874	27.285874	34942	34942	1	0	1	C6_12h	12h	C6	12
GCTG	243	LT934125.1	40984	40984	+	40984	27.285874	27.285874	40984	40984	1	0	1	C6_12h	12h	C6	12
GCTG	244	LT934125.1	41430	41430	+	41430	27.285874	27.285874	41430	41430	1	0	1	C6_12h	12h	C6	12
GCTG	245	LT934125.1	41708	41708	+	41708	27.285874	27.285874	41708	41708	1	0	1	C6_12h	12h	C6	12
GCTG	246	LT934125.1	42009	42009	+	42009	27.285874	27.285874	42009	42009	1	0	1	C6_12h	12h	C6	12
GCTG	247	LT934125.1	42220	42220	+	42220	27.285874	27.285874	42220	42220	1	0	1	C6_12h	12h	C6	12
GCTG	250	LT934125.1	44031	44031	+	44031	27.285874	27.285874	44031	44031	1	0	1	C6_12h	12h	C6	12
GCTG	251	LT934125.1	44731	44731	+	44731	27.285874	27.285874	44731	44731	1	0	1	C6_12h	12h	C6	12
GCTG	252	LT934125.1	44806	44812	+	44812	4966.029086	4038.309367	44810	44812	3	1.05390124973677	7	C6_12h	12h	C6	12
