sample	seqnames	strand	window_start	window_end	sum_coverage	mean_coverage	sd_coverage	median_coverage	min_coverage	max_coverage	varcoeff_coverage	cell_line	hpi	Time	bamfiles	libtype	group	sample_name
ATGG	LT934125.1	-	77251	77300	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77301	77350	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77351	77400	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77401	77450	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77451	77500	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77501	77550	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77551	77600	84	1.68	0.740656079818041	2	0	2	0.440866714177406	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77601	77650	10	0.2	0.606091526731326	0	0	2	3.03045763365663	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77651	77700	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77701	77750	26	0.52	0.504672049504448	1	0	1	0.970523172123939	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77751	77800	21	0.42	0.49856938190329	0	0	1	1.1870699569126	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77801	77850	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77851	77900	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77901	77950	36	0.72	1.2942573317607	0	0	3	1.79757962744542	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	77951	78000	105	2.1	1.38873014965883	3	0	3	0.661300071266108	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78001	78050	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78051	78100	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78101	78150	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78151	78200	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78201	78250	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78251	78300	6	0.12	0.328260722659316	0	0	1	2.73550602216097	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78301	78350	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78351	78400	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78401	78450	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78451	78500	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78501	78550	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78551	78600	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78601	78650	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78651	78700	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78701	78750	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78751	78800	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78801	78850	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78851	78900	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78901	78950	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	78951	79000	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79001	79050	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79051	79100	45	0.9	0.303045763365663	1	0	1	0.336717514850737	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79101	79150	17	0.34	0.478518120698406	0	0	1	1.40740623734825	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79151	79200	33	0.66	0.478518120698407	1	0	1	0.725027455603646	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79201	79250	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79251	79300	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79301	79350	7	0.14	0.350509832753866	0	0	1	2.50364166252761	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79351	79400	40	0.8	0.404061017820884	1	0	1	0.505076272276105	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79401	79450	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79451	79500	38	0.76	0.4314191105869	1	0	1	0.567656724456447	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79501	79550	9	0.18	0.388087934491604	0	0	1	2.15604408050891	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79551	79600	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79601	79650	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79651	79700	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79701	79750	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79751	79800	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79801	79850	20	0.4	0.494871659305394	0	0	1	1.23717914826348	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79851	79900	37	0.74	0.443087497693452	1	0	1	0.598766888774935	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79901	79950	37	0.74	0.443087497693452	1	0	1	0.598766888774935	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	79951	80000	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80001	80050	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80051	80100	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80101	80150	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80151	80200	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80201	80250	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80251	80300	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80301	80350	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80351	80400	48	0.96	0.92493794607078	1	0	2	0.963477027157062	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80401	80450	49	0.98	0.914508901330241	1	0	2	0.933172348296164	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80451	80500	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80501	80550	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80551	80600	64	1.28	1.26232697339283	2	0	3	0.986192947963148	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80601	80650	178	3.56	0.951046684405328	3	2	5	0.267147945057676	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80651	80700	173	3.46	0.542481072744215	3	2	4	0.156786437209311	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80701	80750	111	2.22	0.708260300356602	2	1	3	0.319036171331803	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80751	80800	141	2.82	0.62889602008729	3	2	4	0.223012773080599	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80801	80850	387	7.74	1.44009636865746	8	5	10	0.186058962358845	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80851	80900	340	6.8	1.26168012376112	6	5	9	0.185541194670753	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80901	80950	359	7.18	0.873416935293301	7	5	9	0.121645812714944	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	80951	81000	422	8.44	1.43085531720559	8	4	10	0.169532620521989	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81001	81050	276	5.52	2.95019888641219	4	1	10	0.534456320002209	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81051	81100	309	6.18	3.10161248385416	8	1	9	0.501879042694849	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81101	81150	285	5.7	2.10199128136602	6	2	8	0.368770400239653	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81151	81200	220	4.4	1.69030850945703	4	1	7	0.384161024876598	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81201	81250	397	7.94	1.40567363472	8	5	10	0.177036981702771	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81251	81300	84	1.68	1.71951583123784	1	0	5	1.02352132811776	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81301	81350	91	1.82	0.690755280213519	2	1	3	0.379535868249186	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81351	81400	498	9.96	7.83753397284568	4	2	20	0.786901001289727	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81401	81450	738	14.76	9.10608677350104	17	2	31	0.616943548340179	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81451	81500	1480	29.6	9.03507902905251	31	11	40	0.305239156386909	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81501	81550	852	17.04	4.21832735978204	15	13	25	0.24755442252242	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81551	81600	236	4.72	4.46318272088428	2	2	13	0.945589559509381	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81601	81650	259	5.18	3.78875888353311	3	3	12	0.7314206338867	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81651	81700	666	13.32	3.0199337741083	15	8	17	0.226721754812935	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81701	81750	325	6.5	2.287945339721	6	4	12	0.351991590726307	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81751	81800	10938	218.76	93.9299695713433	259	3	264	0.429374518062458	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81801	81850	1646	32.92	75.0748850638277	7.5	3	263	2.28052506269221	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81851	81900	1476	29.52	7.98529260322899	33	4	34	0.270504491979302	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81901	81950	57	1.14	0.969114891779807	1	0	4	0.850100782262989	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	81951	82000	200	4	3.01695886884898	2.5	1	8	0.754239717212246	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82001	82050	161	3.22	3.41837770330445	1	0	7	1.06160798239269	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82051	82100	6	0.12	0.47979587496419	0	0	2	3.99829895803492	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82101	82150	96	1.92	0.600679886903675	2	1	3	0.312854107762331	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82151	82200	66	1.32	0.471212071499161	1	1	2	0.356978842044819	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82201	82250	55	1.1	0.303045763365663	1	1	2	0.275496148514239	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82251	82300	47	0.94	0.890081399625441	1	0	2	0.946895105984512	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82301	82350	53	1.06	0.956396297332346	1	0	2	0.902260657860703	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82351	82400	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82401	82450	25	0.5	0.505076272276105	0.5	0	1	1.01015254455221	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82451	82500	23	0.46	0.503457433905889	0	0	1	1.09447268240411	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82501	82550	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82551	82600	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82601	82650	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82651	82700	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82701	82750	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82751	82800	61	1.22	0.932190748632883	2	0	2	0.764090777567937	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82801	82850	35	0.7	0.90913729009699	0	0	2	1.29876755728141	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82851	82900	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82901	82950	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	82951	83000	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83001	83050	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83051	83100	135	2.7	0.839095723176481	3	0	3	0.310776193769067	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83101	83150	6	0.12	0.47979587496419	0	0	2	3.99829895803492	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83151	83200	104	2.08	0.829063893059823	2	0	3	0.398588410124915	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83201	83250	108	2.16	0.738448456189719	2	1	3	0.341874285273018	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83251	83300	26	0.52	0.788695642390986	0	0	2	1.51672238921344	PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83301	83350	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83351	83400	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83401	83450	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83451	83500	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83501	83550	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83551	83600	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83601	83650	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83651	83700	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83701	83750	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83751	83800	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83801	83850	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83851	83900	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83901	83950	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	83951	84000	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84001	84050	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84051	84100	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84101	84150	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84151	84200	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84201	84250	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84251	84300	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84301	84350	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
ATGG	LT934125.1	-	84351	84400	0	0	0	0	0	0		PC-12	12h	12	ATGG_mappedAligned.out.bam	CAGE	PC-12_CAGE_12h	PC-12_CAGE_12h
